Year,UNIT_MEASURE,ADMIN_AREA,SEX,Religion,Value
2013,NUMBER,gacko,M,ortodox,4228
2013,NUMBER,gacko,F,ortodox,4109
2013,NUMBER,grad_gradiska,_T,ortodox,40702
2013,NUMBER,grad_gradiska,M,ortodox,19929
2013,NUMBER,grad_gradiska,F,ortodox,20773
2013,NUMBER,grad_derventa,_T,ortodox,21541
2013,NUMBER,grad_derventa,M,ortodox,10537
2013,NUMBER,grad_derventa,F,ortodox,11004
2013,NUMBER,grad_doboj,_T,ortodox,50744
2013,NUMBER,grad_doboj,M,ortodox,24842
2013,NUMBER,grad_doboj,F,ortodox,25902
2013,NUMBER,donji_zabar,_T,ortodox,2658
2013,NUMBER,donji_zabar,M,ortodox,1352
2013,NUMBER,donji_zabar,F,ortodox,1306
2013,NUMBER,grad_zvornik,_T,ortodox,37114
2013,NUMBER,grad_zvornik,M,ortodox,18378
2013,NUMBER,grad_zvornik,F,ortodox,18736
2013,NUMBER,istocna_ilidza,_T,ortodox,13458
2013,NUMBER,istocna_ilidza,M,ortodox,6479
2013,NUMBER,istocna_ilidza,F,ortodox,6979
2013,NUMBER,istocni_drvar,_T,ortodox,65
2013,NUMBER,istocni_drvar,M,ortodox,44
2013,NUMBER,istocni_drvar,F,ortodox,21
2013,NUMBER,istocni_mostar,_T,ortodox,153
2013,NUMBER,istocni_mostar,M,ortodox,84
2013,NUMBER,istocni_mostar,F,ortodox,69
2013,NUMBER,istocni_stari_grad,_T,ortodox,1058
2013,NUMBER,istocni_stari_grad,M,ortodox,520
2013,NUMBER,istocni_stari_grad,F,ortodox,538
2013,NUMBER,istocno_novo_sarajevo,_T,ortodox,10044
2013,NUMBER,istocno_novo_sarajevo,M,ortodox,4796
2013,NUMBER,istocno_novo_sarajevo,F,ortodox,5248
2013,NUMBER,jezero,_T,ortodox,780
2013,NUMBER,jezero,M,ortodox,412
2013,NUMBER,jezero,F,ortodox,368
2013,NUMBER,kalinovik,_T,ortodox,1905
2013,NUMBER,kalinovik,M,ortodox,923
2013,NUMBER,kalinovik,F,ortodox,982
2013,NUMBER,knezevo,_T,ortodox,8866
2013,NUMBER,knezevo,M,ortodox,4408
2013,NUMBER,knezevo,F,ortodox,4458
2013,NUMBER,kozarska_dubica,_T,ortodox,18103
2013,NUMBER,kozarska_dubica,M,ortodox,8909
2013,NUMBER,kozarska_dubica,F,ortodox,9194
2013,NUMBER,kostajnica,_T,ortodox,4190
2013,NUMBER,kostajnica,M,ortodox,2080
2013,NUMBER,kostajnica,F,ortodox,2110
2013,NUMBER,kotor_varos,_T,ortodox,12645
2013,NUMBER,kotor_varos,M,ortodox,6263
2013,NUMBER,kotor_varos,F,ortodox,6382
2013,NUMBER,krupa_na_uni,_T,ortodox,1554
2013,NUMBER,krupa_na_uni,M,ortodox,840
2013,NUMBER,krupa_na_uni,F,ortodox,714
2013,NUMBER,kupres,_T,ortodox,292
2013,NUMBER,kupres,M,ortodox,156
2013,NUMBER,kupres,F,ortodox,136
2013,NUMBER,laktasi,_T,ortodox,32907
2013,NUMBER,laktasi,M,ortodox,16334
2013,NUMBER,laktasi,F,ortodox,16573
2013,NUMBER,lopare,_T,ortodox,13273
2013,NUMBER,lopare,M,ortodox,6700
2013,NUMBER,lopare,F,ortodox,6573
2013,NUMBER,ljubinje,_T,ortodox,3295
2013,NUMBER,ljubinje,M,ortodox,1621
2013,NUMBER,ljubinje,F,ortodox,1674
2013,NUMBER,milici,_T,ortodox,6835
2013,NUMBER,milici,M,ortodox,3469
2013,NUMBER,milici,F,ortodox,3366
2013,NUMBER,modrica,_T,ortodox,19482
2013,NUMBER,modrica,M,ortodox,9579
2013,NUMBER,modrica,F,ortodox,9903
2013,NUMBER,mrkonjic_grad,_T,ortodox,15334
2013,NUMBER,mrkonjic_grad,M,ortodox,7387
2013,NUMBER,mrkonjic_grad,F,ortodox,7947
2013,NUMBER,nevesinje,_T,ortodox,11973
2013,NUMBER,nevesinje,M,ortodox,5955
2013,NUMBER,nevesinje,F,ortodox,6018
2013,NUMBER,novi_grad,_T,ortodox,19443
2013,NUMBER,novi_grad,M,ortodox,9725
2013,NUMBER,novi_grad,F,ortodox,9718
2013,NUMBER,novo_gorazde,_T,ortodox,1563
2013,NUMBER,novo_gorazde,M,ortodox,822
2013,NUMBER,novo_gorazde,F,ortodox,741
2013,NUMBER,osmaci,_T,ortodox,2848
2013,NUMBER,osmaci,M,ortodox,1446
2013,NUMBER,osmaci,F,ortodox,1402
2013,NUMBER,ostra_luka,_T,ortodox,2503
2013,NUMBER,ostra_luka,M,ortodox,1290
2013,NUMBER,ostra_luka,F,ortodox,1213
2013,NUMBER,pale,_T,ortodox,19901
2013,NUMBER,pale,M,ortodox,9546
2013,NUMBER,pale,F,ortodox,10355
2013,NUMBER,pelagicevo,_T,ortodox,3152
2013,NUMBER,pelagicevo,M,ortodox,1566
2013,NUMBER,pelagicevo,F,ortodox,1586
2013,NUMBER,petrovac,_T,ortodox,352
2013,NUMBER,petrovac,M,ortodox,168
2013,NUMBER,petrovac,F,ortodox,184
2013,NUMBER,petrovo,_T,ortodox,6221
2013,NUMBER,petrovo,M,ortodox,3004
2013,NUMBER,petrovo,F,ortodox,3217
2013,NUMBER,grad_prijedor,_T,ortodox,53842
2013,NUMBER,grad_prijedor,M,ortodox,26540
2013,NUMBER,grad_prijedor,F,ortodox,27302
2013,NUMBER,prnjavor,_T,ortodox,29944
2013,NUMBER,prnjavor,M,ortodox,14579
2013,NUMBER,prnjavor,F,ortodox,15365
2013,NUMBER,ribnik,_T,ortodox,5824
2013,NUMBER,ribnik,M,ortodox,2886
2013,NUMBER,ribnik,F,ortodox,2938
2013,NUMBER,rogatica,_T,ortodox,9199
2013,NUMBER,rogatica,M,ortodox,4492
2013,NUMBER,rogatica,F,ortodox,4707
2013,NUMBER,rudo,_T,ortodox,6968
2013,NUMBER,rudo,M,ortodox,3521
2013,NUMBER,rudo,F,ortodox,3447
2013,NUMBER,sokolac,_T,ortodox,10897
2013,NUMBER,sokolac,M,ortodox,5356
2013,NUMBER,sokolac,F,ortodox,5541
2013,NUMBER,srbac,_T,ortodox,16110
2013,NUMBER,srbac,M,ortodox,7932
2013,NUMBER,srbac,F,ortodox,8178
2013,NUMBER,srebrenica,_T,ortodox,5418
2013,NUMBER,srebrenica,M,ortodox,2721
2013,NUMBER,srebrenica,F,ortodox,2697
2013,NUMBER,teslic,_T,ortodox,28140
2013,NUMBER,teslic,M,ortodox,13523
2013,NUMBER,teslic,F,ortodox,14617
2013,NUMBER,grad_trebinje,_T,ortodox,26669
2013,NUMBER,grad_trebinje,M,ortodox,13054
2013,NUMBER,grad_trebinje,F,ortodox,13615
2013,NUMBER,trnovo,_T,ortodox,1135
2013,NUMBER,trnovo,M,ortodox,537
2013,NUMBER,trnovo,F,ortodox,598
2013,NUMBER,ugljevik,_T,ortodox,13016
2013,NUMBER,ugljevik,M,ortodox,6602
2013,NUMBER,ugljevik,F,ortodox,6414
2013,NUMBER,foca,_T,ortodox,16163
2013,NUMBER,foca,M,ortodox,8138
2013,NUMBER,foca,F,ortodox,8025
2013,NUMBER,han_pijesak,_T,ortodox,2998
2013,NUMBER,han_pijesak,M,ortodox,1416
2013,NUMBER,han_pijesak,F,ortodox,1582
2013,NUMBER,cajnice,_T,ortodox,3812
2013,NUMBER,cajnice,M,ortodox,1895
2013,NUMBER,cajnice,F,ortodox,1917
2013,NUMBER,celinac,_T,ortodox,14538
2013,NUMBER,celinac,M,ortodox,7205
2013,NUMBER,celinac,F,ortodox,7333
2013,NUMBER,samac,_T,ortodox,12833
2013,NUMBER,samac,M,ortodox,6262
2013,NUMBER,samac,F,ortodox,6571
2013,NUMBER,sekovici,_T,ortodox,6188
2013,NUMBER,sekovici,M,ortodox,3035
2013,NUMBER,sekovici,F,ortodox,3153
2013,NUMBER,sipovo,_T,ortodox,9298
2013,NUMBER,sipovo,M,ortodox,4709
2013,NUMBER,sipovo,F,ortodox,4589
2013,NUMBER,republika_srpska,_T,agnostic,1223
2013,NUMBER,republika_srpska,M,agnostic,610
2013,NUMBER,republika_srpska,F,agnostic,613
2013,NUMBER,grad_banja_luka,_T,agnostic,592
2013,NUMBER,grad_banja_luka,M,agnostic,285
2013,NUMBER,grad_banja_luka,F,agnostic,307
2013,NUMBER,berkovici,_T,agnostic,0
2013,NUMBER,berkovici,M,agnostic,0
2013,NUMBER,berkovici,F,agnostic,0
2013,NUMBER,grad_bijeljina,_T,agnostic,60
2013,NUMBER,grad_bijeljina,M,agnostic,33
2013,NUMBER,grad_bijeljina,F,agnostic,27
2013,NUMBER,bileca,_T,agnostic,1
2013,NUMBER,bileca,M,agnostic,1
2013,NUMBER,bileca,F,agnostic,0
2013,NUMBER,bratunac,_T,agnostic,2
2013,NUMBER,bratunac,M,agnostic,1
2013,NUMBER,bratunac,F,agnostic,1
2013,NUMBER,brod,_T,agnostic,15
2013,NUMBER,brod,M,agnostic,7
2013,NUMBER,brod,F,agnostic,8
2013,NUMBER,visegrad,_T,agnostic,2
2013,NUMBER,visegrad,M,agnostic,2
2013,NUMBER,visegrad,F,agnostic,0
2013,NUMBER,vlasenica,_T,agnostic,2
2013,NUMBER,vlasenica,M,agnostic,1
2013,NUMBER,vlasenica,F,agnostic,1
2013,NUMBER,vukosavlje,_T,agnostic,1
2013,NUMBER,vukosavlje,M,agnostic,1
2013,NUMBER,vukosavlje,F,agnostic,0
2013,NUMBER,gacko,_T,agnostic,1
2013,NUMBER,gacko,M,agnostic,0
2013,NUMBER,gacko,F,agnostic,1
2013,NUMBER,grad_gradiska,_T,agnostic,45
2013,NUMBER,grad_gradiska,M,agnostic,28
2013,NUMBER,grad_gradiska,F,agnostic,17
2013,NUMBER,grad_derventa,_T,agnostic,19
2013,NUMBER,grad_derventa,M,agnostic,9
2013,NUMBER,grad_derventa,F,agnostic,10
2013,NUMBER,grad_doboj,_T,agnostic,71
2013,NUMBER,grad_doboj,M,agnostic,40
2013,NUMBER,grad_doboj,F,agnostic,31
2013,NUMBER,donji_zabar,_T,agnostic,1
2013,NUMBER,donji_zabar,M,agnostic,0
2013,NUMBER,donji_zabar,F,agnostic,1
2013,NUMBER,grad_zvornik,_T,agnostic,9
2013,NUMBER,grad_zvornik,M,agnostic,5
2013,NUMBER,grad_zvornik,F,agnostic,4
2013,NUMBER,istocna_ilidza,_T,agnostic,17
2013,NUMBER,istocna_ilidza,M,agnostic,8
2013,NUMBER,istocna_ilidza,F,agnostic,9
2013,NUMBER,istocni_drvar,_T,agnostic,0
2013,NUMBER,istocni_drvar,M,agnostic,0
2013,NUMBER,istocni_drvar,F,agnostic,0
2013,NUMBER,istocni_mostar,_T,agnostic,0
2013,NUMBER,istocni_mostar,M,agnostic,0
2013,NUMBER,istocni_mostar,F,agnostic,0
2013,NUMBER,istocni_stari_grad,_T,agnostic,0
2013,NUMBER,istocni_stari_grad,M,agnostic,0
2013,NUMBER,istocni_stari_grad,F,agnostic,0
2013,NUMBER,istocno_novo_sarajevo,_T,agnostic,23
2013,NUMBER,istocno_novo_sarajevo,M,agnostic,8
2013,NUMBER,istocno_novo_sarajevo,F,agnostic,15
2013,NUMBER,jezero,_T,agnostic,0
2013,NUMBER,jezero,M,agnostic,0
2013,NUMBER,jezero,F,agnostic,0
2013,NUMBER,kalinovik,_T,agnostic,2
2013,NUMBER,kalinovik,M,agnostic,0
2013,NUMBER,kalinovik,F,agnostic,2
2013,NUMBER,knezevo,_T,agnostic,0
2013,NUMBER,knezevo,M,agnostic,0
2013,NUMBER,knezevo,F,agnostic,0
2013,NUMBER,kozarska_dubica,_T,agnostic,17
2013,NUMBER,kozarska_dubica,M,agnostic,5
2013,NUMBER,kozarska_dubica,F,agnostic,12
2013,NUMBER,kostajnica,_T,agnostic,3
2013,NUMBER,kostajnica,M,agnostic,3
2013,NUMBER,kostajnica,F,agnostic,0
2013,NUMBER,kotor_varos,_T,agnostic,10
2013,NUMBER,kotor_varos,M,agnostic,6
2013,NUMBER,kotor_varos,F,agnostic,4
2013,NUMBER,krupa_na_uni,_T,agnostic,0
2013,NUMBER,krupa_na_uni,M,agnostic,0
2013,NUMBER,krupa_na_uni,F,agnostic,0
2013,NUMBER,kupres,_T,agnostic,0
2013,NUMBER,kupres,M,agnostic,0
2013,NUMBER,kupres,F,agnostic,0
2013,NUMBER,laktasi,_T,agnostic,35
2013,NUMBER,laktasi,M,agnostic,19
2013,NUMBER,laktasi,F,agnostic,16
2013,NUMBER,lopare,_T,agnostic,4
2013,NUMBER,lopare,M,agnostic,0
2013,NUMBER,lopare,F,agnostic,4
2013,NUMBER,ljubinje,_T,agnostic,0
2013,NUMBER,ljubinje,M,agnostic,0
2013,NUMBER,ljubinje,F,agnostic,0
2013,NUMBER,milici,_T,agnostic,0
2013,NUMBER,milici,M,agnostic,0
2013,NUMBER,milici,F,agnostic,0
2013,NUMBER,modrica,_T,agnostic,26
2013,NUMBER,modrica,M,agnostic,13
2013,NUMBER,modrica,F,agnostic,13
2013,NUMBER,mrkonjic_grad,_T,agnostic,8
2013,NUMBER,mrkonjic_grad,M,agnostic,5
2013,NUMBER,mrkonjic_grad,F,agnostic,3
2013,NUMBER,nevesinje,_T,agnostic,3
2013,NUMBER,nevesinje,M,agnostic,1
2013,NUMBER,nevesinje,F,agnostic,2
2013,NUMBER,novi_grad,_T,agnostic,9
2013,NUMBER,novi_grad,M,agnostic,5
2013,NUMBER,novi_grad,F,agnostic,4
2013,NUMBER,novo_gorazde,_T,agnostic,0
2013,NUMBER,novo_gorazde,M,agnostic,0
2013,NUMBER,novo_gorazde,F,agnostic,0
2013,NUMBER,osmaci,_T,agnostic,0
2013,NUMBER,osmaci,M,agnostic,0
2013,NUMBER,osmaci,F,agnostic,0
2013,NUMBER,ostra_luka,_T,agnostic,2
2013,NUMBER,ostra_luka,M,agnostic,1
2013,NUMBER,ostra_luka,F,agnostic,1
2013,NUMBER,pale,_T,agnostic,15
2013,NUMBER,pale,M,agnostic,9
2013,NUMBER,pale,F,agnostic,6
2013,NUMBER,pelagicevo,_T,agnostic,0
2013,NUMBER,pelagicevo,M,agnostic,0
2013,NUMBER,pelagicevo,F,agnostic,0
2013,NUMBER,petrovac,_T,agnostic,0
2013,NUMBER,petrovac,M,agnostic,0
2013,NUMBER,petrovac,F,agnostic,0
2013,NUMBER,petrovo,_T,agnostic,1
2013,NUMBER,petrovo,M,agnostic,1
2013,NUMBER,petrovo,F,agnostic,0
2013,NUMBER,grad_prijedor,_T,agnostic,84
2013,NUMBER,grad_prijedor,M,agnostic,48
2013,NUMBER,grad_prijedor,F,agnostic,36
2013,NUMBER,prnjavor,_T,agnostic,25
2013,NUMBER,prnjavor,M,agnostic,11
2013,NUMBER,prnjavor,F,agnostic,14
2013,NUMBER,ribnik,_T,agnostic,0
2013,NUMBER,ribnik,M,agnostic,0
2013,NUMBER,ribnik,F,agnostic,0
2013,NUMBER,rogatica,_T,agnostic,2
2013,NUMBER,rogatica,M,agnostic,2
2013,NUMBER,rogatica,F,agnostic,0
2013,NUMBER,rudo,_T,agnostic,1
2013,NUMBER,rudo,M,agnostic,1
2013,NUMBER,rudo,F,agnostic,0
2013,NUMBER,sokolac,_T,agnostic,2
2013,NUMBER,sokolac,M,agnostic,0
2013,NUMBER,sokolac,F,agnostic,2
2013,NUMBER,srbac,_T,agnostic,7
2013,NUMBER,srbac,M,agnostic,5
2013,NUMBER,srbac,F,agnostic,2
2013,NUMBER,srebrenica,_T,agnostic,1
2013,NUMBER,srebrenica,M,agnostic,0
2013,NUMBER,srebrenica,F,agnostic,1
2013,NUMBER,teslic,_T,agnostic,37
2013,NUMBER,teslic,M,agnostic,15
2013,NUMBER,teslic,F,agnostic,22
2013,NUMBER,grad_trebinje,_T,agnostic,32
2013,NUMBER,grad_trebinje,M,agnostic,14
2013,NUMBER,grad_trebinje,F,agnostic,18
2013,NUMBER,trnovo,_T,agnostic,3
2013,NUMBER,trnovo,M,agnostic,2
2013,NUMBER,trnovo,F,agnostic,1
2013,NUMBER,ugljevik,_T,agnostic,1
2013,NUMBER,ugljevik,M,agnostic,1
2013,NUMBER,ugljevik,F,agnostic,0
2013,NUMBER,foca,_T,agnostic,3
2013,NUMBER,foca,M,agnostic,1
2013,NUMBER,foca,F,agnostic,2
2013,NUMBER,han_pijesak,_T,agnostic,1
2013,NUMBER,han_pijesak,M,agnostic,0
2013,NUMBER,han_pijesak,F,agnostic,1
2013,NUMBER,cajnice,_T,agnostic,1
2013,NUMBER,cajnice,M,agnostic,0
2013,NUMBER,cajnice,F,agnostic,1
2013,NUMBER,celinac,_T,agnostic,8
2013,NUMBER,celinac,M,agnostic,4
2013,NUMBER,celinac,F,agnostic,4
2013,NUMBER,samac,_T,agnostic,18
2013,NUMBER,samac,M,agnostic,8
2013,NUMBER,samac,F,agnostic,10
2013,NUMBER,sekovici,_T,agnostic,1
2013,NUMBER,sekovici,M,agnostic,1
2013,NUMBER,sekovici,F,agnostic,0
2013,NUMBER,sipovo,_T,agnostic,0
2013,NUMBER,sipovo,M,agnostic,0
2013,NUMBER,sipovo,F,agnostic,0
2013,NUMBER,republika_srpska,_T,atheist,5784
2013,NUMBER,republika_srpska,M,atheist,3146
2013,NUMBER,republika_srpska,F,atheist,2638
2013,NUMBER,grad_banja_luka,_T,atheist,2593
2013,NUMBER,grad_banja_luka,M,atheist,1342
2013,NUMBER,grad_banja_luka,F,atheist,1251
2013,NUMBER,berkovici,_T,atheist,2
2013,NUMBER,berkovici,M,atheist,1
2013,NUMBER,berkovici,F,atheist,1
2013,NUMBER,grad_bijeljina,_T,atheist,345
2013,NUMBER,grad_bijeljina,M,atheist,218
2013,NUMBER,grad_bijeljina,F,atheist,127
2013,NUMBER,bileca,_T,atheist,7
2013,NUMBER,bileca,M,atheist,5
2013,NUMBER,bileca,F,atheist,2
2013,NUMBER,bratunac,_T,atheist,8
2013,NUMBER,bratunac,M,atheist,5
2013,NUMBER,bratunac,F,atheist,3
2013,NUMBER,brod,_T,atheist,113
2013,NUMBER,brod,M,atheist,59
2013,NUMBER,brod,F,atheist,54
2013,NUMBER,visegrad,_T,atheist,21
2013,NUMBER,visegrad,M,atheist,15
2013,NUMBER,visegrad,F,atheist,6
2013,NUMBER,vlasenica,_T,atheist,16
2013,NUMBER,vlasenica,M,atheist,10
2013,NUMBER,vlasenica,F,atheist,6
2013,NUMBER,vukosavlje,_T,atheist,9
2013,NUMBER,vukosavlje,M,atheist,7
2013,NUMBER,vukosavlje,F,atheist,2
2013,NUMBER,gacko,_T,atheist,3
2013,NUMBER,gacko,M,atheist,1
2013,NUMBER,gacko,F,atheist,2
2013,NUMBER,grad_gradiska,_T,atheist,223
2013,NUMBER,grad_gradiska,M,atheist,126
2013,NUMBER,grad_gradiska,F,atheist,97
2013,NUMBER,grad_derventa,_T,atheist,100
2013,NUMBER,grad_derventa,M,atheist,51
2013,NUMBER,grad_derventa,F,atheist,49
2013,NUMBER,grad_doboj,_T,atheist,378
2013,NUMBER,grad_doboj,M,atheist,200
2013,NUMBER,grad_doboj,F,atheist,178
2013,NUMBER,donji_zabar,_T,atheist,0
2013,NUMBER,donji_zabar,M,atheist,0
2013,NUMBER,donji_zabar,F,atheist,0
2013,NUMBER,grad_zvornik,_T,atheist,59
2013,NUMBER,grad_zvornik,M,atheist,36
2013,NUMBER,grad_zvornik,F,atheist,23
2013,NUMBER,istocna_ilidza,_T,atheist,60
2013,NUMBER,istocna_ilidza,M,atheist,27
2013,NUMBER,istocna_ilidza,F,atheist,33
2013,NUMBER,istocni_drvar,_T,atheist,0
2013,NUMBER,istocni_drvar,M,atheist,0
2013,NUMBER,istocni_drvar,F,atheist,0
2013,NUMBER,istocni_mostar,_T,atheist,0
2013,NUMBER,istocni_mostar,M,atheist,0
2013,NUMBER,istocni_mostar,F,atheist,0
2013,NUMBER,istocni_stari_grad,_T,atheist,2
2013,NUMBER,istocni_stari_grad,M,atheist,1
2013,NUMBER,istocni_stari_grad,F,atheist,1
2013,NUMBER,istocno_novo_sarajevo,_T,atheist,37
2013,NUMBER,istocno_novo_sarajevo,M,atheist,18
2013,NUMBER,istocno_novo_sarajevo,F,atheist,19
2013,NUMBER,jezero,_T,atheist,3
2013,NUMBER,jezero,M,atheist,2
2013,NUMBER,jezero,F,atheist,1
2013,NUMBER,kalinovik,_T,atheist,0
2013,NUMBER,kalinovik,M,atheist,0
2013,NUMBER,kalinovik,F,atheist,0
2013,NUMBER,knezevo,_T,atheist,5
2013,NUMBER,knezevo,M,atheist,3
2013,NUMBER,knezevo,F,atheist,2
2013,NUMBER,kozarska_dubica,_T,atheist,130
2013,NUMBER,kozarska_dubica,M,atheist,68
2013,NUMBER,kozarska_dubica,F,atheist,62
2013,NUMBER,kostajnica,_T,atheist,16
2013,NUMBER,kostajnica,M,atheist,12
2013,NUMBER,kostajnica,F,atheist,4
2013,NUMBER,kotor_varos,_T,atheist,56
2013,NUMBER,kotor_varos,M,atheist,34
2013,NUMBER,kotor_varos,F,atheist,22
2013,NUMBER,krupa_na_uni,_T,atheist,0
2013,NUMBER,krupa_na_uni,M,atheist,0
2013,NUMBER,krupa_na_uni,F,atheist,0
2013,NUMBER,kupres,_T,atheist,0
2013,NUMBER,kupres,M,atheist,0
2013,NUMBER,kupres,F,atheist,0
2013,NUMBER,laktasi,_T,atheist,96
2013,NUMBER,laktasi,M,atheist,57
2013,NUMBER,laktasi,F,atheist,39
2013,NUMBER,lopare,_T,atheist,21
2013,NUMBER,lopare,M,atheist,12
2013,NUMBER,lopare,F,atheist,9
2013,NUMBER,ljubinje,_T,atheist,1
2013,NUMBER,ljubinje,M,atheist,1
2013,NUMBER,ljubinje,F,atheist,0
2013,NUMBER,milici,_T,atheist,3
2013,NUMBER,milici,M,atheist,3
2013,NUMBER,milici,F,atheist,0
2013,NUMBER,modrica,_T,atheist,98
2013,NUMBER,modrica,M,atheist,53
2013,NUMBER,modrica,F,atheist,45
2013,NUMBER,mrkonjic_grad,_T,atheist,28
2013,NUMBER,mrkonjic_grad,M,atheist,13
2013,NUMBER,mrkonjic_grad,F,atheist,15
2013,NUMBER,nevesinje,_T,atheist,8
2013,NUMBER,nevesinje,M,atheist,3
2013,NUMBER,nevesinje,F,atheist,5
2013,NUMBER,novi_grad,_T,atheist,81
2013,NUMBER,novi_grad,M,atheist,36
2013,NUMBER,novi_grad,F,atheist,45
2013,NUMBER,novo_gorazde,_T,atheist,0
2013,NUMBER,novo_gorazde,M,atheist,0
2013,NUMBER,novo_gorazde,F,atheist,0
2013,NUMBER,osmaci,_T,atheist,1
2013,NUMBER,osmaci,M,atheist,1
2013,NUMBER,osmaci,F,atheist,0
2013,NUMBER,ostra_luka,_T,atheist,4
2013,NUMBER,ostra_luka,M,atheist,3
2013,NUMBER,ostra_luka,F,atheist,1
2013,NUMBER,pale,_T,atheist,47
2013,NUMBER,pale,M,atheist,23
2013,NUMBER,pale,F,atheist,24
2013,NUMBER,pelagicevo,_T,atheist,1
2013,NUMBER,pelagicevo,M,atheist,0
2013,NUMBER,pelagicevo,F,atheist,1
2013,NUMBER,petrovac,_T,atheist,2
2013,NUMBER,petrovac,M,atheist,1
2013,NUMBER,petrovac,F,atheist,1
2013,NUMBER,petrovo,_T,atheist,10
2013,NUMBER,petrovo,M,atheist,7
2013,NUMBER,petrovo,F,atheist,3
2013,NUMBER,grad_prijedor,_T,atheist,511
2013,NUMBER,grad_prijedor,M,atheist,277
2013,NUMBER,grad_prijedor,F,atheist,234
2013,NUMBER,prnjavor,_T,atheist,102
2013,NUMBER,prnjavor,M,atheist,65
2013,NUMBER,prnjavor,F,atheist,37
2013,NUMBER,ribnik,_T,atheist,3
2013,NUMBER,ribnik,M,atheist,2
2013,NUMBER,ribnik,F,atheist,1
2013,NUMBER,rogatica,_T,atheist,20
2013,NUMBER,rogatica,M,atheist,13
2013,NUMBER,rogatica,F,atheist,7
2013,NUMBER,rudo,_T,atheist,11
2013,NUMBER,rudo,M,atheist,9
2013,NUMBER,rudo,F,atheist,2
2013,NUMBER,sokolac,_T,atheist,14
2013,NUMBER,sokolac,M,atheist,11
2013,NUMBER,sokolac,F,atheist,3
2013,NUMBER,srbac,_T,atheist,46
2013,NUMBER,srbac,M,atheist,28
2013,NUMBER,srbac,F,atheist,18
2013,NUMBER,srebrenica,_T,atheist,14
2013,NUMBER,srebrenica,M,atheist,10
2013,NUMBER,srebrenica,F,atheist,4
2013,NUMBER,teslic,_T,atheist,167
2013,NUMBER,teslic,M,atheist,89
2013,NUMBER,teslic,F,atheist,78
2013,NUMBER,grad_trebinje,_T,atheist,118
2013,NUMBER,grad_trebinje,M,atheist,62
2013,NUMBER,grad_trebinje,F,atheist,56
2013,NUMBER,trnovo,_T,atheist,7
2013,NUMBER,trnovo,M,atheist,5
2013,NUMBER,trnovo,F,atheist,2
2013,NUMBER,ugljevik,_T,atheist,22
2013,NUMBER,ugljevik,M,atheist,16
2013,NUMBER,ugljevik,F,atheist,6
2013,NUMBER,foca,_T,atheist,34
2013,NUMBER,foca,M,atheist,19
2013,NUMBER,foca,F,atheist,15
2013,NUMBER,han_pijesak,_T,atheist,1
2013,NUMBER,han_pijesak,M,atheist,1
2013,NUMBER,han_pijesak,F,atheist,0
2013,NUMBER,cajnice,_T,atheist,4
2013,NUMBER,cajnice,M,atheist,3
2013,NUMBER,cajnice,F,atheist,1
2013,NUMBER,celinac,_T,atheist,23
2013,NUMBER,celinac,M,atheist,12
2013,NUMBER,celinac,F,atheist,11
2013,NUMBER,samac,_T,atheist,81
2013,NUMBER,samac,M,atheist,56
2013,NUMBER,samac,F,atheist,25
2013,NUMBER,sekovici,_T,atheist,6
2013,NUMBER,sekovici,M,atheist,5
2013,NUMBER,sekovici,F,atheist,1
2013,NUMBER,sipovo,_T,atheist,13
2013,NUMBER,sipovo,M,atheist,9
2013,NUMBER,sipovo,F,atheist,4
2013,NUMBER,republika_srpska,_T,other,8729
2013,NUMBER,republika_srpska,M,other,4319
2013,NUMBER,republika_srpska,F,other,4410
2013,NUMBER,grad_banja_luka,_T,other,1230
2013,NUMBER,grad_banja_luka,M,other,620
2013,NUMBER,grad_banja_luka,F,other,610
2013,NUMBER,berkovici,_T,other,3
2013,NUMBER,berkovici,M,other,2
2013,NUMBER,berkovici,F,other,1
2013,NUMBER,grad_bijeljina,_T,other,944
2013,NUMBER,grad_bijeljina,M,other,471
2013,NUMBER,grad_bijeljina,F,other,473
2013,NUMBER,bileca,_T,other,26
2013,NUMBER,bileca,M,other,15
2013,NUMBER,bileca,F,other,11
2013,NUMBER,bratunac,_T,other,237
2013,NUMBER,bratunac,M,other,121
2013,NUMBER,bratunac,F,other,116
2013,NUMBER,brod,_T,other,98
2013,NUMBER,brod,M,other,52
2013,NUMBER,brod,F,other,46
2013,NUMBER,visegrad,_T,other,76
2013,NUMBER,visegrad,M,other,40
2013,NUMBER,visegrad,F,other,36
2013,NUMBER,vlasenica,_T,other,115
2013,NUMBER,vlasenica,M,other,42
2013,NUMBER,vlasenica,F,other,73
2013,NUMBER,vukosavlje,_T,other,30
2013,NUMBER,vukosavlje,M,other,15
2013,NUMBER,vukosavlje,F,other,15
2013,NUMBER,gacko,_T,other,16
2013,NUMBER,gacko,M,other,9
2013,NUMBER,gacko,F,other,7
2013,NUMBER,grad_gradiska,_T,other,321
2013,NUMBER,grad_gradiska,M,other,168
2013,NUMBER,grad_gradiska,F,other,153
2013,NUMBER,grad_derventa,_T,other,141
2013,NUMBER,grad_derventa,M,other,67
2013,NUMBER,grad_derventa,F,other,74
2013,NUMBER,grad_doboj,_T,other,845
2013,NUMBER,grad_doboj,M,other,412
2013,NUMBER,grad_doboj,F,other,433
2013,NUMBER,donji_zabar,_T,other,21
