Year,UNIT_MEASURE,Научна област,Врста образовања,Пол,Value
2017,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,5
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,5
2017,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2017,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2017,Број,"Пословање, администрација и право",Докторанти,Оба пола,10
2017,Број,Образовање,Докторанти,Ж,9
2017,Број,Услуге,Докторанти,M,1
2017,Број,Укупно,Уписани на магистарске студије,Оба пола,2
2017,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,2
2017,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,0
2017,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,0
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,0
2017,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2017,Број,Образовање,Уписани на специјалистичке студије,M,0
2017,Број,Услуге,Докторанти,Оба пола,0
2017,Број,Укупно,Докторанти,Ж,0
2017,Број,"Природне науке, математика и статистика",Докторанти,M,0
2018,Број,,Уписани на магистарске студије,Оба пола,0
2018,Број,Укупно,Уписани на магистарске студије,Ж,0
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,M,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Оба пола,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2018,Број,Образовање,Докторанти,Оба пола,0
2018,Број,Услуге,Докторанти,Ж,0
2018,Број,,Докторанти,M,0
2018,Број,Укупно,Уписани на магистарске студије,Оба пола,16
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,12
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,4
2018,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,2 109
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,930
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,1 179
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,170
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,72
2018,Број,Образовање,Уписани на специјалистичке студије,M,98
2018,Број,Услуге,Докторанти,Оба пола,165
2018,Број,,Докторанти,Ж,71
2018,Број,Укупно,Докторанти,M,94
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Оба пола,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Ж,0
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,M,0
2018,Број,Здравство и социјална заштита,Уписани на мастер студије,Оба пола,79
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,22
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,57
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,0
2018,Број,Образовање,Уписани на специјалистичке студије,Ж,0
2018,Број,Услуге,Уписани на специјалистичке студије,M,0
2018,Број,,Докторанти,Оба пола,10
2018,Број,Укупно,Докторанти,Ж,6
2018,Број,"Природне науке, математика и статистика",Докторанти,M,4
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,13
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,10
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,3
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,394
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,243
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,151
2018,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2018,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2018,Број,,Уписани на специјалистичке студије,M,0
2018,Број,Укупно,Докторанти,Оба пола,0
2018,Број,"Природне науке, математика и статистика",Докторанти,Ж,0
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,0
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Оба пола,0
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,Ж,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,M,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Оба пола,80
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,59
2018,Број,Образовање,Уписани на специјалистичке студије,M,21
2018,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2018,Број,,Уписани на специјалистичке студије,Ж,0
2018,Број,Укупно,Уписани на специјалистичке студије,M,0
2018,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,0
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,0
2018,Број,Информационе и комуникационе технологије,Докторанти,M,0
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,0
2018,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,45
2018,Број,Образовање,Уписани на специјалистичке студије,Ж,10
2018,Број,Услуге,Уписани на специјалистичке студије,M,35
2018,Број,,Уписани на специјалистичке студије,Оба пола,170
2018,Број,Укупно,Уписани на специјалистичке студије,Ж,72
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,98
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,65
2018,Број,Информационе и комуникационе технологије,Докторанти,Ж,19
2018,Број,Здравство и социјална заштита,Докторанти,M,46
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Оба пола,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Ж,0
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,M,0
2018,Број,Образовање,Уписани на мастер студије,Оба пола,188
2018,Број,Услуге,Уписани на специјалистичке студије,Ж,98
2018,Број,,Уписани на специјалистичке студије,M,90
2018,Број,Укупно,Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2018,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,9
2018,Број,Здравство и социјална заштита,Докторанти,Ж,6
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,3
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,0
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,0
2018,Број,Образовање,Уписани на магистарске студије,M,0
2018,Број,Услуге,Уписани на мастер студије,Оба пола,492
2018,Број,,Уписани на специјалистичке студије,Ж,160
2018,Број,Укупно,Уписани на специјалистичке студије,M,332
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2018,Број,Здравство и социјална заштита,Докторанти,Оба пола,58
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,28
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,30
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,Оба пола,0
2018,Број,Образовање,Уписани на магистарске студије,Ж,0
2018,Број,Услуге,Уписани на магистарске студије,M,0
2018,Број,,Уписани на мастер студије,Оба пола,236
2018,Број,Укупно,Уписани на специјалистичке студије,Ж,89
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,147
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,5
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,2
2018,Број,"Пословање, администрација и право",Докторанти,M,3
2018,Број,Образовање,Уписани на магистарске студије,Оба пола,2
2018,Број,Услуге,Уписани на магистарске студије,Ж,1
2018,Број,,Уписани на магистарске студије,M,1
2018,Број,Укупно,Уписани на мастер студије,Оба пола,298
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,104
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,194
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,8
2018,Број,"Пословање, администрација и право",Докторанти,Ж,5
2018,Број,Образовање,Докторанти,M,3
2018,Број,Услуге,Уписани на магистарске студије,Оба пола,1
2018,Број,,Уписани на магистарске студије,Ж,1
2018,Број,Укупно,Уписани на магистарске студије,M,0
2018,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,291
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,142
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,149
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2018,Број,"Пословање, администрација и право",Докторанти,Оба пола,10
2018,Број,Образовање,Докторанти,Ж,5
2018,Број,Услуге,Докторанти,M,5
2018,Број,,Уписани на магистарске студије,Оба пола,0
2018,Број,,Уписани на магистарске студије,Ж,0
2018,Број,Укупно,Уписани на магистарске студије,M,0
2018,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,6
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,3
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,3
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2018,Број,"Пословање, администрација и право",Докторанти,Оба пола,0
2018,Број,Образовање,Докторанти,Ж,0
2018,Број,Услуге,Докторанти,M,0
2019,Број,,Уписани на магистарске студије,Оба пола,0
2019,Број,Укупно,Уписани на магистарске студије,Ж,0
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,M,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Оба пола,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2019,Број,Образовање,Докторанти,Оба пола,0
2019,Број,Услуге,Докторанти,Ж,0
2019,Број,,Докторанти,M,0
2019,Број,Укупно,Уписани на магистарске студије,Оба пола,16
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,12
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,4
2019,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,2 109
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,930
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,1 179
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,170
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,72
2019,Број,Образовање,Уписани на специјалистичке студије,M,98
2019,Број,Услуге,Докторанти,Оба пола,165
2019,Број,,Докторанти,Ж,71
2019,Број,Укупно,Докторанти,M,94
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Оба пола,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Ж,0
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,M,0
2019,Број,Здравство и социјална заштита,Уписани на мастер студије,Оба пола,79
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,22
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,57
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,0
2019,Број,Образовање,Уписани на специјалистичке студије,Ж,0
2019,Број,Услуге,Уписани на специјалистичке студије,M,0
2019,Број,,Докторанти,Оба пола,10
2019,Број,Укупно,Докторанти,Ж,6
2019,Број,"Природне науке, математика и статистика",Докторанти,M,4
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,13
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,10
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,3
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,394
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,243
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,151
2019,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2019,Број,,Уписани на специјалистичке студије,M,0
2019,Број,Укупно,Докторанти,Оба пола,0
2019,Број,"Природне науке, математика и статистика",Докторанти,Ж,0
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,0
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Оба пола,0
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,Ж,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,M,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Оба пола,80
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,59
2019,Број,Образовање,Уписани на специјалистичке студије,M,21
2019,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2019,Број,,Уписани на специјалистичке студије,Ж,0
2019,Број,Укупно,Уписани на специјалистичке студије,M,0
2019,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,0
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,0
2019,Број,Информационе и комуникационе технологије,Докторанти,M,0
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,0
2019,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,45
2019,Број,Образовање,Уписани на специјалистичке студије,Ж,10
2019,Број,Услуге,Уписани на специјалистичке студије,M,35
2019,Број,,Уписани на специјалистичке студије,Оба пола,170
2019,Број,Укупно,Уписани на специјалистичке студије,Ж,72
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,98
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,65
2019,Број,Информационе и комуникационе технологије,Докторанти,Ж,19
2019,Број,Здравство и социјална заштита,Докторанти,M,46
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Оба пола,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Ж,0
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,M,0
2019,Број,Образовање,Уписани на мастер студије,Оба пола,188
2019,Број,Услуге,Уписани на специјалистичке студије,Ж,98
2019,Број,,Уписани на специјалистичке студије,M,90
2019,Број,Укупно,Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2019,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,9
2019,Број,Здравство и социјална заштита,Докторанти,Ж,6
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,3
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,0
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,0
2019,Број,Образовање,Уписани на магистарске студије,M,0
2019,Број,Услуге,Уписани на мастер студије,Оба пола,492
2019,Број,,Уписани на специјалистичке студије,Ж,160
2019,Број,Укупно,Уписани на специјалистичке студије,M,332
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2019,Број,Здравство и социјална заштита,Докторанти,Оба пола,58
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,28
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,30
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,Оба пола,0
2019,Број,Образовање,Уписани на магистарске студије,Ж,0
2019,Број,Услуге,Уписани на магистарске студије,M,0
2019,Број,,Уписани на мастер студије,Оба пола,236
2019,Број,Укупно,Уписани на специјалистичке студије,Ж,89
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,147
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,5
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,2
2019,Број,"Пословање, администрација и право",Докторанти,M,3
2019,Број,Образовање,Уписани на магистарске студије,Оба пола,2
2019,Број,Услуге,Уписани на магистарске студије,Ж,1
2019,Број,,Уписани на магистарске студије,M,1
2019,Број,Укупно,Уписани на мастер студије,Оба пола,298
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,104
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,194
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,0
