Year,UNIT_MEASURE,ADMIN_AREA,Spol,Religion,Value
2013,Broj,gacko,Ž,ortodox,4109
2013,Broj,grad_gradiska,Oba spola,ortodox,40702
2013,Broj,grad_gradiska,M,ortodox,19929
2013,Broj,grad_gradiska,Ž,ortodox,20773
2013,Broj,grad_derventa,Oba spola,ortodox,21541
2013,Broj,grad_derventa,M,ortodox,10537
2013,Broj,grad_derventa,Ž,ortodox,11004
2013,Broj,grad_doboj,Oba spola,ortodox,50744
2013,Broj,grad_doboj,M,ortodox,24842
2013,Broj,grad_doboj,Ž,ortodox,25902
2013,Broj,donji_zabar,Oba spola,ortodox,2658
2013,Broj,donji_zabar,M,ortodox,1352
2013,Broj,donji_zabar,Ž,ortodox,1306
2013,Broj,grad_zvornik,Oba spola,ortodox,37114
2013,Broj,grad_zvornik,M,ortodox,18378
2013,Broj,grad_zvornik,Ž,ortodox,18736
2013,Broj,istocna_ilidza,Oba spola,ortodox,13458
2013,Broj,istocna_ilidza,M,ortodox,6479
2013,Broj,istocna_ilidza,Ž,ortodox,6979
2013,Broj,istocni_drvar,Oba spola,ortodox,65
2013,Broj,istocni_drvar,M,ortodox,44
2013,Broj,istocni_drvar,Ž,ortodox,21
2013,Broj,istocni_mostar,Oba spola,ortodox,153
2013,Broj,istocni_mostar,M,ortodox,84
2013,Broj,istocni_mostar,Ž,ortodox,69
2013,Broj,istocni_stari_grad,Oba spola,ortodox,1058
2013,Broj,istocni_stari_grad,M,ortodox,520
2013,Broj,istocni_stari_grad,Ž,ortodox,538
2013,Broj,istocno_novo_sarajevo,Oba spola,ortodox,10044
2013,Broj,istocno_novo_sarajevo,M,ortodox,4796
2013,Broj,istocno_novo_sarajevo,Ž,ortodox,5248
2013,Broj,jezero,Oba spola,ortodox,780
2013,Broj,jezero,M,ortodox,412
2013,Broj,jezero,Ž,ortodox,368
2013,Broj,kalinovik,Oba spola,ortodox,1905
2013,Broj,kalinovik,M,ortodox,923
2013,Broj,kalinovik,Ž,ortodox,982
2013,Broj,knezevo,Oba spola,ortodox,8866
2013,Broj,knezevo,M,ortodox,4408
2013,Broj,knezevo,Ž,ortodox,4458
2013,Broj,kozarska_dubica,Oba spola,ortodox,18103
2013,Broj,kozarska_dubica,M,ortodox,8909
2013,Broj,kozarska_dubica,Ž,ortodox,9194
2013,Broj,kostajnica,Oba spola,ortodox,4190
2013,Broj,kostajnica,M,ortodox,2080
2013,Broj,kostajnica,Ž,ortodox,2110
2013,Broj,kotor_varos,Oba spola,ortodox,12645
2013,Broj,kotor_varos,M,ortodox,6263
2013,Broj,kotor_varos,Ž,ortodox,6382
2013,Broj,krupa_na_uni,Oba spola,ortodox,1554
2013,Broj,krupa_na_uni,M,ortodox,840
2013,Broj,krupa_na_uni,Ž,ortodox,714
2013,Broj,kupres,Oba spola,ortodox,292
2013,Broj,kupres,M,ortodox,156
2013,Broj,kupres,Ž,ortodox,136
2013,Broj,laktasi,Oba spola,ortodox,32907
2013,Broj,laktasi,M,ortodox,16334
2013,Broj,laktasi,Ž,ortodox,16573
2013,Broj,lopare,Oba spola,ortodox,13273
2013,Broj,lopare,M,ortodox,6700
2013,Broj,lopare,Ž,ortodox,6573
2013,Broj,ljubinje,Oba spola,ortodox,3295
2013,Broj,ljubinje,M,ortodox,1621
2013,Broj,ljubinje,Ž,ortodox,1674
2013,Broj,milici,Oba spola,ortodox,6835
2013,Broj,milici,M,ortodox,3469
2013,Broj,milici,Ž,ortodox,3366
2013,Broj,modrica,Oba spola,ortodox,19482
2013,Broj,modrica,M,ortodox,9579
2013,Broj,modrica,Ž,ortodox,9903
2013,Broj,mrkonjic_grad,Oba spola,ortodox,15334
2013,Broj,mrkonjic_grad,M,ortodox,7387
2013,Broj,mrkonjic_grad,Ž,ortodox,7947
2013,Broj,nevesinje,Oba spola,ortodox,11973
2013,Broj,nevesinje,M,ortodox,5955
2013,Broj,nevesinje,Ž,ortodox,6018
2013,Broj,novi_grad,Oba spola,ortodox,19443
2013,Broj,novi_grad,M,ortodox,9725
2013,Broj,novi_grad,Ž,ortodox,9718
2013,Broj,novo_gorazde,Oba spola,ortodox,1563
2013,Broj,novo_gorazde,M,ortodox,822
2013,Broj,novo_gorazde,Ž,ortodox,741
2013,Broj,osmaci,Oba spola,ortodox,2848
2013,Broj,osmaci,M,ortodox,1446
2013,Broj,osmaci,Ž,ortodox,1402
2013,Broj,ostra_luka,Oba spola,ortodox,2503
2013,Broj,ostra_luka,M,ortodox,1290
2013,Broj,ostra_luka,Ž,ortodox,1213
2013,Broj,pale,Oba spola,ortodox,19901
2013,Broj,pale,M,ortodox,9546
2013,Broj,pale,Ž,ortodox,10355
2013,Broj,pelagicevo,Oba spola,ortodox,3152
2013,Broj,pelagicevo,M,ortodox,1566
2013,Broj,pelagicevo,Ž,ortodox,1586
2013,Broj,petrovac,Oba spola,ortodox,352
2013,Broj,petrovac,M,ortodox,168
2013,Broj,petrovac,Ž,ortodox,184
2013,Broj,petrovo,Oba spola,ortodox,6221
2013,Broj,petrovo,M,ortodox,3004
2013,Broj,petrovo,Ž,ortodox,3217
2013,Broj,grad_prijedor,Oba spola,ortodox,53842
2013,Broj,grad_prijedor,M,ortodox,26540
2013,Broj,grad_prijedor,Ž,ortodox,27302
2013,Broj,prnjavor,Oba spola,ortodox,29944
2013,Broj,prnjavor,M,ortodox,14579
2013,Broj,prnjavor,Ž,ortodox,15365
2013,Broj,ribnik,Oba spola,ortodox,5824
2013,Broj,ribnik,M,ortodox,2886
2013,Broj,ribnik,Ž,ortodox,2938
2013,Broj,rogatica,Oba spola,ortodox,9199
2013,Broj,rogatica,M,ortodox,4492
2013,Broj,rogatica,Ž,ortodox,4707
2013,Broj,rudo,Oba spola,ortodox,6968
2013,Broj,rudo,M,ortodox,3521
2013,Broj,rudo,Ž,ortodox,3447
2013,Broj,sokolac,Oba spola,ortodox,10897
2013,Broj,sokolac,M,ortodox,5356
2013,Broj,sokolac,Ž,ortodox,5541
2013,Broj,srbac,Oba spola,ortodox,16110
2013,Broj,srbac,M,ortodox,7932
2013,Broj,srbac,Ž,ortodox,8178
2013,Broj,srebrenica,Oba spola,ortodox,5418
2013,Broj,srebrenica,M,ortodox,2721
2013,Broj,srebrenica,Ž,ortodox,2697
2013,Broj,teslic,Oba spola,ortodox,28140
2013,Broj,teslic,M,ortodox,13523
2013,Broj,teslic,Ž,ortodox,14617
2013,Broj,grad_trebinje,Oba spola,ortodox,26669
2013,Broj,grad_trebinje,M,ortodox,13054
2013,Broj,grad_trebinje,Ž,ortodox,13615
2013,Broj,trnovo,Oba spola,ortodox,1135
2013,Broj,trnovo,M,ortodox,537
2013,Broj,trnovo,Ž,ortodox,598
2013,Broj,ugljevik,Oba spola,ortodox,13016
2013,Broj,ugljevik,M,ortodox,6602
2013,Broj,ugljevik,Ž,ortodox,6414
2013,Broj,foca,Oba spola,ortodox,16163
2013,Broj,foca,M,ortodox,8138
2013,Broj,foca,Ž,ortodox,8025
2013,Broj,han_pijesak,Oba spola,ortodox,2998
2013,Broj,han_pijesak,M,ortodox,1416
2013,Broj,han_pijesak,Ž,ortodox,1582
2013,Broj,cajnice,Oba spola,ortodox,3812
2013,Broj,cajnice,M,ortodox,1895
2013,Broj,cajnice,Ž,ortodox,1917
2013,Broj,celinac,Oba spola,ortodox,14538
2013,Broj,celinac,M,ortodox,7205
2013,Broj,celinac,Ž,ortodox,7333
2013,Broj,samac,Oba spola,ortodox,12833
2013,Broj,samac,M,ortodox,6262
2013,Broj,samac,Ž,ortodox,6571
2013,Broj,sekovici,Oba spola,ortodox,6188
2013,Broj,sekovici,M,ortodox,3035
2013,Broj,sekovici,Ž,ortodox,3153
2013,Broj,sipovo,Oba spola,ortodox,9298
2013,Broj,sipovo,M,ortodox,4709
2013,Broj,sipovo,Ž,ortodox,4589
2013,Broj,republika_srpska,Oba spola,agnostic,1223
2013,Broj,republika_srpska,M,agnostic,610
2013,Broj,republika_srpska,Ž,agnostic,613
2013,Broj,grad_banja_luka,Oba spola,agnostic,592
2013,Broj,grad_banja_luka,M,agnostic,285
2013,Broj,grad_banja_luka,Ž,agnostic,307
2013,Broj,berkovici,Oba spola,agnostic,0
2013,Broj,berkovici,M,agnostic,0
2013,Broj,berkovici,Ž,agnostic,0
2013,Broj,grad_bijeljina,Oba spola,agnostic,60
2013,Broj,grad_bijeljina,M,agnostic,33
2013,Broj,grad_bijeljina,Ž,agnostic,27
2013,Broj,bileca,Oba spola,agnostic,1
2013,Broj,bileca,M,agnostic,1
2013,Broj,bileca,Ž,agnostic,0
2013,Broj,bratunac,Oba spola,agnostic,2
2013,Broj,bratunac,M,agnostic,1
2013,Broj,bratunac,Ž,agnostic,1
2013,Broj,brod,Oba spola,agnostic,15
2013,Broj,brod,M,agnostic,7
2013,Broj,brod,Ž,agnostic,8
2013,Broj,visegrad,Oba spola,agnostic,2
2013,Broj,visegrad,M,agnostic,2
2013,Broj,visegrad,Ž,agnostic,0
2013,Broj,vlasenica,Oba spola,agnostic,2
2013,Broj,vlasenica,M,agnostic,1
2013,Broj,vlasenica,Ž,agnostic,1
2013,Broj,vukosavlje,Oba spola,agnostic,1
2013,Broj,vukosavlje,M,agnostic,1
2013,Broj,vukosavlje,Ž,agnostic,0
2013,Broj,gacko,Oba spola,agnostic,1
2013,Broj,gacko,M,agnostic,0
2013,Broj,gacko,Ž,agnostic,1
2013,Broj,grad_gradiska,Oba spola,agnostic,45
2013,Broj,grad_gradiska,M,agnostic,28
2013,Broj,grad_gradiska,Ž,agnostic,17
2013,Broj,grad_derventa,Oba spola,agnostic,19
2013,Broj,grad_derventa,M,agnostic,9
2013,Broj,grad_derventa,Ž,agnostic,10
2013,Broj,grad_doboj,Oba spola,agnostic,71
2013,Broj,grad_doboj,M,agnostic,40
2013,Broj,grad_doboj,Ž,agnostic,31
2013,Broj,donji_zabar,Oba spola,agnostic,1
2013,Broj,donji_zabar,M,agnostic,0
2013,Broj,donji_zabar,Ž,agnostic,1
2013,Broj,grad_zvornik,Oba spola,agnostic,9
2013,Broj,grad_zvornik,M,agnostic,5
2013,Broj,grad_zvornik,Ž,agnostic,4
2013,Broj,istocna_ilidza,Oba spola,agnostic,17
2013,Broj,istocna_ilidza,M,agnostic,8
2013,Broj,istocna_ilidza,Ž,agnostic,9
2013,Broj,istocni_drvar,Oba spola,agnostic,0
2013,Broj,istocni_drvar,M,agnostic,0
2013,Broj,istocni_drvar,Ž,agnostic,0
2013,Broj,istocni_mostar,Oba spola,agnostic,0
2013,Broj,istocni_mostar,M,agnostic,0
2013,Broj,istocni_mostar,Ž,agnostic,0
2013,Broj,istocni_stari_grad,Oba spola,agnostic,0
2013,Broj,istocni_stari_grad,M,agnostic,0
2013,Broj,istocni_stari_grad,Ž,agnostic,0
2013,Broj,istocno_novo_sarajevo,Oba spola,agnostic,23
2013,Broj,istocno_novo_sarajevo,M,agnostic,8
2013,Broj,istocno_novo_sarajevo,Ž,agnostic,15
2013,Broj,jezero,Oba spola,agnostic,0
2013,Broj,jezero,M,agnostic,0
2013,Broj,jezero,Ž,agnostic,0
2013,Broj,kalinovik,Oba spola,agnostic,2
2013,Broj,kalinovik,M,agnostic,0
2013,Broj,kalinovik,Ž,agnostic,2
2013,Broj,knezevo,Oba spola,agnostic,0
2013,Broj,knezevo,M,agnostic,0
2013,Broj,knezevo,Ž,agnostic,0
2013,Broj,kozarska_dubica,Oba spola,agnostic,17
2013,Broj,kozarska_dubica,M,agnostic,5
2013,Broj,kozarska_dubica,Ž,agnostic,12
2013,Broj,kostajnica,Oba spola,agnostic,3
2013,Broj,kostajnica,M,agnostic,3
2013,Broj,kostajnica,Ž,agnostic,0
2013,Broj,kotor_varos,Oba spola,agnostic,10
2013,Broj,kotor_varos,M,agnostic,6
2013,Broj,kotor_varos,Ž,agnostic,4
2013,Broj,krupa_na_uni,Oba spola,agnostic,0
2013,Broj,krupa_na_uni,M,agnostic,0
2013,Broj,krupa_na_uni,Ž,agnostic,0
2013,Broj,kupres,Oba spola,agnostic,0
2013,Broj,kupres,M,agnostic,0
2013,Broj,kupres,Ž,agnostic,0
2013,Broj,laktasi,Oba spola,agnostic,35
2013,Broj,laktasi,M,agnostic,19
2013,Broj,laktasi,Ž,agnostic,16
2013,Broj,lopare,Oba spola,agnostic,4
2013,Broj,lopare,M,agnostic,0
2013,Broj,lopare,Ž,agnostic,4
2013,Broj,ljubinje,Oba spola,agnostic,0
2013,Broj,ljubinje,M,agnostic,0
2013,Broj,ljubinje,Ž,agnostic,0
2013,Broj,milici,Oba spola,agnostic,0
2013,Broj,milici,M,agnostic,0
2013,Broj,milici,Ž,agnostic,0
2013,Broj,modrica,Oba spola,agnostic,26
2013,Broj,modrica,M,agnostic,13
2013,Broj,modrica,Ž,agnostic,13
2013,Broj,mrkonjic_grad,Oba spola,agnostic,8
2013,Broj,mrkonjic_grad,M,agnostic,5
2013,Broj,mrkonjic_grad,Ž,agnostic,3
2013,Broj,nevesinje,Oba spola,agnostic,3
2013,Broj,nevesinje,M,agnostic,1
2013,Broj,nevesinje,Ž,agnostic,2
2013,Broj,novi_grad,Oba spola,agnostic,9
2013,Broj,novi_grad,M,agnostic,5
2013,Broj,novi_grad,Ž,agnostic,4
2013,Broj,novo_gorazde,Oba spola,agnostic,0
2013,Broj,novo_gorazde,M,agnostic,0
2013,Broj,novo_gorazde,Ž,agnostic,0
2013,Broj,osmaci,Oba spola,agnostic,0
2013,Broj,osmaci,M,agnostic,0
2013,Broj,osmaci,Ž,agnostic,0
2013,Broj,ostra_luka,Oba spola,agnostic,2
2013,Broj,ostra_luka,M,agnostic,1
2013,Broj,ostra_luka,Ž,agnostic,1
2013,Broj,pale,Oba spola,agnostic,15
2013,Broj,pale,M,agnostic,9
2013,Broj,pale,Ž,agnostic,6
2013,Broj,pelagicevo,Oba spola,agnostic,0
2013,Broj,pelagicevo,M,agnostic,0
2013,Broj,pelagicevo,Ž,agnostic,0
2013,Broj,petrovac,Oba spola,agnostic,0
2013,Broj,petrovac,M,agnostic,0
2013,Broj,petrovac,Ž,agnostic,0
2013,Broj,petrovo,Oba spola,agnostic,1
2013,Broj,petrovo,M,agnostic,1
2013,Broj,petrovo,Ž,agnostic,0
2013,Broj,grad_prijedor,Oba spola,agnostic,84
2013,Broj,grad_prijedor,M,agnostic,48
2013,Broj,grad_prijedor,Ž,agnostic,36
2013,Broj,prnjavor,Oba spola,agnostic,25
2013,Broj,prnjavor,M,agnostic,11
2013,Broj,prnjavor,Ž,agnostic,14
2013,Broj,ribnik,Oba spola,agnostic,0
2013,Broj,ribnik,M,agnostic,0
2013,Broj,ribnik,Ž,agnostic,0
2013,Broj,rogatica,Oba spola,agnostic,2
2013,Broj,rogatica,M,agnostic,2
2013,Broj,rogatica,Ž,agnostic,0
2013,Broj,rudo,Oba spola,agnostic,1
2013,Broj,rudo,M,agnostic,1
2013,Broj,rudo,Ž,agnostic,0
2013,Broj,sokolac,Oba spola,agnostic,2
2013,Broj,sokolac,M,agnostic,0
2013,Broj,sokolac,Ž,agnostic,2
2013,Broj,srbac,Oba spola,agnostic,7
2013,Broj,srbac,M,agnostic,5
2013,Broj,srbac,Ž,agnostic,2
2013,Broj,srebrenica,Oba spola,agnostic,1
2013,Broj,srebrenica,M,agnostic,0
2013,Broj,srebrenica,Ž,agnostic,1
2013,Broj,teslic,Oba spola,agnostic,37
2013,Broj,teslic,M,agnostic,15
2013,Broj,teslic,Ž,agnostic,22
2013,Broj,grad_trebinje,Oba spola,agnostic,32
2013,Broj,grad_trebinje,M,agnostic,14
2013,Broj,grad_trebinje,Ž,agnostic,18
2013,Broj,trnovo,Oba spola,agnostic,3
2013,Broj,trnovo,M,agnostic,2
2013,Broj,trnovo,Ž,agnostic,1
2013,Broj,ugljevik,Oba spola,agnostic,1
2013,Broj,ugljevik,M,agnostic,1
2013,Broj,ugljevik,Ž,agnostic,0
2013,Broj,foca,Oba spola,agnostic,3
2013,Broj,foca,M,agnostic,1
2013,Broj,foca,Ž,agnostic,2
2013,Broj,han_pijesak,Oba spola,agnostic,1
2013,Broj,han_pijesak,M,agnostic,0
2013,Broj,han_pijesak,Ž,agnostic,1
2013,Broj,cajnice,Oba spola,agnostic,1
2013,Broj,cajnice,M,agnostic,0
2013,Broj,cajnice,Ž,agnostic,1
2013,Broj,celinac,Oba spola,agnostic,8
2013,Broj,celinac,M,agnostic,4
2013,Broj,celinac,Ž,agnostic,4
2013,Broj,samac,Oba spola,agnostic,18
2013,Broj,samac,M,agnostic,8
2013,Broj,samac,Ž,agnostic,10
2013,Broj,sekovici,Oba spola,agnostic,1
2013,Broj,sekovici,M,agnostic,1
2013,Broj,sekovici,Ž,agnostic,0
2013,Broj,sipovo,Oba spola,agnostic,0
2013,Broj,sipovo,M,agnostic,0
2013,Broj,sipovo,Ž,agnostic,0
2013,Broj,republika_srpska,Oba spola,atheist,5784
2013,Broj,republika_srpska,M,atheist,3146
2013,Broj,republika_srpska,Ž,atheist,2638
2013,Broj,grad_banja_luka,Oba spola,atheist,2593
2013,Broj,grad_banja_luka,M,atheist,1342
2013,Broj,grad_banja_luka,Ž,atheist,1251
2013,Broj,berkovici,Oba spola,atheist,2
2013,Broj,berkovici,M,atheist,1
2013,Broj,berkovici,Ž,atheist,1
2013,Broj,grad_bijeljina,Oba spola,atheist,345
2013,Broj,grad_bijeljina,M,atheist,218
2013,Broj,grad_bijeljina,Ž,atheist,127
2013,Broj,bileca,Oba spola,atheist,7
2013,Broj,bileca,M,atheist,5
2013,Broj,bileca,Ž,atheist,2
2013,Broj,bratunac,Oba spola,atheist,8
2013,Broj,bratunac,M,atheist,5
2013,Broj,bratunac,Ž,atheist,3
2013,Broj,brod,Oba spola,atheist,113
2013,Broj,brod,M,atheist,59
2013,Broj,brod,Ž,atheist,54
2013,Broj,visegrad,Oba spola,atheist,21
2013,Broj,visegrad,M,atheist,15
2013,Broj,visegrad,Ž,atheist,6
2013,Broj,vlasenica,Oba spola,atheist,16
2013,Broj,vlasenica,M,atheist,10
2013,Broj,vlasenica,Ž,atheist,6
2013,Broj,vukosavlje,Oba spola,atheist,9
2013,Broj,vukosavlje,M,atheist,7
2013,Broj,vukosavlje,Ž,atheist,2
2013,Broj,gacko,Oba spola,atheist,3
2013,Broj,gacko,M,atheist,1
2013,Broj,gacko,Ž,atheist,2
2013,Broj,grad_gradiska,Oba spola,atheist,223
2013,Broj,grad_gradiska,M,atheist,126
2013,Broj,grad_gradiska,Ž,atheist,97
2013,Broj,grad_derventa,Oba spola,atheist,100
2013,Broj,grad_derventa,M,atheist,51
2013,Broj,grad_derventa,Ž,atheist,49
2013,Broj,grad_doboj,Oba spola,atheist,378
2013,Broj,grad_doboj,M,atheist,200
2013,Broj,grad_doboj,Ž,atheist,178
2013,Broj,donji_zabar,Oba spola,atheist,0
2013,Broj,donji_zabar,M,atheist,0
2013,Broj,donji_zabar,Ž,atheist,0
2013,Broj,grad_zvornik,Oba spola,atheist,59
2013,Broj,grad_zvornik,M,atheist,36
2013,Broj,grad_zvornik,Ž,atheist,23
2013,Broj,istocna_ilidza,Oba spola,atheist,60
2013,Broj,istocna_ilidza,M,atheist,27
2013,Broj,istocna_ilidza,Ž,atheist,33
2013,Broj,istocni_drvar,Oba spola,atheist,0
2013,Broj,istocni_drvar,M,atheist,0
2013,Broj,istocni_drvar,Ž,atheist,0
2013,Broj,istocni_mostar,Oba spola,atheist,0
2013,Broj,istocni_mostar,M,atheist,0
2013,Broj,istocni_mostar,Ž,atheist,0
2013,Broj,istocni_stari_grad,Oba spola,atheist,2
2013,Broj,istocni_stari_grad,M,atheist,1
2013,Broj,istocni_stari_grad,Ž,atheist,1
2013,Broj,istocno_novo_sarajevo,Oba spola,atheist,37
2013,Broj,istocno_novo_sarajevo,M,atheist,18
2013,Broj,istocno_novo_sarajevo,Ž,atheist,19
2013,Broj,jezero,Oba spola,atheist,3
2013,Broj,jezero,M,atheist,2
2013,Broj,jezero,Ž,atheist,1
2013,Broj,kalinovik,Oba spola,atheist,0
2013,Broj,kalinovik,M,atheist,0
2013,Broj,kalinovik,Ž,atheist,0
2013,Broj,knezevo,Oba spola,atheist,5
2013,Broj,knezevo,M,atheist,3
2013,Broj,knezevo,Ž,atheist,2
2013,Broj,kozarska_dubica,Oba spola,atheist,130
2013,Broj,kozarska_dubica,M,atheist,68
2013,Broj,kozarska_dubica,Ž,atheist,62
2013,Broj,kostajnica,Oba spola,atheist,16
2013,Broj,kostajnica,M,atheist,12
2013,Broj,kostajnica,Ž,atheist,4
2013,Broj,kotor_varos,Oba spola,atheist,56
2013,Broj,kotor_varos,M,atheist,34
2013,Broj,kotor_varos,Ž,atheist,22
2013,Broj,krupa_na_uni,Oba spola,atheist,0
2013,Broj,krupa_na_uni,M,atheist,0
2013,Broj,krupa_na_uni,Ž,atheist,0
2013,Broj,kupres,Oba spola,atheist,0
2013,Broj,kupres,M,atheist,0
2013,Broj,kupres,Ž,atheist,0
2013,Broj,laktasi,Oba spola,atheist,96
2013,Broj,laktasi,M,atheist,57
2013,Broj,laktasi,Ž,atheist,39
2013,Broj,lopare,Oba spola,atheist,21
2013,Broj,lopare,M,atheist,12
2013,Broj,lopare,Ž,atheist,9
2013,Broj,ljubinje,Oba spola,atheist,1
2013,Broj,ljubinje,M,atheist,1
2013,Broj,ljubinje,Ž,atheist,0
2013,Broj,milici,Oba spola,atheist,3
2013,Broj,milici,M,atheist,3
2013,Broj,milici,Ž,atheist,0
2013,Broj,modrica,Oba spola,atheist,98
2013,Broj,modrica,M,atheist,53
2013,Broj,modrica,Ž,atheist,45
2013,Broj,mrkonjic_grad,Oba spola,atheist,28
2013,Broj,mrkonjic_grad,M,atheist,13
2013,Broj,mrkonjic_grad,Ž,atheist,15
2013,Broj,nevesinje,Oba spola,atheist,8
2013,Broj,nevesinje,M,atheist,3
2013,Broj,nevesinje,Ž,atheist,5
2013,Broj,novi_grad,Oba spola,atheist,81
2013,Broj,novi_grad,M,atheist,36
2013,Broj,novi_grad,Ž,atheist,45
2013,Broj,novo_gorazde,Oba spola,atheist,0
2013,Broj,novo_gorazde,M,atheist,0
2013,Broj,novo_gorazde,Ž,atheist,0
2013,Broj,osmaci,Oba spola,atheist,1
2013,Broj,osmaci,M,atheist,1
2013,Broj,osmaci,Ž,atheist,0
2013,Broj,ostra_luka,Oba spola,atheist,4
2013,Broj,ostra_luka,M,atheist,3
2013,Broj,ostra_luka,Ž,atheist,1
2013,Broj,pale,Oba spola,atheist,47
2013,Broj,pale,M,atheist,23
2013,Broj,pale,Ž,atheist,24
2013,Broj,pelagicevo,Oba spola,atheist,1
2013,Broj,pelagicevo,M,atheist,0
2013,Broj,pelagicevo,Ž,atheist,1
2013,Broj,petrovac,Oba spola,atheist,2
2013,Broj,petrovac,M,atheist,1
2013,Broj,petrovac,Ž,atheist,1
2013,Broj,petrovo,Oba spola,atheist,10
2013,Broj,petrovo,M,atheist,7
2013,Broj,petrovo,Ž,atheist,3
2013,Broj,grad_prijedor,Oba spola,atheist,511
2013,Broj,grad_prijedor,M,atheist,277
2013,Broj,grad_prijedor,Ž,atheist,234
2013,Broj,prnjavor,Oba spola,atheist,102
2013,Broj,prnjavor,M,atheist,65
2013,Broj,prnjavor,Ž,atheist,37
2013,Broj,ribnik,Oba spola,atheist,3
2013,Broj,ribnik,M,atheist,2
2013,Broj,ribnik,Ž,atheist,1
2013,Broj,rogatica,Oba spola,atheist,20
2013,Broj,rogatica,M,atheist,13
2013,Broj,rogatica,Ž,atheist,7
2013,Broj,rudo,Oba spola,atheist,11
2013,Broj,rudo,M,atheist,9
2013,Broj,rudo,Ž,atheist,2
2013,Broj,sokolac,Oba spola,atheist,14
2013,Broj,sokolac,M,atheist,11
2013,Broj,sokolac,Ž,atheist,3
2013,Broj,srbac,Oba spola,atheist,46
2013,Broj,srbac,M,atheist,28
2013,Broj,srbac,Ž,atheist,18
2013,Broj,srebrenica,Oba spola,atheist,14
2013,Broj,srebrenica,M,atheist,10
2013,Broj,srebrenica,Ž,atheist,4
2013,Broj,teslic,Oba spola,atheist,167
2013,Broj,teslic,M,atheist,89
2013,Broj,teslic,Ž,atheist,78
2013,Broj,grad_trebinje,Oba spola,atheist,118
2013,Broj,grad_trebinje,M,atheist,62
2013,Broj,grad_trebinje,Ž,atheist,56
2013,Broj,trnovo,Oba spola,atheist,7
2013,Broj,trnovo,M,atheist,5
2013,Broj,trnovo,Ž,atheist,2
2013,Broj,ugljevik,Oba spola,atheist,22
2013,Broj,ugljevik,M,atheist,16
2013,Broj,ugljevik,Ž,atheist,6
2013,Broj,foca,Oba spola,atheist,34
2013,Broj,foca,M,atheist,19
2013,Broj,foca,Ž,atheist,15
2013,Broj,han_pijesak,Oba spola,atheist,1
2013,Broj,han_pijesak,M,atheist,1
2013,Broj,han_pijesak,Ž,atheist,0
2013,Broj,cajnice,Oba spola,atheist,4
2013,Broj,cajnice,M,atheist,3
2013,Broj,cajnice,Ž,atheist,1
2013,Broj,celinac,Oba spola,atheist,23
2013,Broj,celinac,M,atheist,12
2013,Broj,celinac,Ž,atheist,11
2013,Broj,samac,Oba spola,atheist,81
2013,Broj,samac,M,atheist,56
2013,Broj,samac,Ž,atheist,25
2013,Broj,sekovici,Oba spola,atheist,6
2013,Broj,sekovici,M,atheist,5
2013,Broj,sekovici,Ž,atheist,1
2013,Broj,sipovo,Oba spola,atheist,13
2013,Broj,sipovo,M,atheist,9
2013,Broj,sipovo,Ž,atheist,4
2013,Broj,republika_srpska,Oba spola,other_religion,8729
2013,Broj,republika_srpska,M,other_religion,4319
2013,Broj,republika_srpska,Ž,other_religion,4410
2013,Broj,grad_banja_luka,Oba spola,other_religion,1230
2013,Broj,grad_banja_luka,M,other_religion,620
2013,Broj,grad_banja_luka,Ž,other_religion,610
2013,Broj,berkovici,Oba spola,other_religion,3
2013,Broj,berkovici,M,other_religion,2
2013,Broj,berkovici,Ž,other_religion,1
2013,Broj,grad_bijeljina,Oba spola,other_religion,944
2013,Broj,grad_bijeljina,M,other_religion,471
2013,Broj,grad_bijeljina,Ž,other_religion,473
2013,Broj,bileca,Oba spola,other_religion,26
2013,Broj,bileca,M,other_religion,15
2013,Broj,bileca,Ž,other_religion,11
2013,Broj,bratunac,Oba spola,other_religion,237
2013,Broj,bratunac,M,other_religion,121
2013,Broj,bratunac,Ž,other_religion,116
2013,Broj,brod,Oba spola,other_religion,98
2013,Broj,brod,M,other_religion,52
2013,Broj,brod,Ž,other_religion,46
2013,Broj,visegrad,Oba spola,other_religion,76
2013,Broj,visegrad,M,other_religion,40
2013,Broj,visegrad,Ž,other_religion,36
2013,Broj,vlasenica,Oba spola,other_religion,115
2013,Broj,vlasenica,M,other_religion,42
2013,Broj,vlasenica,Ž,other_religion,73
2013,Broj,vukosavlje,Oba spola,other_religion,30
2013,Broj,vukosavlje,M,other_religion,15
2013,Broj,vukosavlje,Ž,other_religion,15
2013,Broj,gacko,Oba spola,other_religion,16
2013,Broj,gacko,M,other_religion,9
2013,Broj,gacko,Ž,other_religion,7
2013,Broj,grad_gradiska,Oba spola,other_religion,321
2013,Broj,grad_gradiska,M,other_religion,168
2013,Broj,grad_gradiska,Ž,other_religion,153
2013,Broj,grad_derventa,Oba spola,other_religion,141
2013,Broj,grad_derventa,M,other_religion,67
2013,Broj,grad_derventa,Ž,other_religion,74
2013,Broj,grad_doboj,Oba spola,other_religion,845
2013,Broj,grad_doboj,M,other_religion,412
2013,Broj,grad_doboj,Ž,other_religion,433
2013,Broj,donji_zabar,Oba spola,other_religion,21
2013,Broj,donji_zabar,M,other_religion,8
2013,Broj,donji_zabar,Ž,other_religion,13
2013,Broj,grad_zvornik,Oba spola,other_religion,186
