Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,ZVORNIK,Ž,disabilities_T,2301
2013,Broj,ISTOCNA ILIDZA,Oba spola,disabilities_T,1025
2013,Broj,ISTOCNA ILIDZA,M,disabilities_T,464
2013,Broj,ISTOCNA ILIDZA,Ž,disabilities_T,561
2013,Broj,ISTOCNI DRVAR,Oba spola,disabilities_T,9
2013,Broj,ISTOCNI DRVAR,M,disabilities_T,5
2013,Broj,ISTOCNI DRVAR,Ž,disabilities_T,4
2013,Broj,ISTOCNI MOSTAR,Oba spola,disabilities_T,14
2013,Broj,ISTOCNI MOSTAR,M,disabilities_T,4
2013,Broj,ISTOCNI MOSTAR,Ž,disabilities_T,10
2013,Broj,ISTOCNI STARI GRAD,Oba spola,disabilities_T,100
2013,Broj,ISTOCNI STARI GRAD,M,disabilities_T,42
2013,Broj,ISTOCNI STARI GRAD,Ž,disabilities_T,58
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,disabilities_T,611
2013,Broj,ISTOCNO NOVO SARAJEVO,M,disabilities_T,276
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,disabilities_T,335
2013,Broj,JEZERO,Oba spola,disabilities_T,80
2013,Broj,JEZERO,M,disabilities_T,37
2013,Broj,JEZERO,Ž,disabilities_T,43
2013,Broj,KALINOVIK,Oba spola,disabilities_T,203
2013,Broj,KALINOVIK,M,disabilities_T,88
2013,Broj,KALINOVIK,Ž,disabilities_T,115
2013,Broj,KNEZEVO,Oba spola,disabilities_T,933
2013,Broj,KNEZEVO,M,disabilities_T,449
2013,Broj,KNEZEVO,Ž,disabilities_T,484
2013,Broj,KOZARSKA DUBICA,Oba spola,disabilities_T,2078
2013,Broj,KOZARSKA DUBICA,M,disabilities_T,919
2013,Broj,KOZARSKA DUBICA,Ž,disabilities_T,1159
2013,Broj,KOSTAJNICA,Oba spola,disabilities_T,475
2013,Broj,KOSTAJNICA,M,disabilities_T,216
2013,Broj,KOSTAJNICA,Ž,disabilities_T,259
2013,Broj,KOTOR VAROS,Oba spola,disabilities_T,1857
2013,Broj,KOTOR VAROS,M,disabilities_T,865
2013,Broj,KOTOR VAROS,Ž,disabilities_T,992
2013,Broj,KRUPA NA UNI,Oba spola,disabilities_T,204
2013,Broj,KRUPA NA UNI,M,disabilities_T,93
2013,Broj,KRUPA NA UNI,Ž,disabilities_T,111
2013,Broj,KUPRES,Oba spola,disabilities_T,49
2013,Broj,KUPRES,M,disabilities_T,27
2013,Broj,KUPRES,Ž,disabilities_T,22
2013,Broj,LAKTASI,Oba spola,disabilities_T,2445
2013,Broj,LAKTASI,M,disabilities_T,1196
2013,Broj,LAKTASI,Ž,disabilities_T,1249
2013,Broj,LOPARE,Oba spola,disabilities_T,1612
2013,Broj,LOPARE,M,disabilities_T,791
2013,Broj,LOPARE,Ž,disabilities_T,821
2013,Broj,LJUBINJE,Oba spola,disabilities_T,197
2013,Broj,LJUBINJE,M,disabilities_T,84
2013,Broj,LJUBINJE,Ž,disabilities_T,113
2013,Broj,MILICI,Oba spola,disabilities_T,860
2013,Broj,MILICI,M,disabilities_T,392
2013,Broj,MILICI,Ž,disabilities_T,468
2013,Broj,MODRICA,Oba spola,disabilities_T,2458
2013,Broj,MODRICA,M,disabilities_T,1119
2013,Broj,MODRICA,Ž,disabilities_T,1339
2013,Broj,MRKONJIC GRAD,Oba spola,disabilities_T,1300
2013,Broj,MRKONJIC GRAD,M,disabilities_T,602
2013,Broj,MRKONJIC GRAD,Ž,disabilities_T,698
2013,Broj,NEVESINJE,Oba spola,disabilities_T,876
2013,Broj,NEVESINJE,M,disabilities_T,379
2013,Broj,NEVESINJE,Ž,disabilities_T,497
2013,Broj,NOVI GRAD,Oba spola,disabilities_T,2687
2013,Broj,NOVI GRAD,M,disabilities_T,1179
2013,Broj,NOVI GRAD,Ž,disabilities_T,1508
2013,Broj,NOVO GORAZDE,Oba spola,disabilities_T,206
2013,Broj,NOVO GORAZDE,M,disabilities_T,101
2013,Broj,NOVO GORAZDE,Ž,disabilities_T,105
2013,Broj,OSMACI,Oba spola,disabilities_T,513
2013,Broj,OSMACI,M,disabilities_T,234
2013,Broj,OSMACI,Ž,disabilities_T,279
2013,Broj,OSTRA LUKA,Oba spola,disabilities_T,394
2013,Broj,OSTRA LUKA,M,disabilities_T,205
2013,Broj,OSTRA LUKA,Ž,disabilities_T,189
2013,Broj,PALE,Oba spola,disabilities_T,1289
2013,Broj,PALE,M,disabilities_T,594
2013,Broj,PALE,Ž,disabilities_T,695
2013,Broj,PELAGICEVO,Oba spola,disabilities_T,688
2013,Broj,PELAGICEVO,M,disabilities_T,299
2013,Broj,PELAGICEVO,Ž,disabilities_T,389
2013,Broj,PETROVAC,Oba spola,disabilities_T,16
2013,Broj,PETROVAC,M,disabilities_T,6
2013,Broj,PETROVAC,Ž,disabilities_T,10
2013,Broj,PETROVO,Oba spola,disabilities_T,944
2013,Broj,PETROVO,M,disabilities_T,399
2013,Broj,PETROVO,Ž,disabilities_T,545
2013,Broj,PRIJEDOR,Oba spola,disabilities_T,7173
2013,Broj,PRIJEDOR,M,disabilities_T,3333
2013,Broj,PRIJEDOR,Ž,disabilities_T,3840
2013,Broj,PRNJAVOR,Oba spola,disabilities_T,3309
2013,Broj,PRNJAVOR,M,disabilities_T,1497
2013,Broj,PRNJAVOR,Ž,disabilities_T,1812
2013,Broj,RIBNIK,Oba spola,disabilities_T,701
2013,Broj,RIBNIK,M,disabilities_T,323
2013,Broj,RIBNIK,Ž,disabilities_T,378
2013,Broj,ROGATICA,Oba spola,disabilities_T,1012
2013,Broj,ROGATICA,M,disabilities_T,464
2013,Broj,ROGATICA,Ž,disabilities_T,548
2013,Broj,RUDO,Oba spola,disabilities_T,596
2013,Broj,RUDO,M,disabilities_T,258
2013,Broj,RUDO,Ž,disabilities_T,338
2013,Broj,SOKOLAC,Oba spola,disabilities_T,944
2013,Broj,SOKOLAC,M,disabilities_T,422
2013,Broj,SOKOLAC,Ž,disabilities_T,522
2013,Broj,SRBAC,Oba spola,disabilities_T,1526
2013,Broj,SRBAC,M,disabilities_T,714
2013,Broj,SRBAC,Ž,disabilities_T,812
2013,Broj,SREBRENICA,Oba spola,disabilities_T,1061
2013,Broj,SREBRENICA,M,disabilities_T,447
2013,Broj,SREBRENICA,Ž,disabilities_T,614
2013,Broj,TESLIC,Oba spola,disabilities_T,3562
2013,Broj,TESLIC,M,disabilities_T,1683
2013,Broj,TESLIC,Ž,disabilities_T,1879
2013,Broj,TREBINJE,Oba spola,disabilities_T,1860
2013,Broj,TREBINJE,M,disabilities_T,823
2013,Broj,TREBINJE,Ž,disabilities_T,1037
2013,Broj,TRNOVO,Oba spola,disabilities_T,171
2013,Broj,TRNOVO,M,disabilities_T,70
2013,Broj,TRNOVO,Ž,disabilities_T,101
2013,Broj,UGLJEVIK,Oba spola,disabilities_T,1179
2013,Broj,UGLJEVIK,M,disabilities_T,532
2013,Broj,UGLJEVIK,Ž,disabilities_T,647
2013,Broj,FOCA,Oba spola,disabilities_T,1473
2013,Broj,FOCA,M,disabilities_T,725
2013,Broj,FOCA,Ž,disabilities_T,748
2013,Broj,HAN PIJESAK,Oba spola,disabilities_T,269
2013,Broj,HAN PIJESAK,M,disabilities_T,99
2013,Broj,HAN PIJESAK,Ž,disabilities_T,170
2013,Broj,CAJNICE,Oba spola,disabilities_T,461
2013,Broj,CAJNICE,M,disabilities_T,208
2013,Broj,CAJNICE,Ž,disabilities_T,253
2013,Broj,CELINAC,Oba spola,disabilities_T,1672
2013,Broj,CELINAC,M,disabilities_T,800
2013,Broj,CELINAC,Ž,disabilities_T,872
2013,Broj,SAMAC,Oba spola,disabilities_T,1634
2013,Broj,SAMAC,M,disabilities_T,724
2013,Broj,SAMAC,Ž,disabilities_T,910
2013,Broj,SEKOVICI,Oba spola,disabilities_T,595
2013,Broj,SEKOVICI,M,disabilities_T,279
2013,Broj,SEKOVICI,Ž,disabilities_T,316
2013,Broj,SIPOVO,Oba spola,disabilities_T,843
2013,Broj,SIPOVO,M,disabilities_T,391
2013,Broj,SIPOVO,Ž,disabilities_T,452
2013,Broj,REPUBLIKA SRPSKA,Oba spola,eyesight,43020
2013,Broj,REPUBLIKA SRPSKA,M,eyesight,18052
2013,Broj,REPUBLIKA SRPSKA,Ž,eyesight,24968
2013,Broj,BANJA LUKA,Oba spola,eyesight,5370
2013,Broj,BANJA LUKA,M,eyesight,2232
2013,Broj,BANJA LUKA,Ž,eyesight,3138
2013,Broj,BERKOVICI,Oba spola,eyesight,73
2013,Broj,BERKOVICI,M,eyesight,33
2013,Broj,BERKOVICI,Ž,eyesight,40
2013,Broj,BIJELJINA,Oba spola,eyesight,3450
2013,Broj,BIJELJINA,M,eyesight,1424
2013,Broj,BIJELJINA,Ž,eyesight,2026
2013,Broj,BILECA,Oba spola,eyesight,375
2013,Broj,BILECA,M,eyesight,159
2013,Broj,BILECA,Ž,eyesight,216
2013,Broj,BRATUNAC,Oba spola,eyesight,791
2013,Broj,BRATUNAC,M,eyesight,328
2013,Broj,BRATUNAC,Ž,eyesight,463
2013,Broj,BROD,Oba spola,eyesight,596
2013,Broj,BROD,M,eyesight,252
2013,Broj,BROD,Ž,eyesight,344
2013,Broj,VISEGRAD,Oba spola,eyesight,409
2013,Broj,VISEGRAD,M,eyesight,162
2013,Broj,VISEGRAD,Ž,eyesight,247
2013,Broj,VLASENICA,Oba spola,eyesight,372
2013,Broj,VLASENICA,M,eyesight,171
2013,Broj,VLASENICA,Ž,eyesight,201
2013,Broj,VUKOSAVLJE,Oba spola,eyesight,157
2013,Broj,VUKOSAVLJE,M,eyesight,74
2013,Broj,VUKOSAVLJE,Ž,eyesight,83
2013,Broj,GACKO,Oba spola,eyesight,245
2013,Broj,GACKO,M,eyesight,107
2013,Broj,GACKO,Ž,eyesight,138
2013,Broj,GRADISKA,Oba spola,eyesight,1881
2013,Broj,GRADISKA,M,eyesight,754
2013,Broj,GRADISKA,Ž,eyesight,1127
2013,Broj,DERVENTA,Oba spola,eyesight,1172
2013,Broj,DERVENTA,M,eyesight,476
2013,Broj,DERVENTA,Ž,eyesight,696
2013,Broj,DOBOJ,Oba spola,eyesight,3265
2013,Broj,DOBOJ,M,eyesight,1332
2013,Broj,DOBOJ,Ž,eyesight,1933
2013,Broj,DONJI ZABAR,Oba spola,eyesight,122
2013,Broj,DONJI ZABAR,M,eyesight,50
2013,Broj,DONJI ZABAR,Ž,eyesight,72
2013,Broj,ZVORNIK,Oba spola,eyesight,1920
2013,Broj,ZVORNIK,M,eyesight,842
2013,Broj,ZVORNIK,Ž,eyesight,1078
2013,Broj,ISTOCNA ILIDZA,Oba spola,eyesight,423
2013,Broj,ISTOCNA ILIDZA,M,eyesight,183
2013,Broj,ISTOCNA ILIDZA,Ž,eyesight,240
2013,Broj,ISTOCNI DRVAR,Oba spola,eyesight,5
2013,Broj,ISTOCNI DRVAR,M,eyesight,2
2013,Broj,ISTOCNI DRVAR,Ž,eyesight,3
2013,Broj,ISTOCNI MOSTAR,Oba spola,eyesight,9
2013,Broj,ISTOCNI MOSTAR,M,eyesight,3
2013,Broj,ISTOCNI MOSTAR,Ž,eyesight,6
2013,Broj,ISTOCNI STARI GRAD,Oba spola,eyesight,49
2013,Broj,ISTOCNI STARI GRAD,M,eyesight,22
2013,Broj,ISTOCNI STARI GRAD,Ž,eyesight,27
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,eyesight,255
2013,Broj,ISTOCNO NOVO SARAJEVO,M,eyesight,90
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,eyesight,165
2013,Broj,JEZERO,Oba spola,eyesight,44
2013,Broj,JEZERO,M,eyesight,18
2013,Broj,JEZERO,Ž,eyesight,26
2013,Broj,KALINOVIK,Oba spola,eyesight,87
2013,Broj,KALINOVIK,M,eyesight,35
2013,Broj,KALINOVIK,Ž,eyesight,52
2013,Broj,KNEZEVO,Oba spola,eyesight,355
2013,Broj,KNEZEVO,M,eyesight,159
2013,Broj,KNEZEVO,Ž,eyesight,196
2013,Broj,KOZARSKA DUBICA,Oba spola,eyesight,788
2013,Broj,KOZARSKA DUBICA,M,eyesight,329
2013,Broj,KOZARSKA DUBICA,Ž,eyesight,459
2013,Broj,KOSTAJNICA,Oba spola,eyesight,226
2013,Broj,KOSTAJNICA,M,eyesight,104
2013,Broj,KOSTAJNICA,Ž,eyesight,122
2013,Broj,KOTOR VAROS,Oba spola,eyesight,894
2013,Broj,KOTOR VAROS,M,eyesight,374
2013,Broj,KOTOR VAROS,Ž,eyesight,520
2013,Broj,KRUPA NA UNI,Oba spola,eyesight,98
2013,Broj,KRUPA NA UNI,M,eyesight,47
2013,Broj,KRUPA NA UNI,Ž,eyesight,51
2013,Broj,KUPRES,Oba spola,eyesight,12
2013,Broj,KUPRES,M,eyesight,8
2013,Broj,KUPRES,Ž,eyesight,4
2013,Broj,LAKTASI,Oba spola,eyesight,1042
2013,Broj,LAKTASI,M,eyesight,460
2013,Broj,LAKTASI,Ž,eyesight,582
2013,Broj,LOPARE,Oba spola,eyesight,691
2013,Broj,LOPARE,M,eyesight,297
2013,Broj,LOPARE,Ž,eyesight,394
2013,Broj,LJUBINJE,Oba spola,eyesight,82
2013,Broj,LJUBINJE,M,eyesight,36
2013,Broj,LJUBINJE,Ž,eyesight,46
2013,Broj,MILICI,Oba spola,eyesight,390
2013,Broj,MILICI,M,eyesight,165
2013,Broj,MILICI,Ž,eyesight,225
2013,Broj,MODRICA,Oba spola,eyesight,990
2013,Broj,MODRICA,M,eyesight,443
2013,Broj,MODRICA,Ž,eyesight,547
2013,Broj,MRKONJIC GRAD,Oba spola,eyesight,524
2013,Broj,MRKONJIC GRAD,M,eyesight,227
2013,Broj,MRKONJIC GRAD,Ž,eyesight,297
2013,Broj,NEVESINJE,Oba spola,eyesight,401
2013,Broj,NEVESINJE,M,eyesight,187
2013,Broj,NEVESINJE,Ž,eyesight,214
2013,Broj,NOVI GRAD,Oba spola,eyesight,1236
2013,Broj,NOVI GRAD,M,eyesight,483
2013,Broj,NOVI GRAD,Ž,eyesight,753
2013,Broj,NOVO GORAZDE,Oba spola,eyesight,86
2013,Broj,NOVO GORAZDE,M,eyesight,35
2013,Broj,NOVO GORAZDE,Ž,eyesight,51
2013,Broj,OSMACI,Oba spola,eyesight,243
2013,Broj,OSMACI,M,eyesight,102
