Year,UNIT_MEASURE,Teritory,Sex,Age,Value
2013,Number,HAN PIJESAK,F,10-14,64
2013,Number,CAJNICE,Both sexes,10-14,232
2013,Number,CAJNICE,M,10-14,131
2013,Number,CAJNICE,F,10-14,101
2013,Number,CELINAC,Both sexes,10-14,812
2013,Number,CELINAC,M,10-14,434
2013,Number,CELINAC,F,10-14,378
2013,Number,SAMAC,Both sexes,10-14,771
2013,Number,SAMAC,M,10-14,403
2013,Number,SAMAC,F,10-14,368
2013,Number,SEKOVICI,Both sexes,10-14,292
2013,Number,SEKOVICI,M,10-14,157
2013,Number,SEKOVICI,F,10-14,135
2013,Number,SIPOVO,Both sexes,10-14,545
2013,Number,SIPOVO,M,10-14,270
2013,Number,SIPOVO,F,10-14,275
2013,Number,REPUBLIKA SRPSKA,Both sexes,15-19,69969
2013,Number,REPUBLIKA SRPSKA,M,15-19,36081
2013,Number,REPUBLIKA SRPSKA,F,15-19,33888
2013,Number,GRAD BANJA LUKA,Both sexes,15-19,10268
2013,Number,GRAD BANJA LUKA,M,15-19,5211
2013,Number,GRAD BANJA LUKA,F,15-19,5057
2013,Number,BERKOVICI,Both sexes,15-19,84
2013,Number,BERKOVICI,M,15-19,46
2013,Number,BERKOVICI,F,15-19,38
2013,Number,GRAD BIJELJINA,Both sexes,15-19,6029
2013,Number,GRAD BIJELJINA,M,15-19,3141
2013,Number,GRAD BIJELJINA,F,15-19,2888
2013,Number,BILECA,Both sexes,15-19,747
2013,Number,BILECA,M,15-19,423
2013,Number,BILECA,F,15-19,324
2013,Number,BRATUNAC,Both sexes,15-19,1135
2013,Number,BRATUNAC,M,15-19,597
2013,Number,BRATUNAC,F,15-19,538
2013,Number,BROD,Both sexes,15-19,924
2013,Number,BROD,M,15-19,484
2013,Number,BROD,F,15-19,440
2013,Number,VISEGRAD,Both sexes,15-19,526
2013,Number,VISEGRAD,M,15-19,262
2013,Number,VISEGRAD,F,15-19,264
2013,Number,VLASENICA,Both sexes,15-19,709
2013,Number,VLASENICA,M,15-19,352
2013,Number,VLASENICA,F,15-19,357
2013,Number,VUKOSAVLJE,Both sexes,15-19,270
2013,Number,VUKOSAVLJE,M,15-19,147
2013,Number,VUKOSAVLJE,F,15-19,123
2013,Number,GACKO,Both sexes,15-19,601
2013,Number,GACKO,M,15-19,303
2013,Number,GACKO,F,15-19,298
2013,Number,GRAD GRADISKA,Both sexes,15-19,3034
2013,Number,GRAD GRADISKA,M,15-19,1555
2013,Number,GRAD GRADISKA,F,15-19,1479
2013,Number,GRAD DERVENTA,Both sexes,15-19,1570
2013,Number,GRAD DERVENTA,M,15-19,829
2013,Number,GRAD DERVENTA,F,15-19,741
2013,Number,GRAD DOBOJ,Both sexes,15-19,3582
2013,Number,GRAD DOBOJ,M,15-19,1825
2013,Number,GRAD DOBOJ,F,15-19,1757
2013,Number,DONJI ZABAR,Both sexes,15-19,229
2013,Number,DONJI ZABAR,M,15-19,116
2013,Number,DONJI ZABAR,F,15-19,113
2013,Number,GRAD ZVORNIK,Both sexes,15-19,3271
2013,Number,GRAD ZVORNIK,M,15-19,1730
2013,Number,GRAD ZVORNIK,F,15-19,1541
2013,Number,ISTOCNI DRVAR,Both sexes,15-19,1
2013,Number,ISTOCNI DRVAR,M,15-19,-
2013,Number,ISTOCNI DRVAR,F,15-19,1
2013,Number,ISTOCNI MOSTAR,Both sexes,15-19,11
2013,Number,ISTOCNI MOSTAR,M,15-19,8
2013,Number,ISTOCNI MOSTAR,F,15-19,3
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,15-19,3429
2013,Number,GRAD ISTOCNO SARAJEVO,M,15-19,1722
2013,Number,GRAD ISTOCNO SARAJEVO,F,15-19,1707
2013,Number,ISTOCNA ILIDZA,Both sexes,15-19,789
2013,Number,ISTOCNA ILIDZA,M,15-19,403
2013,Number,ISTOCNA ILIDZA,F,15-19,386
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,15-19,599
2013,Number,ISTOCNO NOVO SARAJEVO,M,15-19,309
2013,Number,ISTOCNO NOVO SARAJEVO,F,15-19,290
2013,Number,ISTOČNI STARI GRAD,Both sexes,15-19,47
2013,Number,ISTOČNI STARI GRAD,M,15-19,21
2013,Number,ISTOČNI STARI GRAD,F,15-19,26
2013,Number,PALE,Both sexes,15-19,1263
2013,Number,PALE,M,15-19,624
2013,Number,PALE,F,15-19,639
2013,Number,SOKOLAC,Both sexes,15-19,639
2013,Number,SOKOLAC,M,15-19,327
2013,Number,SOKOLAC,F,15-19,312
2013,Number,TRNOVO,Both sexes,15-19,92
2013,Number,TRNOVO,M,15-19,38
2013,Number,TRNOVO,F,15-19,54
2013,Number,JEZERO,Both sexes,15-19,73
2013,Number,JEZERO,M,15-19,34
2013,Number,JEZERO,F,15-19,39
2013,Number,KALINOVIK,Both sexes,15-19,85
2013,Number,KALINOVIK,M,15-19,37
2013,Number,KALINOVIK,F,15-19,48
2013,Number,KNEZEVO,Both sexes,15-19,599
2013,Number,KNEZEVO,M,15-19,299
2013,Number,KNEZEVO,F,15-19,300
2013,Number,KOSTAJNICA,Both sexes,15-19,339
2013,Number,KOSTAJNICA,M,15-19,178
2013,Number,KOSTAJNICA,F,15-19,161
2013,Number,KOTOR VAROS,Both sexes,15-19,1362
2013,Number,KOTOR VAROS,M,15-19,711
2013,Number,KOTOR VAROS,F,15-19,651
2013,Number,KOZARSKA DUBICA,Both sexes,15-19,1145
2013,Number,KOZARSKA DUBICA,M,15-19,591
2013,Number,KOZARSKA DUBICA,F,15-19,554
2013,Number,KRUPA NA UNI,Both sexes,15-19,95
2013,Number,KRUPA NA UNI,M,15-19,51
2013,Number,KRUPA NA UNI,F,15-19,44
2013,Number,KUPRES,Both sexes,15-19,11
2013,Number,KUPRES,M,15-19,8
2013,Number,KUPRES,F,15-19,3
2013,Number,LAKTASI,Both sexes,15-19,2123
2013,Number,LAKTASI,M,15-19,1115
2013,Number,LAKTASI,F,15-19,1008
2013,Number,LOPARE,Both sexes,15-19,886
2013,Number,LOPARE,M,15-19,437
2013,Number,LOPARE,F,15-19,449
2013,Number,LJUBINJE,Both sexes,15-19,195
2013,Number,LJUBINJE,M,15-19,101
2013,Number,LJUBINJE,F,15-19,94
2013,Number,MILICI,Both sexes,15-19,709
2013,Number,MILICI,M,15-19,371
2013,Number,MILICI,F,15-19,338
2013,Number,MODRICA,Both sexes,15-19,1490
2013,Number,MODRICA,M,15-19,750
2013,Number,MODRICA,F,15-19,740
2013,Number,MRKONJIC GRAD,Both sexes,15-19,930
2013,Number,MRKONJIC GRAD,M,15-19,519
2013,Number,MRKONJIC GRAD,F,15-19,411
2013,Number,NEVESINJE,Both sexes,15-19,750
2013,Number,NEVESINJE,M,15-19,376
2013,Number,NEVESINJE,F,15-19,374
2013,Number,NOVI GRAD,Both sexes,15-19,1527
2013,Number,NOVI GRAD,M,15-19,785
2013,Number,NOVI GRAD,F,15-19,742
2013,Number,NOVO GORAZDE,Both sexes,15-19,135
2013,Number,NOVO GORAZDE,M,15-19,66
2013,Number,NOVO GORAZDE,F,15-19,69
2013,Number,OSMACI,Both sexes,15-19,394
2013,Number,OSMACI,M,15-19,200
2013,Number,OSMACI,F,15-19,194
2013,Number,OSTRA LUKA,Both sexes,15-19,206
2013,Number,OSTRA LUKA,M,15-19,107
2013,Number,OSTRA LUKA,F,15-19,99
2013,Number,PELAGICEVO,Both sexes,15-19,221
2013,Number,PELAGICEVO,M,15-19,117
2013,Number,PELAGICEVO,F,15-19,104
2013,Number,PETROVAC,Both sexes,15-19,9
2013,Number,PETROVAC,M,15-19,6
2013,Number,PETROVAC,F,15-19,3
2013,Number,PETROVO,Both sexes,15-19,327
2013,Number,PETROVO,M,15-19,178
2013,Number,PETROVO,F,15-19,149
2013,Number,GRAD PRIJEDOR,Both sexes,15-19,4904
2013,Number,GRAD PRIJEDOR,M,15-19,2485
2013,Number,GRAD PRIJEDOR,F,15-19,2419
2013,Number,PRNJAVOR,Both sexes,15-19,2204
2013,Number,PRNJAVOR,M,15-19,1187
2013,Number,PRNJAVOR,F,15-19,1017
2013,Number,RIBNIK,Both sexes,15-19,327
2013,Number,RIBNIK,M,15-19,162
2013,Number,RIBNIK,F,15-19,165
2013,Number,ROGATICA,Both sexes,15-19,574
2013,Number,ROGATICA,M,15-19,305
2013,Number,ROGATICA,F,15-19,269
2013,Number,RUDO,Both sexes,15-19,368
2013,Number,RUDO,M,15-19,190
2013,Number,RUDO,F,15-19,178
2013,Number,SRBAC,Both sexes,15-19,997
2013,Number,SRBAC,M,15-19,511
2013,Number,SRBAC,F,15-19,486
2013,Number,SREBRENICA,Both sexes,15-19,739
2013,Number,SREBRENICA,M,15-19,397
2013,Number,SREBRENICA,F,15-19,342
2013,Number,STANARI,Both sexes,15-19,376
2013,Number,STANARI,M,15-19,177
2013,Number,STANARI,F,15-19,199
2013,Number,TESLIC,Both sexes,15-19,2482
2013,Number,TESLIC,M,15-19,1271
2013,Number,TESLIC,F,15-19,1211
2013,Number,GRAD TREBINJE,Both sexes,15-19,1547
2013,Number,GRAD TREBINJE,M,15-19,818
2013,Number,GRAD TREBINJE,F,15-19,729
2013,Number,UGLJEVIK,Both sexes,15-19,903
2013,Number,UGLJEVIK,M,15-19,468
2013,Number,UGLJEVIK,F,15-19,435
2013,Number,FOCA,Both sexes,15-19,1045
2013,Number,FOCA,M,15-19,558
2013,Number,FOCA,F,15-19,487
2013,Number,HAN PIJESAK,Both sexes,15-19,205
2013,Number,HAN PIJESAK,M,15-19,86
2013,Number,HAN PIJESAK,F,15-19,119
2013,Number,CAJNICE,Both sexes,15-19,280
2013,Number,CAJNICE,M,15-19,158
2013,Number,CAJNICE,F,15-19,122
2013,Number,CELINAC,Both sexes,15-19,1066
2013,Number,CELINAC,M,15-19,541
2013,Number,CELINAC,F,15-19,525
2013,Number,SAMAC,Both sexes,15-19,996
2013,Number,SAMAC,M,15-19,489
2013,Number,SAMAC,F,15-19,507
2013,Number,SEKOVICI,Both sexes,15-19,373
2013,Number,SEKOVICI,M,15-19,183
2013,Number,SEKOVICI,F,15-19,190
2013,Number,SIPOVO,Both sexes,15-19,552
2013,Number,SIPOVO,M,15-19,307
2013,Number,SIPOVO,F,15-19,245
2013,Number,REPUBLIKA SRPSKA,Both sexes,20-24,66641
2013,Number,REPUBLIKA SRPSKA,M,20-24,34593
2013,Number,REPUBLIKA SRPSKA,F,20-24,32048
2013,Number,GRAD BANJA LUKA,Both sexes,20-24,10309
2013,Number,GRAD BANJA LUKA,M,20-24,5114
2013,Number,GRAD BANJA LUKA,F,20-24,5195
2013,Number,BERKOVICI,Both sexes,20-24,86
2013,Number,BERKOVICI,M,20-24,43
2013,Number,BERKOVICI,F,20-24,43
2013,Number,GRAD BIJELJINA,Both sexes,20-24,5932
2013,Number,GRAD BIJELJINA,M,20-24,3044
2013,Number,GRAD BIJELJINA,F,20-24,2888
2013,Number,BILECA,Both sexes,20-24,609
2013,Number,BILECA,M,20-24,313
2013,Number,BILECA,F,20-24,296
2013,Number,BRATUNAC,Both sexes,20-24,1175
2013,Number,BRATUNAC,M,20-24,633
2013,Number,BRATUNAC,F,20-24,542
2013,Number,BROD,Both sexes,20-24,846
2013,Number,BROD,M,20-24,433
2013,Number,BROD,F,20-24,413
2013,Number,VISEGRAD,Both sexes,20-24,504
2013,Number,VISEGRAD,M,20-24,282
2013,Number,VISEGRAD,F,20-24,222
2013,Number,VLASENICA,Both sexes,20-24,621
2013,Number,VLASENICA,M,20-24,307
2013,Number,VLASENICA,F,20-24,314
2013,Number,VUKOSAVLJE,Both sexes,20-24,260
2013,Number,VUKOSAVLJE,M,20-24,142
2013,Number,VUKOSAVLJE,F,20-24,118
2013,Number,GACKO,Both sexes,20-24,440
2013,Number,GACKO,M,20-24,238
2013,Number,GACKO,F,20-24,202
2013,Number,GRAD GRADISKA,Both sexes,20-24,2685
2013,Number,GRAD GRADISKA,M,20-24,1415
2013,Number,GRAD GRADISKA,F,20-24,1270
2013,Number,GRAD DERVENTA,Both sexes,20-24,1390
2013,Number,GRAD DERVENTA,M,20-24,737
2013,Number,GRAD DERVENTA,F,20-24,653
2013,Number,GRAD DOBOJ,Both sexes,20-24,3285
2013,Number,GRAD DOBOJ,M,20-24,1719
2013,Number,GRAD DOBOJ,F,20-24,1566
2013,Number,DONJI ZABAR,Both sexes,20-24,218
2013,Number,DONJI ZABAR,M,20-24,117
2013,Number,DONJI ZABAR,F,20-24,101
2013,Number,GRAD ZVORNIK,Both sexes,20-24,3408
2013,Number,GRAD ZVORNIK,M,20-24,1840
2013,Number,GRAD ZVORNIK,F,20-24,1568
2013,Number,ISTOCNI DRVAR,Both sexes,20-24,5
2013,Number,ISTOCNI DRVAR,M,20-24,3
2013,Number,ISTOCNI DRVAR,F,20-24,2
2013,Number,ISTOCNI MOSTAR,Both sexes,20-24,12
2013,Number,ISTOCNI MOSTAR,M,20-24,8
2013,Number,ISTOCNI MOSTAR,F,20-24,4
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,20-24,3652
2013,Number,GRAD ISTOCNO SARAJEVO,M,20-24,1849
2013,Number,GRAD ISTOCNO SARAJEVO,F,20-24,1803
2013,Number,ISTOCNA ILIDZA,Both sexes,20-24,842
2013,Number,ISTOCNA ILIDZA,M,20-24,430
2013,Number,ISTOCNA ILIDZA,F,20-24,412
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,20-24,596
2013,Number,ISTOCNO NOVO SARAJEVO,M,20-24,299
2013,Number,ISTOCNO NOVO SARAJEVO,F,20-24,297
2013,Number,ISTOČNI STARI GRAD,Both sexes,20-24,53
2013,Number,ISTOČNI STARI GRAD,M,20-24,31
2013,Number,ISTOČNI STARI GRAD,F,20-24,22
2013,Number,PALE,Both sexes,20-24,1377
2013,Number,PALE,M,20-24,678
2013,Number,PALE,F,20-24,699
2013,Number,SOKOLAC,Both sexes,20-24,682
2013,Number,SOKOLAC,M,20-24,351
2013,Number,SOKOLAC,F,20-24,331
2013,Number,TRNOVO,Both sexes,20-24,102
2013,Number,TRNOVO,M,20-24,60
2013,Number,TRNOVO,F,20-24,42
2013,Number,JEZERO,Both sexes,20-24,63
2013,Number,JEZERO,M,20-24,37
2013,Number,JEZERO,F,20-24,26
2013,Number,KALINOVIK,Both sexes,20-24,104
2013,Number,KALINOVIK,M,20-24,59
2013,Number,KALINOVIK,F,20-24,45
2013,Number,KNEZEVO,Both sexes,20-24,539
2013,Number,KNEZEVO,M,20-24,286
2013,Number,KNEZEVO,F,20-24,253
2013,Number,KOSTAJNICA,Both sexes,20-24,310
2013,Number,KOSTAJNICA,M,20-24,164
2013,Number,KOSTAJNICA,F,20-24,146
2013,Number,KOTOR VAROS,Both sexes,20-24,1287
2013,Number,KOTOR VAROS,M,20-24,676
2013,Number,KOTOR VAROS,F,20-24,611
2013,Number,KOZARSKA DUBICA,Both sexes,20-24,1098
2013,Number,KOZARSKA DUBICA,M,20-24,592
2013,Number,KOZARSKA DUBICA,F,20-24,506
2013,Number,KRUPA NA UNI,Both sexes,20-24,78
2013,Number,KRUPA NA UNI,M,20-24,48
2013,Number,KRUPA NA UNI,F,20-24,30
2013,Number,KUPRES,Both sexes,20-24,6
2013,Number,KUPRES,M,20-24,3
2013,Number,KUPRES,F,20-24,3
2013,Number,LAKTASI,Both sexes,20-24,2038
2013,Number,LAKTASI,M,20-24,1058
2013,Number,LAKTASI,F,20-24,980
2013,Number,LOPARE,Both sexes,20-24,839
2013,Number,LOPARE,M,20-24,438
2013,Number,LOPARE,F,20-24,401
2013,Number,LJUBINJE,Both sexes,20-24,177
2013,Number,LJUBINJE,M,20-24,97
2013,Number,LJUBINJE,F,20-24,80
2013,Number,MILICI,Both sexes,20-24,697
2013,Number,MILICI,M,20-24,380
2013,Number,MILICI,F,20-24,317
2013,Number,MODRICA,Both sexes,20-24,1330
2013,Number,MODRICA,M,20-24,676
2013,Number,MODRICA,F,20-24,654
2013,Number,MRKONJIC GRAD,Both sexes,20-24,775
2013,Number,MRKONJIC GRAD,M,20-24,407
2013,Number,MRKONJIC GRAD,F,20-24,368
2013,Number,NEVESINJE,Both sexes,20-24,638
2013,Number,NEVESINJE,M,20-24,339
2013,Number,NEVESINJE,F,20-24,299
2013,Number,NOVI GRAD,Both sexes,20-24,1423
2013,Number,NOVI GRAD,M,20-24,747
2013,Number,NOVI GRAD,F,20-24,676
2013,Number,NOVO GORAZDE,Both sexes,20-24,185
2013,Number,NOVO GORAZDE,M,20-24,111
2013,Number,NOVO GORAZDE,F,20-24,74
2013,Number,OSMACI,Both sexes,20-24,384
2013,Number,OSMACI,M,20-24,193
2013,Number,OSMACI,F,20-24,191
2013,Number,OSTRA LUKA,Both sexes,20-24,107
2013,Number,OSTRA LUKA,M,20-24,52
2013,Number,OSTRA LUKA,F,20-24,55
2013,Number,PELAGICEVO,Both sexes,20-24,183
2013,Number,PELAGICEVO,M,20-24,105
2013,Number,PELAGICEVO,F,20-24,78
2013,Number,PETROVAC,Both sexes,20-24,10
2013,Number,PETROVAC,M,20-24,6
2013,Number,PETROVAC,F,20-24,4
2013,Number,PETROVO,Both sexes,20-24,358
2013,Number,PETROVO,M,20-24,188
2013,Number,PETROVO,F,20-24,170
2013,Number,GRAD PRIJEDOR,Both sexes,20-24,4741
2013,Number,GRAD PRIJEDOR,M,20-24,2429
2013,Number,GRAD PRIJEDOR,F,20-24,2312
2013,Number,PRNJAVOR,Both sexes,20-24,1792
2013,Number,PRNJAVOR,M,20-24,920
2013,Number,PRNJAVOR,F,20-24,872
2013,Number,RIBNIK,Both sexes,20-24,279
2013,Number,RIBNIK,M,20-24,134
2013,Number,RIBNIK,F,20-24,145
2013,Number,ROGATICA,Both sexes,20-24,542
2013,Number,ROGATICA,M,20-24,280
2013,Number,ROGATICA,F,20-24,262
2013,Number,RUDO,Both sexes,20-24,421
2013,Number,RUDO,M,20-24,216
2013,Number,RUDO,F,20-24,205
2013,Number,SRBAC,Both sexes,20-24,930
2013,Number,SRBAC,M,20-24,497
2013,Number,SRBAC,F,20-24,433
2013,Number,SREBRENICA,Both sexes,20-24,782
2013,Number,SREBRENICA,M,20-24,429
2013,Number,SREBRENICA,F,20-24,353
2013,Number,STANARI,Both sexes,20-24,370
2013,Number,STANARI,M,20-24,188
2013,Number,STANARI,F,20-24,182
2013,Number,TESLIC,Both sexes,20-24,2082
2013,Number,TESLIC,M,20-24,1095
2013,Number,TESLIC,F,20-24,987
2013,Number,GRAD TREBINJE,Both sexes,20-24,1469
2013,Number,GRAD TREBINJE,M,20-24,792
2013,Number,GRAD TREBINJE,F,20-24,677
2013,Number,UGLJEVIK,Both sexes,20-24,977
2013,Number,UGLJEVIK,M,20-24,515
2013,Number,UGLJEVIK,F,20-24,462
2013,Number,FOCA,Both sexes,20-24,1022
2013,Number,FOCA,M,20-24,524
2013,Number,FOCA,F,20-24,498
2013,Number,HAN PIJESAK,Both sexes,20-24,143
2013,Number,HAN PIJESAK,M,20-24,85
2013,Number,HAN PIJESAK,F,20-24,58
2013,Number,CAJNICE,Both sexes,20-24,271
2013,Number,CAJNICE,M,20-24,152
2013,Number,CAJNICE,F,20-24,119
2013,Number,CELINAC,Both sexes,20-24,988
2013,Number,CELINAC,M,20-24,511
2013,Number,CELINAC,F,20-24,477
2013,Number,SAMAC,Both sexes,20-24,856
2013,Number,SAMAC,M,20-24,459
2013,Number,SAMAC,F,20-24,397
2013,Number,SEKOVICI,Both sexes,20-24,365
2013,Number,SEKOVICI,M,20-24,178
2013,Number,SEKOVICI,F,20-24,187
2013,Number,SIPOVO,Both sexes,20-24,545
2013,Number,SIPOVO,M,20-24,290
2013,Number,SIPOVO,F,20-24,255
2013,Number,REPUBLIKA SRPSKA,Both sexes,25-29,77070
2013,Number,REPUBLIKA SRPSKA,M,25-29,39298
2013,Number,REPUBLIKA SRPSKA,F,25-29,37772
2013,Number,GRAD BANJA LUKA,Both sexes,25-29,12794
2013,Number,GRAD BANJA LUKA,M,25-29,6254
2013,Number,GRAD BANJA LUKA,F,25-29,6540
2013,Number,BERKOVICI,Both sexes,25-29,94
2013,Number,BERKOVICI,M,25-29,54
2013,Number,BERKOVICI,F,25-29,40
2013,Number,GRAD BIJELJINA,Both sexes,25-29,7021
2013,Number,GRAD BIJELJINA,M,25-29,3474
2013,Number,GRAD BIJELJINA,F,25-29,3547
2013,Number,BILECA,Both sexes,25-29,684
2013,Number,BILECA,M,25-29,387
2013,Number,BILECA,F,25-29,297
2013,Number,BRATUNAC,Both sexes,25-29,1480
2013,Number,BRATUNAC,M,25-29,772
2013,Number,BRATUNAC,F,25-29,708
2013,Number,BROD,Both sexes,25-29,1050
2013,Number,BROD,M,25-29,531
2013,Number,BROD,F,25-29,519
2013,Number,VISEGRAD,Both sexes,25-29,642
2013,Number,VISEGRAD,M,25-29,342
2013,Number,VISEGRAD,F,25-29,300
2013,Number,VLASENICA,Both sexes,25-29,767
2013,Number,VLASENICA,M,25-29,379
2013,Number,VLASENICA,F,25-29,388
2013,Number,VUKOSAVLJE,Both sexes,25-29,271
2013,Number,VUKOSAVLJE,M,25-29,141
2013,Number,VUKOSAVLJE,F,25-29,130
2013,Number,GACKO,Both sexes,25-29,568
2013,Number,GACKO,M,25-29,309
2013,Number,GACKO,F,25-29,259
2013,Number,GRAD GRADISKA,Both sexes,25-29,2990
2013,Number,GRAD GRADISKA,M,25-29,1558
2013,Number,GRAD GRADISKA,F,25-29,1432
2013,Number,GRAD DERVENTA,Both sexes,25-29,1669
2013,Number,GRAD DERVENTA,M,25-29,851
2013,Number,GRAD DERVENTA,F,25-29,818
2013,Number,GRAD DOBOJ,Both sexes,25-29,3904
2013,Number,GRAD DOBOJ,M,25-29,2001
2013,Number,GRAD DOBOJ,F,25-29,1903
2013,Number,DONJI ZABAR,Both sexes,25-29,210
2013,Number,DONJI ZABAR,M,25-29,117
2013,Number,DONJI ZABAR,F,25-29,93
2013,Number,GRAD ZVORNIK,Both sexes,25-29,3892
2013,Number,GRAD ZVORNIK,M,25-29,2002
2013,Number,GRAD ZVORNIK,F,25-29,1890
2013,Number,ISTOCNI DRVAR,Both sexes,25-29,5
2013,Number,ISTOCNI DRVAR,M,25-29,5
2013,Number,ISTOCNI DRVAR,F,25-29,-
2013,Number,ISTOCNI MOSTAR,Both sexes,25-29,9
2013,Number,ISTOCNI MOSTAR,M,25-29,3
2013,Number,ISTOCNI MOSTAR,F,25-29,6
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,25-29,4214
2013,Number,GRAD ISTOCNO SARAJEVO,M,25-29,2184
2013,Number,GRAD ISTOCNO SARAJEVO,F,25-29,2030
2013,Number,ISTOCNA ILIDZA,Both sexes,25-29,1051
2013,Number,ISTOCNA ILIDZA,M,25-29,539
2013,Number,ISTOCNA ILIDZA,F,25-29,512
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,25-29,733
2013,Number,ISTOCNO NOVO SARAJEVO,M,25-29,363
2013,Number,ISTOCNO NOVO SARAJEVO,F,25-29,370
2013,Number,ISTOČNI STARI GRAD,Both sexes,25-29,63
2013,Number,ISTOČNI STARI GRAD,M,25-29,42
2013,Number,ISTOČNI STARI GRAD,F,25-29,21
2013,Number,PALE,Both sexes,25-29,1443
2013,Number,PALE,M,25-29,734
2013,Number,PALE,F,25-29,709
2013,Number,SOKOLAC,Both sexes,25-29,782
2013,Number,SOKOLAC,M,25-29,431
2013,Number,SOKOLAC,F,25-29,351
2013,Number,TRNOVO,Both sexes,25-29,142
2013,Number,TRNOVO,M,25-29,75
2013,Number,TRNOVO,F,25-29,67
2013,Number,JEZERO,Both sexes,25-29,70
2013,Number,JEZERO,M,25-29,45
2013,Number,JEZERO,F,25-29,25
2013,Number,KALINOVIK,Both sexes,25-29,122
2013,Number,KALINOVIK,M,25-29,72
2013,Number,KALINOVIK,F,25-29,50
2013,Number,KNEZEVO,Both sexes,25-29,556
2013,Number,KNEZEVO,M,25-29,282
2013,Number,KNEZEVO,F,25-29,274
2013,Number,KOSTAJNICA,Both sexes,25-29,363
2013,Number,KOSTAJNICA,M,25-29,193
2013,Number,KOSTAJNICA,F,25-29,170
2013,Number,KOTOR VAROS,Both sexes,25-29,1309
2013,Number,KOTOR VAROS,M,25-29,680
2013,Number,KOTOR VAROS,F,25-29,629
2013,Number,KOZARSKA DUBICA,Both sexes,25-29,1330
2013,Number,KOZARSKA DUBICA,M,25-29,701
2013,Number,KOZARSKA DUBICA,F,25-29,629
2013,Number,KRUPA NA UNI,Both sexes,25-29,58
2013,Number,KRUPA NA UNI,M,25-29,36
2013,Number,KRUPA NA UNI,F,25-29,22
2013,Number,KUPRES,Both sexes,25-29,6
2013,Number,KUPRES,M,25-29,6
2013,Number,KUPRES,F,25-29,-
2013,Number,LAKTASI,Both sexes,25-29,2374
2013,Number,LAKTASI,M,25-29,1149
2013,Number,LAKTASI,F,25-29,1225
2013,Number,LOPARE,Both sexes,25-29,844
2013,Number,LOPARE,M,25-29,426
2013,Number,LOPARE,F,25-29,418
2013,Number,LJUBINJE,Both sexes,25-29,202
2013,Number,LJUBINJE,M,25-29,109
2013,Number,LJUBINJE,F,25-29,93
2013,Number,MILICI,Both sexes,25-29,825
2013,Number,MILICI,M,25-29,435
2013,Number,MILICI,F,25-29,390
2013,Number,MODRICA,Both sexes,25-29,1469
2013,Number,MODRICA,M,25-29,775
2013,Number,MODRICA,F,25-29,694
2013,Number,MRKONJIC GRAD,Both sexes,25-29,916
2013,Number,MRKONJIC GRAD,M,25-29,481
2013,Number,MRKONJIC GRAD,F,25-29,435
2013,Number,NEVESINJE,Both sexes,25-29,708
2013,Number,NEVESINJE,M,25-29,373
2013,Number,NEVESINJE,F,25-29,335
2013,Number,NOVI GRAD,Both sexes,25-29,1516
2013,Number,NOVI GRAD,M,25-29,795
2013,Number,NOVI GRAD,F,25-29,721
2013,Number,NOVO GORAZDE,Both sexes,25-29,223
2013,Number,NOVO GORAZDE,M,25-29,129
2013,Number,NOVO GORAZDE,F,25-29,94
2013,Number,OSMACI,Both sexes,25-29,378
2013,Number,OSMACI,M,25-29,202
2013,Number,OSMACI,F,25-29,176
2013,Number,OSTRA LUKA,Both sexes,25-29,129
2013,Number,OSTRA LUKA,M,25-29,72
2013,Number,OSTRA LUKA,F,25-29,57
2013,Number,PELAGICEVO,Both sexes,25-29,172
2013,Number,PELAGICEVO,M,25-29,86
2013,Number,PELAGICEVO,F,25-29,86
2013,Number,PETROVAC,Both sexes,25-29,15
2013,Number,PETROVAC,M,25-29,4
2013,Number,PETROVAC,F,25-29,11
2013,Number,PETROVO,Both sexes,25-29,402
2013,Number,PETROVO,M,25-29,218
2013,Number,PETROVO,F,25-29,184
2013,Number,GRAD PRIJEDOR,Both sexes,25-29,5384
2013,Number,GRAD PRIJEDOR,M,25-29,2718
2013,Number,GRAD PRIJEDOR,F,25-29,2666
2013,Number,PRNJAVOR,Both sexes,25-29,2008
2013,Number,PRNJAVOR,M,25-29,1030
2013,Number,PRNJAVOR,F,25-29,978
2013,Number,RIBNIK,Both sexes,25-29,280
2013,Number,RIBNIK,M,25-29,144
2013,Number,RIBNIK,F,25-29,136
2013,Number,ROGATICA,Both sexes,25-29,626
2013,Number,ROGATICA,M,25-29,309
2013,Number,ROGATICA,F,25-29,317
2013,Number,RUDO,Both sexes,25-29,460
2013,Number,RUDO,M,25-29,260
2013,Number,RUDO,F,25-29,200
2013,Number,SRBAC,Both sexes,25-29,1009
2013,Number,SRBAC,M,25-29,518
2013,Number,SRBAC,F,25-29,491
2013,Number,SREBRENICA,Both sexes,25-29,912
2013,Number,SREBRENICA,M,25-29,493
2013,Number,SREBRENICA,F,25-29,419
2013,Number,STANARI,Both sexes,25-29,417
2013,Number,STANARI,M,25-29,222
