Year,UNIT_MEASURE,scientific_field,TYPE_OF_EDUCATION,Sex,Value
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,0
2017,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2017,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2017,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,71
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,33
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,38
2017,Number,"business,_administration_and_law",doctoral_students,Both sexes,25
2017,Number,education,doctoral_students,F,6
2017,Number,services,doctoral_students,M,19
2017,Number,TOTAL,enrolled_in_master's_studies,Both sexes,206
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,114
2017,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,92
2017,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,0
2017,Number,health_and_social_protection,enrolled_in_specialist_studies,F,0
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,0
2017,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2017,Number,education,enrolled_in_specialist_studies,M,0
2017,Number,services,doctoral_students,Both sexes,9
2017,Number,TOTAL,doctoral_students,F,4
2017,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,5
2017,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,Both sexes,473
2017,Number,information_and_communication_technologies,enrolled_in_master's_studies,F,176
2017,Number,health_and_social_protection,enrolled_in_master's_studies,M,297
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,Both sexes,0
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2017,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2017,Number,education,enrolled_in_specialist_studies,Both sexes,1
2017,Number,services,enrolled_in_specialist_studies,F,1
2017,Number,TOTAL,enrolled_in_specialist_studies,M,0
2017,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,Both sexes,50
2017,Number,"engineering,_production_and_construction",doctoral_students,F,29
2017,Number,information_and_communication_technologies,doctoral_students,M,21
2017,Number,health_and_social_protection,enrolled_in_master's_studies,Both sexes,356
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,F,124
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,M,232
2017,Number,"business,_administration_and_law",enrolled_in_master_studies,Both sexes,2
2017,Number,education,enrolled_in_specialist_studies,F,2
2017,Number,services,enrolled_in_specialist_studies,M,0
2017,Number,TOTAL,enrolled_in_specialist_studies,Both sexes,1
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2017,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,1
2017,Number,information_and_communication_technologies,doctoral_students,Both sexes,10
2017,Number,health_and_social_protection,doctoral_students,F,4
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,M,6
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,Both sexes,236
2017,Number,"business,_administration_and_law",enrolled_in_master's_studies,F,39
2017,Number,education,enrolled_in_master's_studies,M,197
2017,Number,services,enrolled_in_master_studies,Both sexes,1
2017,Number,TOTAL,enrolled_in_specialist_studies,F,0
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,1
2017,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,Both sexes,0
2017,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2017,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,Both sexes,0
2017,Number,"social_sciences,_journalism_and_information",doctoral_students,F,0
2017,Number,"business,_administration_and_law",doctoral_students,M,0
2017,Number,education,enrolled_in_master's_studies,Both sexes,319
2017,Number,services,enrolled_in_master's_studies,F,142
2017,Number,TOTAL,enrolled_in_master's_studies,M,177
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,5
2017,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,5
2017,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2017,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2017,Number,"business,_administration_and_law",doctoral_students,Both sexes,10
2017,Number,education,doctoral_students,F,9
2017,Number,services,doctoral_students,M,1
2017,Number,TOTAL,enrolled_in_master's_studies,Both sexes,2
2017,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,0
2017,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,2
2017,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,0
2017,Number,health_and_social_protection,enrolled_in_specialist_studies,F,0
2017,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2017,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,0
2017,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2017,Number,education,enrolled_in_specialist_studies,M,0
2017,Number,services,doctoral_students,Both sexes,0
2017,Number,TOTAL,doctoral_students,F,0
2017,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,0
2018,Number,,enrolled_in_master's_studies,Both sexes,0
2018,Number,TOTAL,enrolled_in_master's_studies,F,0
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,M,0
2018,Number,"engineering,_production_and_construction",enrolled_in_master_studies,Both sexes,0
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,Both sexes,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2018,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2018,Number,education,doctoral_students,Both sexes,0
2018,Number,services,doctoral_students,F,0
2018,Number,,doctoral_students,M,0
2018,Number,TOTAL,enrolled_in_master's_studies,Both sexes,16
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,12
2018,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,4
2018,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,2 109
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,F,930
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,1 179
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,170
2018,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,72
2018,Number,education,enrolled_in_specialist_studies,M,98
2018,Number,services,doctoral_students,Both sexes,165
2018,Number,,doctoral_students,F,71
2018,Number,TOTAL,doctoral_students,M,94
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,Both sexes,0
2018,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,F,0
2018,Number,information_and_communication_technologies,enrolled_in_master's_studies,M,0
2018,Number,health_and_social_protection,enrolled_in_master_studies,Both sexes,79
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,22
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,57
2018,Number,"business,_administration_and_law",enrolled_in_specialist_studies,Both sexes,0
2018,Number,education,enrolled_in_specialist_studies,F,0
2018,Number,services,enrolled_in_specialist_studies,M,0
2018,Number,,doctoral_students,Both sexes,10
2018,Number,TOTAL,doctoral_students,F,6
2018,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,4
2018,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,Both sexes,13
2018,Number,information_and_communication_technologies,enrolled_in_master's_studies,F,10
2018,Number,health_and_social_protection,enrolled_in_master's_studies,M,3
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,Both sexes,394
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,243
2018,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,151
2018,Number,education,enrolled_in_specialist_studies,Both sexes,0
2018,Number,services,enrolled_in_specialist_studies,F,0
2018,Number,,enrolled_in_specialist_studies,M,0
2018,Number,TOTAL,doctoral_students,Both sexes,0
2018,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,F,0
2018,Number,"engineering,_production_and_construction",doctoral_students,M,0
2018,Number,information_and_communication_technologies,enrolled_in_master's_studies,Both sexes,0
2018,Number,health_and_social_protection,enrolled_in_master's_studies,F,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,M,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_master_studies,Both sexes,80
2018,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,59
2018,Number,education,enrolled_in_specialist_studies,M,21
2018,Number,services,enrolled_in_specialist_studies,Both sexes,0
2018,Number,,enrolled_in_specialist_studies,F,0
2018,Number,TOTAL,enrolled_in_specialist_studies,M,0
2018,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,Both sexes,0
2018,Number,"engineering,_production_and_construction",doctoral_students,F,0
2018,Number,information_and_communication_technologies,doctoral_students,M,0
2018,Number,health_and_social_protection,enrolled_in_master's_studies,Both sexes,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,F,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,M,0
2018,Number,"business,_administration_and_law",enrolled_in_master_studies,Both sexes,45
2018,Number,education,enrolled_in_specialist_studies,F,10
2018,Number,services,enrolled_in_specialist_studies,M,35
2018,Number,,enrolled_in_specialist_studies,Both sexes,170
2018,Number,TOTAL,enrolled_in_specialist_studies,F,72
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,98
2018,Number,"engineering,_production_and_construction",doctoral_students,Both sexes,65
2018,Number,information_and_communication_technologies,doctoral_students,F,19
2018,Number,health_and_social_protection,doctoral_students,M,46
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,Both sexes,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,F,0
2018,Number,"business,_administration_and_law",enrolled_in_master's_studies,M,0
2018,Number,education,enrolled_in_master_studies,Both sexes,188
2018,Number,services,enrolled_in_specialist_studies,F,98
2018,Number,,enrolled_in_specialist_studies,M,90
2018,Number,TOTAL,enrolled_in_specialist_studies,Both sexes,0
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2018,Number,information_and_communication_technologies,doctoral_students,Both sexes,9
2018,Number,health_and_social_protection,doctoral_students,F,6
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,M,3
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,Both sexes,0
2018,Number,"business,_administration_and_law",enrolled_in_master's_studies,F,0
2018,Number,education,enrolled_in_master's_studies,M,0
2018,Number,services,enrolled_in_master_studies,Both sexes,492
2018,Number,,enrolled_in_specialist_studies,F,160
2018,Number,TOTAL,enrolled_in_specialist_studies,M,332
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,Both sexes,0
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2018,Number,health_and_social_protection,doctoral_students,Both sexes,58
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,F,28
2018,Number,"social_sciences,_journalism_and_information",doctoral_students,M,30
2018,Number,"business,_administration_and_law",enrolled_in_master's_studies,Both sexes,0
2018,Number,education,enrolled_in_master's_studies,F,0
2018,Number,services,enrolled_in_master's_studies,M,0
2018,Number,,enrolled_in_master_studies,Both sexes,236
2018,Number,TOTAL,enrolled_in_specialist_studies,F,89
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,147
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,Both sexes,0
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,Both sexes,5
2018,Number,"social_sciences,_journalism_and_information",doctoral_students,F,2
2018,Number,"business,_administration_and_law",doctoral_students,M,3
2018,Number,education,enrolled_in_master's_studies,Both sexes,2
2018,Number,services,enrolled_in_master's_studies,F,1
2018,Number,,enrolled_in_master's_studies,M,1
2018,Number,TOTAL,enrolled_in_master_studies,Both sexes,298
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,104
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,194
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,Both sexes,0
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,F,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2018,Number,"social_sciences,_journalism_and_information",doctoral_students,Both sexes,8
2018,Number,"business,_administration_and_law",doctoral_students,F,5
2018,Number,education,doctoral_students,M,3
2018,Number,services,enrolled_in_master's_studies,Both sexes,1
2018,Number,,enrolled_in_master's_studies,F,1
2018,Number,TOTAL,enrolled_in_master's_studies,M,0
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,291
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,142
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,149
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2018,Number,"business,_administration_and_law",doctoral_students,Both sexes,10
2018,Number,education,doctoral_students,F,5
2018,Number,services,doctoral_students,M,5
2018,Number,,enrolled_in_master's_studies,Both sexes,0
2018,Number,,enrolled_in_master's_studies,F,0
2018,Number,TOTAL,enrolled_in_master's_studies,M,0
2018,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,6
2018,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,3
2018,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,3
2018,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2018,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2018,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2018,Number,"business,_administration_and_law",doctoral_students,Both sexes,0
2018,Number,education,doctoral_students,F,0
2018,Number,services,doctoral_students,M,0
2019,Number,,enrolled_in_master's_studies,Both sexes,0
2019,Number,TOTAL,enrolled_in_master's_studies,F,0
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,M,0
2019,Number,"engineering,_production_and_construction",enrolled_in_master_studies,Both sexes,0
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,Both sexes,0
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2019,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2019,Number,education,doctoral_students,Both sexes,0
2019,Number,services,doctoral_students,F,0
2019,Number,,doctoral_students,M,0
2019,Number,TOTAL,enrolled_in_master's_studies,Both sexes,16
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,12
2019,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,4
2019,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,2 109
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,F,930
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,1 179
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,170
2019,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,72
2019,Number,education,enrolled_in_specialist_studies,M,98
2019,Number,services,doctoral_students,Both sexes,165
2019,Number,,doctoral_students,F,71
2019,Number,TOTAL,doctoral_students,M,94
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,Both sexes,0
2019,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,F,0
2019,Number,information_and_communication_technologies,enrolled_in_master's_studies,M,0
2019,Number,health_and_social_protection,enrolled_in_master_studies,Both sexes,79
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,22
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,57
2019,Number,"business,_administration_and_law",enrolled_in_specialist_studies,Both sexes,0
2019,Number,education,enrolled_in_specialist_studies,F,0
2019,Number,services,enrolled_in_specialist_studies,M,0
2019,Number,,doctoral_students,Both sexes,10
2019,Number,TOTAL,doctoral_students,F,6
2019,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,4
2019,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,Both sexes,13
2019,Number,information_and_communication_technologies,enrolled_in_master's_studies,F,10
2019,Number,health_and_social_protection,enrolled_in_master's_studies,M,3
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,Both sexes,394
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,243
2019,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,151
2019,Number,education,enrolled_in_specialist_studies,Both sexes,0
2019,Number,services,enrolled_in_specialist_studies,F,0
2019,Number,,enrolled_in_specialist_studies,M,0
2019,Number,TOTAL,doctoral_students,Both sexes,0
2019,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,F,0
2019,Number,"engineering,_production_and_construction",doctoral_students,M,0
2019,Number,information_and_communication_technologies,enrolled_in_master's_studies,Both sexes,0
2019,Number,health_and_social_protection,enrolled_in_master's_studies,F,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,M,0
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_master_studies,Both sexes,80
2019,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,59
2019,Number,education,enrolled_in_specialist_studies,M,21
2019,Number,services,enrolled_in_specialist_studies,Both sexes,0
2019,Number,,enrolled_in_specialist_studies,F,0
2019,Number,TOTAL,enrolled_in_specialist_studies,M,0
2019,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,Both sexes,0
2019,Number,"engineering,_production_and_construction",doctoral_students,F,0
2019,Number,information_and_communication_technologies,doctoral_students,M,0
2019,Number,health_and_social_protection,enrolled_in_master's_studies,Both sexes,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,F,0
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,M,0
2019,Number,"business,_administration_and_law",enrolled_in_master_studies,Both sexes,45
2019,Number,education,enrolled_in_specialist_studies,F,10
2019,Number,services,enrolled_in_specialist_studies,M,35
2019,Number,,enrolled_in_specialist_studies,Both sexes,170
2019,Number,TOTAL,enrolled_in_specialist_studies,F,72
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,98
2019,Number,"engineering,_production_and_construction",doctoral_students,Both sexes,65
2019,Number,information_and_communication_technologies,doctoral_students,F,19
2019,Number,health_and_social_protection,doctoral_students,M,46
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,Both sexes,0
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,F,0
2019,Number,"business,_administration_and_law",enrolled_in_master's_studies,M,0
2019,Number,education,enrolled_in_master_studies,Both sexes,188
2019,Number,services,enrolled_in_specialist_studies,F,98
2019,Number,,enrolled_in_specialist_studies,M,90
2019,Number,TOTAL,enrolled_in_specialist_studies,Both sexes,0
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2019,Number,information_and_communication_technologies,doctoral_students,Both sexes,9
2019,Number,health_and_social_protection,doctoral_students,F,6
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,M,3
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,Both sexes,0
2019,Number,"business,_administration_and_law",enrolled_in_master's_studies,F,0
2019,Number,education,enrolled_in_master's_studies,M,0
2019,Number,services,enrolled_in_master_studies,Both sexes,492
2019,Number,,enrolled_in_specialist_studies,F,160
2019,Number,TOTAL,enrolled_in_specialist_studies,M,332
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,Both sexes,0
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2019,Number,health_and_social_protection,doctoral_students,Both sexes,58
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,F,28
2019,Number,"social_sciences,_journalism_and_information",doctoral_students,M,30
2019,Number,"business,_administration_and_law",enrolled_in_master's_studies,Both sexes,0
2019,Number,education,enrolled_in_master's_studies,F,0
2019,Number,services,enrolled_in_master's_studies,M,0
2019,Number,,enrolled_in_master_studies,Both sexes,236
2019,Number,TOTAL,enrolled_in_specialist_studies,F,89
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,147
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,Both sexes,0
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,Both sexes,5
2019,Number,"social_sciences,_journalism_and_information",doctoral_students,F,2
2019,Number,"business,_administration_and_law",doctoral_students,M,3
2019,Number,education,enrolled_in_master's_studies,Both sexes,2
2019,Number,services,enrolled_in_master's_studies,F,1
2019,Number,,enrolled_in_master's_studies,M,1
2019,Number,TOTAL,enrolled_in_master_studies,Both sexes,298
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,104
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,194
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,Both sexes,0
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,F,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2019,Number,"social_sciences,_journalism_and_information",doctoral_students,Both sexes,8
2019,Number,"business,_administration_and_law",doctoral_students,F,5
2019,Number,education,doctoral_students,M,3
2019,Number,services,enrolled_in_master's_studies,Both sexes,1
2019,Number,,enrolled_in_master's_studies,F,1
2019,Number,TOTAL,enrolled_in_master's_studies,M,0
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,291
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,142
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,149
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
