Year,UNIT_MEASURE,Municipality,Sex,Age,Value
2013,Number,DERVENTA,Both sexes,10-14,1284
2013,Number,DERVENTA,M,10-14,637
2013,Number,DERVENTA,F,10-14,647
2013,Number,DOBOJ,Both sexes,10-14,3251
2013,Number,DOBOJ,M,10-14,1757
2013,Number,DOBOJ,F,10-14,1494
2013,Number,DONJI ZABAR,Both sexes,10-14,213
2013,Number,DONJI ZABAR,M,10-14,107
2013,Number,DONJI ZABAR,F,10-14,106
2013,Number,ZVORNIK,Both sexes,10-14,2838
2013,Number,ZVORNIK,M,10-14,1425
2013,Number,ZVORNIK,F,10-14,1413
2013,Number,ISTOCNA ILIDZA,Both sexes,10-14,654
2013,Number,ISTOCNA ILIDZA,M,10-14,311
2013,Number,ISTOCNA ILIDZA,F,10-14,343
2013,Number,ISTOCNI DRVAR,Both sexes,10-14,-
2013,Number,ISTOCNI DRVAR,M,10-14,-
2013,Number,ISTOCNI DRVAR,F,10-14,-
2013,Number,ISTOCNI MOSTAR,Both sexes,10-14,13
2013,Number,ISTOCNI MOSTAR,M,10-14,8
2013,Number,ISTOCNI MOSTAR,F,10-14,5
2013,Number,ISTOCNI STARI GRAD,Both sexes,10-14,29
2013,Number,ISTOCNI STARI GRAD,M,10-14,17
2013,Number,ISTOCNI STARI GRAD,F,10-14,12
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,10-14,478
2013,Number,ISTOCNO NOVO SARAJEVO,M,10-14,237
2013,Number,ISTOCNO NOVO SARAJEVO,F,10-14,241
2013,Number,JEZERO,Both sexes,10-14,49
2013,Number,JEZERO,M,10-14,27
2013,Number,JEZERO,F,10-14,22
2013,Number,KALINOVIK,Both sexes,10-14,76
2013,Number,KALINOVIK,M,10-14,24
2013,Number,KALINOVIK,F,10-14,52
2013,Number,KNEZEVO,Both sexes,10-14,542
2013,Number,KNEZEVO,M,10-14,272
2013,Number,KNEZEVO,F,10-14,270
2013,Number,KOZARSKA DUBICA,Both sexes,10-14,864
2013,Number,KOZARSKA DUBICA,M,10-14,451
2013,Number,KOZARSKA DUBICA,F,10-14,413
2013,Number,KOSTAJNICA,Both sexes,10-14,226
2013,Number,KOSTAJNICA,M,10-14,116
2013,Number,KOSTAJNICA,F,10-14,110
2013,Number,KOTOR VAROS,Both sexes,10-14,1165
2013,Number,KOTOR VAROS,M,10-14,615
2013,Number,KOTOR VAROS,F,10-14,550
2013,Number,KRUPA NA UNI,Both sexes,10-14,75
2013,Number,KRUPA NA UNI,M,10-14,33
2013,Number,KRUPA NA UNI,F,10-14,42
2013,Number,KUPRES,Both sexes,10-14,14
2013,Number,KUPRES,M,10-14,8
2013,Number,KUPRES,F,10-14,6
2013,Number,LAKTASI,Both sexes,10-14,1858
2013,Number,LAKTASI,M,10-14,967
2013,Number,LAKTASI,F,10-14,891
2013,Number,LOPARE,Both sexes,10-14,661
2013,Number,LOPARE,M,10-14,364
2013,Number,LOPARE,F,10-14,297
2013,Number,LJUBINJE,Both sexes,10-14,148
2013,Number,LJUBINJE,M,10-14,79
2013,Number,LJUBINJE,F,10-14,69
2013,Number,MILICI,Both sexes,10-14,486
2013,Number,MILICI,M,10-14,249
2013,Number,MILICI,F,10-14,237
2013,Number,MODRICA,Both sexes,10-14,1323
2013,Number,MODRICA,M,10-14,670
2013,Number,MODRICA,F,10-14,653
2013,Number,MRKONJIC GRAD,Both sexes,10-14,840
2013,Number,MRKONJIC GRAD,M,10-14,396
2013,Number,MRKONJIC GRAD,F,10-14,444
2013,Number,NEVESINJE,Both sexes,10-14,672
2013,Number,NEVESINJE,M,10-14,326
2013,Number,NEVESINJE,F,10-14,346
2013,Number,NOVI GRAD,Both sexes,10-14,1166
2013,Number,NOVI GRAD,M,10-14,641
2013,Number,NOVI GRAD,F,10-14,525
2013,Number,NOVO GORAZDE,Both sexes,10-14,81
2013,Number,NOVO GORAZDE,M,10-14,34
2013,Number,NOVO GORAZDE,F,10-14,47
2013,Number,OSMACI,Both sexes,10-14,311
2013,Number,OSMACI,M,10-14,155
2013,Number,OSMACI,F,10-14,156
2013,Number,OSTRA LUKA,Both sexes,10-14,163
2013,Number,OSTRA LUKA,M,10-14,90
2013,Number,OSTRA LUKA,F,10-14,73
2013,Number,PALE,Both sexes,10-14,942
2013,Number,PALE,M,10-14,504
2013,Number,PALE,F,10-14,438
2013,Number,PELAGICEVO,Both sexes,10-14,181
2013,Number,PELAGICEVO,M,10-14,92
2013,Number,PELAGICEVO,F,10-14,89
2013,Number,PETROVAC,Both sexes,10-14,21
2013,Number,PETROVAC,M,10-14,9
2013,Number,PETROVAC,F,10-14,12
2013,Number,PETROVO,Both sexes,10-14,256
2013,Number,PETROVO,M,10-14,120
2013,Number,PETROVO,F,10-14,136
2013,Number,PRIJEDOR,Both sexes,10-14,3643
2013,Number,PRIJEDOR,M,10-14,1861
2013,Number,PRIJEDOR,F,10-14,1782
2013,Number,PRNJAVOR,Both sexes,10-14,1828
2013,Number,PRNJAVOR,M,10-14,926
2013,Number,PRNJAVOR,F,10-14,902
2013,Number,RIBNIK,Both sexes,10-14,307
2013,Number,RIBNIK,M,10-14,151
2013,Number,RIBNIK,F,10-14,156
2013,Number,ROGATICA,Both sexes,10-14,409
2013,Number,ROGATICA,M,10-14,207
2013,Number,ROGATICA,F,10-14,202
2013,Number,RUDO,Both sexes,10-14,297
2013,Number,RUDO,M,10-14,157
2013,Number,RUDO,F,10-14,140
2013,Number,SOKOLAC,Both sexes,10-14,539
2013,Number,SOKOLAC,M,10-14,287
2013,Number,SOKOLAC,F,10-14,252
2013,Number,SRBAC,Both sexes,10-14,853
2013,Number,SRBAC,M,10-14,448
2013,Number,SRBAC,F,10-14,405
2013,Number,SREBRENICA,Both sexes,10-14,503
2013,Number,SREBRENICA,M,10-14,273
2013,Number,SREBRENICA,F,10-14,230
2013,Number,TESLIC,Both sexes,10-14,2064
2013,Number,TESLIC,M,10-14,1026
2013,Number,TESLIC,F,10-14,1038
2013,Number,TREBINJE,Both sexes,10-14,1465
2013,Number,TREBINJE,M,10-14,759
2013,Number,TREBINJE,F,10-14,706
2013,Number,TRNOVO,Both sexes,10-14,68
2013,Number,TRNOVO,M,10-14,39
2013,Number,TRNOVO,F,10-14,29
2013,Number,UGLJEVIK,Both sexes,10-14,756
2013,Number,UGLJEVIK,M,10-14,378
2013,Number,UGLJEVIK,F,10-14,378
2013,Number,FOCA,Both sexes,10-14,759
2013,Number,FOCA,M,10-14,379
2013,Number,FOCA,F,10-14,380
2013,Number,HAN PIJESAK,Both sexes,10-14,127
2013,Number,HAN PIJESAK,M,10-14,67
2013,Number,HAN PIJESAK,F,10-14,60
2013,Number,CAJNICE,Both sexes,10-14,224
2013,Number,CAJNICE,M,10-14,124
2013,Number,CAJNICE,F,10-14,100
2013,Number,CELINAC,Both sexes,10-14,784
2013,Number,CELINAC,M,10-14,414
2013,Number,CELINAC,F,10-14,370
2013,Number,SAMAC,Both sexes,10-14,764
2013,Number,SAMAC,M,10-14,396
2013,Number,SAMAC,F,10-14,368
2013,Number,SEKOVICI,Both sexes,10-14,291
2013,Number,SEKOVICI,M,10-14,158
2013,Number,SEKOVICI,F,10-14,133
2013,Number,SIPOVO,Both sexes,10-14,538
2013,Number,SIPOVO,M,10-14,268
2013,Number,SIPOVO,F,10-14,270
2013,Number,BANJA LUKA,Both sexes,15-19,10287
2013,Number,BANJA LUKA,M,15-19,5233
2013,Number,BANJA LUKA,F,15-19,5054
2013,Number,BERKOVICI,Both sexes,15-19,90
2013,Number,BERKOVICI,M,15-19,48
2013,Number,BERKOVICI,F,15-19,42
2013,Number,BIJELJINA,Both sexes,15-19,6125
2013,Number,BIJELJINA,M,15-19,3214
2013,Number,BIJELJINA,F,15-19,2911
2013,Number,BILECA,Both sexes,15-19,763
2013,Number,BILECA,M,15-19,426
2013,Number,BILECA,F,15-19,337
2013,Number,BRATUNAC,Both sexes,15-19,1137
2013,Number,BRATUNAC,M,15-19,598
2013,Number,BRATUNAC,F,15-19,539
2013,Number,BROD,Both sexes,15-19,944
2013,Number,BROD,M,15-19,499
2013,Number,BROD,F,15-19,445
2013,Number,VISEGRAD,Both sexes,15-19,538
2013,Number,VISEGRAD,M,15-19,269
2013,Number,VISEGRAD,F,15-19,269
2013,Number,VLASENICA,Both sexes,15-19,711
2013,Number,VLASENICA,M,15-19,355
2013,Number,VLASENICA,F,15-19,356
2013,Number,VUKOSAVLJE,Both sexes,15-19,270
2013,Number,VUKOSAVLJE,M,15-19,151
2013,Number,VUKOSAVLJE,F,15-19,119
2013,Number,GACKO,Both sexes,15-19,626
2013,Number,GACKO,M,15-19,319
2013,Number,GACKO,F,15-19,307
2013,Number,GRADISKA,Both sexes,15-19,3087
2013,Number,GRADISKA,M,15-19,1586
2013,Number,GRADISKA,F,15-19,1501
2013,Number,DERVENTA,Both sexes,15-19,1604
2013,Number,DERVENTA,M,15-19,847
2013,Number,DERVENTA,F,15-19,757
2013,Number,DOBOJ,Both sexes,15-19,4019
2013,Number,DOBOJ,M,15-19,2031
2013,Number,DOBOJ,F,15-19,1988
2013,Number,DONJI ZABAR,Both sexes,15-19,227
2013,Number,DONJI ZABAR,M,15-19,111
2013,Number,DONJI ZABAR,F,15-19,116
2013,Number,ZVORNIK,Both sexes,15-19,3264
2013,Number,ZVORNIK,M,15-19,1724
2013,Number,ZVORNIK,F,15-19,1540
2013,Number,ISTOCNA ILIDZA,Both sexes,15-19,802
2013,Number,ISTOCNA ILIDZA,M,15-19,409
2013,Number,ISTOCNA ILIDZA,F,15-19,393
2013,Number,ISTOCNI DRVAR,Both sexes,15-19,2
2013,Number,ISTOCNI DRVAR,M,15-19,1
2013,Number,ISTOCNI DRVAR,F,15-19,1
2013,Number,ISTOCNI MOSTAR,Both sexes,15-19,13
2013,Number,ISTOCNI MOSTAR,M,15-19,9
2013,Number,ISTOCNI MOSTAR,F,15-19,4
2013,Number,ISTOCNI STARI GRAD,Both sexes,15-19,48
2013,Number,ISTOCNI STARI GRAD,M,15-19,22
2013,Number,ISTOCNI STARI GRAD,F,15-19,26
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,15-19,603
2013,Number,ISTOCNO NOVO SARAJEVO,M,15-19,310
2013,Number,ISTOCNO NOVO SARAJEVO,F,15-19,293
2013,Number,JEZERO,Both sexes,15-19,76
2013,Number,JEZERO,M,15-19,35
2013,Number,JEZERO,F,15-19,41
2013,Number,KALINOVIK,Both sexes,15-19,88
2013,Number,KALINOVIK,M,15-19,36
2013,Number,KALINOVIK,F,15-19,52
2013,Number,KNEZEVO,Both sexes,15-19,604
2013,Number,KNEZEVO,M,15-19,301
2013,Number,KNEZEVO,F,15-19,303
2013,Number,KOZARSKA DUBICA,Both sexes,15-19,1163
2013,Number,KOZARSKA DUBICA,M,15-19,602
2013,Number,KOZARSKA DUBICA,F,15-19,561
2013,Number,KOSTAJNICA,Both sexes,15-19,349
2013,Number,KOSTAJNICA,M,15-19,180
2013,Number,KOSTAJNICA,F,15-19,169
2013,Number,KOTOR VAROS,Both sexes,15-19,1375
2013,Number,KOTOR VAROS,M,15-19,722
2013,Number,KOTOR VAROS,F,15-19,653
2013,Number,KRUPA NA UNI,Both sexes,15-19,101
2013,Number,KRUPA NA UNI,M,15-19,54
2013,Number,KRUPA NA UNI,F,15-19,47
2013,Number,KUPRES,Both sexes,15-19,9
2013,Number,KUPRES,M,15-19,6
2013,Number,KUPRES,F,15-19,3
2013,Number,LAKTASI,Both sexes,15-19,2145
2013,Number,LAKTASI,M,15-19,1126
2013,Number,LAKTASI,F,15-19,1019
2013,Number,LOPARE,Both sexes,15-19,907
2013,Number,LOPARE,M,15-19,446
2013,Number,LOPARE,F,15-19,461
2013,Number,LJUBINJE,Both sexes,15-19,199
2013,Number,LJUBINJE,M,15-19,99
2013,Number,LJUBINJE,F,15-19,100
2013,Number,MILICI,Both sexes,15-19,725
2013,Number,MILICI,M,15-19,375
2013,Number,MILICI,F,15-19,350
2013,Number,MODRICA,Both sexes,15-19,1509
2013,Number,MODRICA,M,15-19,764
2013,Number,MODRICA,F,15-19,745
2013,Number,MRKONJIC GRAD,Both sexes,15-19,945
2013,Number,MRKONJIC GRAD,M,15-19,534
2013,Number,MRKONJIC GRAD,F,15-19,411
2013,Number,NEVESINJE,Both sexes,15-19,769
2013,Number,NEVESINJE,M,15-19,385
2013,Number,NEVESINJE,F,15-19,384
2013,Number,NOVI GRAD,Both sexes,15-19,1527
2013,Number,NOVI GRAD,M,15-19,792
2013,Number,NOVI GRAD,F,15-19,735
2013,Number,NOVO GORAZDE,Both sexes,15-19,130
2013,Number,NOVO GORAZDE,M,15-19,63
2013,Number,NOVO GORAZDE,F,15-19,67
2013,Number,OSMACI,Both sexes,15-19,384
2013,Number,OSMACI,M,15-19,198
2013,Number,OSMACI,F,15-19,186
2013,Number,OSTRA LUKA,Both sexes,15-19,209
2013,Number,OSTRA LUKA,M,15-19,109
2013,Number,OSTRA LUKA,F,15-19,100
2013,Number,PALE,Both sexes,15-19,1281
2013,Number,PALE,M,15-19,632
2013,Number,PALE,F,15-19,649
2013,Number,PELAGICEVO,Both sexes,15-19,224
2013,Number,PELAGICEVO,M,15-19,119
2013,Number,PELAGICEVO,F,15-19,105
2013,Number,PETROVAC,Both sexes,15-19,13
2013,Number,PETROVAC,M,15-19,7
2013,Number,PETROVAC,F,15-19,6
2013,Number,PETROVO,Both sexes,15-19,338
2013,Number,PETROVO,M,15-19,184
2013,Number,PETROVO,F,15-19,154
2013,Number,PRIJEDOR,Both sexes,15-19,4980
2013,Number,PRIJEDOR,M,15-19,2532
2013,Number,PRIJEDOR,F,15-19,2448
2013,Number,PRNJAVOR,Both sexes,15-19,2250
2013,Number,PRNJAVOR,M,15-19,1221
2013,Number,PRNJAVOR,F,15-19,1029
2013,Number,RIBNIK,Both sexes,15-19,335
2013,Number,RIBNIK,M,15-19,160
2013,Number,RIBNIK,F,15-19,175
2013,Number,ROGATICA,Both sexes,15-19,586
2013,Number,ROGATICA,M,15-19,318
2013,Number,ROGATICA,F,15-19,268
2013,Number,RUDO,Both sexes,15-19,372
2013,Number,RUDO,M,15-19,193
2013,Number,RUDO,F,15-19,179
2013,Number,SOKOLAC,Both sexes,15-19,648
2013,Number,SOKOLAC,M,15-19,329
2013,Number,SOKOLAC,F,15-19,319
2013,Number,SRBAC,Both sexes,15-19,998
2013,Number,SRBAC,M,15-19,512
2013,Number,SRBAC,F,15-19,486
2013,Number,SREBRENICA,Both sexes,15-19,737
2013,Number,SREBRENICA,M,15-19,396
2013,Number,SREBRENICA,F,15-19,341
2013,Number,TESLIC,Both sexes,15-19,2479
2013,Number,TESLIC,M,15-19,1269
2013,Number,TESLIC,F,15-19,1210
2013,Number,TREBINJE,Both sexes,15-19,1593
2013,Number,TREBINJE,M,15-19,834
2013,Number,TREBINJE,F,15-19,759
2013,Number,TRNOVO,Both sexes,15-19,97
2013,Number,TRNOVO,M,15-19,40
2013,Number,TRNOVO,F,15-19,57
2013,Number,UGLJEVIK,Both sexes,15-19,903
2013,Number,UGLJEVIK,M,15-19,469
2013,Number,UGLJEVIK,F,15-19,434
2013,Number,FOCA,Both sexes,15-19,1066
2013,Number,FOCA,M,15-19,570
2013,Number,FOCA,F,15-19,496
2013,Number,HAN PIJESAK,Both sexes,15-19,209
2013,Number,HAN PIJESAK,M,15-19,85
2013,Number,HAN PIJESAK,F,15-19,124
2013,Number,CAJNICE,Both sexes,15-19,291
2013,Number,CAJNICE,M,15-19,164
2013,Number,CAJNICE,F,15-19,127
2013,Number,CELINAC,Both sexes,15-19,1097
2013,Number,CELINAC,M,15-19,562
2013,Number,CELINAC,F,15-19,535
2013,Number,SAMAC,Both sexes,15-19,1002
2013,Number,SAMAC,M,15-19,497
2013,Number,SAMAC,F,15-19,505
2013,Number,SEKOVICI,Both sexes,15-19,369
2013,Number,SEKOVICI,M,15-19,181
2013,Number,SEKOVICI,F,15-19,188
2013,Number,SIPOVO,Both sexes,15-19,573
2013,Number,SIPOVO,M,15-19,314
2013,Number,SIPOVO,F,15-19,259
2013,Number,BANJA LUKA,Both sexes,20-24,10117
2013,Number,BANJA LUKA,M,20-24,4996
2013,Number,BANJA LUKA,F,20-24,5121
2013,Number,BERKOVICI,Both sexes,20-24,79
2013,Number,BERKOVICI,M,20-24,39
2013,Number,BERKOVICI,F,20-24,40
2013,Number,BIJELJINA,Both sexes,20-24,5809
2013,Number,BIJELJINA,M,20-24,2975
2013,Number,BIJELJINA,F,20-24,2834
2013,Number,BILECA,Both sexes,20-24,603
2013,Number,BILECA,M,20-24,313
2013,Number,BILECA,F,20-24,290
2013,Number,BRATUNAC,Both sexes,20-24,1167
2013,Number,BRATUNAC,M,20-24,634
2013,Number,BRATUNAC,F,20-24,533
2013,Number,BROD,Both sexes,20-24,824
2013,Number,BROD,M,20-24,422
2013,Number,BROD,F,20-24,402
2013,Number,VISEGRAD,Both sexes,20-24,490
2013,Number,VISEGRAD,M,20-24,276
2013,Number,VISEGRAD,F,20-24,214
2013,Number,VLASENICA,Both sexes,20-24,612
2013,Number,VLASENICA,M,20-24,300
2013,Number,VLASENICA,F,20-24,312
2013,Number,VUKOSAVLJE,Both sexes,20-24,256
2013,Number,VUKOSAVLJE,M,20-24,139
2013,Number,VUKOSAVLJE,F,20-24,117
2013,Number,GACKO,Both sexes,20-24,428
2013,Number,GACKO,M,20-24,232
2013,Number,GACKO,F,20-24,196
2013,Number,GRADISKA,Both sexes,20-24,2638
2013,Number,GRADISKA,M,20-24,1393
2013,Number,GRADISKA,F,20-24,1245
2013,Number,DERVENTA,Both sexes,20-24,1350
2013,Number,DERVENTA,M,20-24,716
2013,Number,DERVENTA,F,20-24,634
2013,Number,DOBOJ,Both sexes,20-24,3593
2013,Number,DOBOJ,M,20-24,1875
2013,Number,DOBOJ,F,20-24,1718
2013,Number,DONJI ZABAR,Both sexes,20-24,218
2013,Number,DONJI ZABAR,M,20-24,116
2013,Number,DONJI ZABAR,F,20-24,102
2013,Number,ZVORNIK,Both sexes,20-24,3358
2013,Number,ZVORNIK,M,20-24,1817
2013,Number,ZVORNIK,F,20-24,1541
2013,Number,ISTOCNA ILIDZA,Both sexes,20-24,808
2013,Number,ISTOCNA ILIDZA,M,20-24,412
2013,Number,ISTOCNA ILIDZA,F,20-24,396
2013,Number,ISTOCNI DRVAR,Both sexes,20-24,3
2013,Number,ISTOCNI DRVAR,M,20-24,1
2013,Number,ISTOCNI DRVAR,F,20-24,2
2013,Number,ISTOCNI MOSTAR,Both sexes,20-24,10
2013,Number,ISTOCNI MOSTAR,M,20-24,8
2013,Number,ISTOCNI MOSTAR,F,20-24,2
2013,Number,ISTOCNI STARI GRAD,Both sexes,20-24,48
2013,Number,ISTOCNI STARI GRAD,M,20-24,28
2013,Number,ISTOCNI STARI GRAD,F,20-24,20
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,20-24,586
2013,Number,ISTOCNO NOVO SARAJEVO,M,20-24,289
2013,Number,ISTOCNO NOVO SARAJEVO,F,20-24,297
2013,Number,JEZERO,Both sexes,20-24,61
2013,Number,JEZERO,M,20-24,33
2013,Number,JEZERO,F,20-24,28
2013,Number,KALINOVIK,Both sexes,20-24,98
2013,Number,KALINOVIK,M,20-24,55
2013,Number,KALINOVIK,F,20-24,43
2013,Number,KNEZEVO,Both sexes,20-24,535
2013,Number,KNEZEVO,M,20-24,286
2013,Number,KNEZEVO,F,20-24,249
2013,Number,KOZARSKA DUBICA,Both sexes,20-24,1073
2013,Number,KOZARSKA DUBICA,M,20-24,580
2013,Number,KOZARSKA DUBICA,F,20-24,493
2013,Number,KOSTAJNICA,Both sexes,20-24,308
2013,Number,KOSTAJNICA,M,20-24,165
2013,Number,KOSTAJNICA,F,20-24,143
2013,Number,KOTOR VAROS,Both sexes,20-24,1286
2013,Number,KOTOR VAROS,M,20-24,675
2013,Number,KOTOR VAROS,F,20-24,611
2013,Number,KRUPA NA UNI,Both sexes,20-24,76
2013,Number,KRUPA NA UNI,M,20-24,47
2013,Number,KRUPA NA UNI,F,20-24,29
2013,Number,KUPRES,Both sexes,20-24,8
2013,Number,KUPRES,M,20-24,5
2013,Number,KUPRES,F,20-24,3
2013,Number,LAKTASI,Both sexes,20-24,1983
2013,Number,LAKTASI,M,20-24,1032
2013,Number,LAKTASI,F,20-24,951
2013,Number,LOPARE,Both sexes,20-24,841
2013,Number,LOPARE,M,20-24,437
2013,Number,LOPARE,F,20-24,404
2013,Number,LJUBINJE,Both sexes,20-24,169
2013,Number,LJUBINJE,M,20-24,99
2013,Number,LJUBINJE,F,20-24,70
2013,Number,MILICI,Both sexes,20-24,682
2013,Number,MILICI,M,20-24,379
2013,Number,MILICI,F,20-24,303
2013,Number,MODRICA,Both sexes,20-24,1310
2013,Number,MODRICA,M,20-24,665
2013,Number,MODRICA,F,20-24,645
2013,Number,MRKONJIC GRAD,Both sexes,20-24,755
2013,Number,MRKONJIC GRAD,M,20-24,395
2013,Number,MRKONJIC GRAD,F,20-24,360
2013,Number,NEVESINJE,Both sexes,20-24,631
2013,Number,NEVESINJE,M,20-24,333
2013,Number,NEVESINJE,F,20-24,298
2013,Number,NOVI GRAD,Both sexes,20-24,1405
2013,Number,NOVI GRAD,M,20-24,742
2013,Number,NOVI GRAD,F,20-24,663
2013,Number,NOVO GORAZDE,Both sexes,20-24,176
2013,Number,NOVO GORAZDE,M,20-24,103
2013,Number,NOVO GORAZDE,F,20-24,73
2013,Number,OSMACI,Both sexes,20-24,390
2013,Number,OSMACI,M,20-24,192
2013,Number,OSMACI,F,20-24,198
2013,Number,OSTRA LUKA,Both sexes,20-24,99
2013,Number,OSTRA LUKA,M,20-24,49
2013,Number,OSTRA LUKA,F,20-24,50
2013,Number,PALE,Both sexes,20-24,1350
2013,Number,PALE,M,20-24,657
2013,Number,PALE,F,20-24,693
2013,Number,PELAGICEVO,Both sexes,20-24,175
2013,Number,PELAGICEVO,M,20-24,102
2013,Number,PELAGICEVO,F,20-24,73
2013,Number,PETROVAC,Both sexes,20-24,8
2013,Number,PETROVAC,M,20-24,6
2013,Number,PETROVAC,F,20-24,2
2013,Number,PETROVO,Both sexes,20-24,340
2013,Number,PETROVO,M,20-24,178
2013,Number,PETROVO,F,20-24,162
2013,Number,PRIJEDOR,Both sexes,20-24,4651
2013,Number,PRIJEDOR,M,20-24,2366
2013,Number,PRIJEDOR,F,20-24,2285
2013,Number,PRNJAVOR,Both sexes,20-24,1786
2013,Number,PRNJAVOR,M,20-24,920
2013,Number,PRNJAVOR,F,20-24,866
2013,Number,RIBNIK,Both sexes,20-24,269
2013,Number,RIBNIK,M,20-24,130
2013,Number,RIBNIK,F,20-24,139
2013,Number,ROGATICA,Both sexes,20-24,521
2013,Number,ROGATICA,M,20-24,263
2013,Number,ROGATICA,F,20-24,258
2013,Number,RUDO,Both sexes,20-24,419
2013,Number,RUDO,M,20-24,216
2013,Number,RUDO,F,20-24,203
2013,Number,SOKOLAC,Both sexes,20-24,649
2013,Number,SOKOLAC,M,20-24,331
2013,Number,SOKOLAC,F,20-24,318
2013,Number,SRBAC,Both sexes,20-24,929
2013,Number,SRBAC,M,20-24,493
2013,Number,SRBAC,F,20-24,436
2013,Number,SREBRENICA,Both sexes,20-24,757
2013,Number,SREBRENICA,M,20-24,414
2013,Number,SREBRENICA,F,20-24,343
2013,Number,TESLIC,Both sexes,20-24,2073
2013,Number,TESLIC,M,20-24,1089
2013,Number,TESLIC,F,20-24,984
2013,Number,TREBINJE,Both sexes,20-24,1427
2013,Number,TREBINJE,M,20-24,774
2013,Number,TREBINJE,F,20-24,653
2013,Number,TRNOVO,Both sexes,20-24,99
2013,Number,TRNOVO,M,20-24,57
2013,Number,TRNOVO,F,20-24,42
2013,Number,UGLJEVIK,Both sexes,20-24,953
2013,Number,UGLJEVIK,M,20-24,502
2013,Number,UGLJEVIK,F,20-24,451
2013,Number,FOCA,Both sexes,20-24,980
2013,Number,FOCA,M,20-24,501
2013,Number,FOCA,F,20-24,479
2013,Number,HAN PIJESAK,Both sexes,20-24,135
2013,Number,HAN PIJESAK,M,20-24,83
2013,Number,HAN PIJESAK,F,20-24,52
2013,Number,CAJNICE,Both sexes,20-24,266
2013,Number,CAJNICE,M,20-24,150
2013,Number,CAJNICE,F,20-24,116
2013,Number,CELINAC,Both sexes,20-24,958
2013,Number,CELINAC,M,20-24,503
2013,Number,CELINAC,F,20-24,455
2013,Number,SAMAC,Both sexes,20-24,848
2013,Number,SAMAC,M,20-24,454
2013,Number,SAMAC,F,20-24,394
2013,Number,SEKOVICI,Both sexes,20-24,357
2013,Number,SEKOVICI,M,20-24,171
2013,Number,SEKOVICI,F,20-24,186
2013,Number,SIPOVO,Both sexes,20-24,530
2013,Number,SIPOVO,M,20-24,280
2013,Number,SIPOVO,F,20-24,250
2013,Number,BANJA LUKA,Both sexes,25-29,12698
2013,Number,BANJA LUKA,M,25-29,6210
2013,Number,BANJA LUKA,F,25-29,6488
2013,Number,BERKOVICI,Both sexes,25-29,96
2013,Number,BERKOVICI,M,25-29,54
2013,Number,BERKOVICI,F,25-29,42
2013,Number,BIJELJINA,Both sexes,25-29,6971
2013,Number,BIJELJINA,M,25-29,3429
2013,Number,BIJELJINA,F,25-29,3542
2013,Number,BILECA,Both sexes,25-29,670
2013,Number,BILECA,M,25-29,378
2013,Number,BILECA,F,25-29,292
2013,Number,BRATUNAC,Both sexes,25-29,1455
2013,Number,BRATUNAC,M,25-29,753
2013,Number,BRATUNAC,F,25-29,702
2013,Number,BROD,Both sexes,25-29,1050
2013,Number,BROD,M,25-29,527
2013,Number,BROD,F,25-29,523
2013,Number,VISEGRAD,Both sexes,25-29,635
2013,Number,VISEGRAD,M,25-29,336
2013,Number,VISEGRAD,F,25-29,299
2013,Number,VLASENICA,Both sexes,25-29,756
2013,Number,VLASENICA,M,25-29,374
2013,Number,VLASENICA,F,25-29,382
2013,Number,VUKOSAVLJE,Both sexes,25-29,269
2013,Number,VUKOSAVLJE,M,25-29,142
2013,Number,VUKOSAVLJE,F,25-29,127
2013,Number,GACKO,Both sexes,25-29,567
2013,Number,GACKO,M,25-29,302
2013,Number,GACKO,F,25-29,265
2013,Number,GRADISKA,Both sexes,25-29,2965
2013,Number,GRADISKA,M,25-29,1544
2013,Number,GRADISKA,F,25-29,1421
2013,Number,DERVENTA,Both sexes,25-29,1676
2013,Number,DERVENTA,M,25-29,855
2013,Number,DERVENTA,F,25-29,821
2013,Number,DOBOJ,Both sexes,25-29,4281
2013,Number,DOBOJ,M,25-29,2216
2013,Number,DOBOJ,F,25-29,2065
2013,Number,DONJI ZABAR,Both sexes,25-29,203
2013,Number,DONJI ZABAR,M,25-29,110
2013,Number,DONJI ZABAR,F,25-29,93
2013,Number,ZVORNIK,Both sexes,25-29,3918
2013,Number,ZVORNIK,M,25-29,2007
2013,Number,ZVORNIK,F,25-29,1911
2013,Number,ISTOCNA ILIDZA,Both sexes,25-29,1044
2013,Number,ISTOCNA ILIDZA,M,25-29,542
2013,Number,ISTOCNA ILIDZA,F,25-29,502
2013,Number,ISTOCNI DRVAR,Both sexes,25-29,4
2013,Number,ISTOCNI DRVAR,M,25-29,4
2013,Number,ISTOCNI DRVAR,F,25-29,-
2013,Number,ISTOCNI MOSTAR,Both sexes,25-29,8
2013,Number,ISTOCNI MOSTAR,M,25-29,2
2013,Number,ISTOCNI MOSTAR,F,25-29,6
2013,Number,ISTOCNI STARI GRAD,Both sexes,25-29,60
2013,Number,ISTOCNI STARI GRAD,M,25-29,40
2013,Number,ISTOCNI STARI GRAD,F,25-29,20
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,25-29,734
2013,Number,ISTOCNO NOVO SARAJEVO,M,25-29,368
