Year,UNIT_MEASURE,Starosna dob,Spol,Value
2020,Broj,23,Ž,6858
2020,Broj,24,Ž,6947
2020,Broj,25,Ž,6832
2020,Broj,26,Ž,5981
2020,Broj,27,Ž,5515
2020,Broj,28,Ž,6097
2020,Broj,29,Ž,6544
2020,Broj,30,Ž,6634
2020,Broj,31,Ž,6909
2020,Broj,32,Ž,7187
2020,Broj,33,Ž,7375
2020,Broj,34,Ž,7510
2020,Broj,35,Ž,7647
2020,Broj,36,Ž,7810
2020,Broj,37,Ž,7940
2020,Broj,38,Ž,7958
2020,Broj,39,Ž,7919
2020,Broj,40,Ž,7865
2020,Broj,41,Ž,7767
2020,Broj,42,Ž,7820
2020,Broj,43,Ž,8016
2020,Broj,44,Ž,7932
2020,Broj,45,Ž,7609
2020,Broj,46,Ž,7523
2020,Broj,47,Ž,7556
2020,Broj,48,Ž,7476
2020,Broj,49,Ž,7196
2020,Broj,50,Ž,7122
2020,Broj,51,Ž,7436
2020,Broj,52,Ž,7746
2020,Broj,53,Ž,8061
2020,Broj,54,Ž,8389
2020,Broj,55,Ž,8438
2020,Broj,56,Ž,8498
2020,Broj,57,Ž,8869
2020,Broj,58,Ž,9021
2020,Broj,59,Ž,9087
2020,Broj,60,Ž,9182
2020,Broj,61,Ž,9335
2020,Broj,62,Ž,9052
2020,Broj,63,Ž,9037
2020,Broj,64,Ž,9365
2020,Broj,65,Ž,9590
2020,Broj,66,Ž,9456
2020,Broj,67,Ž,9248
2020,Broj,68,Ž,8572
2020,Broj,69,Ž,7963
2020,Broj,70,Ž,8096
2020,Broj,71,Ž,7557
2020,Broj,72,Ž,7052
2020,Broj,73,Ž,6597
2020,Broj,74,Ž,5443
2020,Broj,75,Ž,4509
2020,Broj,76,Ž,4551
2020,Broj,77,Ž,4581
2020,Broj,78,Ž,4713
2020,Broj,79,Ž,5102
2020,Broj,80,Ž,5044
2020,Broj,81,Ž,4604
2020,Broj,82,Ž,4150
2020,Broj,83,Ž,3700
2020,Broj,84,Ž,3140
2020,Broj,85,Ž,2668
2020,Broj,86,Ž,2251
2020,Broj,87,Ž,1794
2020,Broj,88,Ž,1333
2020,Broj,89,Ž,1100
2020,Broj,90 +,Ž,2611
