Year,UNIT_MEASURE,Administrativna oblast,Pol,Religija,Value
2013,Broj,Republika Srpska,Oba pola,Ukupno,1170342
2013,Broj,Republika Srpska,M,Ukupno,571812
2013,Broj,Republika Srpska,Ž,Ukupno,598530
2013,Broj,Grad Banja Luka,Oba pola,Ukupno,180053
2013,Broj,Grad Banja Luka,M,Ukupno,86510
2013,Broj,Grad Banja Luka,Ž,Ukupno,93543
2013,Broj,Berkovići,Oba pola,Ukupno,2041
2013,Broj,Berkovići,M,Ukupno,1032
2013,Broj,Berkovići,Ž,Ukupno,1009
2013,Broj,Grad Bijeljina,Oba pola,Ukupno,103874
2013,Broj,Grad Bijeljina,M,Ukupno,50760
2013,Broj,Grad Bijeljina,Ž,Ukupno,53114
2013,Broj,Bileća,Oba pola,Ukupno,10607
2013,Broj,Bileća,M,Ukupno,5346
2013,Broj,Bileća,Ž,Ukupno,5261
2013,Broj,Bratunac,Oba pola,Ukupno,18651
2013,Broj,Bratunac,M,Ukupno,9210
2013,Broj,Bratunac,Ž,Ukupno,9441
2013,Broj,Brod,Oba pola,Ukupno,15720
2013,Broj,Brod,M,Ukupno,7670
2013,Broj,Brod,Ž,Ukupno,8050
2013,Broj,Višegrad,Oba pola,Ukupno,10118
2013,Broj,Višegrad,M,Ukupno,4834
2013,Broj,Višegrad,Ž,Ukupno,5284
2013,Broj,Vlasenica,Oba pola,Ukupno,10657
2013,Broj,Vlasenica,M,Ukupno,5193
2013,Broj,Vlasenica,Ž,Ukupno,5464
2013,Broj,Vukosavlje,Oba pola,Ukupno,4363
2013,Broj,Vukosavlje,M,Ukupno,2185
2013,Broj,Vukosavlje,Ž,Ukupno,2178
2013,Broj,Gacko,Oba pola,Ukupno,8710
2013,Broj,Gacko,M,Ukupno,4423
2013,Broj,Gacko,Ž,Ukupno,4287
2013,Broj,Grad Gradiška,Oba pola,Ukupno,49196
2013,Broj,Grad Gradiška,M,Ukupno,23944
2013,Broj,Grad Gradiška,Ž,Ukupno,25252
2013,Broj,Grad Derventa,Oba pola,Ukupno,25922
2013,Broj,Grad Derventa,M,Ukupno,12629
2013,Broj,Grad Derventa,Ž,Ukupno,13293
2013,Broj,Grad Doboj,Oba pola,Ukupno,68514
2013,Broj,Grad Doboj,M,Ukupno,33222
2013,Broj,Grad Doboj,Ž,Ukupno,35292
2013,Broj,Donji Žabar,Oba pola,Ukupno,3669
2013,Broj,Donji Žabar,M,Ukupno,1853
2013,Broj,Donji Žabar,Ž,Ukupno,1816
2013,Broj,Grad Zvornik,Oba pola,Ukupno,54407
2013,Broj,Grad Zvornik,M,Ukupno,26803
2013,Broj,Grad Zvornik,Ž,Ukupno,27604
2013,Broj,Istočna Ilidža,Oba pola,Ukupno,14437
2013,Broj,Istočna Ilidža,M,Ukupno,6905
2013,Broj,Istočna Ilidža,Ž,Ukupno,7532
2013,Broj,Istočni Drvar,Oba pola,Ukupno,66
2013,Broj,Istočni Drvar,M,Ukupno,44
2013,Broj,Istočni Drvar,Ž,Ukupno,22
2013,Broj,Istočni Mostar,Oba pola,Ukupno,244
2013,Broj,Istočni Mostar,M,Ukupno,138
2013,Broj,Istočni Mostar,Ž,Ukupno,106
2013,Broj,Istočni Stari Grad,Oba pola,Ukupno,1116
2013,Broj,Istočni Stari Grad,M,Ukupno,552
2013,Broj,Istočni Stari Grad,Ž,Ukupno,564
2013,Broj,Istočno Novo Sarajevo,Oba pola,Ukupno,10401
2013,Broj,Istočno Novo Sarajevo,M,Ukupno,4936
2013,Broj,Istočno Novo Sarajevo,Ž,Ukupno,5465
2013,Broj,Jezero,Oba pola,Ukupno,1039
2013,Broj,Jezero,M,Ukupno,534
2013,Broj,Jezero,Ž,Ukupno,505
2013,Broj,Kalinovik,Oba pola,Ukupno,1962
2013,Broj,Kalinovik,M,Ukupno,950
2013,Broj,Kalinovik,Ž,Ukupno,1012
2013,Broj,Kneževo,Oba pola,Ukupno,9368
2013,Broj,Kneževo,M,Ukupno,4632
2013,Broj,Kneževo,Ž,Ukupno,4736
2013,Broj,Kozarska Dubica,Oba pola,Ukupno,20681
2013,Broj,Kozarska Dubica,M,Ukupno,10094
2013,Broj,Kozarska Dubica,Ž,Ukupno,10587
2013,Broj,Kostajnica,Oba pola,Ukupno,5645
2013,Broj,Kostajnica,M,Ukupno,2780
2013,Broj,Kostajnica,Ž,Ukupno,2865
2013,Broj,Kotor Varoš,Oba pola,Ukupno,18361
2013,Broj,Kotor Varoš,M,Ukupno,9007
2013,Broj,Kotor Varoš,Ž,Ukupno,9354
2013,Broj,Krupa Na Uni,Oba pola,Ukupno,1560
2013,Broj,Krupa Na Uni,M,Ukupno,841
2013,Broj,Krupa Na Uni,Ž,Ukupno,719
2013,Broj,Kupres,Oba pola,Ukupno,293
2013,Broj,Kupres,M,Ukupno,157
2013,Broj,Kupres,Ž,Ukupno,136
2013,Broj,Laktaši,Oba pola,Ukupno,34210
2013,Broj,Laktaši,M,Ukupno,16905
2013,Broj,Laktaši,Ž,Ukupno,17305
2013,Broj,Lopare,Oba pola,Ukupno,14689
2013,Broj,Lopare,M,Ukupno,7377
2013,Broj,Lopare,Ž,Ukupno,7312
2013,Broj,Ljubinje,Oba pola,Ukupno,3319
2013,Broj,Ljubinje,M,Ukupno,1633
2013,Broj,Ljubinje,Ž,Ukupno,1686
2013,Broj,Milići,Oba pola,Ukupno,10445
2013,Broj,Milići,M,Ukupno,5252
2013,Broj,Milići,Ž,Ukupno,5193
2013,Broj,Modriča,Oba pola,Ukupno,24490
2013,Broj,Modriča,M,Ukupno,11969
2013,Broj,Modriča,Ž,Ukupno,12521
2013,Broj,Mrkonjić Grad,Oba pola,Ukupno,15926
2013,Broj,Mrkonjić Grad,M,Ukupno,7660
2013,Broj,Mrkonjić Grad,Ž,Ukupno,8266
2013,Broj,Nevesinje,Oba pola,Ukupno,12542
2013,Broj,Nevesinje,M,Ukupno,6236
2013,Broj,Nevesinje,Ž,Ukupno,6306
2013,Broj,Novi Grad,Oba pola,Ukupno,25240
2013,Broj,Novi Grad,M,Ukupno,12580
2013,Broj,Novi Grad,Ž,Ukupno,12660
2013,Broj,Novo Goražde,Oba pola,Ukupno,2915
2013,Broj,Novo Goražde,M,Ukupno,1500
2013,Broj,Novo Goražde,Ž,Ukupno,1415
2013,Broj,Osmaci,Oba pola,Ukupno,5546
2013,Broj,Osmaci,M,Ukupno,2779
2013,Broj,Osmaci,Ž,Ukupno,2767
2013,Broj,Oštra Luka,Oba pola,Ukupno,2705
2013,Broj,Oštra Luka,M,Ukupno,1386
2013,Broj,Oštra Luka,Ž,Ukupno,1319
2013,Broj,Pale,Oba pola,Ukupno,20359
2013,Broj,Pale,M,Ukupno,9744
2013,Broj,Pale,Ž,Ukupno,10615
2013,Broj,Pelagićevo,Oba pola,Ukupno,4358
2013,Broj,Pelagićevo,M,Ukupno,2151
2013,Broj,Pelagićevo,Ž,Ukupno,2207
2013,Broj,Petrovac,Oba pola,Ukupno,354
2013,Broj,Petrovac,M,Ukupno,169
2013,Broj,Petrovac,Ž,Ukupno,185
2013,Broj,Petrovo,Oba pola,Ukupno,6317
2013,Broj,Petrovo,M,Ukupno,3043
2013,Broj,Petrovo,Ž,Ukupno,3274
2013,Broj,Grad Prijedor,Oba pola,Ukupno,80916
2013,Broj,Grad Prijedor,M,Ukupno,39418
2013,Broj,Grad Prijedor,Ž,Ukupno,41498
2013,Broj,Prnjavor,Oba pola,Ukupno,34357
2013,Broj,Prnjavor,M,Ukupno,16675
2013,Broj,Prnjavor,Ž,Ukupno,17682
2013,Broj,Ribnik,Oba pola,Ukupno,5851
2013,Broj,Ribnik,M,Ukupno,2900
2013,Broj,Ribnik,Ž,Ukupno,2951
2013,Broj,Rogatica,Oba pola,Ukupno,10302
2013,Broj,Rogatica,M,Ukupno,5053
2013,Broj,Rogatica,Ž,Ukupno,5249
2013,Broj,Rudo,Oba pola,Ukupno,7578
2013,Broj,Rudo,M,Ukupno,3840
2013,Broj,Rudo,Ž,Ukupno,3738
2013,Broj,Sokolac,Oba pola,Ukupno,11620
2013,Broj,Sokolac,M,Ukupno,5723
2013,Broj,Sokolac,Ž,Ukupno,5897
2013,Broj,Srbac,Oba pola,Ukupno,16933
2013,Broj,Srbac,M,Ukupno,8295
2013,Broj,Srbac,Ž,Ukupno,8638
2013,Broj,Srebrenica,Oba pola,Ukupno,11698
2013,Broj,Srebrenica,M,Ukupno,5714
2013,Broj,Srebrenica,Ž,Ukupno,5984
2013,Broj,Teslić,Oba pola,Ukupno,37236
2013,Broj,Teslić,M,Ukupno,17894
2013,Broj,Teslić,Ž,Ukupno,19342
2013,Broj,Grad Trebinje,Oba pola,Ukupno,28239
2013,Broj,Grad Trebinje,M,Ukupno,13760
2013,Broj,Grad Trebinje,Ž,Ukupno,14479
2013,Broj,Trnovo,Oba pola,Ukupno,1983
2013,Broj,Trnovo,M,Ukupno,953
2013,Broj,Trnovo,Ž,Ukupno,1030
2013,Broj,Ugljevik,Oba pola,Ukupno,15118
2013,Broj,Ugljevik,M,Ukupno,7626
2013,Broj,Ugljevik,Ž,Ukupno,7492
2013,Broj,Foča,Oba pola,Ukupno,17580
2013,Broj,Foča,M,Ukupno,8880
2013,Broj,Foča,Ž,Ukupno,8700
2013,Broj,Han Pijesak,Oba pola,Ukupno,3445
2013,Broj,Han Pijesak,M,Ukupno,1632
2013,Broj,Han Pijesak,Ž,Ukupno,1813
2013,Broj,Čajniče,Oba pola,Ukupno,4679
2013,Broj,Čajniče,M,Ukupno,2347
2013,Broj,Čajniče,Ž,Ukupno,2332
2013,Broj,Čelinac,Oba pola,Ukupno,15117
2013,Broj,Čelinac,M,Ukupno,7477
2013,Broj,Čelinac,Ž,Ukupno,7640
2013,Broj,Šamac,Oba pola,Ukupno,16308
2013,Broj,Šamac,M,Ukupno,7908
2013,Broj,Šamac,Ž,Ukupno,8400
2013,Broj,Šekovići,Oba pola,Ukupno,6323
2013,Broj,Šekovići,M,Ukupno,3103
2013,Broj,Šekovići,Ž,Ukupno,3220
2013,Broj,Šipovo,Oba pola,Ukupno,9969
2013,Broj,Šipovo,M,Ukupno,5046
2013,Broj,Šipovo,Ž,Ukupno,4923
2013,Broj,Republika Srpska,Oba pola,Musliman,149435
2013,Broj,Republika Srpska,M,Musliman,72605
2013,Broj,Republika Srpska,Ž,Musliman,76830
2013,Broj,Grad Banja Luka,Oba pola,Musliman,6693
2013,Broj,Grad Banja Luka,M,Musliman,3053
2013,Broj,Grad Banja Luka,Ž,Musliman,3640
2013,Broj,Berkovići,Oba pola,Musliman,155
2013,Broj,Berkovići,M,Musliman,87
2013,Broj,Berkovići,Ž,Musliman,68
2013,Broj,Grad Bijeljina,Oba pola,Musliman,12055
2013,Broj,Grad Bijeljina,M,Musliman,5902
2013,Broj,Grad Bijeljina,Ž,Musliman,6153
2013,Broj,Bileća,Oba pola,Musliman,23
2013,Broj,Bileća,M,Musliman,14
2013,Broj,Bileća,Ž,Musliman,9
2013,Broj,Bratunac,Oba pola,Musliman,6591
2013,Broj,Bratunac,M,Musliman,3220
2013,Broj,Bratunac,Ž,Musliman,3371
2013,Broj,Brod,Oba pola,Musliman,1311
2013,Broj,Brod,M,Musliman,646
2013,Broj,Brod,Ž,Musliman,665
2013,Broj,Višegrad,Oba pola,Musliman,876
2013,Broj,Višegrad,M,Musliman,443
2013,Broj,Višegrad,Ž,Musliman,433
2013,Broj,Vlasenica,Oba pola,Musliman,3354
2013,Broj,Vlasenica,M,Musliman,1645
2013,Broj,Vlasenica,Ž,Musliman,1709
2013,Broj,Vukosavlje,Oba pola,Musliman,2154
2013,Broj,Vukosavlje,M,Musliman,1105
2013,Broj,Vukosavlje,Ž,Musliman,1049
2013,Broj,Gacko,Oba pola,Musliman,330
2013,Broj,Gacko,M,Musliman,178
2013,Broj,Gacko,Ž,Musliman,152
2013,Broj,Grad Gradiška,Oba pola,Musliman,6619
2013,Broj,Grad Gradiška,M,Musliman,3214
2013,Broj,Grad Gradiška,Ž,Musliman,3405
2013,Broj,Grad Derventa,Oba pola,Musliman,1709
2013,Broj,Grad Derventa,M,Musliman,820
2013,Broj,Grad Derventa,Ž,Musliman,889
2013,Broj,Grad Doboj,Oba pola,Musliman,14342
2013,Broj,Grad Doboj,M,Musliman,6861
2013,Broj,Grad Doboj,Ž,Musliman,7481
2013,Broj,Donji Žabar,Oba pola,Musliman,4
2013,Broj,Donji Žabar,M,Musliman,0
2013,Broj,Donji Žabar,Ž,Musliman,4
2013,Broj,Grad Zvornik,Oba pola,Musliman,16791
2013,Broj,Grad Zvornik,M,Musliman,8218
2013,Broj,Grad Zvornik,Ž,Musliman,8573
2013,Broj,Istočna Ilidža,Oba pola,Musliman,630
2013,Broj,Istočna Ilidža,M,Musliman,291
2013,Broj,Istočna Ilidža,Ž,Musliman,339
2013,Broj,Istočni Drvar,Oba pola,Musliman,0
2013,Broj,Istočni Drvar,M,Musliman,0
2013,Broj,Istočni Drvar,Ž,Musliman,0
2013,Broj,Istočni Mostar,Oba pola,Musliman,77
2013,Broj,Istočni Mostar,M,Musliman,44
2013,Broj,Istočni Mostar,Ž,Musliman,33
2013,Broj,Istočni Stari Grad,Oba pola,Musliman,38
2013,Broj,Istočni Stari Grad,M,Musliman,23
2013,Broj,Istočni Stari Grad,Ž,Musliman,15
2013,Broj,Istočno Novo Sarajevo,Oba pola,Musliman,121
2013,Broj,Istočno Novo Sarajevo,M,Musliman,52
2013,Broj,Istočno Novo Sarajevo,Ž,Musliman,69
2013,Broj,Jezero,Oba pola,Musliman,250
2013,Broj,Jezero,M,Musliman,117
2013,Broj,Jezero,Ž,Musliman,133
2013,Broj,Kalinovik,Oba pola,Musliman,42
2013,Broj,Kalinovik,M,Musliman,19
2013,Broj,Kalinovik,Ž,Musliman,23
2013,Broj,Kneževo,Oba pola,Musliman,403
2013,Broj,Kneževo,M,Musliman,182
2013,Broj,Kneževo,Ž,Musliman,221
2013,Broj,Kozarska Dubica,Oba pola,Musliman,1902
2013,Broj,Kozarska Dubica,M,Musliman,915
2013,Broj,Kozarska Dubica,Ž,Musliman,987
2013,Broj,Kostajnica,Oba pola,Musliman,1271
2013,Broj,Kostajnica,M,Musliman,623
2013,Broj,Kostajnica,Ž,Musliman,648
2013,Broj,Kotor Varoš,Oba pola,Musliman,4498
2013,Broj,Kotor Varoš,M,Musliman,2159
2013,Broj,Kotor Varoš,Ž,Musliman,2339
2013,Broj,Krupa Na Uni,Oba pola,Musliman,3
2013,Broj,Krupa Na Uni,M,Musliman,1
2013,Broj,Krupa Na Uni,Ž,Musliman,2
2013,Broj,Kupres,Oba pola,Musliman,0
2013,Broj,Kupres,M,Musliman,0
2013,Broj,Kupres,Ž,Musliman,0
2013,Broj,Laktaši,Oba pola,Musliman,110
2013,Broj,Laktaši,M,Musliman,49
2013,Broj,Laktaši,Ž,Musliman,61
2013,Broj,Lopare,Oba pola,Musliman,1315
2013,Broj,Lopare,M,Musliman,648
2013,Broj,Lopare,Ž,Musliman,667
2013,Broj,Ljubinje,Oba pola,Musliman,12
2013,Broj,Ljubinje,M,Musliman,6
2013,Broj,Ljubinje,Ž,Musliman,6
2013,Broj,Milići,Oba pola,Musliman,3538
2013,Broj,Milići,M,Musliman,1750
2013,Broj,Milići,Ž,Musliman,1788
2013,Broj,Modriča,Oba pola,Musliman,3032
2013,Broj,Modriča,M,Musliman,1445
2013,Broj,Modriča,Ž,Musliman,1587
2013,Broj,Mrkonjić Grad,Oba pola,Musliman,351
2013,Broj,Mrkonjić Grad,M,Musliman,170
2013,Broj,Mrkonjić Grad,Ž,Musliman,181
2013,Broj,Nevesinje,Oba pola,Musliman,508
2013,Broj,Nevesinje,M,Musliman,260
2013,Broj,Nevesinje,Ž,Musliman,248
2013,Broj,Novi Grad,Oba pola,Musliman,5261
2013,Broj,Novi Grad,M,Musliman,2635
2013,Broj,Novi Grad,Ž,Musliman,2626
2013,Broj,Novo Goražde,Oba pola,Musliman,1319
2013,Broj,Novo Goražde,M,Musliman,662
2013,Broj,Novo Goražde,Ž,Musliman,657
2013,Broj,Osmaci,Oba pola,Musliman,2647
2013,Broj,Osmaci,M,Musliman,1303
2013,Broj,Osmaci,Ž,Musliman,1344
2013,Broj,Oštra Luka,Oba pola,Musliman,26
2013,Broj,Oštra Luka,M,Musliman,8
2013,Broj,Oštra Luka,Ž,Musliman,18
2013,Broj,Pale,Oba pola,Musliman,160
2013,Broj,Pale,M,Musliman,83
2013,Broj,Pale,Ž,Musliman,77
2013,Broj,Pelagićevo,Oba pola,Musliman,13
2013,Broj,Pelagićevo,M,Musliman,3
2013,Broj,Pelagićevo,Ž,Musliman,10
2013,Broj,Petrovac,Oba pola,Musliman,0
2013,Broj,Petrovac,M,Musliman,0
2013,Broj,Petrovac,Ž,Musliman,0
2013,Broj,Petrovo,Oba pola,Musliman,7
2013,Broj,Petrovo,M,Musliman,2
2013,Broj,Petrovo,Ž,Musliman,5
2013,Broj,Grad Prijedor,Oba pola,Musliman,22271
2013,Broj,Grad Prijedor,M,Musliman,10662
2013,Broj,Grad Prijedor,Ž,Musliman,11609
2013,Broj,Prnjavor,Oba pola,Musliman,2776
2013,Broj,Prnjavor,M,Musliman,1337
2013,Broj,Prnjavor,Ž,Musliman,1439
2013,Broj,Ribnik,Oba pola,Musliman,0
2013,Broj,Ribnik,M,Musliman,0
2013,Broj,Ribnik,Ž,Musliman,0
2013,Broj,Rogatica,Oba pola,Musliman,1006
2013,Broj,Rogatica,M,Musliman,517
2013,Broj,Rogatica,Ž,Musliman,489
2013,Broj,Rudo,Oba pola,Musliman,588
2013,Broj,Rudo,M,Musliman,306
2013,Broj,Rudo,Ž,Musliman,282
2013,Broj,Sokolac,Oba pola,Musliman,620
2013,Broj,Sokolac,M,Musliman,325
2013,Broj,Sokolac,Ž,Musliman,295
2013,Broj,Srbac,Oba pola,Musliman,399
2013,Broj,Srbac,M,Musliman,184
2013,Broj,Srbac,Ž,Musliman,215
2013,Broj,Srebrenica,Oba pola,Musliman,6134
2013,Broj,Srebrenica,M,Musliman,2916
2013,Broj,Srebrenica,Ž,Musliman,3218
2013,Broj,Teslić,Oba pola,Musliman,6932
2013,Broj,Teslić,M,Musliman,3410
2013,Broj,Teslić,Ž,Musliman,3522
2013,Broj,Grad Trebinje,Oba pola,Musliman,848
2013,Broj,Grad Trebinje,M,Musliman,415
2013,Broj,Grad Trebinje,Ž,Musliman,433
2013,Broj,Trnovo,Oba pola,Musliman,802
2013,Broj,Trnovo,M,Musliman,395
2013,Broj,Trnovo,Ž,Musliman,407
2013,Broj,Ugljevik,Oba pola,Musliman,2002
2013,Broj,Ugljevik,M,Musliman,977
2013,Broj,Ugljevik,Ž,Musliman,1025
2013,Broj,Foča,Oba pola,Musliman,1173
2013,Broj,Foča,M,Musliman,630
2013,Broj,Foča,Ž,Musliman,543
2013,Broj,Han Pijesak,Oba pola,Musliman,435
2013,Broj,Han Pijesak,M,Musliman,212
2013,Broj,Han Pijesak,Ž,Musliman,223
2013,Broj,Čajniče,Oba pola,Musliman,836
2013,Broj,Čajniče,M,Musliman,440
2013,Broj,Čajniče,Ž,Musliman,396
2013,Broj,Čelinac,Oba pola,Musliman,406
2013,Broj,Čelinac,M,Musliman,203
2013,Broj,Čelinac,Ž,Musliman,203
2013,Broj,Šamac,Oba pola,Musliman,976
2013,Broj,Šamac,M,Musliman,471
2013,Broj,Šamac,Ž,Musliman,505
2013,Broj,Šekovići,Oba pola,Musliman,107
2013,Broj,Šekovići,M,Musliman,54
2013,Broj,Šekovići,Ž,Musliman,53
2013,Broj,Šipovo,Oba pola,Musliman,583
2013,Broj,Šipovo,M,Musliman,295
2013,Broj,Šipovo,Ž,Musliman,288
2013,Broj,Republika Srpska,Oba pola,Katolik,25763
2013,Broj,Republika Srpska,M,Katolik,10431
2013,Broj,Republika Srpska,Ž,Katolik,15332
2013,Broj,Grad Banja Luka,Oba pola,Katolik,4637
2013,Broj,Grad Banja Luka,M,Katolik,1585
2013,Broj,Grad Banja Luka,Ž,Katolik,3052
2013,Broj,Berkovići,Oba pola,Katolik,6
2013,Broj,Berkovići,M,Katolik,1
2013,Broj,Berkovići,Ž,Katolik,5
2013,Broj,Grad Bijeljina,Oba pola,Katolik,508
2013,Broj,Grad Bijeljina,M,Katolik,103
2013,Broj,Grad Bijeljina,Ž,Katolik,405
2013,Broj,Bileća,Oba pola,Katolik,18
2013,Broj,Bileća,M,Katolik,2
2013,Broj,Bileća,Ž,Katolik,16
2013,Broj,Bratunac,Oba pola,Katolik,26
2013,Broj,Bratunac,M,Katolik,3
2013,Broj,Bratunac,Ž,Katolik,23
2013,Broj,Brod,Oba pola,Katolik,2925
2013,Broj,Brod,M,Katolik,1360
2013,Broj,Brod,Ž,Katolik,1565
2013,Broj,Višegrad,Oba pola,Katolik,33
2013,Broj,Višegrad,M,Katolik,6
2013,Broj,Višegrad,Ž,Katolik,27
2013,Broj,Vlasenica,Oba pola,Katolik,22
2013,Broj,Vlasenica,M,Katolik,4
2013,Broj,Vlasenica,Ž,Katolik,18
2013,Broj,Vukosavlje,Oba pola,Katolik,680
2013,Broj,Vukosavlje,M,Katolik,325
2013,Broj,Vukosavlje,Ž,Katolik,355
2013,Broj,Gacko,Oba pola,Katolik,10
2013,Broj,Gacko,M,Katolik,4
2013,Broj,Gacko,Ž,Katolik,6
2013,Broj,Grad Gradiška,Oba pola,Katolik,865
2013,Broj,Grad Gradiška,M,Katolik,303
2013,Broj,Grad Gradiška,Ž,Katolik,562
2013,Broj,Grad Derventa,Oba pola,Katolik,2109
2013,Broj,Grad Derventa,M,Katolik,999
2013,Broj,Grad Derventa,Ž,Katolik,1110
2013,Broj,Grad Doboj,Oba pola,Katolik,1448
2013,Broj,Grad Doboj,M,Katolik,532
2013,Broj,Grad Doboj,Ž,Katolik,916
2013,Broj,Donji Žabar,Oba pola,Katolik,977
2013,Broj,Donji Žabar,M,Katolik,490
2013,Broj,Donji Žabar,Ž,Katolik,487
2013,Broj,Grad Zvornik,Oba pola,Katolik,83
2013,Broj,Grad Zvornik,M,Katolik,6
2013,Broj,Grad Zvornik,Ž,Katolik,77
2013,Broj,Istočna Ilidža,Oba pola,Katolik,142
2013,Broj,Istočna Ilidža,M,Katolik,36
2013,Broj,Istočna Ilidža,Ž,Katolik,106
2013,Broj,Istočni Drvar,Oba pola,Katolik,1
2013,Broj,Istočni Drvar,M,Katolik,0
2013,Broj,Istočni Drvar,Ž,Katolik,1
2013,Broj,Istočni Mostar,Oba pola,Katolik,11
2013,Broj,Istočni Mostar,M,Katolik,8
2013,Broj,Istočni Mostar,Ž,Katolik,3
2013,Broj,Istočni Stari Grad,Oba pola,Katolik,5
2013,Broj,Istočni Stari Grad,M,Katolik,0
2013,Broj,Istočni Stari Grad,Ž,Katolik,5
2013,Broj,Istočno Novo Sarajevo,Oba pola,Katolik,101
2013,Broj,Istočno Novo Sarajevo,M,Katolik,28
2013,Broj,Istočno Novo Sarajevo,Ž,Katolik,73
2013,Broj,Jezero,Oba pola,Katolik,4
2013,Broj,Jezero,M,Katolik,2
2013,Broj,Jezero,Ž,Katolik,2
2013,Broj,Kalinovik,Oba pola,Katolik,5
2013,Broj,Kalinovik,M,Katolik,2
2013,Broj,Kalinovik,Ž,Katolik,3
2013,Broj,Kneževo,Oba pola,Katolik,17
2013,Broj,Kneževo,M,Katolik,4
2013,Broj,Kneževo,Ž,Katolik,13
2013,Broj,Kozarska Dubica,Oba pola,Katolik,250
2013,Broj,Kozarska Dubica,M,Katolik,72
2013,Broj,Kozarska Dubica,Ž,Katolik,178
2013,Broj,Kostajnica,Oba pola,Katolik,84
2013,Broj,Kostajnica,M,Katolik,26
2013,Broj,Kostajnica,Ž,Katolik,58
2013,Broj,Kotor Varoš,Oba pola,Katolik,788
2013,Broj,Kotor Varoš,M,Katolik,365
2013,Broj,Kotor Varoš,Ž,Katolik,423
2013,Broj,Krupa Na Uni,Oba pola,Katolik,2
2013,Broj,Krupa Na Uni,M,Katolik,0
2013,Broj,Krupa Na Uni,Ž,Katolik,2
2013,Broj,Kupres,Oba pola,Katolik,0
2013,Broj,Kupres,M,Katolik,0
2013,Broj,Kupres,Ž,Katolik,0
2013,Broj,Laktaši,Oba pola,Katolik,497
2013,Broj,Laktaši,M,Katolik,166
2013,Broj,Laktaši,Ž,Katolik,331
2013,Broj,Lopare,Oba pola,Katolik,40
2013,Broj,Lopare,M,Katolik,5
2013,Broj,Lopare,Ž,Katolik,35
2013,Broj,Ljubinje,Oba pola,Katolik,5
2013,Broj,Ljubinje,M,Katolik,1
2013,Broj,Ljubinje,Ž,Katolik,4
2013,Broj,Milići,Oba pola,Katolik,17
2013,Broj,Milići,M,Katolik,5
2013,Broj,Milići,Ž,Katolik,12
2013,Broj,Modriča,Oba pola,Katolik,1365
2013,Broj,Modriča,M,Katolik,651
2013,Broj,Modriča,Ž,Katolik,714
2013,Broj,Mrkonjić Grad,Oba pola,Katolik,146
2013,Broj,Mrkonjić Grad,M,Katolik,56
2013,Broj,Mrkonjić Grad,Ž,Katolik,90
2013,Broj,Nevesinje,Oba pola,Katolik,21
2013,Broj,Nevesinje,M,Katolik,5
2013,Broj,Nevesinje,Ž,Katolik,16
2013,Broj,Novi Grad,Oba pola,Katolik,152
2013,Broj,Novi Grad,M,Katolik,47
2013,Broj,Novi Grad,Ž,Katolik,105
2013,Broj,Novo Goražde,Oba pola,Katolik,2
2013,Broj,Novo Goražde,M,Katolik,1
2013,Broj,Novo Goražde,Ž,Katolik,1
2013,Broj,Osmaci,Oba pola,Katolik,4
2013,Broj,Osmaci,M,Katolik,0
2013,Broj,Osmaci,Ž,Katolik,4
2013,Broj,Oštra Luka,Oba pola,Katolik,131
2013,Broj,Oštra Luka,M,Katolik,62
2013,Broj,Oštra Luka,Ž,Katolik,69
2013,Broj,Pale,Oba pola,Katolik,116
2013,Broj,Pale,M,Katolik,30
2013,Broj,Pale,Ž,Katolik,86
2013,Broj,Pelagićevo,Oba pola,Katolik,1180
2013,Broj,Pelagićevo,M,Katolik,578
2013,Broj,Pelagićevo,Ž,Katolik,602
2013,Broj,Petrovac,Oba pola,Katolik,0
2013,Broj,Petrovac,M,Katolik,0
2013,Broj,Petrovac,Ž,Katolik,0
2013,Broj,Petrovo,Oba pola,Katolik,35
2013,Broj,Petrovo,M,Katolik,10
2013,Broj,Petrovo,Ž,Katolik,25
2013,Broj,Grad Prijedor,Oba pola,Katolik,1544
2013,Broj,Grad Prijedor,M,Katolik,587
2013,Broj,Grad Prijedor,Ž,Katolik,957
2013,Broj,Prnjavor,Oba pola,Katolik,645
2013,Broj,Prnjavor,M,Katolik,255
2013,Broj,Prnjavor,Ž,Katolik,390
2013,Broj,Ribnik,Oba pola,Katolik,7
2013,Broj,Ribnik,M,Katolik,1
2013,Broj,Ribnik,Ž,Katolik,6
2013,Broj,Rogatica,Oba pola,Katolik,16
2013,Broj,Rogatica,M,Katolik,1
2013,Broj,Rogatica,Ž,Katolik,15
2013,Broj,Rudo,Oba pola,Katolik,3
2013,Broj,Rudo,M,Katolik,1
2013,Broj,Rudo,Ž,Katolik,2
2013,Broj,Sokolac,Oba pola,Katolik,23
2013,Broj,Sokolac,M,Katolik,3
2013,Broj,Sokolac,Ž,Katolik,20
2013,Broj,Srbac,Oba pola,Katolik,153
2013,Broj,Srbac,M,Katolik,37
2013,Broj,Srbac,Ž,Katolik,116
2013,Broj,Srebrenica,Oba pola,Katolik,17
2013,Broj,Srebrenica,M,Katolik,7
2013,Broj,Srebrenica,Ž,Katolik,10
2013,Broj,Teslić,Oba pola,Katolik,1292
2013,Broj,Teslić,M,Katolik,552
2013,Broj,Teslić,Ž,Katolik,740
2013,Broj,Grad Trebinje,Oba pola,Katolik,293
