Year,UNIT_MEASURE,Teritory,SEX,Education,Value
2013,NUMBER,PRIJEDOR,F,incomplete_elementary,4271
2013,NUMBER,PRNJAVOR,_T,incomplete_elementary,4458
2013,NUMBER,PRNJAVOR,M,incomplete_elementary,1948
2013,NUMBER,PRNJAVOR,F,incomplete_elementary,2510
2013,NUMBER,RIBNIK,_T,incomplete_elementary,641
2013,NUMBER,RIBNIK,M,incomplete_elementary,249
2013,NUMBER,RIBNIK,F,incomplete_elementary,392
2013,NUMBER,ROGATICA,_T,incomplete_elementary,799
2013,NUMBER,ROGATICA,M,incomplete_elementary,239
2013,NUMBER,ROGATICA,F,incomplete_elementary,560
2013,NUMBER,RUDO,_T,incomplete_elementary,719
2013,NUMBER,RUDO,M,incomplete_elementary,197
2013,NUMBER,RUDO,F,incomplete_elementary,522
2013,NUMBER,SOKOLAC,_T,incomplete_elementary,747
2013,NUMBER,SOKOLAC,M,incomplete_elementary,207
2013,NUMBER,SOKOLAC,F,incomplete_elementary,540
2013,NUMBER,SRBAC,_T,incomplete_elementary,2023
2013,NUMBER,SRBAC,M,incomplete_elementary,857
2013,NUMBER,SRBAC,F,incomplete_elementary,1166
2013,NUMBER,SREBRENICA,_T,incomplete_elementary,1086
2013,NUMBER,SREBRENICA,M,incomplete_elementary,308
2013,NUMBER,SREBRENICA,F,incomplete_elementary,778
2013,NUMBER,TESLIC,_T,incomplete_elementary,4433
2013,NUMBER,TESLIC,M,incomplete_elementary,1551
2013,NUMBER,TESLIC,F,incomplete_elementary,2882
2013,NUMBER,TREBINJE,_T,incomplete_elementary,1156
2013,NUMBER,TREBINJE,M,incomplete_elementary,210
2013,NUMBER,TREBINJE,F,incomplete_elementary,946
2013,NUMBER,TRNOVO,_T,incomplete_elementary,151
2013,NUMBER,TRNOVO,M,incomplete_elementary,36
2013,NUMBER,TRNOVO,F,incomplete_elementary,115
2013,NUMBER,UGLJEVIK,_T,incomplete_elementary,1829
2013,NUMBER,UGLJEVIK,M,incomplete_elementary,734
2013,NUMBER,UGLJEVIK,F,incomplete_elementary,1095
2013,NUMBER,FOCA,_T,incomplete_elementary,1301
2013,NUMBER,FOCA,M,incomplete_elementary,346
2013,NUMBER,FOCA,F,incomplete_elementary,955
2013,NUMBER,HAN PIJESAK,_T,incomplete_elementary,258
2013,NUMBER,HAN PIJESAK,M,incomplete_elementary,61
2013,NUMBER,HAN PIJESAK,F,incomplete_elementary,197
2013,NUMBER,CAJNICE,_T,incomplete_elementary,474
2013,NUMBER,CAJNICE,M,incomplete_elementary,149
2013,NUMBER,CAJNICE,F,incomplete_elementary,325
2013,NUMBER,CELINAC,_T,incomplete_elementary,1317
2013,NUMBER,CELINAC,M,incomplete_elementary,474
2013,NUMBER,CELINAC,F,incomplete_elementary,843
2013,NUMBER,SAMAC,_T,incomplete_elementary,2046
2013,NUMBER,SAMAC,M,incomplete_elementary,731
2013,NUMBER,SAMAC,F,incomplete_elementary,1315
2013,NUMBER,SEKOVICI,_T,incomplete_elementary,453
2013,NUMBER,SEKOVICI,M,incomplete_elementary,181
2013,NUMBER,SEKOVICI,F,incomplete_elementary,272
2013,NUMBER,SIPOVO,_T,incomplete_elementary,908
2013,NUMBER,SIPOVO,M,incomplete_elementary,351
2013,NUMBER,SIPOVO,F,incomplete_elementary,557
2013,NUMBER,REPUBLIKA SRPSKA,_T,elementary_education,212834
2013,NUMBER,REPUBLIKA SRPSKA,M,elementary_education,95682
2013,NUMBER,REPUBLIKA SRPSKA,F,elementary_education,117152
2013,NUMBER,BANJA LUKA,_T,elementary_education,23011
2013,NUMBER,BANJA LUKA,M,elementary_education,9927
2013,NUMBER,BANJA LUKA,F,elementary_education,13084
2013,NUMBER,BERKOVICI,_T,elementary_education,430
2013,NUMBER,BERKOVICI,M,elementary_education,221
2013,NUMBER,BERKOVICI,F,elementary_education,209
2013,NUMBER,BIJELJINA,_T,elementary_education,18771
2013,NUMBER,BIJELJINA,M,elementary_education,8590
2013,NUMBER,BIJELJINA,F,elementary_education,10181
2013,NUMBER,BILECA,_T,elementary_education,1951
2013,NUMBER,BILECA,M,elementary_education,867
2013,NUMBER,BILECA,F,elementary_education,1084
2013,NUMBER,BRATUNAC,_T,elementary_education,3893
2013,NUMBER,BRATUNAC,M,elementary_education,1769
2013,NUMBER,BRATUNAC,F,elementary_education,2124
2013,NUMBER,BROD,_T,elementary_education,2986
2013,NUMBER,BROD,M,elementary_education,1248
2013,NUMBER,BROD,F,elementary_education,1738
2013,NUMBER,VISEGRAD,_T,elementary_education,1626
2013,NUMBER,VISEGRAD,M,elementary_education,593
2013,NUMBER,VISEGRAD,F,elementary_education,1033
2013,NUMBER,VLASENICA,_T,elementary_education,2268
2013,NUMBER,VLASENICA,M,elementary_education,993
2013,NUMBER,VLASENICA,F,elementary_education,1275
2013,NUMBER,VUKOSAVLJE,_T,elementary_education,999
2013,NUMBER,VUKOSAVLJE,M,elementary_education,472
2013,NUMBER,VUKOSAVLJE,F,elementary_education,527
2013,NUMBER,GACKO,_T,elementary_education,1356
2013,NUMBER,GACKO,M,elementary_education,530
2013,NUMBER,GACKO,F,elementary_education,826
2013,NUMBER,GRADISKA,_T,elementary_education,9626
2013,NUMBER,GRADISKA,M,elementary_education,4493
2013,NUMBER,GRADISKA,F,elementary_education,5133
2013,NUMBER,DERVENTA,_T,elementary_education,5260
2013,NUMBER,DERVENTA,M,elementary_education,2463
2013,NUMBER,DERVENTA,F,elementary_education,2797
2013,NUMBER,DOBOJ,_T,elementary_education,13403
2013,NUMBER,DOBOJ,M,elementary_education,5750
2013,NUMBER,DOBOJ,F,elementary_education,7653
2013,NUMBER,DONJI ZABAR,_T,elementary_education,815
2013,NUMBER,DONJI ZABAR,M,elementary_education,408
2013,NUMBER,DONJI ZABAR,F,elementary_education,407
2013,NUMBER,ZVORNIK,_T,elementary_education,11440
2013,NUMBER,ZVORNIK,M,elementary_education,5163
2013,NUMBER,ZVORNIK,F,elementary_education,6277
2013,NUMBER,ISTOCNA ILIDZA,_T,elementary_education,1676
2013,NUMBER,ISTOCNA ILIDZA,M,elementary_education,519
2013,NUMBER,ISTOCNA ILIDZA,F,elementary_education,1157
2013,NUMBER,ISTOCNI DRVAR,_T,elementary_education,9
2013,NUMBER,ISTOCNI DRVAR,M,elementary_education,2
2013,NUMBER,ISTOCNI DRVAR,F,elementary_education,7
2013,NUMBER,ISTOCNI MOSTAR,_T,elementary_education,38
2013,NUMBER,ISTOCNI MOSTAR,M,elementary_education,24
2013,NUMBER,ISTOCNI MOSTAR,F,elementary_education,14
2013,NUMBER,ISTOCNI STARI GRAD,_T,elementary_education,166
2013,NUMBER,ISTOCNI STARI GRAD,M,elementary_education,75
2013,NUMBER,ISTOCNI STARI GRAD,F,elementary_education,91
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,elementary_education,1087
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,elementary_education,356
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,elementary_education,731
2013,NUMBER,JEZERO,_T,elementary_education,236
2013,NUMBER,JEZERO,M,elementary_education,109
2013,NUMBER,JEZERO,F,elementary_education,127
2013,NUMBER,KALINOVIK,_T,elementary_education,334
2013,NUMBER,KALINOVIK,M,elementary_education,122
2013,NUMBER,KALINOVIK,F,elementary_education,212
2013,NUMBER,KNEZEVO,_T,elementary_education,1918
2013,NUMBER,KNEZEVO,M,elementary_education,990
2013,NUMBER,KNEZEVO,F,elementary_education,928
2013,NUMBER,KOZARSKA DUBICA,_T,elementary_education,3921
2013,NUMBER,KOZARSKA DUBICA,M,elementary_education,1839
2013,NUMBER,KOZARSKA DUBICA,F,elementary_education,2082
2013,NUMBER,KOSTAJNICA,_T,elementary_education,1117
2013,NUMBER,KOSTAJNICA,M,elementary_education,486
2013,NUMBER,KOSTAJNICA,F,elementary_education,631
2013,NUMBER,KOTOR VAROS,_T,elementary_education,3809
2013,NUMBER,KOTOR VAROS,M,elementary_education,1797
2013,NUMBER,KOTOR VAROS,F,elementary_education,2012
2013,NUMBER,KRUPA NA UNI,_T,elementary_education,524
2013,NUMBER,KRUPA NA UNI,M,elementary_education,317
2013,NUMBER,KRUPA NA UNI,F,elementary_education,207
2013,NUMBER,KUPRES,_T,elementary_education,53
2013,NUMBER,KUPRES,M,elementary_education,33
2013,NUMBER,KUPRES,F,elementary_education,20
2013,NUMBER,LAKTASI,_T,elementary_education,6602
2013,NUMBER,LAKTASI,M,elementary_education,3078
2013,NUMBER,LAKTASI,F,elementary_education,3524
2013,NUMBER,LOPARE,_T,elementary_education,3267
2013,NUMBER,LOPARE,M,elementary_education,1670
2013,NUMBER,LOPARE,F,elementary_education,1597
2013,NUMBER,LJUBINJE,_T,elementary_education,619
2013,NUMBER,LJUBINJE,M,elementary_education,261
2013,NUMBER,LJUBINJE,F,elementary_education,358
2013,NUMBER,MILICI,_T,elementary_education,2387
2013,NUMBER,MILICI,M,elementary_education,1038
2013,NUMBER,MILICI,F,elementary_education,1349
2013,NUMBER,MODRICA,_T,elementary_education,5255
2013,NUMBER,MODRICA,M,elementary_education,2469
2013,NUMBER,MODRICA,F,elementary_education,2786
2013,NUMBER,MRKONJIC GRAD,_T,elementary_education,2720
2013,NUMBER,MRKONJIC GRAD,M,elementary_education,1373
2013,NUMBER,MRKONJIC GRAD,F,elementary_education,1347
2013,NUMBER,NEVESINJE,_T,elementary_education,2193
2013,NUMBER,NEVESINJE,M,elementary_education,961
2013,NUMBER,NEVESINJE,F,elementary_education,1232
2013,NUMBER,NOVI GRAD,_T,elementary_education,5660
2013,NUMBER,NOVI GRAD,M,elementary_education,2691
2013,NUMBER,NOVI GRAD,F,elementary_education,2969
2013,NUMBER,NOVO GORAZDE,_T,elementary_education,612
2013,NUMBER,NOVO GORAZDE,M,elementary_education,229
2013,NUMBER,NOVO GORAZDE,F,elementary_education,383
2013,NUMBER,OSMACI,_T,elementary_education,1146
2013,NUMBER,OSMACI,M,elementary_education,495
2013,NUMBER,OSMACI,F,elementary_education,651
2013,NUMBER,OSTRA LUKA,_T,elementary_education,648
2013,NUMBER,OSTRA LUKA,M,elementary_education,348
2013,NUMBER,OSTRA LUKA,F,elementary_education,300
2013,NUMBER,PALE,_T,elementary_education,2570
2013,NUMBER,PALE,M,elementary_education,935
2013,NUMBER,PALE,F,elementary_education,1635
2013,NUMBER,PELAGICEVO,_T,elementary_education,1081
2013,NUMBER,PELAGICEVO,M,elementary_education,586
2013,NUMBER,PELAGICEVO,F,elementary_education,495
2013,NUMBER,PETROVAC,_T,elementary_education,57
2013,NUMBER,PETROVAC,M,elementary_education,23
2013,NUMBER,PETROVAC,F,elementary_education,34
2013,NUMBER,PETROVO,_T,elementary_education,1114
2013,NUMBER,PETROVO,M,elementary_education,464
2013,NUMBER,PETROVO,F,elementary_education,650
2013,NUMBER,PRIJEDOR,_T,elementary_education,15121
2013,NUMBER,PRIJEDOR,M,elementary_education,6682
2013,NUMBER,PRIJEDOR,F,elementary_education,8439
2013,NUMBER,PRNJAVOR,_T,elementary_education,7504
2013,NUMBER,PRNJAVOR,M,elementary_education,3697
2013,NUMBER,PRNJAVOR,F,elementary_education,3807
2013,NUMBER,RIBNIK,_T,elementary_education,1275
2013,NUMBER,RIBNIK,M,elementary_education,651
2013,NUMBER,RIBNIK,F,elementary_education,624
2013,NUMBER,ROGATICA,_T,elementary_education,1761
2013,NUMBER,ROGATICA,M,elementary_education,717
2013,NUMBER,ROGATICA,F,elementary_education,1044
2013,NUMBER,RUDO,_T,elementary_education,1332
2013,NUMBER,RUDO,M,elementary_education,514
2013,NUMBER,RUDO,F,elementary_education,818
2013,NUMBER,SOKOLAC,_T,elementary_education,1790
2013,NUMBER,SOKOLAC,M,elementary_education,720
2013,NUMBER,SOKOLAC,F,elementary_education,1070
2013,NUMBER,SRBAC,_T,elementary_education,3740
2013,NUMBER,SRBAC,M,elementary_education,1843
2013,NUMBER,SRBAC,F,elementary_education,1897
2013,NUMBER,SREBRENICA,_T,elementary_education,2494
2013,NUMBER,SREBRENICA,M,elementary_education,1115
2013,NUMBER,SREBRENICA,F,elementary_education,1379
2013,NUMBER,TESLIC,_T,elementary_education,7412
2013,NUMBER,TESLIC,M,elementary_education,3540
2013,NUMBER,TESLIC,F,elementary_education,3872
2013,NUMBER,TREBINJE,_T,elementary_education,3757
2013,NUMBER,TREBINJE,M,elementary_education,1267
2013,NUMBER,TREBINJE,F,elementary_education,2490
2013,NUMBER,TRNOVO,_T,elementary_education,342
2013,NUMBER,TRNOVO,M,elementary_education,106
2013,NUMBER,TRNOVO,F,elementary_education,236
2013,NUMBER,UGLJEVIK,_T,elementary_education,2942
2013,NUMBER,UGLJEVIK,M,elementary_education,1398
2013,NUMBER,UGLJEVIK,F,elementary_education,1544
2013,NUMBER,FOCA,_T,elementary_education,2975
2013,NUMBER,FOCA,M,elementary_education,1305
2013,NUMBER,FOCA,F,elementary_education,1670
2013,NUMBER,HAN PIJESAK,_T,elementary_education,686
2013,NUMBER,HAN PIJESAK,M,elementary_education,275
2013,NUMBER,HAN PIJESAK,F,elementary_education,411
2013,NUMBER,CAJNICE,_T,elementary_education,981
2013,NUMBER,CAJNICE,M,elementary_education,436
2013,NUMBER,CAJNICE,F,elementary_education,545
2013,NUMBER,CELINAC,_T,elementary_education,3312
2013,NUMBER,CELINAC,M,elementary_education,1626
2013,NUMBER,CELINAC,F,elementary_education,1686
2013,NUMBER,SAMAC,_T,elementary_education,3511
2013,NUMBER,SAMAC,M,elementary_education,1521
2013,NUMBER,SAMAC,F,elementary_education,1990
2013,NUMBER,SEKOVICI,_T,elementary_education,1397
2013,NUMBER,SEKOVICI,M,elementary_education,610
2013,NUMBER,SEKOVICI,F,elementary_education,787
2013,NUMBER,SIPOVO,_T,elementary_education,1848
2013,NUMBER,SIPOVO,M,elementary_education,882
2013,NUMBER,SIPOVO,F,elementary_education,966
2013,NUMBER,REPUBLIKA SRPSKA,_T,secondary_education,508414
2013,NUMBER,REPUBLIKA SRPSKA,M,secondary_education,280747
2013,NUMBER,REPUBLIKA SRPSKA,F,secondary_education,227667
2013,NUMBER,BANJA LUKA,_T,secondary_education,83044
2013,NUMBER,BANJA LUKA,M,secondary_education,42327
2013,NUMBER,BANJA LUKA,F,secondary_education,40717
2013,NUMBER,BERKOVICI,_T,secondary_education,771
2013,NUMBER,BERKOVICI,M,secondary_education,446
2013,NUMBER,BERKOVICI,F,secondary_education,325
2013,NUMBER,BIJELJINA,_T,secondary_education,43231
2013,NUMBER,BIJELJINA,M,secondary_education,23560
2013,NUMBER,BIJELJINA,F,secondary_education,19671
2013,NUMBER,BILECA,_T,secondary_education,4799
2013,NUMBER,BILECA,M,secondary_education,2692
2013,NUMBER,BILECA,F,secondary_education,2107
2013,NUMBER,BRATUNAC,_T,secondary_education,7868
2013,NUMBER,BRATUNAC,M,secondary_education,4649
2013,NUMBER,BRATUNAC,F,secondary_education,3219
2013,NUMBER,BROD,_T,secondary_education,7331
2013,NUMBER,BROD,M,secondary_education,4080
2013,NUMBER,BROD,F,secondary_education,3251
2013,NUMBER,VISEGRAD,_T,secondary_education,4635
2013,NUMBER,VISEGRAD,M,secondary_education,2672
2013,NUMBER,VISEGRAD,F,secondary_education,1963
2013,NUMBER,VLASENICA,_T,secondary_education,4607
2013,NUMBER,VLASENICA,M,secondary_education,2596
2013,NUMBER,VLASENICA,F,secondary_education,2011
2013,NUMBER,VUKOSAVLJE,_T,secondary_education,1504
2013,NUMBER,VUKOSAVLJE,M,secondary_education,919
2013,NUMBER,VUKOSAVLJE,F,secondary_education,585
2013,NUMBER,GACKO,_T,secondary_education,3801
2013,NUMBER,GACKO,M,secondary_education,2151
2013,NUMBER,GACKO,F,secondary_education,1650
2013,NUMBER,GRADISKA,_T,secondary_education,21633
2013,NUMBER,GRADISKA,M,secondary_education,11815
2013,NUMBER,GRADISKA,F,secondary_education,9818
2013,NUMBER,DERVENTA,_T,secondary_education,10884
2013,NUMBER,DERVENTA,M,secondary_education,6033
2013,NUMBER,DERVENTA,F,secondary_education,4851
2013,NUMBER,DOBOJ,_T,secondary_education,29051
2013,NUMBER,DOBOJ,M,secondary_education,16192
2013,NUMBER,DOBOJ,F,secondary_education,12859
2013,NUMBER,DONJI ZABAR,_T,secondary_education,1261
2013,NUMBER,DONJI ZABAR,M,secondary_education,739
2013,NUMBER,DONJI ZABAR,F,secondary_education,522
2013,NUMBER,ZVORNIK,_T,secondary_education,21815
2013,NUMBER,ZVORNIK,M,secondary_education,12776
2013,NUMBER,ZVORNIK,F,secondary_education,9039
2013,NUMBER,ISTOCNA ILIDZA,_T,secondary_education,7474
2013,NUMBER,ISTOCNA ILIDZA,M,secondary_education,4082
2013,NUMBER,ISTOCNA ILIDZA,F,secondary_education,3392
2013,NUMBER,ISTOCNI DRVAR,_T,secondary_education,29
2013,NUMBER,ISTOCNI DRVAR,M,secondary_education,24
2013,NUMBER,ISTOCNI DRVAR,F,secondary_education,5
2013,NUMBER,ISTOCNI MOSTAR,_T,secondary_education,99
2013,NUMBER,ISTOCNI MOSTAR,M,secondary_education,65
2013,NUMBER,ISTOCNI MOSTAR,F,secondary_education,34
2013,NUMBER,ISTOCNI STARI GRAD,_T,secondary_education,548
2013,NUMBER,ISTOCNI STARI GRAD,M,secondary_education,329
2013,NUMBER,ISTOCNI STARI GRAD,F,secondary_education,219
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,secondary_education,5073
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,secondary_education,2656
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,secondary_education,2417
2013,NUMBER,JEZERO,_T,secondary_education,435
2013,NUMBER,JEZERO,M,secondary_education,273
2013,NUMBER,JEZERO,F,secondary_education,162
2013,NUMBER,KALINOVIK,_T,secondary_education,881
2013,NUMBER,KALINOVIK,M,secondary_education,551
2013,NUMBER,KALINOVIK,F,secondary_education,330
2013,NUMBER,KNEZEVO,_T,secondary_education,3485
2013,NUMBER,KNEZEVO,M,secondary_education,2026
2013,NUMBER,KNEZEVO,F,secondary_education,1459
2013,NUMBER,KOZARSKA DUBICA,_T,secondary_education,9698
2013,NUMBER,KOZARSKA DUBICA,M,secondary_education,5259
2013,NUMBER,KOZARSKA DUBICA,F,secondary_education,4439
2013,NUMBER,KOSTAJNICA,_T,secondary_education,2798
2013,NUMBER,KOSTAJNICA,M,secondary_education,1545
2013,NUMBER,KOSTAJNICA,F,secondary_education,1253
2013,NUMBER,KOTOR VAROS,_T,secondary_education,7807
2013,NUMBER,KOTOR VAROS,M,secondary_education,4380
2013,NUMBER,KOTOR VAROS,F,secondary_education,3427
2013,NUMBER,KRUPA NA UNI,_T,secondary_education,355
2013,NUMBER,KRUPA NA UNI,M,secondary_education,236
2013,NUMBER,KRUPA NA UNI,F,secondary_education,119
2013,NUMBER,KUPRES,_T,secondary_education,84
2013,NUMBER,KUPRES,M,secondary_education,59
2013,NUMBER,KUPRES,F,secondary_education,25
2013,NUMBER,LAKTASI,_T,secondary_education,15658
2013,NUMBER,LAKTASI,M,secondary_education,8480
2013,NUMBER,LAKTASI,F,secondary_education,7178
2013,NUMBER,LOPARE,_T,secondary_education,5477
2013,NUMBER,LOPARE,M,secondary_education,3169
2013,NUMBER,LOPARE,F,secondary_education,2308
2013,NUMBER,LJUBINJE,_T,secondary_education,1432
2013,NUMBER,LJUBINJE,M,secondary_education,800
2013,NUMBER,LJUBINJE,F,secondary_education,632
2013,NUMBER,MILICI,_T,secondary_education,4441
2013,NUMBER,MILICI,M,secondary_education,2743
2013,NUMBER,MILICI,F,secondary_education,1698
2013,NUMBER,MODRICA,_T,secondary_education,9850
2013,NUMBER,MODRICA,M,secondary_education,5470
2013,NUMBER,MODRICA,F,secondary_education,4380
2013,NUMBER,MRKONJIC GRAD,_T,secondary_education,6479
2013,NUMBER,MRKONJIC GRAD,M,secondary_education,3500
2013,NUMBER,MRKONJIC GRAD,F,secondary_education,2979
2013,NUMBER,NEVESINJE,_T,secondary_education,5592
2013,NUMBER,NEVESINJE,M,secondary_education,3261
2013,NUMBER,NEVESINJE,F,secondary_education,2331
2013,NUMBER,NOVI GRAD,_T,secondary_education,11197
2013,NUMBER,NOVI GRAD,M,secondary_education,6273
2013,NUMBER,NOVI GRAD,F,secondary_education,4924
2013,NUMBER,NOVO GORAZDE,_T,secondary_education,1533
2013,NUMBER,NOVO GORAZDE,M,secondary_education,952
2013,NUMBER,NOVO GORAZDE,F,secondary_education,581
2013,NUMBER,OSMACI,_T,secondary_education,2300
2013,NUMBER,OSMACI,M,secondary_education,1406
2013,NUMBER,OSMACI,F,secondary_education,894
2013,NUMBER,OSTRA LUKA,_T,secondary_education,954
2013,NUMBER,OSTRA LUKA,M,secondary_education,578
2013,NUMBER,OSTRA LUKA,F,secondary_education,376
2013,NUMBER,PALE,_T,secondary_education,10069
2013,NUMBER,PALE,M,secondary_education,5373
2013,NUMBER,PALE,F,secondary_education,4696
2013,NUMBER,PELAGICEVO,_T,secondary_education,1264
2013,NUMBER,PELAGICEVO,M,secondary_education,726
2013,NUMBER,PELAGICEVO,F,secondary_education,538
2013,NUMBER,PETROVAC,_T,secondary_education,169
2013,NUMBER,PETROVAC,M,secondary_education,96
2013,NUMBER,PETROVAC,F,secondary_education,73
2013,NUMBER,PETROVO,_T,secondary_education,2821
2013,NUMBER,PETROVO,M,secondary_education,1664
2013,NUMBER,PETROVO,F,secondary_education,1157
2013,NUMBER,PRIJEDOR,_T,secondary_education,37714
2013,NUMBER,PRIJEDOR,M,secondary_education,20808
2013,NUMBER,PRIJEDOR,F,secondary_education,16906
2013,NUMBER,PRNJAVOR,_T,secondary_education,12669
2013,NUMBER,PRNJAVOR,M,secondary_education,7015
2013,NUMBER,PRNJAVOR,F,secondary_education,5654
2013,NUMBER,RIBNIK,_T,secondary_education,2154
2013,NUMBER,RIBNIK,M,secondary_education,1291
2013,NUMBER,RIBNIK,F,secondary_education,863
2013,NUMBER,ROGATICA,_T,secondary_education,4652
2013,NUMBER,ROGATICA,M,secondary_education,2694
2013,NUMBER,ROGATICA,F,secondary_education,1958
2013,NUMBER,RUDO,_T,secondary_education,3609
2013,NUMBER,RUDO,M,secondary_education,2200
2013,NUMBER,RUDO,F,secondary_education,1409
2013,NUMBER,SOKOLAC,_T,secondary_education,5543
2013,NUMBER,SOKOLAC,M,secondary_education,3105
2013,NUMBER,SOKOLAC,F,secondary_education,2438
2013,NUMBER,SRBAC,_T,secondary_education,6472
2013,NUMBER,SRBAC,M,secondary_education,3466
2013,NUMBER,SRBAC,F,secondary_education,3006
2013,NUMBER,SREBRENICA,_T,secondary_education,4716
2013,NUMBER,SREBRENICA,M,secondary_education,2832
2013,NUMBER,SREBRENICA,F,secondary_education,1884
2013,NUMBER,TESLIC,_T,secondary_education,14063
2013,NUMBER,TESLIC,M,secondary_education,8090
2013,NUMBER,TESLIC,F,secondary_education,5973
2013,NUMBER,TREBINJE,_T,secondary_education,13551
2013,NUMBER,TREBINJE,M,secondary_education,7183
2013,NUMBER,TREBINJE,F,secondary_education,6368
2013,NUMBER,TRNOVO,_T,secondary_education,942
2013,NUMBER,TRNOVO,M,secondary_education,576
2013,NUMBER,TRNOVO,F,secondary_education,366
2013,NUMBER,UGLJEVIK,_T,secondary_education,6085
2013,NUMBER,UGLJEVIK,M,secondary_education,3558
2013,NUMBER,UGLJEVIK,F,secondary_education,2527
2013,NUMBER,FOCA,_T,secondary_education,8378
2013,NUMBER,FOCA,M,secondary_education,4841
2013,NUMBER,FOCA,F,secondary_education,3537
2013,NUMBER,HAN PIJESAK,_T,secondary_education,1514
2013,NUMBER,HAN PIJESAK,M,secondary_education,846
2013,NUMBER,HAN PIJESAK,F,secondary_education,668
2013,NUMBER,CAJNICE,_T,secondary_education,1993
2013,NUMBER,CAJNICE,M,secondary_education,1187
2013,NUMBER,CAJNICE,F,secondary_education,806
2013,NUMBER,CELINAC,_T,secondary_education,6411
2013,NUMBER,CELINAC,M,secondary_education,3550
2013,NUMBER,CELINAC,F,secondary_education,2861
2013,NUMBER,SAMAC,_T,secondary_education,6680
2013,NUMBER,SAMAC,M,secondary_education,3735
2013,NUMBER,SAMAC,F,secondary_education,2945
2013,NUMBER,SEKOVICI,_T,secondary_education,2601
2013,NUMBER,SEKOVICI,M,secondary_education,1563
2013,NUMBER,SEKOVICI,F,secondary_education,1038
2013,NUMBER,SIPOVO,_T,secondary_education,4430
2013,NUMBER,SIPOVO,M,secondary_education,2584
2013,NUMBER,SIPOVO,F,secondary_education,1846
2013,NUMBER,REPUBLIKA SRPSKA,_T,secondary_specialization,7618
2013,NUMBER,REPUBLIKA SRPSKA,M,secondary_specialization,6324
2013,NUMBER,REPUBLIKA SRPSKA,F,secondary_specialization,1294
2013,NUMBER,BANJA LUKA,_T,secondary_specialization,1552
2013,NUMBER,BANJA LUKA,M,secondary_specialization,1261
2013,NUMBER,BANJA LUKA,F,secondary_specialization,291
2013,NUMBER,BERKOVICI,_T,secondary_specialization,11
2013,NUMBER,BERKOVICI,M,secondary_specialization,11
2013,NUMBER,BERKOVICI,F,secondary_specialization,-
2013,NUMBER,BIJELJINA,_T,secondary_specialization,564
2013,NUMBER,BIJELJINA,M,secondary_specialization,485
2013,NUMBER,BIJELJINA,F,secondary_specialization,79
2013,NUMBER,BILECA,_T,secondary_specialization,68
2013,NUMBER,BILECA,M,secondary_specialization,56
2013,NUMBER,BILECA,F,secondary_specialization,12
2013,NUMBER,BRATUNAC,_T,secondary_specialization,77
2013,NUMBER,BRATUNAC,M,secondary_specialization,61
2013,NUMBER,BRATUNAC,F,secondary_specialization,16
2013,NUMBER,BROD,_T,secondary_specialization,187
2013,NUMBER,BROD,M,secondary_specialization,160
2013,NUMBER,BROD,F,secondary_specialization,27
2013,NUMBER,VISEGRAD,_T,secondary_specialization,137
2013,NUMBER,VISEGRAD,M,secondary_specialization,120
2013,NUMBER,VISEGRAD,F,secondary_specialization,17
2013,NUMBER,VLASENICA,_T,secondary_specialization,28
2013,NUMBER,VLASENICA,M,secondary_specialization,21
2013,NUMBER,VLASENICA,F,secondary_specialization,7
2013,NUMBER,VUKOSAVLJE,_T,secondary_specialization,14
2013,NUMBER,VUKOSAVLJE,M,secondary_specialization,12
2013,NUMBER,VUKOSAVLJE,F,secondary_specialization,2
2013,NUMBER,GACKO,_T,secondary_specialization,269
2013,NUMBER,GACKO,M,secondary_specialization,249
2013,NUMBER,GACKO,F,secondary_specialization,20
2013,NUMBER,GRADISKA,_T,secondary_specialization,192
2013,NUMBER,GRADISKA,M,secondary_specialization,142
2013,NUMBER,GRADISKA,F,secondary_specialization,50
2013,NUMBER,DERVENTA,_T,secondary_specialization,120
2013,NUMBER,DERVENTA,M,secondary_specialization,94
2013,NUMBER,DERVENTA,F,secondary_specialization,26
2013,NUMBER,DOBOJ,_T,secondary_specialization,507
2013,NUMBER,DOBOJ,M,secondary_specialization,448
2013,NUMBER,DOBOJ,F,secondary_specialization,59
2013,NUMBER,DONJI ZABAR,_T,secondary_specialization,10
2013,NUMBER,DONJI ZABAR,M,secondary_specialization,8
2013,NUMBER,DONJI ZABAR,F,secondary_specialization,2
2013,NUMBER,ZVORNIK,_T,secondary_specialization,277
2013,NUMBER,ZVORNIK,M,secondary_specialization,244
2013,NUMBER,ZVORNIK,F,secondary_specialization,33
2013,NUMBER,ISTOCNA ILIDZA,_T,secondary_specialization,140
2013,NUMBER,ISTOCNA ILIDZA,M,secondary_specialization,123
2013,NUMBER,ISTOCNA ILIDZA,F,secondary_specialization,17
2013,NUMBER,ISTOCNI DRVAR,_T,secondary_specialization,1
2013,NUMBER,ISTOCNI DRVAR,M,secondary_specialization,-
2013,NUMBER,ISTOCNI DRVAR,F,secondary_specialization,1
