Year,UNIT_MEASURE,Starosna grupa,Pol,Value
2023.0,Broj,40-44,M,40887.0
2023.0,Broj,45-49,M,40480.0
2023.0,Broj,50-54,M,37583.0
2023.0,Broj,55-59,M,39073.0
2023.0,Broj,60-64,M,40122.0
2023.0,Broj,65-69,M,37948.0
2023.0,Broj,70-74,M,30177.0
2023.0,Broj,75-79,M,17324.0
2023.0,Broj,80-84,M,11640.0
2023.0,Broj,85-89,M,5820.0
2023.0,Broj,90 +,M,1771.0
2023.0,Broj,Ukupno,Ž,566242.0
2023.0,Broj,0-4,Ž,22148.0
2023.0,Broj,5-9,Ž,22436.0
2023.0,Broj,10-14,Ž,25956.0
2023.0,Broj,15-19,Ž,26212.0
2023.0,Broj,20-24,Ž,27858.0
2023.0,Broj,25-29,Ž,32672.0
2023.0,Broj,30-34,Ž,31347.0
2023.0,Broj,35-39,Ž,37298.0
2023.0,Broj,40-44,Ž,39186.0
2023.0,Broj,45-49,Ž,38660.0
2023.0,Broj,50-54,Ž,36455.0
2023.0,Broj,55-59,Ž,40491.0
2023.0,Broj,60-64,Ž,44418.0
2023.0,Broj,65-69,Ž,44747.0
2023.0,Broj,70-74,Ž,38858.0
2023.0,Broj,75-79,Ž,25008.0
2023.0,Broj,80-84,Ž,18786.0
2023.0,Broj,85-89,Ž,10333.0
2023.0,Broj,90 +,Ž,3373.0
,,,,
