Year,UNIT_MEASURE,Teritory,Spol,Starosna dob,Value
2013,Broj,GRAD DERVENTA,Oba spola,40-44,1748
2013,Broj,GRAD DERVENTA,M,40-44,895
2013,Broj,GRAD DERVENTA,Ž,40-44,853
2013,Broj,GRAD DOBOJ,Oba spola,40-44,3825
2013,Broj,GRAD DOBOJ,M,40-44,1932
2013,Broj,GRAD DOBOJ,Ž,40-44,1893
2013,Broj,DONJI ZABAR,Oba spola,40-44,273
2013,Broj,DONJI ZABAR,M,40-44,150
2013,Broj,DONJI ZABAR,Ž,40-44,123
2013,Broj,GRAD ZVORNIK,Oba spola,40-44,3602
2013,Broj,GRAD ZVORNIK,M,40-44,1877
2013,Broj,GRAD ZVORNIK,Ž,40-44,1725
2013,Broj,ISTOCNI DRVAR,Oba spola,40-44,3
2013,Broj,ISTOCNI DRVAR,M,40-44,3
2013,Broj,ISTOCNI DRVAR,Ž,40-44,-
2013,Broj,ISTOCNI MOSTAR,Oba spola,40-44,25
2013,Broj,ISTOCNI MOSTAR,M,40-44,18
2013,Broj,ISTOCNI MOSTAR,Ž,40-44,7
2013,Broj,GRAD ISTOCNO SARAJEVO,Oba spola,40-44,3333
2013,Broj,GRAD ISTOCNO SARAJEVO,M,40-44,1702
2013,Broj,GRAD ISTOCNO SARAJEVO,Ž,40-44,1631
2013,Broj,ISTOCNA ILIDZA,Oba spola,40-44,855
2013,Broj,ISTOCNA ILIDZA,M,40-44,450
2013,Broj,ISTOCNA ILIDZA,Ž,40-44,405
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,40-44,634
2013,Broj,ISTOCNO NOVO SARAJEVO,M,40-44,344
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,40-44,290
2013,Broj,ISTOČNI STARI GRAD,Oba spola,40-44,46
2013,Broj,ISTOČNI STARI GRAD,M,40-44,25
2013,Broj,ISTOČNI STARI GRAD,Ž,40-44,21
2013,Broj,PALE,Oba spola,40-44,1098
2013,Broj,PALE,M,40-44,531
2013,Broj,PALE,Ž,40-44,567
2013,Broj,SOKOLAC,Oba spola,40-44,599
2013,Broj,SOKOLAC,M,40-44,300
2013,Broj,SOKOLAC,Ž,40-44,299
2013,Broj,TRNOVO,Oba spola,40-44,101
2013,Broj,TRNOVO,M,40-44,52
2013,Broj,TRNOVO,Ž,40-44,49
2013,Broj,JEZERO,Oba spola,40-44,70
2013,Broj,JEZERO,M,40-44,41
2013,Broj,JEZERO,Ž,40-44,29
2013,Broj,KALINOVIK,Oba spola,40-44,88
2013,Broj,KALINOVIK,M,40-44,48
2013,Broj,KALINOVIK,Ž,40-44,40
2013,Broj,KNEZEVO,Oba spola,40-44,653
2013,Broj,KNEZEVO,M,40-44,350
2013,Broj,KNEZEVO,Ž,40-44,303
2013,Broj,KOSTAJNICA,Oba spola,40-44,397
2013,Broj,KOSTAJNICA,M,40-44,188
2013,Broj,KOSTAJNICA,Ž,40-44,209
2013,Broj,KOTOR VAROS,Oba spola,40-44,1347
2013,Broj,KOTOR VAROS,M,40-44,652
2013,Broj,KOTOR VAROS,Ž,40-44,695
2013,Broj,KOZARSKA DUBICA,Oba spola,40-44,1229
2013,Broj,KOZARSKA DUBICA,M,40-44,629
2013,Broj,KOZARSKA DUBICA,Ž,40-44,600
2013,Broj,KRUPA NA UNI,Oba spola,40-44,111
2013,Broj,KRUPA NA UNI,M,40-44,69
2013,Broj,KRUPA NA UNI,Ž,40-44,42
2013,Broj,KUPRES,Oba spola,40-44,18
2013,Broj,KUPRES,M,40-44,10
2013,Broj,KUPRES,Ž,40-44,8
2013,Broj,LAKTASI,Oba spola,40-44,2317
2013,Broj,LAKTASI,M,40-44,1197
2013,Broj,LAKTASI,Ž,40-44,1120
2013,Broj,LOPARE,Oba spola,40-44,980
2013,Broj,LOPARE,M,40-44,503
2013,Broj,LOPARE,Ž,40-44,477
2013,Broj,LJUBINJE,Oba spola,40-44,213
2013,Broj,LJUBINJE,M,40-44,122
2013,Broj,LJUBINJE,Ž,40-44,91
2013,Broj,MILICI,Oba spola,40-44,707
2013,Broj,MILICI,M,40-44,385
2013,Broj,MILICI,Ž,40-44,322
2013,Broj,MODRICA,Oba spola,40-44,1645
2013,Broj,MODRICA,M,40-44,842
2013,Broj,MODRICA,Ž,40-44,803
2013,Broj,MRKONJIC GRAD,Oba spola,40-44,969
2013,Broj,MRKONJIC GRAD,M,40-44,493
2013,Broj,MRKONJIC GRAD,Ž,40-44,476
2013,Broj,NEVESINJE,Oba spola,40-44,835
2013,Broj,NEVESINJE,M,40-44,453
2013,Broj,NEVESINJE,Ž,40-44,382
2013,Broj,NOVI GRAD,Oba spola,40-44,1795
2013,Broj,NOVI GRAD,M,40-44,929
2013,Broj,NOVI GRAD,Ž,40-44,866
2013,Broj,NOVO GORAZDE,Oba spola,40-44,171
2013,Broj,NOVO GORAZDE,M,40-44,93
2013,Broj,NOVO GORAZDE,Ž,40-44,78
2013,Broj,OSMACI,Oba spola,40-44,370
2013,Broj,OSMACI,M,40-44,192
2013,Broj,OSMACI,Ž,40-44,178
2013,Broj,OSTRA LUKA,Oba spola,40-44,185
2013,Broj,OSTRA LUKA,M,40-44,114
2013,Broj,OSTRA LUKA,Ž,40-44,71
2013,Broj,PELAGICEVO,Oba spola,40-44,304
2013,Broj,PELAGICEVO,M,40-44,177
2013,Broj,PELAGICEVO,Ž,40-44,127
2013,Broj,PETROVAC,Oba spola,40-44,19
2013,Broj,PETROVAC,M,40-44,11
2013,Broj,PETROVAC,Ž,40-44,8
2013,Broj,PETROVO,Oba spola,40-44,348
2013,Broj,PETROVO,M,40-44,164
2013,Broj,PETROVO,Ž,40-44,184
2013,Broj,GRAD PRIJEDOR,Oba spola,40-44,5438
2013,Broj,GRAD PRIJEDOR,M,40-44,2717
2013,Broj,GRAD PRIJEDOR,Ž,40-44,2721
2013,Broj,PRNJAVOR,Oba spola,40-44,2215
2013,Broj,PRNJAVOR,M,40-44,1108
2013,Broj,PRNJAVOR,Ž,40-44,1107
2013,Broj,RIBNIK,Oba spola,40-44,384
2013,Broj,RIBNIK,M,40-44,223
2013,Broj,RIBNIK,Ž,40-44,161
2013,Broj,ROGATICA,Oba spola,40-44,561
2013,Broj,ROGATICA,M,40-44,302
2013,Broj,ROGATICA,Ž,40-44,259
2013,Broj,RUDO,Oba spola,40-44,495
2013,Broj,RUDO,M,40-44,263
2013,Broj,RUDO,Ž,40-44,232
2013,Broj,SRBAC,Oba spola,40-44,1044
2013,Broj,SRBAC,M,40-44,533
2013,Broj,SRBAC,Ž,40-44,511
2013,Broj,SREBRENICA,Oba spola,40-44,923
2013,Broj,SREBRENICA,M,40-44,461
2013,Broj,SREBRENICA,Ž,40-44,462
2013,Broj,STANARI,Oba spola,40-44,380
2013,Broj,STANARI,M,40-44,200
2013,Broj,STANARI,Ž,40-44,180
2013,Broj,TESLIC,Oba spola,40-44,2420
2013,Broj,TESLIC,M,40-44,1185
2013,Broj,TESLIC,Ž,40-44,1235
2013,Broj,GRAD TREBINJE,Oba spola,40-44,1712
2013,Broj,GRAD TREBINJE,M,40-44,871
2013,Broj,GRAD TREBINJE,Ž,40-44,841
2013,Broj,UGLJEVIK,Oba spola,40-44,1004
2013,Broj,UGLJEVIK,M,40-44,507
2013,Broj,UGLJEVIK,Ž,40-44,497
2013,Broj,FOCA,Oba spola,40-44,1010
2013,Broj,FOCA,M,40-44,536
2013,Broj,FOCA,Ž,40-44,474
2013,Broj,HAN PIJESAK,Oba spola,40-44,196
2013,Broj,HAN PIJESAK,M,40-44,98
2013,Broj,HAN PIJESAK,Ž,40-44,98
2013,Broj,CAJNICE,Oba spola,40-44,292
2013,Broj,CAJNICE,M,40-44,170
2013,Broj,CAJNICE,Ž,40-44,122
2013,Broj,CELINAC,Oba spola,40-44,996
2013,Broj,CELINAC,M,40-44,526
2013,Broj,CELINAC,Ž,40-44,470
2013,Broj,SAMAC,Oba spola,40-44,1083
2013,Broj,SAMAC,M,40-44,550
2013,Broj,SAMAC,Ž,40-44,533
2013,Broj,SEKOVICI,Oba spola,40-44,390
2013,Broj,SEKOVICI,M,40-44,215
2013,Broj,SEKOVICI,Ž,40-44,175
2013,Broj,SIPOVO,Oba spola,40-44,520
2013,Broj,SIPOVO,M,40-44,287
2013,Broj,SIPOVO,Ž,40-44,233
2013,Broj,REPUBLIKA SRPSKA,Oba spola,45-49,83519
2013,Broj,REPUBLIKA SRPSKA,M,45-49,41755
2013,Broj,REPUBLIKA SRPSKA,Ž,45-49,41764
2013,Broj,GRAD BANJA LUKA,Oba spola,45-49,11834
2013,Broj,GRAD BANJA LUKA,M,45-49,5747
2013,Broj,GRAD BANJA LUKA,Ž,45-49,6087
2013,Broj,BERKOVICI,Oba spola,45-49,135
2013,Broj,BERKOVICI,M,45-49,76
2013,Broj,BERKOVICI,Ž,45-49,59
2013,Broj,GRAD BIJELJINA,Oba spola,45-49,7543
2013,Broj,GRAD BIJELJINA,M,45-49,3726
2013,Broj,GRAD BIJELJINA,Ž,45-49,3817
2013,Broj,BILECA,Oba spola,45-49,759
2013,Broj,BILECA,M,45-49,394
2013,Broj,BILECA,Ž,45-49,365
2013,Broj,BRATUNAC,Oba spola,45-49,1356
2013,Broj,BRATUNAC,M,45-49,691
2013,Broj,BRATUNAC,Ž,45-49,665
2013,Broj,BROD,Oba spola,45-49,1204
2013,Broj,BROD,M,45-49,615
2013,Broj,BROD,Ž,45-49,589
2013,Broj,VISEGRAD,Oba spola,45-49,718
2013,Broj,VISEGRAD,M,45-49,339
2013,Broj,VISEGRAD,Ž,45-49,379
2013,Broj,VLASENICA,Oba spola,45-49,777
2013,Broj,VLASENICA,M,45-49,377
2013,Broj,VLASENICA,Ž,45-49,400
2013,Broj,VUKOSAVLJE,Oba spola,45-49,353
2013,Broj,VUKOSAVLJE,M,45-49,185
2013,Broj,VUKOSAVLJE,Ž,45-49,168
2013,Broj,GACKO,Oba spola,45-49,689
2013,Broj,GACKO,M,45-49,350
2013,Broj,GACKO,Ž,45-49,339
2013,Broj,GRAD GRADISKA,Oba spola,45-49,3388
2013,Broj,GRAD GRADISKA,M,45-49,1674
2013,Broj,GRAD GRADISKA,Ž,45-49,1714
2013,Broj,GRAD DERVENTA,Oba spola,45-49,1941
2013,Broj,GRAD DERVENTA,M,45-49,957
2013,Broj,GRAD DERVENTA,Ž,45-49,984
2013,Broj,GRAD DOBOJ,Oba spola,45-49,4250
2013,Broj,GRAD DOBOJ,M,45-49,2110
2013,Broj,GRAD DOBOJ,Ž,45-49,2140
2013,Broj,DONJI ZABAR,Oba spola,45-49,310
2013,Broj,DONJI ZABAR,M,45-49,171
2013,Broj,DONJI ZABAR,Ž,45-49,139
2013,Broj,GRAD ZVORNIK,Oba spola,45-49,3945
2013,Broj,GRAD ZVORNIK,M,45-49,1954
2013,Broj,GRAD ZVORNIK,Ž,45-49,1991
2013,Broj,ISTOCNI DRVAR,Oba spola,45-49,6
2013,Broj,ISTOCNI DRVAR,M,45-49,5
2013,Broj,ISTOCNI DRVAR,Ž,45-49,1
2013,Broj,ISTOCNI MOSTAR,Oba spola,45-49,20
2013,Broj,ISTOCNI MOSTAR,M,45-49,12
2013,Broj,ISTOCNI MOSTAR,Ž,45-49,8
2013,Broj,GRAD ISTOCNO SARAJEVO,Oba spola,45-49,3918
2013,Broj,GRAD ISTOCNO SARAJEVO,M,45-49,1897
2013,Broj,GRAD ISTOCNO SARAJEVO,Ž,45-49,2021
2013,Broj,ISTOCNA ILIDZA,Oba spola,45-49,945
2013,Broj,ISTOCNA ILIDZA,M,45-49,454
2013,Broj,ISTOCNA ILIDZA,Ž,45-49,491
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,45-49,615
2013,Broj,ISTOCNO NOVO SARAJEVO,M,45-49,294
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,45-49,321
2013,Broj,ISTOČNI STARI GRAD,Oba spola,45-49,58
2013,Broj,ISTOČNI STARI GRAD,M,45-49,36
2013,Broj,ISTOČNI STARI GRAD,Ž,45-49,22
2013,Broj,PALE,Oba spola,45-49,1338
2013,Broj,PALE,M,45-49,632
2013,Broj,PALE,Ž,45-49,706
2013,Broj,SOKOLAC,Oba spola,45-49,814
2013,Broj,SOKOLAC,M,45-49,406
2013,Broj,SOKOLAC,Ž,45-49,408
2013,Broj,TRNOVO,Oba spola,45-49,148
2013,Broj,TRNOVO,M,45-49,75
2013,Broj,TRNOVO,Ž,45-49,73
2013,Broj,JEZERO,Oba spola,45-49,92
2013,Broj,JEZERO,M,45-49,44
2013,Broj,JEZERO,Ž,45-49,48
2013,Broj,KALINOVIK,Oba spola,45-49,109
2013,Broj,KALINOVIK,M,45-49,63
2013,Broj,KALINOVIK,Ž,45-49,46
2013,Broj,KNEZEVO,Oba spola,45-49,694
2013,Broj,KNEZEVO,M,45-49,355
2013,Broj,KNEZEVO,Ž,45-49,339
2013,Broj,KOSTAJNICA,Oba spola,45-49,427
2013,Broj,KOSTAJNICA,M,45-49,218
2013,Broj,KOSTAJNICA,Ž,45-49,209
2013,Broj,KOTOR VAROS,Oba spola,45-49,1389
2013,Broj,KOTOR VAROS,M,45-49,694
2013,Broj,KOTOR VAROS,Ž,45-49,695
2013,Broj,KOZARSKA DUBICA,Oba spola,45-49,1658
2013,Broj,KOZARSKA DUBICA,M,45-49,807
2013,Broj,KOZARSKA DUBICA,Ž,45-49,851
2013,Broj,KRUPA NA UNI,Oba spola,45-49,115
2013,Broj,KRUPA NA UNI,M,45-49,74
2013,Broj,KRUPA NA UNI,Ž,45-49,41
2013,Broj,KUPRES,Oba spola,45-49,18
2013,Broj,KUPRES,M,45-49,13
2013,Broj,KUPRES,Ž,45-49,5
2013,Broj,LAKTASI,Oba spola,45-49,2400
2013,Broj,LAKTASI,M,45-49,1193
2013,Broj,LAKTASI,Ž,45-49,1207
2013,Broj,LOPARE,Oba spola,45-49,1193
2013,Broj,LOPARE,M,45-49,642
2013,Broj,LOPARE,Ž,45-49,551
2013,Broj,LJUBINJE,Oba spola,45-49,247
2013,Broj,LJUBINJE,M,45-49,126
2013,Broj,LJUBINJE,Ž,45-49,121
2013,Broj,MILICI,Oba spola,45-49,726
2013,Broj,MILICI,M,45-49,350
2013,Broj,MILICI,Ž,45-49,376
2013,Broj,MODRICA,Oba spola,45-49,1846
2013,Broj,MODRICA,M,45-49,942
2013,Broj,MODRICA,Ž,45-49,904
2013,Broj,MRKONJIC GRAD,Oba spola,45-49,1024
2013,Broj,MRKONJIC GRAD,M,45-49,497
2013,Broj,MRKONJIC GRAD,Ž,45-49,527
2013,Broj,NEVESINJE,Oba spola,45-49,904
2013,Broj,NEVESINJE,M,45-49,496
2013,Broj,NEVESINJE,Ž,45-49,408
2013,Broj,NOVI GRAD,Oba spola,45-49,2010
2013,Broj,NOVI GRAD,M,45-49,1036
2013,Broj,NOVI GRAD,Ž,45-49,974
2013,Broj,NOVO GORAZDE,Oba spola,45-49,209
2013,Broj,NOVO GORAZDE,M,45-49,111
2013,Broj,NOVO GORAZDE,Ž,45-49,98
2013,Broj,OSMACI,Oba spola,45-49,419
2013,Broj,OSMACI,M,45-49,206
2013,Broj,OSMACI,Ž,45-49,213
2013,Broj,OSTRA LUKA,Oba spola,45-49,192
2013,Broj,OSTRA LUKA,M,45-49,118
2013,Broj,OSTRA LUKA,Ž,45-49,74
2013,Broj,PELAGICEVO,Oba spola,45-49,371
2013,Broj,PELAGICEVO,M,45-49,199
2013,Broj,PELAGICEVO,Ž,45-49,172
2013,Broj,PETROVAC,Oba spola,45-49,25
2013,Broj,PETROVAC,M,45-49,14
2013,Broj,PETROVAC,Ž,45-49,11
2013,Broj,PETROVO,Oba spola,45-49,467
2013,Broj,PETROVO,M,45-49,233
2013,Broj,PETROVO,Ž,45-49,234
2013,Broj,GRAD PRIJEDOR,Oba spola,45-49,6259
2013,Broj,GRAD PRIJEDOR,M,45-49,3158
2013,Broj,GRAD PRIJEDOR,Ž,45-49,3101
2013,Broj,PRNJAVOR,Oba spola,45-49,2338
2013,Broj,PRNJAVOR,M,45-49,1181
2013,Broj,PRNJAVOR,Ž,45-49,1157
2013,Broj,RIBNIK,Oba spola,45-49,375
2013,Broj,RIBNIK,M,45-49,219
2013,Broj,RIBNIK,Ž,45-49,156
2013,Broj,ROGATICA,Oba spola,45-49,648
2013,Broj,ROGATICA,M,45-49,346
2013,Broj,ROGATICA,Ž,45-49,302
2013,Broj,RUDO,Oba spola,45-49,634
2013,Broj,RUDO,M,45-49,321
2013,Broj,RUDO,Ž,45-49,313
2013,Broj,SRBAC,Oba spola,45-49,1178
2013,Broj,SRBAC,M,45-49,609
2013,Broj,SRBAC,Ž,45-49,569
2013,Broj,SREBRENICA,Oba spola,45-49,916
2013,Broj,SREBRENICA,M,45-49,439
2013,Broj,SREBRENICA,Ž,45-49,477
2013,Broj,STANARI,Oba spola,45-49,454
2013,Broj,STANARI,M,45-49,241
2013,Broj,STANARI,Ž,45-49,213
2013,Broj,TESLIC,Oba spola,45-49,2549
2013,Broj,TESLIC,M,45-49,1214
2013,Broj,TESLIC,Ž,45-49,1335
2013,Broj,GRAD TREBINJE,Oba spola,45-49,1966
2013,Broj,GRAD TREBINJE,M,45-49,955
2013,Broj,GRAD TREBINJE,Ž,45-49,1011
2013,Broj,UGLJEVIK,Oba spola,45-49,1148
2013,Broj,UGLJEVIK,M,45-49,584
2013,Broj,UGLJEVIK,Ž,45-49,564
2013,Broj,FOCA,Oba spola,45-49,1250
2013,Broj,FOCA,M,45-49,653
2013,Broj,FOCA,Ž,45-49,597
2013,Broj,HAN PIJESAK,Oba spola,45-49,252
2013,Broj,HAN PIJESAK,M,45-49,129
2013,Broj,HAN PIJESAK,Ž,45-49,123
2013,Broj,CAJNICE,Oba spola,45-49,379
2013,Broj,CAJNICE,M,45-49,204
2013,Broj,CAJNICE,Ž,45-49,175
2013,Broj,CELINAC,Oba spola,45-49,1164
2013,Broj,CELINAC,M,45-49,566
2013,Broj,CELINAC,Ž,45-49,598
2013,Broj,SAMAC,Oba spola,45-49,1233
2013,Broj,SAMAC,M,45-49,647
2013,Broj,SAMAC,Ž,45-49,586
2013,Broj,SEKOVICI,Oba spola,45-49,468
2013,Broj,SEKOVICI,M,45-49,243
2013,Broj,SEKOVICI,Ž,45-49,225
2013,Broj,SIPOVO,Oba spola,45-49,627
2013,Broj,SIPOVO,M,45-49,335
2013,Broj,SIPOVO,Ž,45-49,292
2013,Broj,REPUBLIKA SRPSKA,Oba spola,50-54,92008
2013,Broj,REPUBLIKA SRPSKA,M,50-54,45161
2013,Broj,REPUBLIKA SRPSKA,Ž,50-54,46847
2013,Broj,GRAD BANJA LUKA,Oba spola,50-54,13389
2013,Broj,GRAD BANJA LUKA,M,50-54,6323
2013,Broj,GRAD BANJA LUKA,Ž,50-54,7066
2013,Broj,BERKOVICI,Oba spola,50-54,119
2013,Broj,BERKOVICI,M,50-54,72
2013,Broj,BERKOVICI,Ž,50-54,47
2013,Broj,GRAD BIJELJINA,Oba spola,50-54,8051
2013,Broj,GRAD BIJELJINA,M,50-54,3989
2013,Broj,GRAD BIJELJINA,Ž,50-54,4062
2013,Broj,BILECA,Oba spola,50-54,814
2013,Broj,BILECA,M,50-54,425
2013,Broj,BILECA,Ž,50-54,389
2013,Broj,BRATUNAC,Oba spola,50-54,1567
2013,Broj,BRATUNAC,M,50-54,743
2013,Broj,BRATUNAC,Ž,50-54,824
2013,Broj,BROD,Oba spola,50-54,1259
2013,Broj,BROD,M,50-54,613
2013,Broj,BROD,Ž,50-54,646
2013,Broj,VISEGRAD,Oba spola,50-54,832
2013,Broj,VISEGRAD,M,50-54,401
2013,Broj,VISEGRAD,Ž,50-54,431
2013,Broj,VLASENICA,Oba spola,50-54,897
2013,Broj,VLASENICA,M,50-54,417
2013,Broj,VLASENICA,Ž,50-54,480
2013,Broj,VUKOSAVLJE,Oba spola,50-54,318
2013,Broj,VUKOSAVLJE,M,50-54,166
2013,Broj,VUKOSAVLJE,Ž,50-54,152
2013,Broj,GACKO,Oba spola,50-54,758
2013,Broj,GACKO,M,50-54,394
2013,Broj,GACKO,Ž,50-54,364
2013,Broj,GRAD GRADISKA,Oba spola,50-54,3640
2013,Broj,GRAD GRADISKA,M,50-54,1754
2013,Broj,GRAD GRADISKA,Ž,50-54,1886
2013,Broj,GRAD DERVENTA,Oba spola,50-54,1961
2013,Broj,GRAD DERVENTA,M,50-54,990
2013,Broj,GRAD DERVENTA,Ž,50-54,971
2013,Broj,GRAD DOBOJ,Oba spola,50-54,4828
2013,Broj,GRAD DOBOJ,M,50-54,2232
2013,Broj,GRAD DOBOJ,Ž,50-54,2596
2013,Broj,DONJI ZABAR,Oba spola,50-54,247
2013,Broj,DONJI ZABAR,M,50-54,128
2013,Broj,DONJI ZABAR,Ž,50-54,119
2013,Broj,GRAD ZVORNIK,Oba spola,50-54,4358
2013,Broj,GRAD ZVORNIK,M,50-54,2089
2013,Broj,GRAD ZVORNIK,Ž,50-54,2269
2013,Broj,ISTOCNI DRVAR,Oba spola,50-54,10
2013,Broj,ISTOCNI DRVAR,M,50-54,9
2013,Broj,ISTOCNI DRVAR,Ž,50-54,1
2013,Broj,ISTOCNI MOSTAR,Oba spola,50-54,15
2013,Broj,ISTOCNI MOSTAR,M,50-54,9
2013,Broj,ISTOCNI MOSTAR,Ž,50-54,6
2013,Broj,GRAD ISTOCNO SARAJEVO,Oba spola,50-54,4849
2013,Broj,GRAD ISTOCNO SARAJEVO,M,50-54,2257
2013,Broj,GRAD ISTOCNO SARAJEVO,Ž,50-54,2592
2013,Broj,ISTOCNA ILIDZA,Oba spola,50-54,1158
2013,Broj,ISTOCNA ILIDZA,M,50-54,541
2013,Broj,ISTOCNA ILIDZA,Ž,50-54,617
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,50-54,751
2013,Broj,ISTOCNO NOVO SARAJEVO,M,50-54,330
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,50-54,421
2013,Broj,ISTOČNI STARI GRAD,Oba spola,50-54,99
2013,Broj,ISTOČNI STARI GRAD,M,50-54,51
2013,Broj,ISTOČNI STARI GRAD,Ž,50-54,48
2013,Broj,PALE,Oba spola,50-54,1671
2013,Broj,PALE,M,50-54,779
2013,Broj,PALE,Ž,50-54,892
2013,Broj,SOKOLAC,Oba spola,50-54,991
2013,Broj,SOKOLAC,M,50-54,474
2013,Broj,SOKOLAC,Ž,50-54,517
2013,Broj,TRNOVO,Oba spola,50-54,179
2013,Broj,TRNOVO,M,50-54,82
2013,Broj,TRNOVO,Ž,50-54,97
2013,Broj,JEZERO,Oba spola,50-54,94
2013,Broj,JEZERO,M,50-54,46
2013,Broj,JEZERO,Ž,50-54,48
2013,Broj,KALINOVIK,Oba spola,50-54,176
2013,Broj,KALINOVIK,M,50-54,100
2013,Broj,KALINOVIK,Ž,50-54,76
2013,Broj,KNEZEVO,Oba spola,50-54,788
2013,Broj,KNEZEVO,M,50-54,403
2013,Broj,KNEZEVO,Ž,50-54,385
2013,Broj,KOSTAJNICA,Oba spola,50-54,476
2013,Broj,KOSTAJNICA,M,50-54,217
2013,Broj,KOSTAJNICA,Ž,50-54,259
2013,Broj,KOTOR VAROS,Oba spola,50-54,1356
2013,Broj,KOTOR VAROS,M,50-54,661
2013,Broj,KOTOR VAROS,Ž,50-54,695
2013,Broj,KOZARSKA DUBICA,Oba spola,50-54,1784
2013,Broj,KOZARSKA DUBICA,M,50-54,886
2013,Broj,KOZARSKA DUBICA,Ž,50-54,898
2013,Broj,KRUPA NA UNI,Oba spola,50-54,118
2013,Broj,KRUPA NA UNI,M,50-54,74
2013,Broj,KRUPA NA UNI,Ž,50-54,44
2013,Broj,KUPRES,Oba spola,50-54,18
2013,Broj,KUPRES,M,50-54,12
2013,Broj,KUPRES,Ž,50-54,6
2013,Broj,LAKTASI,Oba spola,50-54,2554
2013,Broj,LAKTASI,M,50-54,1247
2013,Broj,LAKTASI,Ž,50-54,1307
2013,Broj,LOPARE,Oba spola,50-54,1352
2013,Broj,LOPARE,M,50-54,737
2013,Broj,LOPARE,Ž,50-54,615
2013,Broj,LJUBINJE,Oba spola,50-54,290
2013,Broj,LJUBINJE,M,50-54,144
2013,Broj,LJUBINJE,Ž,50-54,146
2013,Broj,MILICI,Oba spola,50-54,926
2013,Broj,MILICI,M,50-54,422
2013,Broj,MILICI,Ž,50-54,504
2013,Broj,MODRICA,Oba spola,50-54,1986
2013,Broj,MODRICA,M,50-54,969
2013,Broj,MODRICA,Ž,50-54,1017
2013,Broj,MRKONJIC GRAD,Oba spola,50-54,1099
2013,Broj,MRKONJIC GRAD,M,50-54,501
2013,Broj,MRKONJIC GRAD,Ž,50-54,598
2013,Broj,NEVESINJE,Oba spola,50-54,927
2013,Broj,NEVESINJE,M,50-54,497
2013,Broj,NEVESINJE,Ž,50-54,430
2013,Broj,NOVI GRAD,Oba spola,50-54,2234
2013,Broj,NOVI GRAD,M,50-54,1171
2013,Broj,NOVI GRAD,Ž,50-54,1063
2013,Broj,NOVO GORAZDE,Oba spola,50-54,254
2013,Broj,NOVO GORAZDE,M,50-54,128
2013,Broj,NOVO GORAZDE,Ž,50-54,126
2013,Broj,OSMACI,Oba spola,50-54,440
2013,Broj,OSMACI,M,50-54,232
2013,Broj,OSMACI,Ž,50-54,208
2013,Broj,OSTRA LUKA,Oba spola,50-54,196
2013,Broj,OSTRA LUKA,M,50-54,114
2013,Broj,OSTRA LUKA,Ž,50-54,82
2013,Broj,PELAGICEVO,Oba spola,50-54,326
2013,Broj,PELAGICEVO,M,50-54,182
2013,Broj,PELAGICEVO,Ž,50-54,144
2013,Broj,PETROVAC,Oba spola,50-54,21
2013,Broj,PETROVAC,M,50-54,13
2013,Broj,PETROVAC,Ž,50-54,8
2013,Broj,PETROVO,Oba spola,50-54,562
2013,Broj,PETROVO,M,50-54,264
2013,Broj,PETROVO,Ž,50-54,298
2013,Broj,GRAD PRIJEDOR,Oba spola,50-54,6666
2013,Broj,GRAD PRIJEDOR,M,50-54,3372
2013,Broj,GRAD PRIJEDOR,Ž,50-54,3294
2013,Broj,PRNJAVOR,Oba spola,50-54,2444
2013,Broj,PRNJAVOR,M,50-54,1234
2013,Broj,PRNJAVOR,Ž,50-54,1210
2013,Broj,RIBNIK,Oba spola,50-54,439
2013,Broj,RIBNIK,M,50-54,242
2013,Broj,RIBNIK,Ž,50-54,197
2013,Broj,ROGATICA,Oba spola,50-54,821
2013,Broj,ROGATICA,M,50-54,416
2013,Broj,ROGATICA,Ž,50-54,405
2013,Broj,RUDO,Oba spola,50-54,630
2013,Broj,RUDO,M,50-54,324
2013,Broj,RUDO,Ž,50-54,306
2013,Broj,SRBAC,Oba spola,50-54,1198
2013,Broj,SRBAC,M,50-54,608
2013,Broj,SRBAC,Ž,50-54,590
2013,Broj,SREBRENICA,Oba spola,50-54,932
2013,Broj,SREBRENICA,M,50-54,473
2013,Broj,SREBRENICA,Ž,50-54,459
2013,Broj,STANARI,Oba spola,50-54,511
2013,Broj,STANARI,M,50-54,274
2013,Broj,STANARI,Ž,50-54,237
2013,Broj,TESLIC,Oba spola,50-54,2837
2013,Broj,TESLIC,M,50-54,1350
2013,Broj,TESLIC,Ž,50-54,1487
2013,Broj,GRAD TREBINJE,Oba spola,50-54,2231
2013,Broj,GRAD TREBINJE,M,50-54,1046
2013,Broj,GRAD TREBINJE,Ž,50-54,1185
2013,Broj,UGLJEVIK,Oba spola,50-54,1311
2013,Broj,UGLJEVIK,M,50-54,709
2013,Broj,UGLJEVIK,Ž,50-54,602
2013,Broj,FOCA,Oba spola,50-54,1436
2013,Broj,FOCA,M,50-54,760
2013,Broj,FOCA,Ž,50-54,676
