Year,UNIT_MEASURE,ADMIN_AREA,SEX,Disabilities,Value
2013,NUMBER,REPUBLIKA SRPSKA,_T,_T,1170342
2013,NUMBER,REPUBLIKA SRPSKA,M,_T,571812
2013,NUMBER,REPUBLIKA SRPSKA,F,_T,598530
2013,NUMBER,BANJA LUKA,_T,_T,180053
2013,NUMBER,BANJA LUKA,M,_T,86510
2013,NUMBER,BANJA LUKA,F,_T,93543
2013,NUMBER,BERKOVICI,_T,_T,2041
2013,NUMBER,BERKOVICI,M,_T,1032
2013,NUMBER,BERKOVICI,F,_T,1009
2013,NUMBER,BIJELJINA,_T,_T,103874
2013,NUMBER,BIJELJINA,M,_T,50760
2013,NUMBER,BIJELJINA,F,_T,53114
2013,NUMBER,BILECA,_T,_T,10607
2013,NUMBER,BILECA,M,_T,5346
2013,NUMBER,BILECA,F,_T,5261
2013,NUMBER,BRATUNAC,_T,_T,18651
2013,NUMBER,BRATUNAC,M,_T,9210
2013,NUMBER,BRATUNAC,F,_T,9441
2013,NUMBER,BROD,_T,_T,15720
2013,NUMBER,BROD,M,_T,7670
2013,NUMBER,BROD,F,_T,8050
2013,NUMBER,VISEGRAD,_T,_T,10118
2013,NUMBER,VISEGRAD,M,_T,4834
2013,NUMBER,VISEGRAD,F,_T,5284
2013,NUMBER,VLASENICA,_T,_T,10657
2013,NUMBER,VLASENICA,M,_T,5193
2013,NUMBER,VLASENICA,F,_T,5464
2013,NUMBER,VUKOSAVLJE,_T,_T,4363
2013,NUMBER,VUKOSAVLJE,M,_T,2185
2013,NUMBER,VUKOSAVLJE,F,_T,2178
2013,NUMBER,GACKO,_T,_T,8710
2013,NUMBER,GACKO,M,_T,4423
2013,NUMBER,GACKO,F,_T,4287
2013,NUMBER,GRADISKA,_T,_T,49196
2013,NUMBER,GRADISKA,M,_T,23944
2013,NUMBER,GRADISKA,F,_T,25252
2013,NUMBER,DERVENTA,_T,_T,25922
2013,NUMBER,DERVENTA,M,_T,12629
2013,NUMBER,DERVENTA,F,_T,13293
2013,NUMBER,DOBOJ,_T,_T,68514
2013,NUMBER,DOBOJ,M,_T,33222
2013,NUMBER,DOBOJ,F,_T,35292
2013,NUMBER,DONJI ZABAR,_T,_T,3669
2013,NUMBER,DONJI ZABAR,M,_T,1853
2013,NUMBER,DONJI ZABAR,F,_T,1816
2013,NUMBER,ZVORNIK,_T,_T,54407
2013,NUMBER,ZVORNIK,M,_T,26803
2013,NUMBER,ZVORNIK,F,_T,27604
2013,NUMBER,ISTOCNA ILIDZA,_T,_T,14437
2013,NUMBER,ISTOCNA ILIDZA,M,_T,6905
2013,NUMBER,ISTOCNA ILIDZA,F,_T,7532
2013,NUMBER,ISTOCNI DRVAR,_T,_T,66
2013,NUMBER,ISTOCNI DRVAR,M,_T,44
2013,NUMBER,ISTOCNI DRVAR,F,_T,22
2013,NUMBER,ISTOCNI MOSTAR,_T,_T,244
2013,NUMBER,ISTOCNI MOSTAR,M,_T,138
2013,NUMBER,ISTOCNI MOSTAR,F,_T,106
2013,NUMBER,ISTOCNI STARI GRAD,_T,_T,1116
2013,NUMBER,ISTOCNI STARI GRAD,M,_T,552
2013,NUMBER,ISTOCNI STARI GRAD,F,_T,564
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,_T,10401
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,_T,4936
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,_T,5465
2013,NUMBER,JEZERO,_T,_T,1039
2013,NUMBER,JEZERO,M,_T,534
2013,NUMBER,JEZERO,F,_T,505
2013,NUMBER,KALINOVIK,_T,_T,1962
2013,NUMBER,KALINOVIK,M,_T,950
2013,NUMBER,KALINOVIK,F,_T,1012
2013,NUMBER,KNEZEVO,_T,_T,9368
2013,NUMBER,KNEZEVO,M,_T,4632
2013,NUMBER,KNEZEVO,F,_T,4736
2013,NUMBER,KOZARSKA DUBICA,_T,_T,20681
2013,NUMBER,KOZARSKA DUBICA,M,_T,10094
2013,NUMBER,KOZARSKA DUBICA,F,_T,10587
2013,NUMBER,KOSTAJNICA,_T,_T,5645
2013,NUMBER,KOSTAJNICA,M,_T,2780
2013,NUMBER,KOSTAJNICA,F,_T,2865
2013,NUMBER,KOTOR VAROS,_T,_T,18361
2013,NUMBER,KOTOR VAROS,M,_T,9007
2013,NUMBER,KOTOR VAROS,F,_T,9354
2013,NUMBER,KRUPA NA UNI,_T,_T,1560
2013,NUMBER,KRUPA NA UNI,M,_T,841
2013,NUMBER,KRUPA NA UNI,F,_T,719
2013,NUMBER,KUPRES,_T,_T,293
2013,NUMBER,KUPRES,M,_T,157
2013,NUMBER,KUPRES,F,_T,136
2013,NUMBER,LAKTASI,_T,_T,34210
2013,NUMBER,LAKTASI,M,_T,16905
2013,NUMBER,LAKTASI,F,_T,17305
2013,NUMBER,LOPARE,_T,_T,14689
2013,NUMBER,LOPARE,M,_T,7377
2013,NUMBER,LOPARE,F,_T,7312
2013,NUMBER,LJUBINJE,_T,_T,3319
2013,NUMBER,LJUBINJE,M,_T,1633
2013,NUMBER,LJUBINJE,F,_T,1686
2013,NUMBER,MILICI,_T,_T,10445
2013,NUMBER,MILICI,M,_T,5252
2013,NUMBER,MILICI,F,_T,5193
2013,NUMBER,MODRICA,_T,_T,24490
2013,NUMBER,MODRICA,M,_T,11969
2013,NUMBER,MODRICA,F,_T,12521
2013,NUMBER,MRKONJIC GRAD,_T,_T,15926
2013,NUMBER,MRKONJIC GRAD,M,_T,7660
2013,NUMBER,MRKONJIC GRAD,F,_T,8266
2013,NUMBER,NEVESINJE,_T,_T,12542
2013,NUMBER,NEVESINJE,M,_T,6236
2013,NUMBER,NEVESINJE,F,_T,6306
2013,NUMBER,NOVI GRAD,_T,_T,25240
2013,NUMBER,NOVI GRAD,M,_T,12580
2013,NUMBER,NOVI GRAD,F,_T,12660
2013,NUMBER,NOVO GORAZDE,_T,_T,2915
2013,NUMBER,NOVO GORAZDE,M,_T,1500
2013,NUMBER,NOVO GORAZDE,F,_T,1415
2013,NUMBER,OSMACI,_T,_T,5546
2013,NUMBER,OSMACI,M,_T,2779
2013,NUMBER,OSMACI,F,_T,2767
2013,NUMBER,OSTRA LUKA,_T,_T,2705
2013,NUMBER,OSTRA LUKA,M,_T,1386
2013,NUMBER,OSTRA LUKA,F,_T,1319
2013,NUMBER,PALE,_T,_T,20359
2013,NUMBER,PALE,M,_T,9744
2013,NUMBER,PALE,F,_T,10615
2013,NUMBER,PELAGICEVO,_T,_T,4358
2013,NUMBER,PELAGICEVO,M,_T,2151
2013,NUMBER,PELAGICEVO,F,_T,2207
2013,NUMBER,PETROVAC,_T,_T,354
2013,NUMBER,PETROVAC,M,_T,169
2013,NUMBER,PETROVAC,F,_T,185
2013,NUMBER,PETROVO,_T,_T,6317
2013,NUMBER,PETROVO,M,_T,3043
2013,NUMBER,PETROVO,F,_T,3274
2013,NUMBER,PRIJEDOR,_T,_T,80916
2013,NUMBER,PRIJEDOR,M,_T,39418
2013,NUMBER,PRIJEDOR,F,_T,41498
2013,NUMBER,PRNJAVOR,_T,_T,34357
2013,NUMBER,PRNJAVOR,M,_T,16675
2013,NUMBER,PRNJAVOR,F,_T,17682
2013,NUMBER,RIBNIK,_T,_T,5851
2013,NUMBER,RIBNIK,M,_T,2900
2013,NUMBER,RIBNIK,F,_T,2951
2013,NUMBER,ROGATICA,_T,_T,10302
2013,NUMBER,ROGATICA,M,_T,5053
2013,NUMBER,ROGATICA,F,_T,5249
2013,NUMBER,RUDO,_T,_T,7578
2013,NUMBER,RUDO,M,_T,3840
2013,NUMBER,RUDO,F,_T,3738
2013,NUMBER,SOKOLAC,_T,_T,11620
2013,NUMBER,SOKOLAC,M,_T,5723
2013,NUMBER,SOKOLAC,F,_T,5897
2013,NUMBER,SRBAC,_T,_T,16933
2013,NUMBER,SRBAC,M,_T,8295
2013,NUMBER,SRBAC,F,_T,8638
2013,NUMBER,SREBRENICA,_T,_T,11698
2013,NUMBER,SREBRENICA,M,_T,5714
2013,NUMBER,SREBRENICA,F,_T,5984
2013,NUMBER,TESLIC,_T,_T,37236
2013,NUMBER,TESLIC,M,_T,17894
2013,NUMBER,TESLIC,F,_T,19342
2013,NUMBER,TREBINJE,_T,_T,28239
2013,NUMBER,TREBINJE,M,_T,13760
2013,NUMBER,TREBINJE,F,_T,14479
2013,NUMBER,TRNOVO,_T,_T,1983
2013,NUMBER,TRNOVO,M,_T,953
2013,NUMBER,TRNOVO,F,_T,1030
2013,NUMBER,UGLJEVIK,_T,_T,15118
2013,NUMBER,UGLJEVIK,M,_T,7626
2013,NUMBER,UGLJEVIK,F,_T,7492
2013,NUMBER,FOCA,_T,_T,17580
2013,NUMBER,FOCA,M,_T,8880
2013,NUMBER,FOCA,F,_T,8700
2013,NUMBER,HAN PIJESAK,_T,_T,3445
2013,NUMBER,HAN PIJESAK,M,_T,1632
2013,NUMBER,HAN PIJESAK,F,_T,1813
2013,NUMBER,CAJNICE,_T,_T,4679
2013,NUMBER,CAJNICE,M,_T,2347
2013,NUMBER,CAJNICE,F,_T,2332
2013,NUMBER,CELINAC,_T,_T,15117
2013,NUMBER,CELINAC,M,_T,7477
2013,NUMBER,CELINAC,F,_T,7640
2013,NUMBER,SAMAC,_T,_T,16308
2013,NUMBER,SAMAC,M,_T,7908
2013,NUMBER,SAMAC,F,_T,8400
2013,NUMBER,SEKOVICI,_T,_T,6323
2013,NUMBER,SEKOVICI,M,_T,3103
2013,NUMBER,SEKOVICI,F,_T,3220
2013,NUMBER,SIPOVO,_T,_T,9969
2013,NUMBER,SIPOVO,M,_T,5046
2013,NUMBER,SIPOVO,F,_T,4923
2013,NUMBER,REPUBLIKA SRPSKA,_T,disabilities_T,102262
2013,NUMBER,REPUBLIKA SRPSKA,M,disabilities_T,46720
2013,NUMBER,REPUBLIKA SRPSKA,F,disabilities_T,55542
2013,NUMBER,BANJA LUKA,_T,disabilities_T,13450
2013,NUMBER,BANJA LUKA,M,disabilities_T,6251
2013,NUMBER,BANJA LUKA,F,disabilities_T,7199
2013,NUMBER,BERKOVICI,_T,disabilities_T,165
2013,NUMBER,BERKOVICI,M,disabilities_T,75
2013,NUMBER,BERKOVICI,F,disabilities_T,90
2013,NUMBER,BIJELJINA,_T,disabilities_T,8763
2013,NUMBER,BIJELJINA,M,disabilities_T,3967
2013,NUMBER,BIJELJINA,F,disabilities_T,4796
2013,NUMBER,BILECA,_T,disabilities_T,813
2013,NUMBER,BILECA,M,disabilities_T,339
2013,NUMBER,BILECA,F,disabilities_T,474
2013,NUMBER,BRATUNAC,_T,disabilities_T,1534
2013,NUMBER,BRATUNAC,M,disabilities_T,688
2013,NUMBER,BRATUNAC,F,disabilities_T,846
2013,NUMBER,BROD,_T,disabilities_T,1420
2013,NUMBER,BROD,M,disabilities_T,658
2013,NUMBER,BROD,F,disabilities_T,762
2013,NUMBER,VISEGRAD,_T,disabilities_T,1097
2013,NUMBER,VISEGRAD,M,disabilities_T,422
2013,NUMBER,VISEGRAD,F,disabilities_T,675
2013,NUMBER,VLASENICA,_T,disabilities_T,786
2013,NUMBER,VLASENICA,M,disabilities_T,393
2013,NUMBER,VLASENICA,F,disabilities_T,393
2013,NUMBER,VUKOSAVLJE,_T,disabilities_T,472
2013,NUMBER,VUKOSAVLJE,M,disabilities_T,226
2013,NUMBER,VUKOSAVLJE,F,disabilities_T,246
2013,NUMBER,GACKO,_T,disabilities_T,597
2013,NUMBER,GACKO,M,disabilities_T,261
2013,NUMBER,GACKO,F,disabilities_T,336
2013,NUMBER,GRADISKA,_T,disabilities_T,4427
2013,NUMBER,GRADISKA,M,disabilities_T,1965
2013,NUMBER,GRADISKA,F,disabilities_T,2462
2013,NUMBER,DERVENTA,_T,disabilities_T,2529
2013,NUMBER,DERVENTA,M,disabilities_T,1153
2013,NUMBER,DERVENTA,F,disabilities_T,1376
2013,NUMBER,DOBOJ,_T,disabilities_T,7404
2013,NUMBER,DOBOJ,M,disabilities_T,3292
2013,NUMBER,DOBOJ,F,disabilities_T,4112
2013,NUMBER,DONJI ZABAR,_T,disabilities_T,313
2013,NUMBER,DONJI ZABAR,M,disabilities_T,146
2013,NUMBER,DONJI ZABAR,F,disabilities_T,167
2013,NUMBER,ZVORNIK,_T,disabilities_T,4328
2013,NUMBER,ZVORNIK,M,disabilities_T,2027
2013,NUMBER,ZVORNIK,F,disabilities_T,2301
2013,NUMBER,ISTOCNA ILIDZA,_T,disabilities_T,1025
2013,NUMBER,ISTOCNA ILIDZA,M,disabilities_T,464
2013,NUMBER,ISTOCNA ILIDZA,F,disabilities_T,561
2013,NUMBER,ISTOCNI DRVAR,_T,disabilities_T,9
2013,NUMBER,ISTOCNI DRVAR,M,disabilities_T,5
2013,NUMBER,ISTOCNI DRVAR,F,disabilities_T,4
2013,NUMBER,ISTOCNI MOSTAR,_T,disabilities_T,14
2013,NUMBER,ISTOCNI MOSTAR,M,disabilities_T,4
2013,NUMBER,ISTOCNI MOSTAR,F,disabilities_T,10
2013,NUMBER,ISTOCNI STARI GRAD,_T,disabilities_T,100
2013,NUMBER,ISTOCNI STARI GRAD,M,disabilities_T,42
2013,NUMBER,ISTOCNI STARI GRAD,F,disabilities_T,58
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,disabilities_T,611
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,disabilities_T,276
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,disabilities_T,335
2013,NUMBER,JEZERO,_T,disabilities_T,80
2013,NUMBER,JEZERO,M,disabilities_T,37
2013,NUMBER,JEZERO,F,disabilities_T,43
2013,NUMBER,KALINOVIK,_T,disabilities_T,203
2013,NUMBER,KALINOVIK,M,disabilities_T,88
2013,NUMBER,KALINOVIK,F,disabilities_T,115
2013,NUMBER,KNEZEVO,_T,disabilities_T,933
2013,NUMBER,KNEZEVO,M,disabilities_T,449
2013,NUMBER,KNEZEVO,F,disabilities_T,484
2013,NUMBER,KOZARSKA DUBICA,_T,disabilities_T,2078
2013,NUMBER,KOZARSKA DUBICA,M,disabilities_T,919
2013,NUMBER,KOZARSKA DUBICA,F,disabilities_T,1159
2013,NUMBER,KOSTAJNICA,_T,disabilities_T,475
2013,NUMBER,KOSTAJNICA,M,disabilities_T,216
2013,NUMBER,KOSTAJNICA,F,disabilities_T,259
2013,NUMBER,KOTOR VAROS,_T,disabilities_T,1857
2013,NUMBER,KOTOR VAROS,M,disabilities_T,865
2013,NUMBER,KOTOR VAROS,F,disabilities_T,992
2013,NUMBER,KRUPA NA UNI,_T,disabilities_T,204
2013,NUMBER,KRUPA NA UNI,M,disabilities_T,93
2013,NUMBER,KRUPA NA UNI,F,disabilities_T,111
2013,NUMBER,KUPRES,_T,disabilities_T,49
2013,NUMBER,KUPRES,M,disabilities_T,27
2013,NUMBER,KUPRES,F,disabilities_T,22
2013,NUMBER,LAKTASI,_T,disabilities_T,2445
2013,NUMBER,LAKTASI,M,disabilities_T,1196
2013,NUMBER,LAKTASI,F,disabilities_T,1249
2013,NUMBER,LOPARE,_T,disabilities_T,1612
2013,NUMBER,LOPARE,M,disabilities_T,791
2013,NUMBER,LOPARE,F,disabilities_T,821
2013,NUMBER,LJUBINJE,_T,disabilities_T,197
2013,NUMBER,LJUBINJE,M,disabilities_T,84
2013,NUMBER,LJUBINJE,F,disabilities_T,113
2013,NUMBER,MILICI,_T,disabilities_T,860
2013,NUMBER,MILICI,M,disabilities_T,392
2013,NUMBER,MILICI,F,disabilities_T,468
2013,NUMBER,MODRICA,_T,disabilities_T,2458
2013,NUMBER,MODRICA,M,disabilities_T,1119
2013,NUMBER,MODRICA,F,disabilities_T,1339
2013,NUMBER,MRKONJIC GRAD,_T,disabilities_T,1300
2013,NUMBER,MRKONJIC GRAD,M,disabilities_T,602
2013,NUMBER,MRKONJIC GRAD,F,disabilities_T,698
2013,NUMBER,NEVESINJE,_T,disabilities_T,876
2013,NUMBER,NEVESINJE,M,disabilities_T,379
2013,NUMBER,NEVESINJE,F,disabilities_T,497
2013,NUMBER,NOVI GRAD,_T,disabilities_T,2687
2013,NUMBER,NOVI GRAD,M,disabilities_T,1179
2013,NUMBER,NOVI GRAD,F,disabilities_T,1508
2013,NUMBER,NOVO GORAZDE,_T,disabilities_T,206
2013,NUMBER,NOVO GORAZDE,M,disabilities_T,101
2013,NUMBER,NOVO GORAZDE,F,disabilities_T,105
2013,NUMBER,OSMACI,_T,disabilities_T,513
2013,NUMBER,OSMACI,M,disabilities_T,234
2013,NUMBER,OSMACI,F,disabilities_T,279
2013,NUMBER,OSTRA LUKA,_T,disabilities_T,394
2013,NUMBER,OSTRA LUKA,M,disabilities_T,205
2013,NUMBER,OSTRA LUKA,F,disabilities_T,189
2013,NUMBER,PALE,_T,disabilities_T,1289
2013,NUMBER,PALE,M,disabilities_T,594
2013,NUMBER,PALE,F,disabilities_T,695
2013,NUMBER,PELAGICEVO,_T,disabilities_T,688
2013,NUMBER,PELAGICEVO,M,disabilities_T,299
2013,NUMBER,PELAGICEVO,F,disabilities_T,389
2013,NUMBER,PETROVAC,_T,disabilities_T,16
2013,NUMBER,PETROVAC,M,disabilities_T,6
2013,NUMBER,PETROVAC,F,disabilities_T,10
2013,NUMBER,PETROVO,_T,disabilities_T,944
2013,NUMBER,PETROVO,M,disabilities_T,399
2013,NUMBER,PETROVO,F,disabilities_T,545
2013,NUMBER,PRIJEDOR,_T,disabilities_T,7173
2013,NUMBER,PRIJEDOR,M,disabilities_T,3333
2013,NUMBER,PRIJEDOR,F,disabilities_T,3840
2013,NUMBER,PRNJAVOR,_T,disabilities_T,3309
2013,NUMBER,PRNJAVOR,M,disabilities_T,1497
2013,NUMBER,PRNJAVOR,F,disabilities_T,1812
2013,NUMBER,RIBNIK,_T,disabilities_T,701
2013,NUMBER,RIBNIK,M,disabilities_T,323
2013,NUMBER,RIBNIK,F,disabilities_T,378
2013,NUMBER,ROGATICA,_T,disabilities_T,1012
2013,NUMBER,ROGATICA,M,disabilities_T,464
2013,NUMBER,ROGATICA,F,disabilities_T,548
2013,NUMBER,RUDO,_T,disabilities_T,596
2013,NUMBER,RUDO,M,disabilities_T,258
2013,NUMBER,RUDO,F,disabilities_T,338
2013,NUMBER,SOKOLAC,_T,disabilities_T,944
2013,NUMBER,SOKOLAC,M,disabilities_T,422
2013,NUMBER,SOKOLAC,F,disabilities_T,522
2013,NUMBER,SRBAC,_T,disabilities_T,1526
2013,NUMBER,SRBAC,M,disabilities_T,714
2013,NUMBER,SRBAC,F,disabilities_T,812
2013,NUMBER,SREBRENICA,_T,disabilities_T,1061
2013,NUMBER,SREBRENICA,M,disabilities_T,447
2013,NUMBER,SREBRENICA,F,disabilities_T,614
2013,NUMBER,TESLIC,_T,disabilities_T,3562
2013,NUMBER,TESLIC,M,disabilities_T,1683
2013,NUMBER,TESLIC,F,disabilities_T,1879
2013,NUMBER,TREBINJE,_T,disabilities_T,1860
2013,NUMBER,TREBINJE,M,disabilities_T,823
2013,NUMBER,TREBINJE,F,disabilities_T,1037
2013,NUMBER,TRNOVO,_T,disabilities_T,171
2013,NUMBER,TRNOVO,M,disabilities_T,70
2013,NUMBER,TRNOVO,F,disabilities_T,101
2013,NUMBER,UGLJEVIK,_T,disabilities_T,1179
2013,NUMBER,UGLJEVIK,M,disabilities_T,532
2013,NUMBER,UGLJEVIK,F,disabilities_T,647
2013,NUMBER,FOCA,_T,disabilities_T,1473
2013,NUMBER,FOCA,M,disabilities_T,725
2013,NUMBER,FOCA,F,disabilities_T,748
2013,NUMBER,HAN PIJESAK,_T,disabilities_T,269
2013,NUMBER,HAN PIJESAK,M,disabilities_T,99
2013,NUMBER,HAN PIJESAK,F,disabilities_T,170
2013,NUMBER,CAJNICE,_T,disabilities_T,461
2013,NUMBER,CAJNICE,M,disabilities_T,208
2013,NUMBER,CAJNICE,F,disabilities_T,253
2013,NUMBER,CELINAC,_T,disabilities_T,1672
2013,NUMBER,CELINAC,M,disabilities_T,800
2013,NUMBER,CELINAC,F,disabilities_T,872
2013,NUMBER,SAMAC,_T,disabilities_T,1634
2013,NUMBER,SAMAC,M,disabilities_T,724
2013,NUMBER,SAMAC,F,disabilities_T,910
2013,NUMBER,SEKOVICI,_T,disabilities_T,595
2013,NUMBER,SEKOVICI,M,disabilities_T,279
2013,NUMBER,SEKOVICI,F,disabilities_T,316
2013,NUMBER,SIPOVO,_T,disabilities_T,843
2013,NUMBER,SIPOVO,M,disabilities_T,391
2013,NUMBER,SIPOVO,F,disabilities_T,452
2013,NUMBER,REPUBLIKA SRPSKA,_T,eyesight,43020
2013,NUMBER,REPUBLIKA SRPSKA,M,eyesight,18052
2013,NUMBER,REPUBLIKA SRPSKA,F,eyesight,24968
2013,NUMBER,BANJA LUKA,_T,eyesight,5370
2013,NUMBER,BANJA LUKA,M,eyesight,2232
2013,NUMBER,BANJA LUKA,F,eyesight,3138
2013,NUMBER,BERKOVICI,_T,eyesight,73
2013,NUMBER,BERKOVICI,M,eyesight,33
2013,NUMBER,BERKOVICI,F,eyesight,40
2013,NUMBER,BIJELJINA,_T,eyesight,3450
2013,NUMBER,BIJELJINA,M,eyesight,1424
2013,NUMBER,BIJELJINA,F,eyesight,2026
2013,NUMBER,BILECA,_T,eyesight,375
2013,NUMBER,BILECA,M,eyesight,159
2013,NUMBER,BILECA,F,eyesight,216
2013,NUMBER,BRATUNAC,_T,eyesight,791
2013,NUMBER,BRATUNAC,M,eyesight,328
2013,NUMBER,BRATUNAC,F,eyesight,463
2013,NUMBER,BROD,_T,eyesight,596
2013,NUMBER,BROD,M,eyesight,252
2013,NUMBER,BROD,F,eyesight,344
2013,NUMBER,VISEGRAD,_T,eyesight,409
2013,NUMBER,VISEGRAD,M,eyesight,162
2013,NUMBER,VISEGRAD,F,eyesight,247
2013,NUMBER,VLASENICA,_T,eyesight,372
2013,NUMBER,VLASENICA,M,eyesight,171
2013,NUMBER,VLASENICA,F,eyesight,201
2013,NUMBER,VUKOSAVLJE,_T,eyesight,157
2013,NUMBER,VUKOSAVLJE,M,eyesight,74
2013,NUMBER,VUKOSAVLJE,F,eyesight,83
2013,NUMBER,GACKO,_T,eyesight,245
2013,NUMBER,GACKO,M,eyesight,107
2013,NUMBER,GACKO,F,eyesight,138
2013,NUMBER,GRADISKA,_T,eyesight,1881
2013,NUMBER,GRADISKA,M,eyesight,754
2013,NUMBER,GRADISKA,F,eyesight,1127
2013,NUMBER,DERVENTA,_T,eyesight,1172
2013,NUMBER,DERVENTA,M,eyesight,476
2013,NUMBER,DERVENTA,F,eyesight,696
2013,NUMBER,DOBOJ,_T,eyesight,3265
2013,NUMBER,DOBOJ,M,eyesight,1332
2013,NUMBER,DOBOJ,F,eyesight,1933
2013,NUMBER,DONJI ZABAR,_T,eyesight,122
2013,NUMBER,DONJI ZABAR,M,eyesight,50
2013,NUMBER,DONJI ZABAR,F,eyesight,72
2013,NUMBER,ZVORNIK,_T,eyesight,1920
2013,NUMBER,ZVORNIK,M,eyesight,842
2013,NUMBER,ZVORNIK,F,eyesight,1078
2013,NUMBER,ISTOCNA ILIDZA,_T,eyesight,423
2013,NUMBER,ISTOCNA ILIDZA,M,eyesight,183
2013,NUMBER,ISTOCNA ILIDZA,F,eyesight,240
2013,NUMBER,ISTOCNI DRVAR,_T,eyesight,5
2013,NUMBER,ISTOCNI DRVAR,M,eyesight,2
2013,NUMBER,ISTOCNI DRVAR,F,eyesight,3
2013,NUMBER,ISTOCNI MOSTAR,_T,eyesight,9
2013,NUMBER,ISTOCNI MOSTAR,M,eyesight,3
2013,NUMBER,ISTOCNI MOSTAR,F,eyesight,6
2013,NUMBER,ISTOCNI STARI GRAD,_T,eyesight,49
2013,NUMBER,ISTOCNI STARI GRAD,M,eyesight,22
2013,NUMBER,ISTOCNI STARI GRAD,F,eyesight,27
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,eyesight,255
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,eyesight,90
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,eyesight,165
2013,NUMBER,JEZERO,_T,eyesight,44
2013,NUMBER,JEZERO,M,eyesight,18
2013,NUMBER,JEZERO,F,eyesight,26
2013,NUMBER,KALINOVIK,_T,eyesight,87
2013,NUMBER,KALINOVIK,M,eyesight,35
2013,NUMBER,KALINOVIK,F,eyesight,52
2013,NUMBER,KNEZEVO,_T,eyesight,355
2013,NUMBER,KNEZEVO,M,eyesight,159
2013,NUMBER,KNEZEVO,F,eyesight,196
2013,NUMBER,KOZARSKA DUBICA,_T,eyesight,788
2013,NUMBER,KOZARSKA DUBICA,M,eyesight,329
2013,NUMBER,KOZARSKA DUBICA,F,eyesight,459
2013,NUMBER,KOSTAJNICA,_T,eyesight,226
2013,NUMBER,KOSTAJNICA,M,eyesight,104
2013,NUMBER,KOSTAJNICA,F,eyesight,122
2013,NUMBER,KOTOR VAROS,_T,eyesight,894
2013,NUMBER,KOTOR VAROS,M,eyesight,374
2013,NUMBER,KOTOR VAROS,F,eyesight,520
2013,NUMBER,KRUPA NA UNI,_T,eyesight,98
2013,NUMBER,KRUPA NA UNI,M,eyesight,47
2013,NUMBER,KRUPA NA UNI,F,eyesight,51
2013,NUMBER,KUPRES,_T,eyesight,12
2013,NUMBER,KUPRES,M,eyesight,8
2013,NUMBER,KUPRES,F,eyesight,4
2013,NUMBER,LAKTASI,_T,eyesight,1042
2013,NUMBER,LAKTASI,M,eyesight,460
2013,NUMBER,LAKTASI,F,eyesight,582
2013,NUMBER,LOPARE,_T,eyesight,691
2013,NUMBER,LOPARE,M,eyesight,297
2013,NUMBER,LOPARE,F,eyesight,394
2013,NUMBER,LJUBINJE,_T,eyesight,82
2013,NUMBER,LJUBINJE,M,eyesight,36
2013,NUMBER,LJUBINJE,F,eyesight,46
2013,NUMBER,MILICI,_T,eyesight,390
2013,NUMBER,MILICI,M,eyesight,165
2013,NUMBER,MILICI,F,eyesight,225
2013,NUMBER,MODRICA,_T,eyesight,990
2013,NUMBER,MODRICA,M,eyesight,443
2013,NUMBER,MODRICA,F,eyesight,547
2013,NUMBER,MRKONJIC GRAD,_T,eyesight,524
2013,NUMBER,MRKONJIC GRAD,M,eyesight,227
2013,NUMBER,MRKONJIC GRAD,F,eyesight,297
2013,NUMBER,NEVESINJE,_T,eyesight,401
2013,NUMBER,NEVESINJE,M,eyesight,187
2013,NUMBER,NEVESINJE,F,eyesight,214
2013,NUMBER,NOVI GRAD,_T,eyesight,1236
2013,NUMBER,NOVI GRAD,M,eyesight,483
2013,NUMBER,NOVI GRAD,F,eyesight,753
2013,NUMBER,NOVO GORAZDE,_T,eyesight,86
2013,NUMBER,NOVO GORAZDE,M,eyesight,35
2013,NUMBER,NOVO GORAZDE,F,eyesight,51
2013,NUMBER,OSMACI,_T,eyesight,243
2013,NUMBER,OSMACI,M,eyesight,102
2013,NUMBER,OSMACI,F,eyesight,141
2013,NUMBER,OSTRA LUKA,_T,eyesight,176
2013,NUMBER,OSTRA LUKA,M,eyesight,88
2013,NUMBER,OSTRA LUKA,F,eyesight,88
2013,NUMBER,PALE,_T,eyesight,492
2013,NUMBER,PALE,M,eyesight,213
2013,NUMBER,PALE,F,eyesight,279
2013,NUMBER,PELAGICEVO,_T,eyesight,310
2013,NUMBER,PELAGICEVO,M,eyesight,132
2013,NUMBER,PELAGICEVO,F,eyesight,178
2013,NUMBER,PETROVAC,_T,eyesight,6
2013,NUMBER,PETROVAC,M,eyesight,2
2013,NUMBER,PETROVAC,F,eyesight,4
2013,NUMBER,PETROVO,_T,eyesight,433
2013,NUMBER,PETROVO,M,eyesight,178
2013,NUMBER,PETROVO,F,eyesight,255
2013,NUMBER,PRIJEDOR,_T,eyesight,2857
