Year,UNIT_MEASURE,scientific_field,type_of_education,SEX,Value
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2018,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,1
2018,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2018,NUMBER,education,enrolled_in_specialist_studies,_T,2
2018,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,1
2018,NUMBER,services,enrolled_in_specialist_studies,_T,0
2018,NUMBER,total,enrolled_in_specialist_studies,M,66
2018,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2018,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2018,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2018,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,64
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2018,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,1
2018,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2018,NUMBER,education,enrolled_in_specialist_studies,M,0
2018,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,1
2018,NUMBER,services,enrolled_in_specialist_studies,M,0
2018,NUMBER,total,enrolled_in_specialist_studies,F,94
2018,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2018,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2018,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2018,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,92
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2018,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2018,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2018,NUMBER,education,enrolled_in_specialist_studies,F,2
2018,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2018,NUMBER,services,enrolled_in_specialist_studies,F,0
2019,NUMBER,total,enrolled_in_master_of_science_studies,_T,16
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,_T,13
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,education,enrolled_in_master_of_science_studies,_T,2
2019,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,_T,1
2019,NUMBER,services,enrolled_in_master_of_science_studies,_T,0
2019,NUMBER,total,enrolled_in_master_of_science_studies,M,12
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,M,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,M,10
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,M,0
2019,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,M,0
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,M,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,M,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,M,0
2019,NUMBER,education,enrolled_in_master_of_science_studies,M,1
2019,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,M,1
2019,NUMBER,services,enrolled_in_master_of_science_studies,M,0
2019,NUMBER,total,enrolled_in_master_of_science_studies,F,4
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,F,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,F,3
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,F,0
2019,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,F,0
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,F,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,F,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,F,0
2019,NUMBER,education,enrolled_in_master_of_science_studies,F,1
2019,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,F,0
2019,NUMBER,services,enrolled_in_master_of_science_studies,F,0
2019,NUMBER,total,enrolled_in_master_studies,_T,2109
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,79
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,394
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,80
2019,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,45
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,188
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,492
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,236
2019,NUMBER,education,enrolled_in_master_studies,_T,298
2019,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,291
2019,NUMBER,services,enrolled_in_master_studies,_T,6
2019,NUMBER,total,enrolled_in_master_studies,M,930
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,22
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,243
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,59
2019,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,10
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,98
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,160
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,89
2019,NUMBER,education,enrolled_in_master_studies,M,104
2019,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,142
2019,NUMBER,services,enrolled_in_master_studies,M,3
2019,NUMBER,total,enrolled_in_master_studies,F,1179
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,57
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,151
2019,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,21
2019,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,35
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,90
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,332
2019,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,147
2019,NUMBER,education,enrolled_in_master_studies,F,194
2019,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,149
2019,NUMBER,services,enrolled_in_master_studies,F,3
2019,NUMBER,total,enrolled_in_specialist_studies,_T,170
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2019,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2019,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,170
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2019,NUMBER,education,enrolled_in_specialist_studies,_T,0
2019,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2019,NUMBER,services,enrolled_in_specialist_studies,_T,0
2019,NUMBER,total,enrolled_in_specialist_studies,M,72
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2019,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2019,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,72
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2019,NUMBER,education,enrolled_in_specialist_studies,M,0
2019,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2019,NUMBER,services,enrolled_in_specialist_studies,M,0
2019,NUMBER,total,enrolled_in_specialist_studies,F,98
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2019,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2019,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2019,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,98
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2019,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2019,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2019,NUMBER,education,enrolled_in_specialist_studies,F,0
2019,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2019,NUMBER,services,enrolled_in_specialist_studies,F,0
2020,NUMBER,total,enrolled_in_master_of_science_studies,_T,4
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,_T,2
2020,NUMBER,education,enrolled_in_master_of_science_studies,_T,2
2020,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,services,enrolled_in_master_of_science_studies,_T,0
2020,NUMBER,total,enrolled_in_master_of_science_studies,M,3
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,M,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,M,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,M,0
2020,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,M,0
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,M,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,M,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,M,1
2020,NUMBER,education,enrolled_in_master_of_science_studies,M,2
2020,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,M,0
2020,NUMBER,services,enrolled_in_master_of_science_studies,M,0
2020,NUMBER,total,enrolled_in_master_of_science_studies,F,1
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,F,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,F,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,F,0
2020,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,F,0
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,F,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,F,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,F,1
2020,NUMBER,education,enrolled_in_master_of_science_studies,F,0
2020,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,F,0
2020,NUMBER,services,enrolled_in_master_of_science_studies,F,0
2020,NUMBER,total,enrolled_in_master_studies,_T,2430
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,93
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,399
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,117
2020,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,52
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,216
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,619
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,216
2020,NUMBER,education,enrolled_in_master_studies,_T,381
2020,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,328
2020,NUMBER,services,enrolled_in_master_studies,_T,9
2020,NUMBER,total,enrolled_in_master_studies,M,1036
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,26
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,252
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,82
2020,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,10
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,119
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,194
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,79
2020,NUMBER,education,enrolled_in_master_studies,M,129
2020,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,142
2020,NUMBER,services,enrolled_in_master_studies,M,3
2020,NUMBER,total,enrolled_in_master_studies,F,1394
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,67
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,147
2020,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,35
2020,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,42
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,97
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,425
2020,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,137
2020,NUMBER,education,enrolled_in_master_studies,F,252
