Year,UNIT_MEASURE,Grad/opština,Pol,Etnička/nacionalna pripadnost,Value
2013,Broj,Krupa Na Uni,Ukupno,Ne izjašnjava se,0
2013,Broj,Krupa Na Uni,M,Ne izjašnjava se,0
2013,Broj,Krupa Na Uni,Ž,Ne izjašnjava se,0
2013,Broj,Kupres,Ukupno,Ne izjašnjava se,1
2013,Broj,Kupres,M,Ne izjašnjava se,1
2013,Broj,Kupres,Ž,Ne izjašnjava se,0
2013,Broj,Laktaši,Ukupno,Ne izjašnjava se,237
2013,Broj,Laktaši,M,Ne izjašnjava se,103
2013,Broj,Laktaši,Ž,Ne izjašnjava se,134
2013,Broj,Lopare,Ukupno,Ne izjašnjava se,23
2013,Broj,Lopare,M,Ne izjašnjava se,5
2013,Broj,Lopare,Ž,Ne izjašnjava se,18
2013,Broj,Ljubinje,Ukupno,Ne izjašnjava se,5
2013,Broj,Ljubinje,M,Ne izjašnjava se,2
2013,Broj,Ljubinje,Ž,Ne izjašnjava se,3
2013,Broj,Milići,Ukupno,Ne izjašnjava se,7
2013,Broj,Milići,M,Ne izjašnjava se,3
2013,Broj,Milići,Ž,Ne izjašnjava se,4
2013,Broj,Modriča,Ukupno,Ne izjašnjava se,156
2013,Broj,Modriča,M,Ne izjašnjava se,63
2013,Broj,Modriča,Ž,Ne izjašnjava se,93
2013,Broj,Mrkonjić Grad,Ukupno,Ne izjašnjava se,35
2013,Broj,Mrkonjić Grad,M,Ne izjašnjava se,19
2013,Broj,Mrkonjić Grad,Ž,Ne izjašnjava se,16
2013,Broj,Nevesinje,Ukupno,Ne izjašnjava se,18
2013,Broj,Nevesinje,M,Ne izjašnjava se,8
2013,Broj,Nevesinje,Ž,Ne izjašnjava se,10
2013,Broj,Novi Grad,Ukupno,Ne izjašnjava se,137
2013,Broj,Novi Grad,M,Ne izjašnjava se,56
2013,Broj,Novi Grad,Ž,Ne izjašnjava se,81
2013,Broj,Novo Goražde,Ukupno,Ne izjašnjava se,6
2013,Broj,Novo Goražde,M,Ne izjašnjava se,3
2013,Broj,Novo Goražde,Ž,Ne izjašnjava se,3
2013,Broj,Osmaci,Ukupno,Ne izjašnjava se,5
2013,Broj,Osmaci,M,Ne izjašnjava se,3
2013,Broj,Osmaci,Ž,Ne izjašnjava se,2
2013,Broj,Oštra Luka,Ukupno,Ne izjašnjava se,12
2013,Broj,Oštra Luka,M,Ne izjašnjava se,4
2013,Broj,Oštra Luka,Ž,Ne izjašnjava se,8
2013,Broj,Pale,Ukupno,Ne izjašnjava se,53
2013,Broj,Pale,M,Ne izjašnjava se,20
2013,Broj,Pale,Ž,Ne izjašnjava se,33
2013,Broj,Pelagićevo,Ukupno,Ne izjašnjava se,3
2013,Broj,Pelagićevo,M,Ne izjašnjava se,1
2013,Broj,Pelagićevo,Ž,Ne izjašnjava se,2
2013,Broj,Petrovac,Ukupno,Ne izjašnjava se,0
2013,Broj,Petrovac,M,Ne izjašnjava se,0
2013,Broj,Petrovac,Ž,Ne izjašnjava se,0
2013,Broj,Petrovo,Ukupno,Ne izjašnjava se,21
2013,Broj,Petrovo,M,Ne izjašnjava se,10
2013,Broj,Petrovo,Ž,Ne izjašnjava se,11
2013,Broj,Grad Prijedor,Ukupno,Ne izjašnjava se,718
2013,Broj,Grad Prijedor,M,Ne izjašnjava se,267
2013,Broj,Grad Prijedor,Ž,Ne izjašnjava se,451
2013,Broj,Prnjavor,Ukupno,Ne izjašnjava se,225
2013,Broj,Prnjavor,M,Ne izjašnjava se,96
2013,Broj,Prnjavor,Ž,Ne izjašnjava se,129
2013,Broj,Ribnik,Ukupno,Ne izjašnjava se,2
2013,Broj,Ribnik,M,Ne izjašnjava se,0
2013,Broj,Ribnik,Ž,Ne izjašnjava se,2
2013,Broj,Rogatica,Ukupno,Ne izjašnjava se,12
2013,Broj,Rogatica,M,Ne izjašnjava se,7
2013,Broj,Rogatica,Ž,Ne izjašnjava se,5
2013,Broj,Rudo,Ukupno,Ne izjašnjava se,5
2013,Broj,Rudo,M,Ne izjašnjava se,3
2013,Broj,Rudo,Ž,Ne izjašnjava se,2
2013,Broj,Sokolac,Ukupno,Ne izjašnjava se,13
2013,Broj,Sokolac,M,Ne izjašnjava se,5
2013,Broj,Sokolac,Ž,Ne izjašnjava se,8
2013,Broj,Srbac,Ukupno,Ne izjašnjava se,89
2013,Broj,Srbac,M,Ne izjašnjava se,45
2013,Broj,Srbac,Ž,Ne izjašnjava se,44
2013,Broj,Srebrenica,Ukupno,Ne izjašnjava se,22
2013,Broj,Srebrenica,M,Ne izjašnjava se,10
2013,Broj,Srebrenica,Ž,Ne izjašnjava se,12
2013,Broj,Teslić,Ukupno,Ne izjašnjava se,339
2013,Broj,Teslić,M,Ne izjašnjava se,136
2013,Broj,Teslić,Ž,Ne izjašnjava se,203
2013,Broj,Grad Trebinje,Ukupno,Ne izjašnjava se,180
2013,Broj,Grad Trebinje,M,Ne izjašnjava se,77
2013,Broj,Grad Trebinje,Ž,Ne izjašnjava se,103
2013,Broj,Trnovo,Ukupno,Ne izjašnjava se,9
2013,Broj,Trnovo,M,Ne izjašnjava se,4
2013,Broj,Trnovo,Ž,Ne izjašnjava se,5
2013,Broj,Ugljevik,Ukupno,Ne izjašnjava se,21
2013,Broj,Ugljevik,M,Ne izjašnjava se,10
2013,Broj,Ugljevik,Ž,Ne izjašnjava se,11
2013,Broj,Foča,Ukupno,Ne izjašnjava se,30
2013,Broj,Foča,M,Ne izjašnjava se,10
2013,Broj,Foča,Ž,Ne izjašnjava se,20
2013,Broj,Han Pijesak,Ukupno,Ne izjašnjava se,3
2013,Broj,Han Pijesak,M,Ne izjašnjava se,1
2013,Broj,Han Pijesak,Ž,Ne izjašnjava se,2
2013,Broj,Čajniče,Ukupno,Ne izjašnjava se,3
2013,Broj,Čajniče,M,Ne izjašnjava se,1
2013,Broj,Čajniče,Ž,Ne izjašnjava se,2
2013,Broj,Čelinac,Ukupno,Ne izjašnjava se,35
2013,Broj,Čelinac,M,Ne izjašnjava se,16
2013,Broj,Čelinac,Ž,Ne izjašnjava se,19
2013,Broj,Šamac,Ukupno,Ne izjašnjava se,141
2013,Broj,Šamac,M,Ne izjašnjava se,57
2013,Broj,Šamac,Ž,Ne izjašnjava se,84
2013,Broj,Šekovići,Ukupno,Ne izjašnjava se,5
2013,Broj,Šekovići,M,Ne izjašnjava se,2
2013,Broj,Šekovići,Ž,Ne izjašnjava se,3
2013,Broj,Šipovo,Ukupno,Ne izjašnjava se,24
2013,Broj,Šipovo,M,Ne izjašnjava se,12
2013,Broj,Šipovo,Ž,Ne izjašnjava se,12
2013,Broj,Republika Srpska,Ukupno,Nepoznato,1997
2013,Broj,Republika Srpska,M,Nepoznato,916
2013,Broj,Republika Srpska,Ž,Nepoznato,1081
2013,Broj,Grad Banja Luka,Ukupno,Nepoznato,328
2013,Broj,Grad Banja Luka,M,Nepoznato,153
2013,Broj,Grad Banja Luka,Ž,Nepoznato,175
2013,Broj,Berkovići,Ukupno,Nepoznato,1
2013,Broj,Berkovići,M,Nepoznato,0
2013,Broj,Berkovići,Ž,Nepoznato,1
2013,Broj,Grad Bijeljina,Ukupno,Nepoznato,90
2013,Broj,Grad Bijeljina,M,Nepoznato,37
2013,Broj,Grad Bijeljina,Ž,Nepoznato,53
2013,Broj,Bileća,Ukupno,Nepoznato,11
2013,Broj,Bileća,M,Nepoznato,4
2013,Broj,Bileća,Ž,Nepoznato,7
2013,Broj,Bratunac,Ukupno,Nepoznato,35
2013,Broj,Bratunac,M,Nepoznato,16
2013,Broj,Bratunac,Ž,Nepoznato,19
2013,Broj,Brod,Ukupno,Nepoznato,29
2013,Broj,Brod,M,Nepoznato,12
2013,Broj,Brod,Ž,Nepoznato,17
2013,Broj,Višegrad,Ukupno,Nepoznato,177
2013,Broj,Višegrad,M,Nepoznato,2
2013,Broj,Višegrad,Ž,Nepoznato,175
2013,Broj,Vlasenica,Ukupno,Nepoznato,29
2013,Broj,Vlasenica,M,Nepoznato,13
2013,Broj,Vlasenica,Ž,Nepoznato,16
2013,Broj,Vukosavlje,Ukupno,Nepoznato,14
2013,Broj,Vukosavlje,M,Nepoznato,3
2013,Broj,Vukosavlje,Ž,Nepoznato,11
2013,Broj,Gacko,Ukupno,Nepoznato,6
2013,Broj,Gacko,M,Nepoznato,1
2013,Broj,Gacko,Ž,Nepoznato,5
2013,Broj,Grad Gradiška,Ukupno,Nepoznato,42
2013,Broj,Grad Gradiška,M,Nepoznato,19
2013,Broj,Grad Gradiška,Ž,Nepoznato,23
2013,Broj,Grad Derventa,Ukupno,Nepoznato,54
2013,Broj,Grad Derventa,M,Nepoznato,24
2013,Broj,Grad Derventa,Ž,Nepoznato,30
2013,Broj,Grad Doboj,Ukupno,Nepoznato,163
2013,Broj,Grad Doboj,M,Nepoznato,61
2013,Broj,Grad Doboj,Ž,Nepoznato,102
2013,Broj,Donji Žabar,Ukupno,Nepoznato,2
2013,Broj,Donji Žabar,M,Nepoznato,1
2013,Broj,Donji Žabar,Ž,Nepoznato,1
2013,Broj,Grad Zvornik,Ukupno,Nepoznato,97
2013,Broj,Grad Zvornik,M,Nepoznato,42
2013,Broj,Grad Zvornik,Ž,Nepoznato,55
2013,Broj,Istočna Ilidža,Ukupno,Nepoznato,10
2013,Broj,Istočna Ilidža,M,Nepoznato,5
2013,Broj,Istočna Ilidža,Ž,Nepoznato,5
2013,Broj,Istočni Drvar,Ukupno,Nepoznato,0
2013,Broj,Istočni Drvar,M,Nepoznato,0
2013,Broj,Istočni Drvar,Ž,Nepoznato,0
2013,Broj,Istočni Mostar,Ukupno,Nepoznato,2
2013,Broj,Istočni Mostar,M,Nepoznato,1
2013,Broj,Istočni Mostar,Ž,Nepoznato,1
2013,Broj,Istočni Stari Grad,Ukupno,Nepoznato,1
2013,Broj,Istočni Stari Grad,M,Nepoznato,1
2013,Broj,Istočni Stari Grad,Ž,Nepoznato,0
2013,Broj,Istočno Novo Sarajevo,Ukupno,Nepoznato,3
2013,Broj,Istočno Novo Sarajevo,M,Nepoznato,0
2013,Broj,Istočno Novo Sarajevo,Ž,Nepoznato,3
2013,Broj,Jezero,Ukupno,Nepoznato,1
2013,Broj,Jezero,M,Nepoznato,1
2013,Broj,Jezero,Ž,Nepoznato,0
2013,Broj,Kalinovik,Ukupno,Nepoznato,0
2013,Broj,Kalinovik,M,Nepoznato,0
2013,Broj,Kalinovik,Ž,Nepoznato,0
2013,Broj,Kneževo,Ukupno,Nepoznato,4
2013,Broj,Kneževo,M,Nepoznato,3
2013,Broj,Kneževo,Ž,Nepoznato,1
2013,Broj,Kozarska Dubica,Ukupno,Nepoznato,12
2013,Broj,Kozarska Dubica,M,Nepoznato,5
2013,Broj,Kozarska Dubica,Ž,Nepoznato,7
2013,Broj,Kostajnica,Ukupno,Nepoznato,2
2013,Broj,Kostajnica,M,Nepoznato,0
2013,Broj,Kostajnica,Ž,Nepoznato,2
2013,Broj,Kotor Varoš,Ukupno,Nepoznato,19
2013,Broj,Kotor Varoš,M,Nepoznato,14
2013,Broj,Kotor Varoš,Ž,Nepoznato,5
2013,Broj,Krupa Na Uni,Ukupno,Nepoznato,0
2013,Broj,Krupa Na Uni,M,Nepoznato,0
2013,Broj,Krupa Na Uni,Ž,Nepoznato,0
2013,Broj,Kupres,Ukupno,Nepoznato,0
2013,Broj,Kupres,M,Nepoznato,0
2013,Broj,Kupres,Ž,Nepoznato,0
2013,Broj,Laktaši,Ukupno,Nepoznato,46
2013,Broj,Laktaši,M,Nepoznato,20
2013,Broj,Laktaši,Ž,Nepoznato,26
2013,Broj,Lopare,Ukupno,Nepoznato,10
2013,Broj,Lopare,M,Nepoznato,6
2013,Broj,Lopare,Ž,Nepoznato,4
2013,Broj,Ljubinje,Ukupno,Nepoznato,2
2013,Broj,Ljubinje,M,Nepoznato,1
2013,Broj,Ljubinje,Ž,Nepoznato,1
2013,Broj,Milići,Ukupno,Nepoznato,8
2013,Broj,Milići,M,Nepoznato,3
2013,Broj,Milići,Ž,Nepoznato,5
2013,Broj,Modriča,Ukupno,Nepoznato,116
2013,Broj,Modriča,M,Nepoznato,62
2013,Broj,Modriča,Ž,Nepoznato,54
2013,Broj,Mrkonjić Grad,Ukupno,Nepoznato,12
2013,Broj,Mrkonjić Grad,M,Nepoznato,6
2013,Broj,Mrkonjić Grad,Ž,Nepoznato,6
2013,Broj,Nevesinje,Ukupno,Nepoznato,7
2013,Broj,Nevesinje,M,Nepoznato,2
2013,Broj,Nevesinje,Ž,Nepoznato,5
2013,Broj,Novi Grad,Ukupno,Nepoznato,24
2013,Broj,Novi Grad,M,Nepoznato,13
2013,Broj,Novi Grad,Ž,Nepoznato,11
2013,Broj,Novo Goražde,Ukupno,Nepoznato,7
2013,Broj,Novo Goražde,M,Nepoznato,2
2013,Broj,Novo Goražde,Ž,Nepoznato,5
2013,Broj,Osmaci,Ukupno,Nepoznato,4
2013,Broj,Osmaci,M,Nepoznato,2
2013,Broj,Osmaci,Ž,Nepoznato,2
2013,Broj,Oštra Luka,Ukupno,Nepoznato,3
2013,Broj,Oštra Luka,M,Nepoznato,2
2013,Broj,Oštra Luka,Ž,Nepoznato,1
2013,Broj,Pale,Ukupno,Nepoznato,13
2013,Broj,Pale,M,Nepoznato,9
2013,Broj,Pale,Ž,Nepoznato,4
2013,Broj,Pelagićevo,Ukupno,Nepoznato,5
2013,Broj,Pelagićevo,M,Nepoznato,1
2013,Broj,Pelagićevo,Ž,Nepoznato,4
2013,Broj,Petrovac,Ukupno,Nepoznato,0
2013,Broj,Petrovac,M,Nepoznato,0
2013,Broj,Petrovac,Ž,Nepoznato,0
2013,Broj,Petrovo,Ukupno,Nepoznato,4
2013,Broj,Petrovo,M,Nepoznato,2
2013,Broj,Petrovo,Ž,Nepoznato,2
2013,Broj,Grad Prijedor,Ukupno,Nepoznato,369
2013,Broj,Grad Prijedor,M,Nepoznato,257
2013,Broj,Grad Prijedor,Ž,Nepoznato,112
2013,Broj,Prnjavor,Ukupno,Nepoznato,30
2013,Broj,Prnjavor,M,Nepoznato,10
2013,Broj,Prnjavor,Ž,Nepoznato,20
2013,Broj,Ribnik,Ukupno,Nepoznato,2
2013,Broj,Ribnik,M,Nepoznato,2
2013,Broj,Ribnik,Ž,Nepoznato,0
2013,Broj,Rogatica,Ukupno,Nepoznato,5
2013,Broj,Rogatica,M,Nepoznato,2
2013,Broj,Rogatica,Ž,Nepoznato,3
2013,Broj,Rudo,Ukupno,Nepoznato,3
2013,Broj,Rudo,M,Nepoznato,0
2013,Broj,Rudo,Ž,Nepoznato,3
2013,Broj,Sokolac,Ukupno,Nepoznato,18
2013,Broj,Sokolac,M,Nepoznato,5
2013,Broj,Sokolac,Ž,Nepoznato,13
2013,Broj,Srbac,Ukupno,Nepoznato,29
2013,Broj,Srbac,M,Nepoznato,11
2013,Broj,Srbac,Ž,Nepoznato,18
2013,Broj,Srebrenica,Ukupno,Nepoznato,14
2013,Broj,Srebrenica,M,Nepoznato,8
2013,Broj,Srebrenica,Ž,Nepoznato,6
2013,Broj,Teslić,Ukupno,Nepoznato,44
2013,Broj,Teslić,M,Nepoznato,23
2013,Broj,Teslić,Ž,Nepoznato,21
2013,Broj,Grad Trebinje,Ukupno,Nepoznato,19
2013,Broj,Grad Trebinje,M,Nepoznato,11
2013,Broj,Grad Trebinje,Ž,Nepoznato,8
2013,Broj,Trnovo,Ukupno,Nepoznato,0
2013,Broj,Trnovo,M,Nepoznato,0
2013,Broj,Trnovo,Ž,Nepoznato,0
2013,Broj,Ugljevik,Ukupno,Nepoznato,13
2013,Broj,Ugljevik,M,Nepoznato,11
2013,Broj,Ugljevik,Ž,Nepoznato,2
2013,Broj,Foča,Ukupno,Nepoznato,12
2013,Broj,Foča,M,Nepoznato,5
2013,Broj,Foča,Ž,Nepoznato,7
2013,Broj,Han Pijesak,Ukupno,Nepoznato,0
2013,Broj,Han Pijesak,M,Nepoznato,0
2013,Broj,Han Pijesak,Ž,Nepoznato,0
2013,Broj,Čajniče,Ukupno,Nepoznato,5
2013,Broj,Čajniče,M,Nepoznato,2
2013,Broj,Čajniče,Ž,Nepoznato,3
2013,Broj,Čelinac,Ukupno,Nepoznato,9
2013,Broj,Čelinac,M,Nepoznato,4
2013,Broj,Čelinac,Ž,Nepoznato,5
2013,Broj,Šamac,Ukupno,Nepoznato,19
2013,Broj,Šamac,M,Nepoznato,10
2013,Broj,Šamac,Ž,Nepoznato,9
2013,Broj,Šekovići,Ukupno,Nepoznato,8
2013,Broj,Šekovići,M,Nepoznato,3
2013,Broj,Šekovići,Ž,Nepoznato,5
2013,Broj,Šipovo,Ukupno,Nepoznato,5
2013,Broj,Šipovo,M,Nepoznato,3
2013,Broj,Šipovo,Ž,Nepoznato,2
