Year,UNIT_MEASURE,Научна област,Врста образовања,Пол,Value
2017,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Оба пола,5
2017,Број,Услуге,Уписани на мастер студије,Оба пола,0
2017,Број,Укупно,Уписани на мастер студије,M,21
2017,Број,"Природне науке, математика и статистика",Уписани на мастер студије,M,0
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,M,0
2017,Број,Информационе и комуникационе технологије,Уписани на мастер студије,M,14
2017,Број,Здравство и социјална заштита,Уписани на мастер студије,M,0
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,M,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,M,0
2017,Број,"Пословање, администрација и право",Уписани на мастер студије,M,2
2017,Број,Образовање,Уписани на мастер студије,M,0
2017,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,M,5
2017,Број,Услуге,Уписани на мастер студије,M,0
2017,Број,Укупно,Уписани на мастер студије,Ж,10
2017,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Ж,1
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Ж,0
2017,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Ж,8
2017,Број,Здравство и социјална заштита,Уписани на мастер студије,Ж,0
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Ж,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Ж,0
2017,Број,"Пословање, администрација и право",Уписани на мастер студије,Ж,0
2017,Број,Образовање,Уписани на мастер студије,Ж,1
2017,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Ж,0
2017,Број,Услуге,Уписани на мастер студије,Ж,0
2017,Број,Укупно,Уписани на специјалистичке студије,Оба пола,73
2017,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2017,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2017,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,71
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,1
2017,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,1
2017,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2017,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Оба пола,0
2017,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2017,Број,Укупно,Уписани на специјалистичке студије,M,34
2017,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,0
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2017,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2017,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,33
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,1
2017,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2017,Број,Образовање,Уписани на специјалистичке студије,M,0
2017,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,M,0
2017,Број,Услуге,Уписани на специјалистичке студије,M,0
2017,Број,Укупно,Уписани на специјалистичке студије,Ж,39
2017,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2017,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2017,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2017,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,38
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2017,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2017,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,1
2017,Број,Образовање,Уписани на специјалистичке студије,Ж,0
2017,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Ж,0
2017,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2017,Број,Укупно,Докторанти,Оба пола,130
2017,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,10
2017,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,4
2017,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,12
2017,Број,Здравство и социјална заштита,Докторанти,Оба пола,25
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,9
2017,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,50
2017,Број,"Пословање, администрација и право",Докторанти,Оба пола,10
2017,Број,Образовање,Докторанти,Оба пола,0
2017,Број,Хуманистичке науке и умјетност,Докторанти,Оба пола,10
2017,Број,Услуге,Докторанти,Оба пола,0
2017,Број,Укупно,Докторанти,M,70
2017,Број,"Природне науке, математика и статистика",Докторанти,M,6
2017,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,3
2017,Број,Информационе и комуникационе технологије,Докторанти,M,9
2017,Број,Здравство и социјална заштита,Докторанти,M,6
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,4
2017,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,29
2017,Број,"Пословање, администрација и право",Докторанти,M,4
2017,Број,Образовање,Докторанти,M,0
2017,Број,Хуманистичке науке и умјетност,Докторанти,M,9
2017,Број,Услуге,Докторанти,M,0
2017,Број,Укупно,Докторанти,Ж,60
2017,Број,"Природне науке, математика и статистика",Докторанти,Ж,4
2017,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,1
2017,Број,Информационе и комуникационе технологије,Докторанти,Ж,3
2017,Број,Здравство и социјална заштита,Докторанти,Ж,19
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,5
2017,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,21
2017,Број,"Пословање, администрација и право",Докторанти,Ж,6
2017,Број,Образовање,Докторанти,Ж,0
2017,Број,Хуманистичке науке и умјетност,Докторанти,Ж,1
2017,Број,Услуге,Докторанти,Ж,0
2018,Број,Укупно,Уписани на магистарске студије,Оба пола,14
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Оба пола,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,0
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Оба пола,0
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Оба пола,1
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,1
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,Оба пола,0
2018,Број,Образовање,Уписани на магистарске студије,Оба пола,9
2018,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Оба пола,3
2018,Број,Услуге,Уписани на магистарске студије,Оба пола,0
2018,Број,Укупно,Уписани на магистарске студије,M,6
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,M,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,0
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,M,0
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,M,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,1
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,M,0
2018,Број,Образовање,Уписани на магистарске студије,M,2
2018,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,M,3
2018,Број,Услуге,Уписани на магистарске студије,M,0
2018,Број,Укупно,Уписани на магистарске студије,Ж,8
2018,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Ж,0
2018,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,0
2018,Број,Здравство и социјална заштита,Уписани на магистарске студије,Ж,0
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,1
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Ж,0
2018,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,0
2018,Број,Образовање,Уписани на магистарске студије,Ж,7
2018,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Ж,0
2018,Број,Услуге,Уписани на магистарске студије,Ж,0
2018,Број,Укупно,Уписани на мастер студије,Оба пола,2 144
2018,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,76
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Оба пола,362
2018,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,120
2018,Број,Здравство и социјална заштита,Уписани на мастер студије,Оба пола,42
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,189
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Оба пола,503
2018,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,240
2018,Број,Образовање,Уписани на мастер студије,Оба пола,314
2018,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Оба пола,291
2018,Број,Услуге,Уписани на мастер студије,Оба пола,7
2018,Број,Укупно,Уписани на мастер студије,M,937
2018,Број,"Природне науке, математика и статистика",Уписани на мастер студије,M,28
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,M,229
2018,Број,Информационе и комуникационе технологије,Уписани на мастер студије,M,83
2018,Број,Здравство и социјална заштита,Уписани на мастер студије,M,12
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,M,98
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,M,163
2018,Број,"Пословање, администрација и право",Уписани на мастер студије,M,85
2018,Број,Образовање,Уписани на мастер студије,M,103
2018,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,M,133
2018,Број,Услуге,Уписани на мастер студије,M,3
2018,Број,Укупно,Уписани на мастер студије,Ж,1 207
2018,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Ж,48
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Ж,133
2018,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Ж,37
2018,Број,Здравство и социјална заштита,Уписани на мастер студије,Ж,30
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Ж,91
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Ж,340
2018,Број,"Пословање, администрација и право",Уписани на мастер студије,Ж,155
2018,Број,Образовање,Уписани на мастер студије,Ж,211
2018,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Ж,158
2018,Број,Услуге,Уписани на мастер студије,Ж,4
2018,Број,Укупно,Уписани на специјалистичке студије,Оба пола,160
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,156
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,1
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,0
2018,Број,Образовање,Уписани на специјалистичке студије,Оба пола,2
2018,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Оба пола,1
2018,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2018,Број,Укупно,Уписани на специјалистичке студије,M,66
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,64
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,1
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2018,Број,Образовање,Уписани на специјалистичке студије,M,0
2018,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,M,1
2018,Број,Услуге,Уписани на специјалистичке студије,M,0
2018,Број,Укупно,Уписани на специјалистичке студије,Ж,94
2018,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2018,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2018,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2018,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,92
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2018,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2018,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2018,Број,Образовање,Уписани на специјалистичке студије,Ж,2
2018,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Ж,0
2018,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2018,Број,Укупно,Докторанти,Оба пола,119
2018,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,8
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,3
2018,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,11
2018,Број,Здравство и социјална заштита,Докторанти,Оба пола,37
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,9
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,16
2018,Број,"Пословање, администрација и право",Докторанти,Оба пола,10
2018,Број,Образовање,Докторанти,Оба пола,3
2018,Број,Хуманистичке науке и умјетност,Докторанти,Оба пола,22
2018,Број,Услуге,Докторанти,Оба пола,0
2018,Број,Укупно,Докторанти,M,56
2018,Број,"Природне науке, математика и статистика",Докторанти,M,3
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,2
2018,Број,Информационе и комуникационе технологије,Докторанти,M,11
2018,Број,Здравство и социјална заштита,Докторанти,M,9
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,6
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,8
2018,Број,"Пословање, администрација и право",Докторанти,M,4
2018,Број,Образовање,Докторанти,M,3
2018,Број,Хуманистичке науке и умјетност,Докторанти,M,10
2018,Број,Услуге,Докторанти,M,0
2018,Број,Укупно,Докторанти,Ж,63
2018,Број,"Природне науке, математика и статистика",Докторанти,Ж,5
2018,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,1
2018,Број,Информационе и комуникационе технологије,Докторанти,Ж,0
2018,Број,Здравство и социјална заштита,Докторанти,Ж,28
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,3
2018,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,8
2018,Број,"Пословање, администрација и право",Докторанти,Ж,6
2018,Број,Образовање,Докторанти,Ж,0
2018,Број,Хуманистичке науке и умјетност,Докторанти,Ж,12
2018,Број,Услуге,Докторанти,Ж,0
2019,Број,Укупно,Уписани на магистарске студије,Оба пола,16
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Оба пола,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,13
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Оба пола,0
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Оба пола,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,0
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,Оба пола,0
2019,Број,Образовање,Уписани на магистарске студије,Оба пола,2
2019,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Оба пола,1
2019,Број,Услуге,Уписани на магистарске студије,Оба пола,0
2019,Број,Укупно,Уписани на магистарске студије,M,12
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,M,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,10
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,M,0
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,M,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,0
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,M,0
2019,Број,Образовање,Уписани на магистарске студије,M,1
2019,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,M,1
2019,Број,Услуге,Уписани на магистарске студије,M,0
2019,Број,Укупно,Уписани на магистарске студије,Ж,4
2019,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Ж,3
2019,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,0
2019,Број,Здравство и социјална заштита,Уписани на магистарске студије,Ж,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Ж,0
2019,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,0
2019,Број,Образовање,Уписани на магистарске студије,Ж,1
2019,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Ж,0
2019,Број,Услуге,Уписани на магистарске студије,Ж,0
2019,Број,Укупно,Уписани на мастер студије,Оба пола,2 109
2019,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,79
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Оба пола,394
2019,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,80
2019,Број,Здравство и социјална заштита,Уписани на мастер студије,Оба пола,45
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,188
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Оба пола,492
2019,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,236
2019,Број,Образовање,Уписани на мастер студије,Оба пола,298
2019,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Оба пола,291
2019,Број,Услуге,Уписани на мастер студије,Оба пола,6
2019,Број,Укупно,Уписани на мастер студије,M,930
2019,Број,"Природне науке, математика и статистика",Уписани на мастер студије,M,22
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,M,243
2019,Број,Информационе и комуникационе технологије,Уписани на мастер студије,M,59
2019,Број,Здравство и социјална заштита,Уписани на мастер студије,M,10
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,M,98
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,M,160
2019,Број,"Пословање, администрација и право",Уписани на мастер студије,M,89
2019,Број,Образовање,Уписани на мастер студије,M,104
2019,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,M,142
2019,Број,Услуге,Уписани на мастер студије,M,3
2019,Број,Укупно,Уписани на мастер студије,Ж,1 179
2019,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Ж,57
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Ж,151
2019,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Ж,21
2019,Број,Здравство и социјална заштита,Уписани на мастер студије,Ж,35
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Ж,90
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Ж,332
2019,Број,"Пословање, администрација и право",Уписани на мастер студије,Ж,147
2019,Број,Образовање,Уписани на мастер студије,Ж,194
2019,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Ж,149
2019,Број,Услуге,Уписани на мастер студије,Ж,3
2019,Број,Укупно,Уписани на специјалистичке студије,Оба пола,170
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,170
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,0
2019,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2019,Број,Укупно,Уписани на специјалистичке студије,M,72
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,72
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2019,Број,Образовање,Уписани на специјалистичке студије,M,0
2019,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,M,0
2019,Број,Услуге,Уписани на специјалистичке студије,M,0
2019,Број,Укупно,Уписани на специјалистичке студије,Ж,98
2019,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,98
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2019,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2019,Број,Образовање,Уписани на специјалистичке студије,Ж,0
2019,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Ж,0
2019,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2019,Број,Укупно,Докторанти,Оба пола,165
2019,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,10
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,0
2019,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,0
2019,Број,Здравство и социјална заштита,Докторанти,Оба пола,65
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,9
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,58
2019,Број,"Пословање, администрација и право",Докторанти,Оба пола,5
2019,Број,Образовање,Докторанти,Оба пола,8
2019,Број,Хуманистичке науке и умјетност,Докторанти,Оба пола,10
2019,Број,Услуге,Докторанти,Оба пола,0
2019,Број,Укупно,Докторанти,M,71
2019,Број,"Природне науке, математика и статистика",Докторанти,M,6
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,0
2019,Број,Информационе и комуникационе технологије,Докторанти,M,0
2019,Број,Здравство и социјална заштита,Докторанти,M,19
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,6
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,28
2019,Број,"Пословање, администрација и право",Докторанти,M,2
2019,Број,Образовање,Докторанти,M,5
2019,Број,Хуманистичке науке и умјетност,Докторанти,M,5
2019,Број,Услуге,Докторанти,M,0
2019,Број,Укупно,Докторанти,Ж,94
