Year,UNIT_MEASURE,Oпштина,Пол,Старост,Value
2013,Број,Град Требиње,M,40-44,873
2013,Број,Град Требиње,Ж,40-44,830
2013,Број,Трново,Укупно,40-44,98
2013,Број,Трново,M,40-44,51
2013,Број,Трново,Ж,40-44,47
2013,Број,Угљевик,Укупно,40-44,994
2013,Број,Угљевик,M,40-44,499
2013,Број,Угљевик,Ж,40-44,495
2013,Број,Фоча,Укупно,40-44,1011
2013,Број,Фоча,M,40-44,535
2013,Број,Фоча,Ж,40-44,476
2013,Број,Хан Пијесак,Укупно,40-44,193
2013,Број,Хан Пијесак,M,40-44,95
2013,Број,Хан Пијесак,Ж,40-44,98
2013,Број,Чајниче,Укупно,40-44,290
2013,Број,Чајниче,M,40-44,170
2013,Број,Чајниче,Ж,40-44,120
2013,Број,Челинац,Укупно,40-44,980
2013,Број,Челинац,M,40-44,514
2013,Број,Челинац,Ж,40-44,466
2013,Број,Шамац,Укупно,40-44,1085
2013,Број,Шамац,M,40-44,552
2013,Број,Шамац,Ж,40-44,533
2013,Број,Шековићи,Укупно,40-44,386
2013,Број,Шековићи,M,40-44,217
2013,Број,Шековићи,Ж,40-44,169
2013,Број,Шипово,Укупно,40-44,512
2013,Број,Шипово,M,40-44,288
2013,Број,Шипово,Ж,40-44,224
2013,Број,Град Бања Лука,Укупно,45-49,11694
2013,Број,Град Бања Лука,M,45-49,5719
2013,Број,Град Бања Лука,Ж,45-49,5975
2013,Број,Берковићи,Укупно,45-49,137
2013,Број,Берковићи,M,45-49,76
2013,Број,Берковићи,Ж,45-49,61
2013,Број,Град Бијељина,Укупно,45-49,7510
2013,Број,Град Бијељина,M,45-49,3693
2013,Број,Град Бијељина,Ж,45-49,3817
2013,Број,Билећа,Укупно,45-49,756
2013,Број,Билећа,M,45-49,390
2013,Број,Билећа,Ж,45-49,366
2013,Број,Братунац,Укупно,45-49,1321
2013,Број,Братунац,M,45-49,671
2013,Број,Братунац,Ж,45-49,650
2013,Број,Брод,Укупно,45-49,1195
2013,Број,Брод,M,45-49,614
2013,Број,Брод,Ж,45-49,581
2013,Број,Вишеград,Укупно,45-49,713
2013,Број,Вишеград,M,45-49,344
2013,Број,Вишеград,Ж,45-49,369
2013,Број,Власеница,Укупно,45-49,767
2013,Број,Власеница,M,45-49,368
2013,Број,Власеница,Ж,45-49,399
2013,Број,Вукосавље,Укупно,45-49,358
2013,Број,Вукосавље,M,45-49,191
2013,Број,Вукосавље,Ж,45-49,167
2013,Број,Гацко,Укупно,45-49,684
2013,Број,Гацко,M,45-49,354
2013,Број,Гацко,Ж,45-49,330
2013,Број,Град Градишка,Укупно,45-49,3403
2013,Број,Град Градишка,M,45-49,1701
2013,Број,Град Градишка,Ж,45-49,1702
2013,Број,Град Дервента,Укупно,45-49,1950
2013,Број,Град Дервента,M,45-49,964
2013,Број,Град Дервента,Ж,45-49,986
2013,Број,Град Добој,Укупно,45-49,4654
2013,Број,Град Добој,M,45-49,2317
2013,Број,Град Добој,Ж,45-49,2337
2013,Број,Доњи Жабар,Укупно,45-49,316
2013,Број,Доњи Жабар,M,45-49,173
2013,Број,Доњи Жабар,Ж,45-49,143
2013,Број,Град Зворник,Укупно,45-49,3916
2013,Број,Град Зворник,M,45-49,1948
2013,Број,Град Зворник,Ж,45-49,1968
2013,Број,Источна Илиџа,Укупно,45-49,924
2013,Број,Источна Илиџа,M,45-49,445
2013,Број,Источна Илиџа,Ж,45-49,479
2013,Број,Источни Дрвар,Укупно,45-49,3
2013,Број,Источни Дрвар,M,45-49,3
2013,Број,Источни Дрвар,Ж,45-49,0
2013,Број,Источни Мостар,Укупно,45-49,18
2013,Број,Источни Мостар,M,45-49,11
2013,Број,Источни Мостар,Ж,45-49,7
2013,Број,Источни Стари Град,Укупно,45-49,57
2013,Број,Источни Стари Град,M,45-49,38
2013,Број,Источни Стари Град,Ж,45-49,19
2013,Број,Источно Ново Сарајево,Укупно,45-49,618
2013,Број,Источно Ново Сарајево,M,45-49,296
2013,Број,Источно Ново Сарајево,Ж,45-49,322
2013,Број,Језеро,Укупно,45-49,90
2013,Број,Језеро,M,45-49,44
2013,Број,Језеро,Ж,45-49,46
2013,Број,Калиновик,Укупно,45-49,105
2013,Број,Калиновик,M,45-49,58
2013,Број,Калиновик,Ж,45-49,47
2013,Број,Кнежево,Укупно,45-49,695
2013,Број,Кнежево,M,45-49,365
2013,Број,Кнежево,Ж,45-49,330
2013,Број,Козарска Дубица,Укупно,45-49,1619
2013,Број,Козарска Дубица,M,45-49,790
2013,Број,Козарска Дубица,Ж,45-49,829
2013,Број,Костајница,Укупно,45-49,427
2013,Број,Костајница,M,45-49,220
2013,Број,Костајница,Ж,45-49,207
2013,Број,Котор Варош,Укупно,45-49,1387
2013,Број,Котор Варош,M,45-49,698
2013,Број,Котор Варош,Ж,45-49,689
2013,Број,Крупа на Уни,Укупно,45-49,117
2013,Број,Крупа на Уни,M,45-49,74
2013,Број,Крупа на Уни,Ж,45-49,43
2013,Број,Купрес,Укупно,45-49,18
2013,Број,Купрес,M,45-49,14
2013,Број,Купрес,Ж,45-49,4
2013,Број,Лакташи,Укупно,45-49,2364
2013,Број,Лакташи,M,45-49,1174
2013,Број,Лакташи,Ж,45-49,1190
2013,Број,Лопаре,Укупно,45-49,1181
2013,Број,Лопаре,M,45-49,637
2013,Број,Лопаре,Ж,45-49,544
2013,Број,Љубиње,Укупно,45-49,242
2013,Број,Љубиње,M,45-49,122
2013,Број,Љубиње,Ж,45-49,120
2013,Број,Милићи,Укупно,45-49,732
2013,Број,Милићи,M,45-49,345
2013,Број,Милићи,Ж,45-49,387
2013,Број,Модрича,Укупно,45-49,1835
2013,Број,Модрича,M,45-49,934
2013,Број,Модрича,Ж,45-49,901
2013,Број,Мркоњић Град,Укупно,45-49,1018
2013,Број,Мркоњић Град,M,45-49,484
2013,Број,Мркоњић Град,Ж,45-49,534
2013,Број,Невесиње,Укупно,45-49,882
2013,Број,Невесиње,M,45-49,481
2013,Број,Невесиње,Ж,45-49,401
2013,Број,Нови Град,Укупно,45-49,1995
2013,Број,Нови Град,M,45-49,1020
2013,Број,Нови Град,Ж,45-49,975
2013,Број,Ново Горажде,Укупно,45-49,206
2013,Број,Ново Горажде,M,45-49,107
2013,Број,Ново Горажде,Ж,45-49,99
2013,Број,Осмаци,Укупно,45-49,414
2013,Број,Осмаци,M,45-49,201
2013,Број,Осмаци,Ж,45-49,213
2013,Број,Оштра Лука,Укупно,45-49,185
2013,Број,Оштра Лука,M,45-49,113
2013,Број,Оштра Лука,Ж,45-49,72
2013,Број,Пале,Укупно,45-49,1315
2013,Број,Пале,M,45-49,633
2013,Број,Пале,Ж,45-49,682
2013,Број,Пелагићево,Укупно,45-49,391
2013,Број,Пелагићево,M,45-49,211
2013,Број,Пелагићево,Ж,45-49,180
2013,Број,Петровац,Укупно,45-49,23
2013,Број,Петровац,M,45-49,14
2013,Број,Петровац,Ж,45-49,9
2013,Број,Петрово,Укупно,45-49,462
2013,Број,Петрово,M,45-49,232
2013,Број,Петрово,Ж,45-49,230
2013,Број,Град Приједор,Укупно,45-49,6210
2013,Број,Град Приједор,M,45-49,3128
2013,Број,Град Приједор,Ж,45-49,3082
2013,Број,Прњавор,Укупно,45-49,2314
2013,Број,Прњавор,M,45-49,1154
2013,Број,Прњавор,Ж,45-49,1160
2013,Број,Рибник,Укупно,45-49,374
2013,Број,Рибник,M,45-49,218
2013,Број,Рибник,Ж,45-49,156
2013,Број,Рогатица,Укупно,45-49,653
2013,Број,Рогатица,M,45-49,349
2013,Број,Рогатица,Ж,45-49,304
2013,Број,Рудо,Укупно,45-49,629
2013,Број,Рудо,M,45-49,316
2013,Број,Рудо,Ж,45-49,313
2013,Број,Соколац,Укупно,45-49,797
2013,Број,Соколац,M,45-49,391
2013,Број,Соколац,Ж,45-49,406
2013,Број,Србац,Укупно,45-49,1156
2013,Број,Србац,M,45-49,592
2013,Број,Србац,Ж,45-49,564
2013,Број,Сребреница,Укупно,45-49,892
2013,Број,Сребреница,M,45-49,426
2013,Број,Сребреница,Ж,45-49,466
2013,Број,Теслић,Укупно,45-49,2540
2013,Број,Теслић,M,45-49,1213
2013,Број,Теслић,Ж,45-49,1327
2013,Број,Град Требиње,Укупно,45-49,1950
2013,Број,Град Требиње,M,45-49,944
2013,Број,Град Требиње,Ж,45-49,1006
2013,Број,Трново,Укупно,45-49,147
2013,Број,Трново,M,45-49,76
2013,Број,Трново,Ж,45-49,71
2013,Број,Угљевик,Укупно,45-49,1136
2013,Број,Угљевик,M,45-49,584
2013,Број,Угљевик,Ж,45-49,552
2013,Број,Фоча,Укупно,45-49,1232
2013,Број,Фоча,M,45-49,652
2013,Број,Фоча,Ж,45-49,580
2013,Број,Хан Пијесак,Укупно,45-49,249
2013,Број,Хан Пијесак,M,45-49,126
2013,Број,Хан Пијесак,Ж,45-49,123
2013,Број,Чајниче,Укупно,45-49,370
2013,Број,Чајниче,M,45-49,199
2013,Број,Чајниче,Ж,45-49,171
2013,Број,Челинац,Укупно,45-49,1155
2013,Број,Челинац,M,45-49,568
2013,Број,Челинац,Ж,45-49,587
2013,Број,Шамац,Укупно,45-49,1217
2013,Број,Шамац,M,45-49,638
2013,Број,Шамац,Ж,45-49,579
2013,Број,Шековићи,Укупно,45-49,469
2013,Број,Шековићи,M,45-49,237
2013,Број,Шековићи,Ж,45-49,232
2013,Број,Шипово,Укупно,45-49,623
2013,Број,Шипово,M,45-49,324
2013,Број,Шипово,Ж,45-49,299
2013,Број,Град Бања Лука,Укупно,50-54,13344
2013,Број,Град Бања Лука,M,50-54,6289
2013,Број,Град Бања Лука,Ж,50-54,7055
2013,Број,Берковићи,Укупно,50-54,119
2013,Број,Берковићи,M,50-54,73
2013,Број,Берковићи,Ж,50-54,46
2013,Број,Град Бијељина,Укупно,50-54,8087
2013,Број,Град Бијељина,M,50-54,4014
2013,Број,Град Бијељина,Ж,50-54,4073
2013,Број,Билећа,Укупно,50-54,818
2013,Број,Билећа,M,50-54,435
2013,Број,Билећа,Ж,50-54,383
2013,Број,Братунац,Укупно,50-54,1583
2013,Број,Братунац,M,50-54,757
2013,Број,Братунац,Ж,50-54,826
2013,Број,Брод,Укупно,50-54,1260
2013,Број,Брод,M,50-54,606
2013,Број,Брод,Ж,50-54,654
2013,Број,Вишеград,Укупно,50-54,835
2013,Број,Вишеград,M,50-54,404
2013,Број,Вишеград,Ж,50-54,431
2013,Број,Власеница,Укупно,50-54,888
2013,Број,Власеница,M,50-54,418
2013,Број,Власеница,Ж,50-54,470
2013,Број,Вукосавље,Укупно,50-54,314
2013,Број,Вукосавље,M,50-54,165
2013,Број,Вукосавље,Ж,50-54,149
2013,Број,Гацко,Укупно,50-54,760
2013,Број,Гацко,M,50-54,393
2013,Број,Гацко,Ж,50-54,367
2013,Број,Град Градишка,Укупно,50-54,3609
2013,Број,Град Градишка,M,50-54,1725
2013,Број,Град Градишка,Ж,50-54,1884
2013,Број,Град Дервента,Укупно,50-54,1963
2013,Број,Град Дервента,M,50-54,988
2013,Број,Град Дервента,Ж,50-54,975
2013,Број,Град Добој,Укупно,50-54,5344
2013,Број,Град Добој,M,50-54,2523
2013,Број,Град Добој,Ж,50-54,2821
2013,Број,Доњи Жабар,Укупно,50-54,253
2013,Број,Доњи Жабар,M,50-54,132
2013,Број,Доњи Жабар,Ж,50-54,121
2013,Број,Град Зворник,Укупно,50-54,4353
2013,Број,Град Зворник,M,50-54,2079
2013,Број,Град Зворник,Ж,50-54,2274
2013,Број,Источна Илиџа,Укупно,50-54,1144
2013,Број,Источна Илиџа,M,50-54,529
2013,Број,Источна Илиџа,Ж,50-54,615
2013,Број,Источни Дрвар,Укупно,50-54,9
2013,Број,Источни Дрвар,M,50-54,9
2013,Број,Источни Дрвар,Ж,50-54,0
2013,Број,Источни Мостар,Укупно,50-54,15
2013,Број,Источни Мостар,M,50-54,8
2013,Број,Источни Мостар,Ж,50-54,7
2013,Број,Источни Стари Град,Укупно,50-54,96
2013,Број,Источни Стари Град,M,50-54,47
2013,Број,Источни Стари Град,Ж,50-54,49
2013,Број,Источно Ново Сарајево,Укупно,50-54,741
2013,Број,Источно Ново Сарајево,M,50-54,322
2013,Број,Источно Ново Сарајево,Ж,50-54,419
2013,Број,Језеро,Укупно,50-54,96
2013,Број,Језеро,M,50-54,47
2013,Број,Језеро,Ж,50-54,49
2013,Број,Калиновик,Укупно,50-54,176
2013,Број,Калиновик,M,50-54,100
2013,Број,Калиновик,Ж,50-54,76
2013,Број,Кнежево,Укупно,50-54,787
2013,Број,Кнежево,M,50-54,398
2013,Број,Кнежево,Ж,50-54,389
2013,Број,Козарска Дубица,Укупно,50-54,1810
2013,Број,Козарска Дубица,M,50-54,896
2013,Број,Козарска Дубица,Ж,50-54,914
2013,Број,Костајница,Укупно,50-54,485
2013,Број,Костајница,M,50-54,222
2013,Број,Костајница,Ж,50-54,263
2013,Број,Котор Варош,Укупно,50-54,1370
2013,Број,Котор Варош,M,50-54,673
2013,Број,Котор Варош,Ж,50-54,697
2013,Број,Крупа на Уни,Укупно,50-54,120
2013,Број,Крупа на Уни,M,50-54,76
2013,Број,Крупа на Уни,Ж,50-54,44
2013,Број,Купрес,Укупно,50-54,16
2013,Број,Купрес,M,50-54,10
2013,Број,Купрес,Ж,50-54,6
2013,Број,Лакташи,Укупно,50-54,2564
2013,Број,Лакташи,M,50-54,1262
2013,Број,Лакташи,Ж,50-54,1302
2013,Број,Лопаре,Укупно,50-54,1345
2013,Број,Лопаре,M,50-54,740
2013,Број,Лопаре,Ж,50-54,605
2013,Број,Љубиње,Укупно,50-54,278
2013,Број,Љубиње,M,50-54,137
2013,Број,Љубиње,Ж,50-54,141
2013,Број,Милићи,Укупно,50-54,927
2013,Број,Милићи,M,50-54,424
2013,Број,Милићи,Ж,50-54,503
2013,Број,Модрича,Укупно,50-54,1979
2013,Број,Модрича,M,50-54,976
2013,Број,Модрича,Ж,50-54,1003
2013,Број,Мркоњић Град,Укупно,50-54,1096
2013,Број,Мркоњић Град,M,50-54,500
2013,Број,Мркоњић Град,Ж,50-54,596
2013,Број,Невесиње,Укупно,50-54,939
2013,Број,Невесиње,M,50-54,512
2013,Број,Невесиње,Ж,50-54,427
2013,Број,Нови Град,Укупно,50-54,2252
2013,Број,Нови Град,M,50-54,1182
2013,Број,Нови Град,Ж,50-54,1070
2013,Број,Ново Горажде,Укупно,50-54,247
2013,Број,Ново Горажде,M,50-54,125
2013,Број,Ново Горажде,Ж,50-54,122
2013,Број,Осмаци,Укупно,50-54,452
2013,Број,Осмаци,M,50-54,240
2013,Број,Осмаци,Ж,50-54,212
2013,Број,Оштра Лука,Укупно,50-54,205
2013,Број,Оштра Лука,M,50-54,124
2013,Број,Оштра Лука,Ж,50-54,81
2013,Број,Пале,Укупно,50-54,1654
2013,Број,Пале,M,50-54,756
2013,Број,Пале,Ж,50-54,898
2013,Број,Пелагићево,Укупно,50-54,315
2013,Број,Пелагићево,M,50-54,176
2013,Број,Пелагићево,Ж,50-54,139
2013,Број,Петровац,Укупно,50-54,23
2013,Број,Петровац,M,50-54,14
2013,Број,Петровац,Ж,50-54,9
2013,Број,Петрово,Укупно,50-54,559
2013,Број,Петрово,M,50-54,259
2013,Број,Петрово,Ж,50-54,300
2013,Број,Град Приједор,Укупно,50-54,6657
2013,Број,Град Приједор,M,50-54,3373
2013,Број,Град Приједор,Ж,50-54,3284
2013,Број,Прњавор,Укупно,50-54,2476
2013,Број,Прњавор,M,50-54,1251
2013,Број,Прњавор,Ж,50-54,1225
2013,Број,Рибник,Укупно,50-54,431
2013,Број,Рибник,M,50-54,235
2013,Број,Рибник,Ж,50-54,196
2013,Број,Рогатица,Укупно,50-54,816
2013,Број,Рогатица,M,50-54,417
2013,Број,Рогатица,Ж,50-54,399
2013,Број,Рудо,Укупно,50-54,637
2013,Број,Рудо,M,50-54,332
2013,Број,Рудо,Ж,50-54,305
2013,Број,Соколац,Укупно,50-54,974
2013,Број,Соколац,M,50-54,475
2013,Број,Соколац,Ж,50-54,499
2013,Број,Србац,Укупно,50-54,1208
2013,Број,Србац,M,50-54,620
2013,Број,Србац,Ж,50-54,588
2013,Број,Сребреница,Укупно,50-54,927
2013,Број,Сребреница,M,50-54,464
2013,Број,Сребреница,Ж,50-54,463
2013,Број,Теслић,Укупно,50-54,2823
2013,Број,Теслић,M,50-54,1328
2013,Број,Теслић,Ж,50-54,1495
2013,Број,Град Требиње,Укупно,50-54,2211
2013,Број,Град Требиње,M,50-54,1027
2013,Број,Град Требиње,Ж,50-54,1184
2013,Број,Трново,Укупно,50-54,171
2013,Број,Трново,M,50-54,77
2013,Број,Трново,Ж,50-54,94
2013,Број,Угљевик,Укупно,50-54,1332
2013,Број,Угљевик,M,50-54,716
2013,Број,Угљевик,Ж,50-54,616
2013,Број,Фоча,Укупно,50-54,1429
2013,Број,Фоча,M,50-54,748
2013,Број,Фоча,Ж,50-54,681
2013,Број,Хан Пијесак,Укупно,50-54,324
2013,Број,Хан Пијесак,M,50-54,171
2013,Број,Хан Пијесак,Ж,50-54,153
2013,Број,Чајниче,Укупно,50-54,402
2013,Број,Чајниче,M,50-54,200
2013,Број,Чајниче,Ж,50-54,202
2013,Број,Челинац,Укупно,50-54,1230
2013,Број,Челинац,M,50-54,605
2013,Број,Челинац,Ж,50-54,625
2013,Број,Шамац,Укупно,50-54,1347
2013,Број,Шамац,M,50-54,641
2013,Број,Шамац,Ж,50-54,706
2013,Број,Шековићи,Укупно,50-54,565
2013,Број,Шековићи,M,50-54,294
2013,Број,Шековићи,Ж,50-54,271
2013,Број,Шипово,Укупно,50-54,810
2013,Број,Шипово,M,50-54,420
2013,Број,Шипово,Ж,50-54,390
2013,Број,Град Бања Лука,Укупно,55-59,13975
2013,Број,Град Бања Лука,M,55-59,6507
2013,Број,Град Бања Лука,Ж,55-59,7468
2013,Број,Берковићи,Укупно,55-59,120
2013,Број,Берковићи,M,55-59,53
2013,Број,Берковићи,Ж,55-59,67
2013,Број,Град Бијељина,Укупно,55-59,8039
2013,Број,Град Бијељина,M,55-59,3902
2013,Број,Град Бијељина,Ж,55-59,4137
2013,Број,Билећа,Укупно,55-59,777
2013,Број,Билећа,M,55-59,384
2013,Број,Билећа,Ж,55-59,393
2013,Број,Братунац,Укупно,55-59,1515
2013,Број,Братунац,M,55-59,740
2013,Број,Братунац,Ж,55-59,775
2013,Број,Брод,Укупно,55-59,1189
2013,Број,Брод,M,55-59,567
2013,Број,Брод,Ж,55-59,622
2013,Број,Вишеград,Укупно,55-59,887
2013,Број,Вишеград,M,55-59,419
2013,Број,Вишеград,Ж,55-59,468
2013,Број,Власеница,Укупно,55-59,950
2013,Број,Власеница,M,55-59,454
2013,Број,Власеница,Ж,55-59,496
2013,Број,Вукосавље,Укупно,55-59,278
2013,Број,Вукосавље,M,55-59,145
2013,Број,Вукосавље,Ж,55-59,133
2013,Број,Гацко,Укупно,55-59,697
2013,Број,Гацко,M,55-59,367
2013,Број,Гацко,Ж,55-59,330
2013,Број,Град Градишка,Укупно,55-59,4132
2013,Број,Град Градишка,M,55-59,1980
2013,Број,Град Градишка,Ж,55-59,2152
2013,Број,Град Дервента,Укупно,55-59,1818
2013,Број,Град Дервента,M,55-59,883
2013,Број,Град Дервента,Ж,55-59,935
2013,Број,Град Добој,Укупно,55-59,5439
2013,Број,Град Добој,M,55-59,2583
2013,Број,Град Добој,Ж,55-59,2856
2013,Број,Доњи Жабар,Укупно,55-59,246
2013,Број,Доњи Жабар,M,55-59,130
2013,Број,Доњи Жабар,Ж,55-59,116
2013,Број,Град Зворник,Укупно,55-59,4224
2013,Број,Град Зворник,M,55-59,2050
2013,Број,Град Зворник,Ж,55-59,2174
2013,Број,Источна Илиџа,Укупно,55-59,1312
2013,Број,Источна Илиџа,M,55-59,613
2013,Број,Источна Илиџа,Ж,55-59,699
2013,Број,Источни Дрвар,Укупно,55-59,9
2013,Број,Источни Дрвар,M,55-59,4
2013,Број,Источни Дрвар,Ж,55-59,5
2013,Број,Источни Мостар,Укупно,55-59,10
2013,Број,Источни Мостар,M,55-59,6
2013,Број,Источни Мостар,Ж,55-59,4
2013,Број,Источни Стари Град,Укупно,55-59,112
2013,Број,Источни Стари Град,M,55-59,52
2013,Број,Источни Стари Град,Ж,55-59,60
2013,Број,Источно Ново Сарајево,Укупно,55-59,873
2013,Број,Источно Ново Сарајево,M,55-59,413
2013,Број,Источно Ново Сарајево,Ж,55-59,460
2013,Број,Језеро,Укупно,55-59,84
2013,Број,Језеро,M,55-59,51
2013,Број,Језеро,Ж,55-59,33
2013,Број,Калиновик,Укупно,55-59,212
2013,Број,Калиновик,M,55-59,106
2013,Број,Калиновик,Ж,55-59,106
2013,Број,Кнежево,Укупно,55-59,745
2013,Број,Кнежево,M,55-59,344
2013,Број,Кнежево,Ж,55-59,401
2013,Број,Козарска Дубица,Укупно,55-59,1839
2013,Број,Козарска Дубица,M,55-59,932
2013,Број,Козарска Дубица,Ж,55-59,907
2013,Број,Костајница,Укупно,55-59,503
2013,Број,Костајница,M,55-59,268
2013,Број,Костајница,Ж,55-59,235
2013,Број,Котор Варош,Укупно,55-59,1234
2013,Број,Котор Варош,M,55-59,569
2013,Број,Котор Варош,Ж,55-59,665
2013,Број,Крупа на Уни,Укупно,55-59,114
2013,Број,Крупа на Уни,M,55-59,70
2013,Број,Крупа на Уни,Ж,55-59,44
2013,Број,Купрес,Укупно,55-59,19
2013,Број,Купрес,M,55-59,13
2013,Број,Купрес,Ж,55-59,6
2013,Број,Лакташи,Укупно,55-59,2575
2013,Број,Лакташи,M,55-59,1270
2013,Број,Лакташи,Ж,55-59,1305
2013,Број,Лопаре,Укупно,55-59,1214
2013,Број,Лопаре,M,55-59,651
2013,Број,Лопаре,Ж,55-59,563
2013,Број,Љубиње,Укупно,55-59,281
2013,Број,Љубиње,M,55-59,153
2013,Број,Љубиње,Ж,55-59,128
2013,Број,Милићи,Укупно,55-59,868
2013,Број,Милићи,M,55-59,442
2013,Број,Милићи,Ж,55-59,426
2013,Број,Модрича,Укупно,55-59,1917
2013,Број,Модрича,M,55-59,933
2013,Број,Модрича,Ж,55-59,984
2013,Број,Мркоњић Град,Укупно,55-59,1335
2013,Број,Мркоњић Град,M,55-59,641
2013,Број,Мркоњић Град,Ж,55-59,694
2013,Број,Невесиње,Укупно,55-59,937
2013,Број,Невесиње,M,55-59,490
2013,Број,Невесиње,Ж,55-59,447
2013,Број,Нови Град,Укупно,55-59,2126
2013,Број,Нови Град,M,55-59,1077
2013,Број,Нови Град,Ж,55-59,1049
2013,Број,Ново Горажде,Укупно,55-59,306
2013,Број,Ново Горажде,M,55-59,155
2013,Број,Ново Горажде,Ж,55-59,151
2013,Број,Осмаци,Укупно,55-59,391
2013,Број,Осмаци,M,55-59,183
2013,Број,Осмаци,Ж,55-59,208
2013,Број,Оштра Лука,Укупно,55-59,207
2013,Број,Оштра Лука,M,55-59,99
2013,Број,Оштра Лука,Ж,55-59,108
2013,Број,Пале,Укупно,55-59,1921
2013,Број,Пале,M,55-59,943
2013,Број,Пале,Ж,55-59,978
2013,Број,Пелагићево,Укупно,55-59,340
2013,Број,Пелагићево,M,55-59,181
2013,Број,Пелагићево,Ж,55-59,159
2013,Број,Петровац,Укупно,55-59,21
2013,Број,Петровац,M,55-59,8
2013,Број,Петровац,Ж,55-59,13
2013,Број,Петрово,Укупно,55-59,560
2013,Број,Петрово,M,55-59,289
2013,Број,Петрово,Ж,55-59,271
2013,Број,Град Приједор,Укупно,55-59,6393
2013,Број,Град Приједор,M,55-59,3049
2013,Број,Град Приједор,Ж,55-59,3344
2013,Број,Прњавор,Укупно,55-59,2501
2013,Број,Прњавор,M,55-59,1157
2013,Број,Прњавор,Ж,55-59,1344
2013,Број,Рибник,Укупно,55-59,467
2013,Број,Рибник,M,55-59,243
2013,Број,Рибник,Ж,55-59,224
2013,Број,Рогатица,Укупно,55-59,954
2013,Број,Рогатица,M,55-59,445
2013,Број,Рогатица,Ж,55-59,509
2013,Број,Рудо,Укупно,55-59,665
2013,Број,Рудо,M,55-59,342
2013,Број,Рудо,Ж,55-59,323
2013,Број,Соколац,Укупно,55-59,1073
2013,Број,Соколац,M,55-59,543
2013,Број,Соколац,Ж,55-59,530
2013,Број,Србац,Укупно,55-59,1306
2013,Број,Србац,M,55-59,603
2013,Број,Србац,Ж,55-59,703
2013,Број,Сребреница,Укупно,55-59,846
2013,Број,Сребреница,M,55-59,380
2013,Број,Сребреница,Ж,55-59,466
2013,Број,Теслић,Укупно,55-59,2867
2013,Број,Теслић,M,55-59,1375
2013,Број,Теслић,Ж,55-59,1492
2013,Број,Град Требиње,Укупно,55-59,2263
2013,Број,Град Требиње,M,55-59,1091
2013,Број,Град Требиње,Ж,55-59,1172
2013,Број,Трново,Укупно,55-59,232
2013,Број,Трново,M,55-59,113
2013,Број,Трново,Ж,55-59,119
2013,Број,Угљевик,Укупно,55-59,1129
2013,Број,Угљевик,M,55-59,594
2013,Број,Угљевик,Ж,55-59,535
2013,Број,Фоча,Укупно,55-59,1614
2013,Број,Фоча,M,55-59,812
2013,Број,Фоча,Ж,55-59,802
2013,Број,Хан Пијесак,Укупно,55-59,322
2013,Број,Хан Пијесак,M,55-59,156
2013,Број,Хан Пијесак,Ж,55-59,166
2013,Број,Чајниче,Укупно,55-59,371
2013,Број,Чајниче,M,55-59,197
2013,Број,Чајниче,Ж,55-59,174
2013,Број,Челинац,Укупно,55-59,1242
2013,Број,Челинац,M,55-59,652
2013,Број,Челинац,Ж,55-59,590
2013,Број,Шамац,Укупно,55-59,1269
2013,Број,Шамац,M,55-59,614
2013,Број,Шамац,Ж,55-59,655
2013,Број,Шековићи,Укупно,55-59,623
2013,Број,Шековићи,M,55-59,306
2013,Број,Шековићи,Ж,55-59,317
2013,Број,Шипово,Укупно,55-59,970
2013,Број,Шипово,M,55-59,497
2013,Број,Шипово,Ж,55-59,473
2013,Број,Град Бања Лука,Укупно,60-64,12816
2013,Број,Град Бања Лука,M,60-64,5878
2013,Број,Град Бања Лука,Ж,60-64,6938
2013,Број,Берковићи,Укупно,60-64,147
2013,Број,Берковићи,M,60-64,78
2013,Број,Берковићи,Ж,60-64,69
2013,Број,Град Бијељина,Укупно,60-64,7923
2013,Број,Град Бијељина,M,60-64,3788
2013,Број,Град Бијељина,Ж,60-64,4135
2013,Број,Билећа,Укупно,60-64,695
2013,Број,Билећа,M,60-64,320
2013,Број,Билећа,Ж,60-64,375
2013,Број,Братунац,Укупно,60-64,1280
2013,Број,Братунац,M,60-64,559
2013,Број,Братунац,Ж,60-64,721
2013,Број,Брод,Укупно,60-64,1119
2013,Број,Брод,M,60-64,572
2013,Број,Брод,Ж,60-64,547
2013,Број,Вишеград,Укупно,60-64,927
2013,Број,Вишеград,M,60-64,425
2013,Број,Вишеград,Ж,60-64,502
2013,Број,Власеница,Укупно,60-64,814
2013,Број,Власеница,M,60-64,375
2013,Број,Власеница,Ж,60-64,439
2013,Број,Вукосавље,Укупно,60-64,249
2013,Број,Вукосавље,M,60-64,114
2013,Број,Вукосавље,Ж,60-64,135
2013,Број,Гацко,Укупно,60-64,585
2013,Број,Гацко,M,60-64,291
2013,Број,Гацко,Ж,60-64,294
2013,Број,Град Градишка,Укупно,60-64,4190
2013,Број,Град Градишка,M,60-64,2068
2013,Број,Град Градишка,Ж,60-64,2122
2013,Број,Град Дервента,Укупно,60-64,1924
2013,Број,Град Дервента,M,60-64,935
2013,Број,Град Дервента,Ж,60-64,989
2013,Број,Град Добој,Укупно,60-64,5331
2013,Број,Град Добој,M,60-64,2474
2013,Број,Град Добој,Ж,60-64,2857
2013,Број,Доњи Жабар,Укупно,60-64,249
2013,Број,Доњи Жабар,M,60-64,127
