Year,UNIT_MEASURE,Administrative area,Sex,Mother tongue,Value
2013,Number,City of Gradiska,M,Serbian,20221
2013,Number,City of Gradiska,F,Serbian,21172
2013,Number,City of Derventa,Both sexes,Serbian,21749
2013,Number,City of Derventa,M,Serbian,10593
2013,Number,City of Derventa,F,Serbian,11156
2013,Number,City of Doboj,Both sexes,Serbian,51338
2013,Number,City of Doboj,M,Serbian,25045
2013,Number,City of Doboj,F,Serbian,26293
2013,Number,Donji Zabar,Both sexes,Serbian,2652
2013,Number,Donji Zabar,M,Serbian,1345
2013,Number,Donji Zabar,F,Serbian,1307
2013,Number,City of Zvornik,Both sexes,Serbian,37330
2013,Number,City of Zvornik,M,Serbian,18483
2013,Number,City of Zvornik,F,Serbian,18847
2013,Number,East Ilidza,Both sexes,Serbian,13532
2013,Number,East Ilidza,M,Serbian,6502
2013,Number,East Ilidza,F,Serbian,7030
2013,Number,East Drvar,Both sexes,Serbian,65
2013,Number,East Drvar,M,Serbian,44
2013,Number,East Drvar,F,Serbian,21
2013,Number,East Mostar,Both sexes,Serbian,152
2013,Number,East Mostar,M,Serbian,84
2013,Number,East Mostar,F,Serbian,68
2013,Number,East Stari Grad,Both sexes,Serbian,1063
2013,Number,East Stari Grad,M,Serbian,521
2013,Number,East Stari Grad,F,Serbian,542
2013,Number,East Novo Sarajevo,Both sexes,Serbian,10078
2013,Number,East Novo Sarajevo,M,Serbian,4805
2013,Number,East Novo Sarajevo,F,Serbian,5273
2013,Number,Jezero,Both sexes,Serbian,782
2013,Number,Jezero,M,Serbian,412
2013,Number,Jezero,F,Serbian,370
2013,Number,Kalinovik,Both sexes,Serbian,1907
2013,Number,Kalinovik,M,Serbian,924
2013,Number,Kalinovik,F,Serbian,983
2013,Number,Knezevo,Both sexes,Serbian,8909
2013,Number,Knezevo,M,Serbian,4431
2013,Number,Knezevo,F,Serbian,4478
2013,Number,Kozarska Dubica,Both sexes,Serbian,18376
2013,Number,Kozarska Dubica,M,Serbian,9029
2013,Number,Kozarska Dubica,F,Serbian,9347
2013,Number,Kostajnica,Both sexes,Serbian,4175
2013,Number,Kostajnica,M,Serbian,2078
2013,Number,Kostajnica,F,Serbian,2097
2013,Number,Kotor Varos,Both sexes,Serbian,12926
2013,Number,Kotor Varos,M,Serbian,6387
2013,Number,Kotor Varos,F,Serbian,6539
2013,Number,Krupa Na Uni,Both sexes,Serbian,1554
2013,Number,Krupa Na Uni,M,Serbian,840
2013,Number,Krupa Na Uni,F,Serbian,714
2013,Number,Kupres,Both sexes,Serbian,290
2013,Number,Kupres,M,Serbian,155
2013,Number,Kupres,F,Serbian,135
2013,Number,Laktasi,Both sexes,Serbian,33263
2013,Number,Laktasi,M,Serbian,16465
2013,Number,Laktasi,F,Serbian,16798
2013,Number,Lopare,Both sexes,Serbian,13299
2013,Number,Lopare,M,Serbian,6707
2013,Number,Lopare,F,Serbian,6592
2013,Number,Ljubinje,Both sexes,Serbian,3295
2013,Number,Ljubinje,M,Serbian,1623
2013,Number,Ljubinje,F,Serbian,1672
2013,Number,Milici,Both sexes,Serbian,6880
2013,Number,Milici,M,Serbian,3495
2013,Number,Milici,F,Serbian,3385
2013,Number,Modrica,Both sexes,Serbian,19633
2013,Number,Modrica,M,Serbian,9640
2013,Number,Modrica,F,Serbian,9993
2013,Number,Mrkonjic Grad,Both sexes,Serbian,15370
2013,Number,Mrkonjic Grad,M,Serbian,7392
2013,Number,Mrkonjic Grad,F,Serbian,7978
2013,Number,Nevesinje,Both sexes,Serbian,11987
2013,Number,Nevesinje,M,Serbian,5961
2013,Number,Nevesinje,F,Serbian,6026
2013,Number,Novi Grad,Both sexes,Serbian,19602
2013,Number,Novi Grad,M,Serbian,9805
2013,Number,Novi Grad,F,Serbian,9797
2013,Number,Novo Gorazde,Both sexes,Serbian,1564
2013,Number,Novo Gorazde,M,Serbian,823
2013,Number,Novo Gorazde,F,Serbian,741
2013,Number,Osmaci,Both sexes,Serbian,2850
2013,Number,Osmaci,M,Serbian,1452
2013,Number,Osmaci,F,Serbian,1398
2013,Number,Ostra Luka,Both sexes,Serbian,2540
2013,Number,Ostra Luka,M,Serbian,1309
2013,Number,Ostra Luka,F,Serbian,1231
2013,Number,Pale,Both sexes,Serbian,20039
2013,Number,Pale,M,Serbian,9599
2013,Number,Pale,F,Serbian,10440
2013,Number,Pelagicevo,Both sexes,Serbian,3140
2013,Number,Pelagicevo,M,Serbian,1561
2013,Number,Pelagicevo,F,Serbian,1579
2013,Number,Petrovac,Both sexes,Serbian,353
2013,Number,Petrovac,M,Serbian,169
2013,Number,Petrovac,F,Serbian,184
2013,Number,Petrovo,Both sexes,Serbian,6252
2013,Number,Petrovo,M,Serbian,3020
2013,Number,Petrovo,F,Serbian,3232
2013,Number,City of Prijedor,Both sexes,Serbian,55452
2013,Number,City of Prijedor,M,Serbian,27205
2013,Number,City of Prijedor,F,Serbian,28247
2013,Number,Prnjavor,Both sexes,Serbian,30213
2013,Number,Prnjavor,M,Serbian,14687
2013,Number,Prnjavor,F,Serbian,15526
2013,Number,Ribnik,Both sexes,Serbian,5830
2013,Number,Ribnik,M,Serbian,2891
2013,Number,Ribnik,F,Serbian,2939
2013,Number,Rogatica,Both sexes,Serbian,9233
2013,Number,Rogatica,M,Serbian,4508
2013,Number,Rogatica,F,Serbian,4725
2013,Number,Rudo,Both sexes,Serbian,6979
2013,Number,Rudo,M,Serbian,3527
2013,Number,Rudo,F,Serbian,3452
2013,Number,Sokolac,Both sexes,Serbian,10911
2013,Number,Sokolac,M,Serbian,5366
2013,Number,Sokolac,F,Serbian,5545
2013,Number,Srbac,Both sexes,Serbian,16269
2013,Number,Srbac,M,Serbian,7994
2013,Number,Srbac,F,Serbian,8275
2013,Number,Srebrenica,Both sexes,Serbian,5469
2013,Number,Srebrenica,M,Serbian,2745
2013,Number,Srebrenica,F,Serbian,2724
2013,Number,Teslic,Both sexes,Serbian,28458
2013,Number,Teslic,M,Serbian,13628
2013,Number,Teslic,F,Serbian,14830
2013,Number,City of Trebinje,Both sexes,Serbian,26940
2013,Number,City of Trebinje,M,Serbian,13155
2013,Number,City of Trebinje,F,Serbian,13785
2013,Number,Trnovo,Both sexes,Serbian,1141
2013,Number,Trnovo,M,Serbian,537
2013,Number,Trnovo,F,Serbian,604
2013,Number,Ugljevik,Both sexes,Serbian,13052
2013,Number,Ugljevik,M,Serbian,6622
2013,Number,Ugljevik,F,Serbian,6430
2013,Number,Foca,Both sexes,Serbian,16299
2013,Number,Foca,M,Serbian,8200
2013,Number,Foca,F,Serbian,8099
2013,Number,Han Pijesak,Both sexes,Serbian,3002
2013,Number,Han Pijesak,M,Serbian,1415
2013,Number,Han Pijesak,F,Serbian,1587
2013,Number,Cajnice,Both sexes,Serbian,3820
2013,Number,Cajnice,M,Serbian,1898
2013,Number,Cajnice,F,Serbian,1922
2013,Number,Celinac,Both sexes,Serbian,14622
2013,Number,Celinac,M,Serbian,7247
2013,Number,Celinac,F,Serbian,7375
2013,Number,Samac,Both sexes,Serbian,12894
2013,Number,Samac,M,Serbian,6289
2013,Number,Samac,F,Serbian,6605
2013,Number,Sekovici,Both sexes,Serbian,6196
2013,Number,Sekovici,M,Serbian,3044
2013,Number,Sekovici,F,Serbian,3152
2013,Number,Sipovo,Both sexes,Serbian,9332
2013,Number,Sipovo,M,Serbian,4725
2013,Number,Sipovo,F,Serbian,4607
2013,Number,Republika Srpska,Both sexes,Other language,17824
2013,Number,Republika Srpska,M,Other language,8017
2013,Number,Republika Srpska,F,Other language,9807
2013,Number,City of Banja Luka,Both sexes,Other language,5207
2013,Number,City of Banja Luka,M,Other language,2214
2013,Number,City of Banja Luka,F,Other language,2993
2013,Number,Berkovici,Both sexes,Other language,5
2013,Number,Berkovici,M,Other language,2
2013,Number,Berkovici,F,Other language,3
2013,Number,City of Bijeljina,Both sexes,Other language,1418
2013,Number,City of Bijeljina,M,Other language,673
2013,Number,City of Bijeljina,F,Other language,745
2013,Number,Bileca,Both sexes,Other language,32
2013,Number,Bileca,M,Other language,18
2013,Number,Bileca,F,Other language,14
2013,Number,Bratunac,Both sexes,Other language,69
2013,Number,Bratunac,M,Other language,33
2013,Number,Bratunac,F,Other language,36
2013,Number,Brod,Both sexes,Other language,283
2013,Number,Brod,M,Other language,111
2013,Number,Brod,F,Other language,172
2013,Number,Visegrad,Both sexes,Other language,66
2013,Number,Visegrad,M,Other language,32
2013,Number,Visegrad,F,Other language,34
2013,Number,Vlasenica,Both sexes,Other language,89
2013,Number,Vlasenica,M,Other language,36
2013,Number,Vlasenica,F,Other language,53
2013,Number,Vukosavlje,Both sexes,Other language,116
2013,Number,Vukosavlje,M,Other language,68
2013,Number,Vukosavlje,F,Other language,48
2013,Number,Gacko,Both sexes,Other language,9
2013,Number,Gacko,M,Other language,5
2013,Number,Gacko,F,Other language,4
2013,Number,City of Gradiska,Both sexes,Other language,1025
2013,Number,City of Gradiska,M,Other language,481
2013,Number,City of Gradiska,F,Other language,544
2013,Number,City of Derventa,Both sexes,Other language,447
2013,Number,City of Derventa,M,Other language,196
2013,Number,City of Derventa,F,Other language,251
2013,Number,City of Doboj,Both sexes,Other language,1380
2013,Number,City of Doboj,M,Other language,644
2013,Number,City of Doboj,F,Other language,736
2013,Number,Donji Zabar,Both sexes,Other language,15
2013,Number,Donji Zabar,M,Other language,4
2013,Number,Donji Zabar,F,Other language,11
2013,Number,City of Zvornik,Both sexes,Other language,116
2013,Number,City of Zvornik,M,Other language,48
2013,Number,City of Zvornik,F,Other language,68
2013,Number,East Ilidza,Both sexes,Other language,125
2013,Number,East Ilidza,M,Other language,50
2013,Number,East Ilidza,F,Other language,75
2013,Number,East Drvar,Both sexes,Other language,0
2013,Number,East Drvar,M,Other language,0
2013,Number,East Drvar,F,Other language,0
2013,Number,East Mostar,Both sexes,Other language,0
2013,Number,East Mostar,M,Other language,0
2013,Number,East Mostar,F,Other language,0
2013,Number,East Stari Grad,Both sexes,Other language,6
2013,Number,East Stari Grad,M,Other language,2
2013,Number,East Stari Grad,F,Other language,4
2013,Number,East Novo Sarajevo,Both sexes,Other language,199
2013,Number,East Novo Sarajevo,M,Other language,86
2013,Number,East Novo Sarajevo,F,Other language,113
2013,Number,Jezero,Both sexes,Other language,1
2013,Number,Jezero,M,Other language,1
2013,Number,Jezero,F,Other language,0
2013,Number,Kalinovik,Both sexes,Other language,11
2013,Number,Kalinovik,M,Other language,8
2013,Number,Kalinovik,F,Other language,3
2013,Number,Knezevo,Both sexes,Other language,30
2013,Number,Knezevo,M,Other language,8
2013,Number,Knezevo,F,Other language,22
2013,Number,Kozarska Dubica,Both sexes,Other language,209
2013,Number,Kozarska Dubica,M,Other language,89
2013,Number,Kozarska Dubica,F,Other language,120
2013,Number,Kostajnica,Both sexes,Other language,112
2013,Number,Kostajnica,M,Other language,51
2013,Number,Kostajnica,F,Other language,61
2013,Number,Kotor Varos,Both sexes,Other language,181
2013,Number,Kotor Varos,M,Other language,75
2013,Number,Kotor Varos,F,Other language,106
2013,Number,Krupa Na Uni,Both sexes,Other language,0
2013,Number,Krupa Na Uni,M,Other language,0
2013,Number,Krupa Na Uni,F,Other language,0
2013,Number,Kupres,Both sexes,Other language,3
2013,Number,Kupres,M,Other language,2
2013,Number,Kupres,F,Other language,1
2013,Number,Laktasi,Both sexes,Other language,578
2013,Number,Laktasi,M,Other language,286
2013,Number,Laktasi,F,Other language,292
2013,Number,Lopare,Both sexes,Other language,28
2013,Number,Lopare,M,Other language,9
2013,Number,Lopare,F,Other language,19
2013,Number,Ljubinje,Both sexes,Other language,3
2013,Number,Ljubinje,M,Other language,1
2013,Number,Ljubinje,F,Other language,2
2013,Number,Milici,Both sexes,Other language,9
2013,Number,Milici,M,Other language,1
2013,Number,Milici,F,Other language,8
2013,Number,Modrica,Both sexes,Other language,470
2013,Number,Modrica,M,Other language,208
2013,Number,Modrica,F,Other language,262
2013,Number,Mrkonjic Grad,Both sexes,Other language,97
2013,Number,Mrkonjic Grad,M,Other language,52
2013,Number,Mrkonjic Grad,F,Other language,45
2013,Number,Nevesinje,Both sexes,Other language,17
2013,Number,Nevesinje,M,Other language,4
2013,Number,Nevesinje,F,Other language,13
2013,Number,Novi Grad,Both sexes,Other language,263
2013,Number,Novi Grad,M,Other language,108
2013,Number,Novi Grad,F,Other language,155
2013,Number,Novo Gorazde,Both sexes,Other language,4
2013,Number,Novo Gorazde,M,Other language,3
2013,Number,Novo Gorazde,F,Other language,1
2013,Number,Osmaci,Both sexes,Other language,8
2013,Number,Osmaci,M,Other language,1
2013,Number,Osmaci,F,Other language,7
2013,Number,Ostra Luka,Both sexes,Other language,32
2013,Number,Ostra Luka,M,Other language,16
2013,Number,Ostra Luka,F,Other language,16
2013,Number,Pale,Both sexes,Other language,108
2013,Number,Pale,M,Other language,42
2013,Number,Pale,F,Other language,66
2013,Number,Pelagicevo,Both sexes,Other language,30
2013,Number,Pelagicevo,M,Other language,12
2013,Number,Pelagicevo,F,Other language,18
2013,Number,Petrovac,Both sexes,Other language,1
2013,Number,Petrovac,M,Other language,0
2013,Number,Petrovac,F,Other language,1
2013,Number,Petrovo,Both sexes,Other language,41
2013,Number,Petrovo,M,Other language,15
2013,Number,Petrovo,F,Other language,26
2013,Number,City of Prijedor,Both sexes,Other language,1883
2013,Number,City of Prijedor,M,Other language,879
2013,Number,City of Prijedor,F,Other language,1004
2013,Number,Prnjavor,Both sexes,Other language,1131
2013,Number,Prnjavor,M,Other language,565
2013,Number,Prnjavor,F,Other language,566
2013,Number,Ribnik,Both sexes,Other language,13
2013,Number,Ribnik,M,Other language,5
2013,Number,Ribnik,F,Other language,8
2013,Number,Rogatica,Both sexes,Other language,35
2013,Number,Rogatica,M,Other language,17
2013,Number,Rogatica,F,Other language,18
2013,Number,Rudo,Both sexes,Other language,8
2013,Number,Rudo,M,Other language,3
2013,Number,Rudo,F,Other language,5
2013,Number,Sokolac,Both sexes,Other language,35
2013,Number,Sokolac,M,Other language,9
2013,Number,Sokolac,F,Other language,26
2013,Number,Srbac,Both sexes,Other language,180
2013,Number,Srbac,M,Other language,91
2013,Number,Srbac,F,Other language,89
2013,Number,Srebrenica,Both sexes,Other language,49
2013,Number,Srebrenica,M,Other language,32
2013,Number,Srebrenica,F,Other language,17
2013,Number,Teslic,Both sexes,Other language,864
2013,Number,Teslic,M,Other language,390
2013,Number,Teslic,F,Other language,474
2013,Number,City of Trebinje,Both sexes,Other language,269
2013,Number,City of Trebinje,M,Other language,101
2013,Number,City of Trebinje,F,Other language,168
2013,Number,Trnovo,Both sexes,Other language,8
2013,Number,Trnovo,M,Other language,5
2013,Number,Trnovo,F,Other language,3
2013,Number,Ugljevik,Both sexes,Other language,36
2013,Number,Ugljevik,M,Other language,15
2013,Number,Ugljevik,F,Other language,21
2013,Number,Foca,Both sexes,Other language,63
2013,Number,Foca,M,Other language,35
2013,Number,Foca,F,Other language,28
2013,Number,Han Pijesak,Both sexes,Other language,7
2013,Number,Han Pijesak,M,Other language,6
2013,Number,Han Pijesak,F,Other language,1
2013,Number,Cajnice,Both sexes,Other language,12
2013,Number,Cajnice,M,Other language,6
2013,Number,Cajnice,F,Other language,6
2013,Number,Celinac,Both sexes,Other language,74
2013,Number,Celinac,M,Other language,26
2013,Number,Celinac,F,Other language,48
2013,Number,Samac,Both sexes,Other language,277
2013,Number,Samac,M,Other language,116
2013,Number,Samac,F,Other language,161
2013,Number,Sekovici,Both sexes,Other language,11
2013,Number,Sekovici,M,Other language,4
2013,Number,Sekovici,F,Other language,7
2013,Number,Sipovo,Both sexes,Other language,26
2013,Number,Sipovo,M,Other language,17
2013,Number,Sipovo,F,Other language,9
2013,Number,Republika Srpska,Both sexes,Unknown language,2502
2013,Number,Republika Srpska,M,Unknown language,1156
2013,Number,Republika Srpska,F,Unknown language,1346
2013,Number,City of Banja Luka,Both sexes,Unknown language,411
2013,Number,City of Banja Luka,M,Unknown language,189
2013,Number,City of Banja Luka,F,Unknown language,222
2013,Number,Berkovici,Both sexes,Unknown language,2
2013,Number,Berkovici,M,Unknown language,0
2013,Number,Berkovici,F,Unknown language,2
2013,Number,City of Bijeljina,Both sexes,Unknown language,124
2013,Number,City of Bijeljina,M,Unknown language,51
2013,Number,City of Bijeljina,F,Unknown language,73
2013,Number,Bileca,Both sexes,Unknown language,14
2013,Number,Bileca,M,Unknown language,7
2013,Number,Bileca,F,Unknown language,7
2013,Number,Bratunac,Both sexes,Unknown language,46
2013,Number,Bratunac,M,Unknown language,21
2013,Number,Bratunac,F,Unknown language,25
2013,Number,Brod,Both sexes,Unknown language,44
2013,Number,Brod,M,Unknown language,20
2013,Number,Brod,F,Unknown language,24
2013,Number,Visegrad,Both sexes,Unknown language,178
2013,Number,Visegrad,M,Unknown language,2
2013,Number,Visegrad,F,Unknown language,176
2013,Number,Vlasenica,Both sexes,Unknown language,29
2013,Number,Vlasenica,M,Unknown language,14
2013,Number,Vlasenica,F,Unknown language,15
2013,Number,Vukosavlje,Both sexes,Unknown language,15
2013,Number,Vukosavlje,M,Unknown language,2
2013,Number,Vukosavlje,F,Unknown language,13
2013,Number,Gacko,Both sexes,Unknown language,10
2013,Number,Gacko,M,Unknown language,2
2013,Number,Gacko,F,Unknown language,8
2013,Number,City of Gradiska,Both sexes,Unknown language,85
2013,Number,City of Gradiska,M,Unknown language,39
2013,Number,City of Gradiska,F,Unknown language,46
2013,Number,City of Derventa,Both sexes,Unknown language,74
2013,Number,City of Derventa,M,Unknown language,33
2013,Number,City of Derventa,F,Unknown language,41
2013,Number,City of Doboj,Both sexes,Unknown language,178
2013,Number,City of Doboj,M,Unknown language,70
2013,Number,City of Doboj,F,Unknown language,108
2013,Number,Donji Zabar,Both sexes,Unknown language,6
2013,Number,Donji Zabar,M,Unknown language,4
2013,Number,Donji Zabar,F,Unknown language,2
2013,Number,City of Zvornik,Both sexes,Unknown language,119
2013,Number,City of Zvornik,M,Unknown language,52
2013,Number,City of Zvornik,F,Unknown language,67
2013,Number,East Ilidza,Both sexes,Unknown language,13
2013,Number,East Ilidza,M,Unknown language,7
2013,Number,East Ilidza,F,Unknown language,6
2013,Number,East Drvar,Both sexes,Unknown language,0
2013,Number,East Drvar,M,Unknown language,0
2013,Number,East Drvar,F,Unknown language,0
2013,Number,East Mostar,Both sexes,Unknown language,3
2013,Number,East Mostar,M,Unknown language,1
2013,Number,East Mostar,F,Unknown language,2
2013,Number,East Stari Grad,Both sexes,Unknown language,2
2013,Number,East Stari Grad,M,Unknown language,2
2013,Number,East Stari Grad,F,Unknown language,0
2013,Number,East Novo Sarajevo,Both sexes,Unknown language,9
2013,Number,East Novo Sarajevo,M,Unknown language,2
2013,Number,East Novo Sarajevo,F,Unknown language,7
2013,Number,Jezero,Both sexes,Unknown language,1
2013,Number,Jezero,M,Unknown language,1
2013,Number,Jezero,F,Unknown language,0
2013,Number,Kalinovik,Both sexes,Unknown language,4
2013,Number,Kalinovik,M,Unknown language,2
2013,Number,Kalinovik,F,Unknown language,2
2013,Number,Knezevo,Both sexes,Unknown language,8
2013,Number,Knezevo,M,Unknown language,4
2013,Number,Knezevo,F,Unknown language,4
2013,Number,Kozarska Dubica,Both sexes,Unknown language,23
2013,Number,Kozarska Dubica,M,Unknown language,10
2013,Number,Kozarska Dubica,F,Unknown language,13
2013,Number,Kostajnica,Both sexes,Unknown language,3
2013,Number,Kostajnica,M,Unknown language,1
2013,Number,Kostajnica,F,Unknown language,2
2013,Number,Kotor Varos,Both sexes,Unknown language,23
2013,Number,Kotor Varos,M,Unknown language,15
2013,Number,Kotor Varos,F,Unknown language,8
2013,Number,Krupa Na Uni,Both sexes,Unknown language,0
2013,Number,Krupa Na Uni,M,Unknown language,0
2013,Number,Krupa Na Uni,F,Unknown language,0
2013,Number,Kupres,Both sexes,Unknown language,0
2013,Number,Kupres,M,Unknown language,0
2013,Number,Kupres,F,Unknown language,0
2013,Number,Laktasi,Both sexes,Unknown language,82
2013,Number,Laktasi,M,Unknown language,36
2013,Number,Laktasi,F,Unknown language,46
2013,Number,Lopare,Both sexes,Unknown language,24
2013,Number,Lopare,M,Unknown language,12
2013,Number,Lopare,F,Unknown language,12
2013,Number,Ljubinje,Both sexes,Unknown language,4
2013,Number,Ljubinje,M,Unknown language,2
2013,Number,Ljubinje,F,Unknown language,2
2013,Number,Milici,Both sexes,Unknown language,11
2013,Number,Milici,M,Unknown language,4
2013,Number,Milici,F,Unknown language,7
2013,Number,Modrica,Both sexes,Unknown language,133
2013,Number,Modrica,M,Unknown language,71
2013,Number,Modrica,F,Unknown language,62
2013,Number,Mrkonjic Grad,Both sexes,Unknown language,16
2013,Number,Mrkonjic Grad,M,Unknown language,7
2013,Number,Mrkonjic Grad,F,Unknown language,9
2013,Number,Nevesinje,Both sexes,Unknown language,17
2013,Number,Nevesinje,M,Unknown language,5
2013,Number,Nevesinje,F,Unknown language,12
2013,Number,Novi Grad,Both sexes,Unknown language,36
2013,Number,Novi Grad,M,Unknown language,20
2013,Number,Novi Grad,F,Unknown language,16
2013,Number,Novo Gorazde,Both sexes,Unknown language,8
2013,Number,Novo Gorazde,M,Unknown language,3
2013,Number,Novo Gorazde,F,Unknown language,5
2013,Number,Osmaci,Both sexes,Unknown language,5
2013,Number,Osmaci,M,Unknown language,2
2013,Number,Osmaci,F,Unknown language,3
2013,Number,Ostra Luka,Both sexes,Unknown language,2
2013,Number,Ostra Luka,M,Unknown language,2
2013,Number,Ostra Luka,F,Unknown language,0
2013,Number,Pale,Both sexes,Unknown language,11
2013,Number,Pale,M,Unknown language,8
2013,Number,Pale,F,Unknown language,3
2013,Number,Pelagicevo,Both sexes,Unknown language,5
2013,Number,Pelagicevo,M,Unknown language,1
2013,Number,Pelagicevo,F,Unknown language,4
2013,Number,Petrovac,Both sexes,Unknown language,0
2013,Number,Petrovac,M,Unknown language,0
2013,Number,Petrovac,F,Unknown language,0
2013,Number,Petrovo,Both sexes,Unknown language,5
2013,Number,Petrovo,M,Unknown language,2
2013,Number,Petrovo,F,Unknown language,3
2013,Number,City of Prijedor,Both sexes,Unknown language,394
2013,Number,City of Prijedor,M,Unknown language,269
2013,Number,City of Prijedor,F,Unknown language,125
2013,Number,Prnjavor,Both sexes,Unknown language,50
2013,Number,Prnjavor,M,Unknown language,20
2013,Number,Prnjavor,F,Unknown language,30
2013,Number,Ribnik,Both sexes,Unknown language,3
2013,Number,Ribnik,M,Unknown language,3
2013,Number,Ribnik,F,Unknown language,0
2013,Number,Rogatica,Both sexes,Unknown language,5
2013,Number,Rogatica,M,Unknown language,2
2013,Number,Rogatica,F,Unknown language,3
2013,Number,Rudo,Both sexes,Unknown language,5
2013,Number,Rudo,M,Unknown language,2
2013,Number,Rudo,F,Unknown language,3
2013,Number,Sokolac,Both sexes,Unknown language,21
2013,Number,Sokolac,M,Unknown language,7
2013,Number,Sokolac,F,Unknown language,14
2013,Number,Srbac,Both sexes,Unknown language,41
2013,Number,Srbac,M,Unknown language,21
2013,Number,Srbac,F,Unknown language,20
2013,Number,Srebrenica,Both sexes,Unknown language,29
2013,Number,Srebrenica,M,Unknown language,14
2013,Number,Srebrenica,F,Unknown language,15
2013,Number,Teslic,Both sexes,Unknown language,58
2013,Number,Teslic,M,Unknown language,27
2013,Number,Teslic,F,Unknown language,31
2013,Number,City of Trebinje,Both sexes,Unknown language,21
2013,Number,City of Trebinje,M,Unknown language,13
2013,Number,City of Trebinje,F,Unknown language,8
2013,Number,Trnovo,Both sexes,Unknown language,1
2013,Number,Trnovo,M,Unknown language,0
2013,Number,Trnovo,F,Unknown language,1
2013,Number,Ugljevik,Both sexes,Unknown language,16
2013,Number,Ugljevik,M,Unknown language,13
2013,Number,Ugljevik,F,Unknown language,3
2013,Number,Foca,Both sexes,Unknown language,17
2013,Number,Foca,M,Unknown language,9
2013,Number,Foca,F,Unknown language,8
2013,Number,Han Pijesak,Both sexes,Unknown language,0
2013,Number,Han Pijesak,M,Unknown language,0
2013,Number,Han Pijesak,F,Unknown language,0
2013,Number,Cajnice,Both sexes,Unknown language,5
2013,Number,Cajnice,M,Unknown language,2
2013,Number,Cajnice,F,Unknown language,3
2013,Number,Celinac,Both sexes,Unknown language,15
2013,Number,Celinac,M,Unknown language,7
2013,Number,Celinac,F,Unknown language,8
2013,Number,Samac,Both sexes,Unknown language,21
2013,Number,Samac,M,Unknown language,12
2013,Number,Samac,F,Unknown language,9
2013,Number,Sekovici,Both sexes,Unknown language,9
2013,Number,Sekovici,M,Unknown language,3
2013,Number,Sekovici,F,Unknown language,6
2013,Number,Sipovo,Both sexes,Unknown language,8
2013,Number,Sipovo,M,Unknown language,6
2013,Number,Sipovo,F,Unknown language,2
