Year,UNIT_MEASURE,ADMIN_AREA,Пол,Education,Value
2013,Број,TESLIC,Ж,incomplete_elementary,2882
2013,Број,TREBINJE,Оба пола,incomplete_elementary,1156
2013,Број,TREBINJE,M,incomplete_elementary,210
2013,Број,TREBINJE,Ж,incomplete_elementary,946
2013,Број,TRNOVO,Оба пола,incomplete_elementary,151
2013,Број,TRNOVO,M,incomplete_elementary,36
2013,Број,TRNOVO,Ж,incomplete_elementary,115
2013,Број,UGLJEVIK,Оба пола,incomplete_elementary,1829
2013,Број,UGLJEVIK,M,incomplete_elementary,734
2013,Број,UGLJEVIK,Ж,incomplete_elementary,1095
2013,Број,FOCA,Оба пола,incomplete_elementary,1301
2013,Број,FOCA,M,incomplete_elementary,346
2013,Број,FOCA,Ж,incomplete_elementary,955
2013,Број,HAN PIJESAK,Оба пола,incomplete_elementary,258
2013,Број,HAN PIJESAK,M,incomplete_elementary,61
2013,Број,HAN PIJESAK,Ж,incomplete_elementary,197
2013,Број,CAJNICE,Оба пола,incomplete_elementary,474
2013,Број,CAJNICE,M,incomplete_elementary,149
2013,Број,CAJNICE,Ж,incomplete_elementary,325
2013,Број,CELINAC,Оба пола,incomplete_elementary,1317
2013,Број,CELINAC,M,incomplete_elementary,474
2013,Број,CELINAC,Ж,incomplete_elementary,843
2013,Број,SAMAC,Оба пола,incomplete_elementary,2046
2013,Број,SAMAC,M,incomplete_elementary,731
2013,Број,SAMAC,Ж,incomplete_elementary,1315
2013,Број,SEKOVICI,Оба пола,incomplete_elementary,453
2013,Број,SEKOVICI,M,incomplete_elementary,181
2013,Број,SEKOVICI,Ж,incomplete_elementary,272
2013,Број,SIPOVO,Оба пола,incomplete_elementary,908
2013,Број,SIPOVO,M,incomplete_elementary,351
2013,Број,SIPOVO,Ж,incomplete_elementary,557
2013,Број,REPUBLIKA SRPSKA,Оба пола,elementary_education,212834
2013,Број,REPUBLIKA SRPSKA,M,elementary_education,95682
2013,Број,REPUBLIKA SRPSKA,Ж,elementary_education,117152
2013,Број,BANJA LUKA,Оба пола,elementary_education,23011
2013,Број,BANJA LUKA,M,elementary_education,9927
2013,Број,BANJA LUKA,Ж,elementary_education,13084
2013,Број,BERKOVICI,Оба пола,elementary_education,430
2013,Број,BERKOVICI,M,elementary_education,221
2013,Број,BERKOVICI,Ж,elementary_education,209
2013,Број,BIJELJINA,Оба пола,elementary_education,18771
2013,Број,BIJELJINA,M,elementary_education,8590
2013,Број,BIJELJINA,Ж,elementary_education,10181
2013,Број,BILECA,Оба пола,elementary_education,1951
2013,Број,BILECA,M,elementary_education,867
2013,Број,BILECA,Ж,elementary_education,1084
2013,Број,BRATUNAC,Оба пола,elementary_education,3893
2013,Број,BRATUNAC,M,elementary_education,1769
2013,Број,BRATUNAC,Ж,elementary_education,2124
2013,Број,BROD,Оба пола,elementary_education,2986
2013,Број,BROD,M,elementary_education,1248
2013,Број,BROD,Ж,elementary_education,1738
2013,Број,VISEGRAD,Оба пола,elementary_education,1626
2013,Број,VISEGRAD,M,elementary_education,593
2013,Број,VISEGRAD,Ж,elementary_education,1033
2013,Број,VLASENICA,Оба пола,elementary_education,2268
2013,Број,VLASENICA,M,elementary_education,993
2013,Број,VLASENICA,Ж,elementary_education,1275
2013,Број,VUKOSAVLJE,Оба пола,elementary_education,999
2013,Број,VUKOSAVLJE,M,elementary_education,472
2013,Број,VUKOSAVLJE,Ж,elementary_education,527
2013,Број,GACKO,Оба пола,elementary_education,1356
2013,Број,GACKO,M,elementary_education,530
2013,Број,GACKO,Ж,elementary_education,826
2013,Број,GRADISKA,Оба пола,elementary_education,9626
2013,Број,GRADISKA,M,elementary_education,4493
2013,Број,GRADISKA,Ж,elementary_education,5133
2013,Број,DERVENTA,Оба пола,elementary_education,5260
2013,Број,DERVENTA,M,elementary_education,2463
2013,Број,DERVENTA,Ж,elementary_education,2797
2013,Број,DOBOJ,Оба пола,elementary_education,13403
2013,Број,DOBOJ,M,elementary_education,5750
2013,Број,DOBOJ,Ж,elementary_education,7653
2013,Број,DONJI ZABAR,Оба пола,elementary_education,815
2013,Број,DONJI ZABAR,M,elementary_education,408
2013,Број,DONJI ZABAR,Ж,elementary_education,407
2013,Број,ZVORNIK,Оба пола,elementary_education,11440
2013,Број,ZVORNIK,M,elementary_education,5163
2013,Број,ZVORNIK,Ж,elementary_education,6277
2013,Број,ISTOCNA ILIDZA,Оба пола,elementary_education,1676
2013,Број,ISTOCNA ILIDZA,M,elementary_education,519
2013,Број,ISTOCNA ILIDZA,Ж,elementary_education,1157
2013,Број,ISTOCNI DRVAR,Оба пола,elementary_education,9
2013,Број,ISTOCNI DRVAR,M,elementary_education,2
2013,Број,ISTOCNI DRVAR,Ж,elementary_education,7
2013,Број,ISTOCNI MOSTAR,Оба пола,elementary_education,38
2013,Број,ISTOCNI MOSTAR,M,elementary_education,24
2013,Број,ISTOCNI MOSTAR,Ж,elementary_education,14
2013,Број,ISTOCNI STARI GRAD,Оба пола,elementary_education,166
2013,Број,ISTOCNI STARI GRAD,M,elementary_education,75
2013,Број,ISTOCNI STARI GRAD,Ж,elementary_education,91
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,elementary_education,1087
2013,Број,ISTOCNO NOVO SARAJEVO,M,elementary_education,356
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,elementary_education,731
2013,Број,JEZERO,Оба пола,elementary_education,236
2013,Број,JEZERO,M,elementary_education,109
2013,Број,JEZERO,Ж,elementary_education,127
2013,Број,KALINOVIK,Оба пола,elementary_education,334
2013,Број,KALINOVIK,M,elementary_education,122
2013,Број,KALINOVIK,Ж,elementary_education,212
2013,Број,KNEZEVO,Оба пола,elementary_education,1918
2013,Број,KNEZEVO,M,elementary_education,990
2013,Број,KNEZEVO,Ж,elementary_education,928
2013,Број,KOZARSKA DUBICA,Оба пола,elementary_education,3921
2013,Број,KOZARSKA DUBICA,M,elementary_education,1839
2013,Број,KOZARSKA DUBICA,Ж,elementary_education,2082
2013,Број,KOSTAJNICA,Оба пола,elementary_education,1117
2013,Број,KOSTAJNICA,M,elementary_education,486
2013,Број,KOSTAJNICA,Ж,elementary_education,631
2013,Број,KOTOR VAROS,Оба пола,elementary_education,3809
2013,Број,KOTOR VAROS,M,elementary_education,1797
2013,Број,KOTOR VAROS,Ж,elementary_education,2012
2013,Број,KRUPA NA UNI,Оба пола,elementary_education,524
2013,Број,KRUPA NA UNI,M,elementary_education,317
2013,Број,KRUPA NA UNI,Ж,elementary_education,207
2013,Број,KUPRES,Оба пола,elementary_education,53
2013,Број,KUPRES,M,elementary_education,33
2013,Број,KUPRES,Ж,elementary_education,20
2013,Број,LAKTASI,Оба пола,elementary_education,6602
2013,Број,LAKTASI,M,elementary_education,3078
2013,Број,LAKTASI,Ж,elementary_education,3524
2013,Број,LOPARE,Оба пола,elementary_education,3267
2013,Број,LOPARE,M,elementary_education,1670
2013,Број,LOPARE,Ж,elementary_education,1597
2013,Број,LJUBINJE,Оба пола,elementary_education,619
2013,Број,LJUBINJE,M,elementary_education,261
2013,Број,LJUBINJE,Ж,elementary_education,358
2013,Број,MILICI,Оба пола,elementary_education,2387
2013,Број,MILICI,M,elementary_education,1038
2013,Број,MILICI,Ж,elementary_education,1349
2013,Број,MODRICA,Оба пола,elementary_education,5255
2013,Број,MODRICA,M,elementary_education,2469
2013,Број,MODRICA,Ж,elementary_education,2786
2013,Број,MRKONJIC GRAD,Оба пола,elementary_education,2720
2013,Број,MRKONJIC GRAD,M,elementary_education,1373
2013,Број,MRKONJIC GRAD,Ж,elementary_education,1347
2013,Број,NEVESINJE,Оба пола,elementary_education,2193
2013,Број,NEVESINJE,M,elementary_education,961
2013,Број,NEVESINJE,Ж,elementary_education,1232
2013,Број,NOVI GRAD,Оба пола,elementary_education,5660
2013,Број,NOVI GRAD,M,elementary_education,2691
2013,Број,NOVI GRAD,Ж,elementary_education,2969
2013,Број,NOVO GORAZDE,Оба пола,elementary_education,612
2013,Број,NOVO GORAZDE,M,elementary_education,229
2013,Број,NOVO GORAZDE,Ж,elementary_education,383
2013,Број,OSMACI,Оба пола,elementary_education,1146
2013,Број,OSMACI,M,elementary_education,495
2013,Број,OSMACI,Ж,elementary_education,651
2013,Број,OSTRA LUKA,Оба пола,elementary_education,648
2013,Број,OSTRA LUKA,M,elementary_education,348
2013,Број,OSTRA LUKA,Ж,elementary_education,300
2013,Број,PALE,Оба пола,elementary_education,2570
2013,Број,PALE,M,elementary_education,935
2013,Број,PALE,Ж,elementary_education,1635
2013,Број,PELAGICEVO,Оба пола,elementary_education,1081
2013,Број,PELAGICEVO,M,elementary_education,586
2013,Број,PELAGICEVO,Ж,elementary_education,495
2013,Број,PETROVAC,Оба пола,elementary_education,57
2013,Број,PETROVAC,M,elementary_education,23
2013,Број,PETROVAC,Ж,elementary_education,34
2013,Број,PETROVO,Оба пола,elementary_education,1114
2013,Број,PETROVO,M,elementary_education,464
2013,Број,PETROVO,Ж,elementary_education,650
2013,Број,PRIJEDOR,Оба пола,elementary_education,15121
2013,Број,PRIJEDOR,M,elementary_education,6682
2013,Број,PRIJEDOR,Ж,elementary_education,8439
2013,Број,PRNJAVOR,Оба пола,elementary_education,7504
2013,Број,PRNJAVOR,M,elementary_education,3697
2013,Број,PRNJAVOR,Ж,elementary_education,3807
2013,Број,RIBNIK,Оба пола,elementary_education,1275
2013,Број,RIBNIK,M,elementary_education,651
2013,Број,RIBNIK,Ж,elementary_education,624
2013,Број,ROGATICA,Оба пола,elementary_education,1761
2013,Број,ROGATICA,M,elementary_education,717
2013,Број,ROGATICA,Ж,elementary_education,1044
2013,Број,RUDO,Оба пола,elementary_education,1332
2013,Број,RUDO,M,elementary_education,514
2013,Број,RUDO,Ж,elementary_education,818
2013,Број,SOKOLAC,Оба пола,elementary_education,1790
2013,Број,SOKOLAC,M,elementary_education,720
2013,Број,SOKOLAC,Ж,elementary_education,1070
2013,Број,SRBAC,Оба пола,elementary_education,3740
2013,Број,SRBAC,M,elementary_education,1843
2013,Број,SRBAC,Ж,elementary_education,1897
2013,Број,SREBRENICA,Оба пола,elementary_education,2494
2013,Број,SREBRENICA,M,elementary_education,1115
2013,Број,SREBRENICA,Ж,elementary_education,1379
2013,Број,TESLIC,Оба пола,elementary_education,7412
2013,Број,TESLIC,M,elementary_education,3540
2013,Број,TESLIC,Ж,elementary_education,3872
2013,Број,TREBINJE,Оба пола,elementary_education,3757
2013,Број,TREBINJE,M,elementary_education,1267
2013,Број,TREBINJE,Ж,elementary_education,2490
2013,Број,TRNOVO,Оба пола,elementary_education,342
2013,Број,TRNOVO,M,elementary_education,106
2013,Број,TRNOVO,Ж,elementary_education,236
2013,Број,UGLJEVIK,Оба пола,elementary_education,2942
2013,Број,UGLJEVIK,M,elementary_education,1398
2013,Број,UGLJEVIK,Ж,elementary_education,1544
2013,Број,FOCA,Оба пола,elementary_education,2975
2013,Број,FOCA,M,elementary_education,1305
2013,Број,FOCA,Ж,elementary_education,1670
2013,Број,HAN PIJESAK,Оба пола,elementary_education,686
2013,Број,HAN PIJESAK,M,elementary_education,275
2013,Број,HAN PIJESAK,Ж,elementary_education,411
2013,Број,CAJNICE,Оба пола,elementary_education,981
2013,Број,CAJNICE,M,elementary_education,436
2013,Број,CAJNICE,Ж,elementary_education,545
2013,Број,CELINAC,Оба пола,elementary_education,3312
2013,Број,CELINAC,M,elementary_education,1626
2013,Број,CELINAC,Ж,elementary_education,1686
2013,Број,SAMAC,Оба пола,elementary_education,3511
2013,Број,SAMAC,M,elementary_education,1521
2013,Број,SAMAC,Ж,elementary_education,1990
2013,Број,SEKOVICI,Оба пола,elementary_education,1397
2013,Број,SEKOVICI,M,elementary_education,610
2013,Број,SEKOVICI,Ж,elementary_education,787
2013,Број,SIPOVO,Оба пола,elementary_education,1848
2013,Број,SIPOVO,M,elementary_education,882
2013,Број,SIPOVO,Ж,elementary_education,966
2013,Број,REPUBLIKA SRPSKA,Оба пола,secondary_education,508414
2013,Број,REPUBLIKA SRPSKA,M,secondary_education,280747
2013,Број,REPUBLIKA SRPSKA,Ж,secondary_education,227667
2013,Број,BANJA LUKA,Оба пола,secondary_education,83044
2013,Број,BANJA LUKA,M,secondary_education,42327
2013,Број,BANJA LUKA,Ж,secondary_education,40717
2013,Број,BERKOVICI,Оба пола,secondary_education,771
2013,Број,BERKOVICI,M,secondary_education,446
2013,Број,BERKOVICI,Ж,secondary_education,325
2013,Број,BIJELJINA,Оба пола,secondary_education,43231
2013,Број,BIJELJINA,M,secondary_education,23560
2013,Број,BIJELJINA,Ж,secondary_education,19671
2013,Број,BILECA,Оба пола,secondary_education,4799
2013,Број,BILECA,M,secondary_education,2692
2013,Број,BILECA,Ж,secondary_education,2107
2013,Број,BRATUNAC,Оба пола,secondary_education,7868
2013,Број,BRATUNAC,M,secondary_education,4649
2013,Број,BRATUNAC,Ж,secondary_education,3219
2013,Број,BROD,Оба пола,secondary_education,7331
2013,Број,BROD,M,secondary_education,4080
2013,Број,BROD,Ж,secondary_education,3251
2013,Број,VISEGRAD,Оба пола,secondary_education,4635
2013,Број,VISEGRAD,M,secondary_education,2672
2013,Број,VISEGRAD,Ж,secondary_education,1963
2013,Број,VLASENICA,Оба пола,secondary_education,4607
2013,Број,VLASENICA,M,secondary_education,2596
2013,Број,VLASENICA,Ж,secondary_education,2011
2013,Број,VUKOSAVLJE,Оба пола,secondary_education,1504
2013,Број,VUKOSAVLJE,M,secondary_education,919
2013,Број,VUKOSAVLJE,Ж,secondary_education,585
2013,Број,GACKO,Оба пола,secondary_education,3801
2013,Број,GACKO,M,secondary_education,2151
2013,Број,GACKO,Ж,secondary_education,1650
2013,Број,GRADISKA,Оба пола,secondary_education,21633
2013,Број,GRADISKA,M,secondary_education,11815
2013,Број,GRADISKA,Ж,secondary_education,9818
2013,Број,DERVENTA,Оба пола,secondary_education,10884
2013,Број,DERVENTA,M,secondary_education,6033
2013,Број,DERVENTA,Ж,secondary_education,4851
2013,Број,DOBOJ,Оба пола,secondary_education,29051
2013,Број,DOBOJ,M,secondary_education,16192
2013,Број,DOBOJ,Ж,secondary_education,12859
2013,Број,DONJI ZABAR,Оба пола,secondary_education,1261
2013,Број,DONJI ZABAR,M,secondary_education,739
2013,Број,DONJI ZABAR,Ж,secondary_education,522
2013,Број,ZVORNIK,Оба пола,secondary_education,21815
2013,Број,ZVORNIK,M,secondary_education,12776
2013,Број,ZVORNIK,Ж,secondary_education,9039
2013,Број,ISTOCNA ILIDZA,Оба пола,secondary_education,7474
2013,Број,ISTOCNA ILIDZA,M,secondary_education,4082
2013,Број,ISTOCNA ILIDZA,Ж,secondary_education,3392
2013,Број,ISTOCNI DRVAR,Оба пола,secondary_education,29
2013,Број,ISTOCNI DRVAR,M,secondary_education,24
2013,Број,ISTOCNI DRVAR,Ж,secondary_education,5
2013,Број,ISTOCNI MOSTAR,Оба пола,secondary_education,99
2013,Број,ISTOCNI MOSTAR,M,secondary_education,65
2013,Број,ISTOCNI MOSTAR,Ж,secondary_education,34
2013,Број,ISTOCNI STARI GRAD,Оба пола,secondary_education,548
2013,Број,ISTOCNI STARI GRAD,M,secondary_education,329
2013,Број,ISTOCNI STARI GRAD,Ж,secondary_education,219
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,secondary_education,5073
2013,Број,ISTOCNO NOVO SARAJEVO,M,secondary_education,2656
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,secondary_education,2417
2013,Број,JEZERO,Оба пола,secondary_education,435
2013,Број,JEZERO,M,secondary_education,273
2013,Број,JEZERO,Ж,secondary_education,162
2013,Број,KALINOVIK,Оба пола,secondary_education,881
2013,Број,KALINOVIK,M,secondary_education,551
2013,Број,KALINOVIK,Ж,secondary_education,330
2013,Број,KNEZEVO,Оба пола,secondary_education,3485
2013,Број,KNEZEVO,M,secondary_education,2026
2013,Број,KNEZEVO,Ж,secondary_education,1459
2013,Број,KOZARSKA DUBICA,Оба пола,secondary_education,9698
2013,Број,KOZARSKA DUBICA,M,secondary_education,5259
2013,Број,KOZARSKA DUBICA,Ж,secondary_education,4439
2013,Број,KOSTAJNICA,Оба пола,secondary_education,2798
2013,Број,KOSTAJNICA,M,secondary_education,1545
2013,Број,KOSTAJNICA,Ж,secondary_education,1253
2013,Број,KOTOR VAROS,Оба пола,secondary_education,7807
2013,Број,KOTOR VAROS,M,secondary_education,4380
2013,Број,KOTOR VAROS,Ж,secondary_education,3427
2013,Број,KRUPA NA UNI,Оба пола,secondary_education,355
2013,Број,KRUPA NA UNI,M,secondary_education,236
2013,Број,KRUPA NA UNI,Ж,secondary_education,119
2013,Број,KUPRES,Оба пола,secondary_education,84
2013,Број,KUPRES,M,secondary_education,59
2013,Број,KUPRES,Ж,secondary_education,25
2013,Број,LAKTASI,Оба пола,secondary_education,15658
2013,Број,LAKTASI,M,secondary_education,8480
2013,Број,LAKTASI,Ж,secondary_education,7178
2013,Број,LOPARE,Оба пола,secondary_education,5477
2013,Број,LOPARE,M,secondary_education,3169
2013,Број,LOPARE,Ж,secondary_education,2308
2013,Број,LJUBINJE,Оба пола,secondary_education,1432
2013,Број,LJUBINJE,M,secondary_education,800
2013,Број,LJUBINJE,Ж,secondary_education,632
2013,Број,MILICI,Оба пола,secondary_education,4441
2013,Број,MILICI,M,secondary_education,2743
2013,Број,MILICI,Ж,secondary_education,1698
2013,Број,MODRICA,Оба пола,secondary_education,9850
2013,Број,MODRICA,M,secondary_education,5470
2013,Број,MODRICA,Ж,secondary_education,4380
2013,Број,MRKONJIC GRAD,Оба пола,secondary_education,6479
2013,Број,MRKONJIC GRAD,M,secondary_education,3500
2013,Број,MRKONJIC GRAD,Ж,secondary_education,2979
2013,Број,NEVESINJE,Оба пола,secondary_education,5592
2013,Број,NEVESINJE,M,secondary_education,3261
2013,Број,NEVESINJE,Ж,secondary_education,2331
2013,Број,NOVI GRAD,Оба пола,secondary_education,11197
2013,Број,NOVI GRAD,M,secondary_education,6273
2013,Број,NOVI GRAD,Ж,secondary_education,4924
2013,Број,NOVO GORAZDE,Оба пола,secondary_education,1533
2013,Број,NOVO GORAZDE,M,secondary_education,952
2013,Број,NOVO GORAZDE,Ж,secondary_education,581
2013,Број,OSMACI,Оба пола,secondary_education,2300
2013,Број,OSMACI,M,secondary_education,1406
2013,Број,OSMACI,Ж,secondary_education,894
2013,Број,OSTRA LUKA,Оба пола,secondary_education,954
2013,Број,OSTRA LUKA,M,secondary_education,578
2013,Број,OSTRA LUKA,Ж,secondary_education,376
2013,Број,PALE,Оба пола,secondary_education,10069
2013,Број,PALE,M,secondary_education,5373
2013,Број,PALE,Ж,secondary_education,4696
2013,Број,PELAGICEVO,Оба пола,secondary_education,1264
2013,Број,PELAGICEVO,M,secondary_education,726
2013,Број,PELAGICEVO,Ж,secondary_education,538
2013,Број,PETROVAC,Оба пола,secondary_education,169
2013,Број,PETROVAC,M,secondary_education,96
2013,Број,PETROVAC,Ж,secondary_education,73
2013,Број,PETROVO,Оба пола,secondary_education,2821
2013,Број,PETROVO,M,secondary_education,1664
2013,Број,PETROVO,Ж,secondary_education,1157
2013,Број,PRIJEDOR,Оба пола,secondary_education,37714
2013,Број,PRIJEDOR,M,secondary_education,20808
2013,Број,PRIJEDOR,Ж,secondary_education,16906
2013,Број,PRNJAVOR,Оба пола,secondary_education,12669
2013,Број,PRNJAVOR,M,secondary_education,7015
2013,Број,PRNJAVOR,Ж,secondary_education,5654
2013,Број,RIBNIK,Оба пола,secondary_education,2154
2013,Број,RIBNIK,M,secondary_education,1291
2013,Број,RIBNIK,Ж,secondary_education,863
2013,Број,ROGATICA,Оба пола,secondary_education,4652
2013,Број,ROGATICA,M,secondary_education,2694
2013,Број,ROGATICA,Ж,secondary_education,1958
2013,Број,RUDO,Оба пола,secondary_education,3609
2013,Број,RUDO,M,secondary_education,2200
2013,Број,RUDO,Ж,secondary_education,1409
2013,Број,SOKOLAC,Оба пола,secondary_education,5543
2013,Број,SOKOLAC,M,secondary_education,3105
2013,Број,SOKOLAC,Ж,secondary_education,2438
2013,Број,SRBAC,Оба пола,secondary_education,6472
2013,Број,SRBAC,M,secondary_education,3466
2013,Број,SRBAC,Ж,secondary_education,3006
2013,Број,SREBRENICA,Оба пола,secondary_education,4716
2013,Број,SREBRENICA,M,secondary_education,2832
2013,Број,SREBRENICA,Ж,secondary_education,1884
2013,Број,TESLIC,Оба пола,secondary_education,14063
2013,Број,TESLIC,M,secondary_education,8090
2013,Број,TESLIC,Ж,secondary_education,5973
2013,Број,TREBINJE,Оба пола,secondary_education,13551
2013,Број,TREBINJE,M,secondary_education,7183
2013,Број,TREBINJE,Ж,secondary_education,6368
2013,Број,TRNOVO,Оба пола,secondary_education,942
2013,Број,TRNOVO,M,secondary_education,576
2013,Број,TRNOVO,Ж,secondary_education,366
2013,Број,UGLJEVIK,Оба пола,secondary_education,6085
2013,Број,UGLJEVIK,M,secondary_education,3558
2013,Број,UGLJEVIK,Ж,secondary_education,2527
2013,Број,FOCA,Оба пола,secondary_education,8378
2013,Број,FOCA,M,secondary_education,4841
2013,Број,FOCA,Ж,secondary_education,3537
2013,Број,HAN PIJESAK,Оба пола,secondary_education,1514
2013,Број,HAN PIJESAK,M,secondary_education,846
2013,Број,HAN PIJESAK,Ж,secondary_education,668
2013,Број,CAJNICE,Оба пола,secondary_education,1993
2013,Број,CAJNICE,M,secondary_education,1187
2013,Број,CAJNICE,Ж,secondary_education,806
2013,Број,CELINAC,Оба пола,secondary_education,6411
2013,Број,CELINAC,M,secondary_education,3550
2013,Број,CELINAC,Ж,secondary_education,2861
2013,Број,SAMAC,Оба пола,secondary_education,6680
2013,Број,SAMAC,M,secondary_education,3735
2013,Број,SAMAC,Ж,secondary_education,2945
2013,Број,SEKOVICI,Оба пола,secondary_education,2601
2013,Број,SEKOVICI,M,secondary_education,1563
2013,Број,SEKOVICI,Ж,secondary_education,1038
2013,Број,SIPOVO,Оба пола,secondary_education,4430
2013,Број,SIPOVO,M,secondary_education,2584
2013,Број,SIPOVO,Ж,secondary_education,1846
2013,Број,REPUBLIKA SRPSKA,Оба пола,secondary_specialization,7618
2013,Број,REPUBLIKA SRPSKA,M,secondary_specialization,6324
2013,Број,REPUBLIKA SRPSKA,Ж,secondary_specialization,1294
2013,Број,BANJA LUKA,Оба пола,secondary_specialization,1552
2013,Број,BANJA LUKA,M,secondary_specialization,1261
2013,Број,BANJA LUKA,Ж,secondary_specialization,291
2013,Број,BERKOVICI,Оба пола,secondary_specialization,11
2013,Број,BERKOVICI,M,secondary_specialization,11
2013,Број,BERKOVICI,Ж,secondary_specialization,0
2013,Број,BIJELJINA,Оба пола,secondary_specialization,564
2013,Број,BIJELJINA,M,secondary_specialization,485
2013,Број,BIJELJINA,Ж,secondary_specialization,79
2013,Број,BILECA,Оба пола,secondary_specialization,68
2013,Број,BILECA,M,secondary_specialization,56
2013,Број,BILECA,Ж,secondary_specialization,12
2013,Број,BRATUNAC,Оба пола,secondary_specialization,77
2013,Број,BRATUNAC,M,secondary_specialization,61
2013,Број,BRATUNAC,Ж,secondary_specialization,16
2013,Број,BROD,Оба пола,secondary_specialization,187
2013,Број,BROD,M,secondary_specialization,160
2013,Број,BROD,Ж,secondary_specialization,27
2013,Број,VISEGRAD,Оба пола,secondary_specialization,137
2013,Број,VISEGRAD,M,secondary_specialization,120
2013,Број,VISEGRAD,Ж,secondary_specialization,17
2013,Број,VLASENICA,Оба пола,secondary_specialization,28
2013,Број,VLASENICA,M,secondary_specialization,21
2013,Број,VLASENICA,Ж,secondary_specialization,7
2013,Број,VUKOSAVLJE,Оба пола,secondary_specialization,14
2013,Број,VUKOSAVLJE,M,secondary_specialization,12
2013,Број,VUKOSAVLJE,Ж,secondary_specialization,2
2013,Број,GACKO,Оба пола,secondary_specialization,269
2013,Број,GACKO,M,secondary_specialization,249
2013,Број,GACKO,Ж,secondary_specialization,20
2013,Број,GRADISKA,Оба пола,secondary_specialization,192
2013,Број,GRADISKA,M,secondary_specialization,142
2013,Број,GRADISKA,Ж,secondary_specialization,50
2013,Број,DERVENTA,Оба пола,secondary_specialization,120
2013,Број,DERVENTA,M,secondary_specialization,94
2013,Број,DERVENTA,Ж,secondary_specialization,26
2013,Број,DOBOJ,Оба пола,secondary_specialization,507
2013,Број,DOBOJ,M,secondary_specialization,448
2013,Број,DOBOJ,Ж,secondary_specialization,59
2013,Број,DONJI ZABAR,Оба пола,secondary_specialization,10
2013,Број,DONJI ZABAR,M,secondary_specialization,8
2013,Број,DONJI ZABAR,Ж,secondary_specialization,2
2013,Број,ZVORNIK,Оба пола,secondary_specialization,277
2013,Број,ZVORNIK,M,secondary_specialization,244
2013,Број,ZVORNIK,Ж,secondary_specialization,33
2013,Број,ISTOCNA ILIDZA,Оба пола,secondary_specialization,140
2013,Број,ISTOCNA ILIDZA,M,secondary_specialization,123
2013,Број,ISTOCNA ILIDZA,Ж,secondary_specialization,17
2013,Број,ISTOCNI DRVAR,Оба пола,secondary_specialization,1
2013,Број,ISTOCNI DRVAR,M,secondary_specialization,0
2013,Број,ISTOCNI DRVAR,Ж,secondary_specialization,1
2013,Број,ISTOCNI MOSTAR,Оба пола,secondary_specialization,0
2013,Број,ISTOCNI MOSTAR,M,secondary_specialization,0
2013,Број,ISTOCNI MOSTAR,Ж,secondary_specialization,0
2013,Број,ISTOCNI STARI GRAD,Оба пола,secondary_specialization,16
2013,Број,ISTOCNI STARI GRAD,M,secondary_specialization,15
2013,Број,ISTOCNI STARI GRAD,Ж,secondary_specialization,1
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,secondary_specialization,81
2013,Број,ISTOCNO NOVO SARAJEVO,M,secondary_specialization,69
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,secondary_specialization,12
2013,Број,JEZERO,Оба пола,secondary_specialization,1
2013,Број,JEZERO,M,secondary_specialization,1
2013,Број,JEZERO,Ж,secondary_specialization,0
2013,Број,KALINOVIK,Оба пола,secondary_specialization,16
2013,Број,KALINOVIK,M,secondary_specialization,13
2013,Број,KALINOVIK,Ж,secondary_specialization,3
2013,Број,KNEZEVO,Оба пола,secondary_specialization,12
2013,Број,KNEZEVO,M,secondary_specialization,11
2013,Број,KNEZEVO,Ж,secondary_specialization,1
2013,Број,KOZARSKA DUBICA,Оба пола,secondary_specialization,91
2013,Број,KOZARSKA DUBICA,M,secondary_specialization,64
2013,Број,KOZARSKA DUBICA,Ж,secondary_specialization,27
2013,Број,KOSTAJNICA,Оба пола,secondary_specialization,23
2013,Број,KOSTAJNICA,M,secondary_specialization,18
2013,Број,KOSTAJNICA,Ж,secondary_specialization,5
2013,Број,KOTOR VAROS,Оба пола,secondary_specialization,74
2013,Број,KOTOR VAROS,M,secondary_specialization,52
2013,Број,KOTOR VAROS,Ж,secondary_specialization,22
2013,Број,KRUPA NA UNI,Оба пола,secondary_specialization,5
2013,Број,KRUPA NA UNI,M,secondary_specialization,3
2013,Број,KRUPA NA UNI,Ж,secondary_specialization,2
2013,Број,KUPRES,Оба пола,secondary_specialization,1
2013,Број,KUPRES,M,secondary_specialization,0
2013,Број,KUPRES,Ж,secondary_specialization,1
2013,Број,LAKTASI,Оба пола,secondary_specialization,169
2013,Број,LAKTASI,M,secondary_specialization,141
2013,Број,LAKTASI,Ж,secondary_specialization,28
2013,Број,LOPARE,Оба пола,secondary_specialization,64
2013,Број,LOPARE,M,secondary_specialization,45
2013,Број,LOPARE,Ж,secondary_specialization,19
2013,Број,LJUBINJE,Оба пола,secondary_specialization,81
2013,Број,LJUBINJE,M,secondary_specialization,72
2013,Број,LJUBINJE,Ж,secondary_specialization,9
2013,Број,MILICI,Оба пола,secondary_specialization,15
2013,Број,MILICI,M,secondary_specialization,10
