Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,Trnovo,Ž,more_disabilities,38
2013,Broj,Ugljevik,Oba spola,more_disabilities,402
2013,Broj,Ugljevik,M,more_disabilities,165
2013,Broj,Ugljevik,Ž,more_disabilities,237
2013,Broj,Foča,Oba spola,more_disabilities,581
2013,Broj,Foča,M,more_disabilities,262
2013,Broj,Foča,Ž,more_disabilities,319
2013,Broj,Han Pijesak,Oba spola,more_disabilities,95
2013,Broj,Han Pijesak,M,more_disabilities,30
2013,Broj,Han Pijesak,Ž,more_disabilities,65
2013,Broj,Čajniče,Oba spola,more_disabilities,176
2013,Broj,Čajniče,M,more_disabilities,77
2013,Broj,Čajniče,Ž,more_disabilities,99
2013,Broj,Čelinac,Oba spola,more_disabilities,624
2013,Broj,Čelinac,M,more_disabilities,269
2013,Broj,Čelinac,Ž,more_disabilities,355
2013,Broj,Šamac,Oba spola,more_disabilities,567
2013,Broj,Šamac,M,more_disabilities,228
2013,Broj,Šamac,Ž,more_disabilities,339
2013,Broj,Šekovići,Oba spola,more_disabilities,222
2013,Broj,Šekovići,M,more_disabilities,101
2013,Broj,Šekovići,Ž,more_disabilities,121
2013,Broj,Šipovo,Oba spola,more_disabilities,322
2013,Broj,Šipovo,M,more_disabilities,132
2013,Broj,Šipovo,Ž,more_disabilities,190
