Year,UNIT_MEASURE,Grad/opština,Pol,Starost,Value
2017,Broj,Osmaci,Ž,60-64,213
2017,Broj,Oštra Luka,Ukupno,60-64,192
2017,Broj,Oštra Luka,M,60-64,93
2017,Broj,Oštra Luka,Ž,60-64,99
2017,Broj,Pelagićevo,Ukupno,60-64,357
2017,Broj,Pelagićevo,M,60-64,191
2017,Broj,Pelagićevo,Ž,60-64,166
2017,Broj,Petrovac,Ukupno,60-64,36
2017,Broj,Petrovac,M,60-64,18
2017,Broj,Petrovac,Ž,60-64,18
2017,Broj,Petrovo,Ukupno,60-64,544
2017,Broj,Petrovo,M,60-64,281
2017,Broj,Petrovo,Ž,60-64,263
2017,Broj,Grad Prijedor,Ukupno,60-64,6226
2017,Broj,Grad Prijedor,M,60-64,2900
2017,Broj,Grad Prijedor,Ž,60-64,3326
2017,Broj,Prnjavor,Ukupno,60-64,2489
2017,Broj,Prnjavor,M,60-64,1130
2017,Broj,Prnjavor,Ž,60-64,1359
2017,Broj,Ribnik,Ukupno,60-64,463
2017,Broj,Ribnik,M,60-64,223
2017,Broj,Ribnik,Ž,60-64,240
2017,Broj,Rogatica,Ukupno,60-64,935
2017,Broj,Rogatica,M,60-64,432
2017,Broj,Rogatica,Ž,60-64,503
2017,Broj,Rudo,Ukupno,60-64,641
2017,Broj,Rudo,M,60-64,324
2017,Broj,Rudo,Ž,60-64,317
2017,Broj,Srbac,Ukupno,60-64,1287
2017,Broj,Srbac,M,60-64,612
2017,Broj,Srbac,Ž,60-64,675
2017,Broj,Srebrenica,Ukupno,60-64,812
2017,Broj,Srebrenica,M,60-64,354
2017,Broj,Srebrenica,Ž,60-64,458
2017,Broj,Stanari,Ukupno,60-64,599
2017,Broj,Stanari,M,60-64,288
2017,Broj,Stanari,Ž,60-64,311
2017,Broj,Teslić,Ukupno,60-64,2785
2017,Broj,Teslić,M,60-64,1305
2017,Broj,Teslić,Ž,60-64,1480
2017,Broj,Grad Trebinje,Ukupno,60-64,2182
2017,Broj,Grad Trebinje,M,60-64,1020
2017,Broj,Grad Trebinje,Ž,60-64,1162
2017,Broj,Ugljevik,Ukupno,60-64,1092
2017,Broj,Ugljevik,M,60-64,578
2017,Broj,Ugljevik,Ž,60-64,514
2017,Broj,Foča,Ukupno,60-64,1542
2017,Broj,Foča,M,60-64,784
2017,Broj,Foča,Ž,60-64,758
2017,Broj,Han Pijesak,Ukupno,60-64,336
2017,Broj,Han Pijesak,M,60-64,160
2017,Broj,Han Pijesak,Ž,60-64,176
2017,Broj,Čajniče,Ukupno,60-64,349
2017,Broj,Čajniče,M,60-64,184
2017,Broj,Čajniče,Ž,60-64,165
2017,Broj,Čelinac,Ukupno,60-64,1198
2017,Broj,Čelinac,M,60-64,610
2017,Broj,Čelinac,Ž,60-64,588
2017,Broj,Šamac,Ukupno,60-64,1280
2017,Broj,Šamac,M,60-64,606
2017,Broj,Šamac,Ž,60-64,674
2017,Broj,Šekovići,Ukupno,60-64,602
2017,Broj,Šekovići,M,60-64,286
2017,Broj,Šekovići,Ž,60-64,316
2017,Broj,Šipovo,Ukupno,60-64,946
2017,Broj,Šipovo,M,60-64,459
2017,Broj,Šipovo,Ž,60-64,487
2017,Broj,Republika Srpska,Ukupno,65-69,76077
2017,Broj,Republika Srpska,M,65-69,34812
2017,Broj,Republika Srpska,Ž,65-69,41265
2017,Broj,Grad Banja Luka,Ukupno,65-69,11355
2017,Broj,Grad Banja Luka,M,65-69,5023
2017,Broj,Grad Banja Luka,Ž,65-69,6332
2017,Broj,Berkovići,Ukupno,65-69,134
2017,Broj,Berkovići,M,65-69,67
2017,Broj,Berkovići,Ž,65-69,67
2017,Broj,Grad Bijeljina,Ukupno,65-69,6897
2017,Broj,Grad Bijeljina,M,65-69,3211
2017,Broj,Grad Bijeljina,Ž,65-69,3686
2017,Broj,Bileća,Ukupno,65-69,617
2017,Broj,Bileća,M,65-69,273
2017,Broj,Bileća,Ž,65-69,344
2017,Broj,Bratunac,Ukupno,65-69,1084
2017,Broj,Bratunac,M,65-69,454
2017,Broj,Bratunac,Ž,65-69,630
2017,Broj,Brod,Ukupno,65-69,938
2017,Broj,Brod,M,65-69,444
2017,Broj,Brod,Ž,65-69,494
2017,Broj,Višegrad,Ukupno,65-69,796
2017,Broj,Višegrad,M,65-69,353
2017,Broj,Višegrad,Ž,65-69,443
2017,Broj,Vlasenica,Ukupno,65-69,654
2017,Broj,Vlasenica,M,65-69,285
2017,Broj,Vlasenica,Ž,65-69,369
2017,Broj,Vukosavlje,Ukupno,65-69,241
2017,Broj,Vukosavlje,M,65-69,109
2017,Broj,Vukosavlje,Ž,65-69,132
2017,Broj,Gacko,Ukupno,65-69,505
2017,Broj,Gacko,M,65-69,234
2017,Broj,Gacko,Ž,65-69,271
2017,Broj,Grad Gradiška,Ukupno,65-69,3754
2017,Broj,Grad Gradiška,M,65-69,1829
2017,Broj,Grad Gradiška,Ž,65-69,1925
2017,Broj,Grad Derventa,Ukupno,65-69,1678
2017,Broj,Grad Derventa,M,65-69,768
2017,Broj,Grad Derventa,Ž,65-69,910
2017,Broj,Grad Doboj,Ukupno,65-69,3817
2017,Broj,Grad Doboj,M,65-69,1751
2017,Broj,Grad Doboj,Ž,65-69,2066
2017,Broj,Donji Žabar,Ukupno,65-69,233
2017,Broj,Donji Žabar,M,65-69,111
2017,Broj,Donji Žabar,Ž,65-69,122
2017,Broj,Grad Zvornik,Ukupno,65-69,3120
2017,Broj,Grad Zvornik,M,65-69,1438
2017,Broj,Grad Zvornik,Ž,65-69,1682
2017,Broj,Istočni Drvar,Ukupno,65-69,6
2017,Broj,Istočni Drvar,M,65-69,2
2017,Broj,Istočni Drvar,Ž,65-69,4
2017,Broj,Istočni Mostar,Ukupno,65-69,14
2017,Broj,Istočni Mostar,M,65-69,7
2017,Broj,Istočni Mostar,Ž,65-69,7
2017,Broj,Grad Istočno Sarajevo,Ukupno,65-69,4060
2017,Broj,Grad Istočno Sarajevo,M,65-69,1790
2017,Broj,Grad Istočno Sarajevo,Ž,65-69,2270
2017,Broj,Istočna Ilidža,Ukupno,65-69,1019
2017,Broj,Istočna Ilidža,M,65-69,446
2017,Broj,Istočna Ilidža,Ž,65-69,573
2017,Broj,Istočno Novo Sarajevo,Ukupno,65-69,697
2017,Broj,Istočno Novo Sarajevo,M,65-69,306
2017,Broj,Istočno Novo Sarajevo,Ž,65-69,391
2017,Broj,Istočni Stari Grad,Ukupno,65-69,99
2017,Broj,Istočni Stari Grad,M,65-69,42
2017,Broj,Istočni Stari Grad,Ž,65-69,57
2017,Broj,Pale,Ukupno,65-69,1281
2017,Broj,Pale,M,65-69,567
2017,Broj,Pale,Ž,65-69,714
2017,Broj,Sokolac,Ukupno,65-69,814
2017,Broj,Sokolac,M,65-69,367
2017,Broj,Sokolac,Ž,65-69,447
2017,Broj,Trnovo,Ukupno,65-69,150
2017,Broj,Trnovo,M,65-69,62
2017,Broj,Trnovo,Ž,65-69,88
2017,Broj,Jezero,Ukupno,65-69,50
2017,Broj,Jezero,M,65-69,25
2017,Broj,Jezero,Ž,65-69,25
2017,Broj,Kalinovik,Ukupno,65-69,139
2017,Broj,Kalinovik,M,65-69,72
2017,Broj,Kalinovik,Ž,65-69,67
2017,Broj,Kneževo,Ukupno,65-69,648
2017,Broj,Kneževo,M,65-69,287
2017,Broj,Kneževo,Ž,65-69,361
2017,Broj,Kostajnica,Ukupno,65-69,356
2017,Broj,Kostajnica,M,65-69,175
2017,Broj,Kostajnica,Ž,65-69,181
2017,Broj,Kotor Varoš,Ukupno,65-69,1000
2017,Broj,Kotor Varoš,M,65-69,463
2017,Broj,Kotor Varoš,Ž,65-69,537
2017,Broj,Kozarska Dubica,Ukupno,65-69,1420
2017,Broj,Kozarska Dubica,M,65-69,679
2017,Broj,Kozarska Dubica,Ž,65-69,741
2017,Broj,Krupa Na Uni,Ukupno,65-69,87
2017,Broj,Krupa Na Uni,M,65-69,44
2017,Broj,Krupa Na Uni,Ž,65-69,43
2017,Broj,Kupres,Ukupno,65-69,18
2017,Broj,Kupres,M,65-69,6
2017,Broj,Kupres,Ž,65-69,12
2017,Broj,Laktaši,Ukupno,65-69,2206
2017,Broj,Laktaši,M,65-69,1040
2017,Broj,Laktaši,Ž,65-69,1166
2017,Broj,Lopare,Ukupno,65-69,929
2017,Broj,Lopare,M,65-69,442
2017,Broj,Lopare,Ž,65-69,487
2017,Broj,Ljubinje,Ukupno,65-69,206
2017,Broj,Ljubinje,M,65-69,92
2017,Broj,Ljubinje,Ž,65-69,114
2017,Broj,Milići,Ukupno,65-69,663
2017,Broj,Milići,M,65-69,306
2017,Broj,Milići,Ž,65-69,357
2017,Broj,Modriča,Ukupno,65-69,1623
2017,Broj,Modriča,M,65-69,758
2017,Broj,Modriča,Ž,65-69,865
2017,Broj,Mrkonjić Grad,Ukupno,65-69,1157
2017,Broj,Mrkonjić Grad,M,65-69,548
2017,Broj,Mrkonjić Grad,Ž,65-69,609
2017,Broj,Nevesinje,Ukupno,65-69,792
2017,Broj,Nevesinje,M,65-69,345
2017,Broj,Nevesinje,Ž,65-69,447
2017,Broj,Novi Grad,Ukupno,65-69,1613
2017,Broj,Novi Grad,M,65-69,761
2017,Broj,Novi Grad,Ž,65-69,852
2017,Broj,Novo Goražde,Ukupno,65-69,215
2017,Broj,Novo Goražde,M,65-69,110
2017,Broj,Novo Goražde,Ž,65-69,105
2017,Broj,Osmaci,Ukupno,65-69,331
2017,Broj,Osmaci,M,65-69,165
2017,Broj,Osmaci,Ž,65-69,166
2017,Broj,Oštra Luka,Ukupno,65-69,157
2017,Broj,Oštra Luka,M,65-69,78
2017,Broj,Oštra Luka,Ž,65-69,79
2017,Broj,Pelagićevo,Ukupno,65-69,326
2017,Broj,Pelagićevo,M,65-69,148
2017,Broj,Pelagićevo,Ž,65-69,178
2017,Broj,Petrovac,Ukupno,65-69,37
2017,Broj,Petrovac,M,65-69,19
2017,Broj,Petrovac,Ž,65-69,18
2017,Broj,Petrovo,Ukupno,65-69,403
2017,Broj,Petrovo,M,65-69,175
2017,Broj,Petrovo,Ž,65-69,228
2017,Broj,Grad Prijedor,Ukupno,65-69,5335
2017,Broj,Grad Prijedor,M,65-69,2427
2017,Broj,Grad Prijedor,Ž,65-69,2908
2017,Broj,Prnjavor,Ukupno,65-69,2283
2017,Broj,Prnjavor,M,65-69,1053
2017,Broj,Prnjavor,Ž,65-69,1230
2017,Broj,Ribnik,Ukupno,65-69,459
2017,Broj,Ribnik,M,65-69,212
2017,Broj,Ribnik,Ž,65-69,247
2017,Broj,Rogatica,Ukupno,65-69,718
2017,Broj,Rogatica,M,65-69,329
2017,Broj,Rogatica,Ž,65-69,389
2017,Broj,Rudo,Ukupno,65-69,582
2017,Broj,Rudo,M,65-69,285
2017,Broj,Rudo,Ž,65-69,297
2017,Broj,Srbac,Ukupno,65-69,1166
2017,Broj,Srbac,M,65-69,534
2017,Broj,Srbac,Ž,65-69,632
2017,Broj,Srebrenica,Ukupno,65-69,728
2017,Broj,Srebrenica,M,65-69,298
2017,Broj,Srebrenica,Ž,65-69,430
2017,Broj,Stanari,Ukupno,65-69,502
2017,Broj,Stanari,M,65-69,236
2017,Broj,Stanari,Ž,65-69,266
2017,Broj,Teslić,Ukupno,65-69,2418
2017,Broj,Teslić,M,65-69,1039
2017,Broj,Teslić,Ž,65-69,1379
2017,Broj,Grad Trebinje,Ukupno,65-69,1892
2017,Broj,Grad Trebinje,M,65-69,883
2017,Broj,Grad Trebinje,Ž,65-69,1009
2017,Broj,Ugljevik,Ukupno,65-69,838
2017,Broj,Ugljevik,M,65-69,416
2017,Broj,Ugljevik,Ž,65-69,422
2017,Broj,Foča,Ukupno,65-69,1124
2017,Broj,Foča,M,65-69,519
2017,Broj,Foča,Ž,65-69,605
2017,Broj,Han Pijesak,Ukupno,65-69,242
2017,Broj,Han Pijesak,M,65-69,99
2017,Broj,Han Pijesak,Ž,65-69,143
2017,Broj,Čajniče,Ukupno,65-69,332
2017,Broj,Čajniče,M,65-69,149
2017,Broj,Čajniče,Ž,65-69,183
2017,Broj,Čelinac,Ukupno,65-69,844
2017,Broj,Čelinac,M,65-69,395
2017,Broj,Čelinac,Ž,65-69,449
2017,Broj,Šamac,Ukupno,65-69,1179
2017,Broj,Šamac,M,65-69,505
2017,Broj,Šamac,Ž,65-69,674
2017,Broj,Šekovići,Ukupno,65-69,485
2017,Broj,Šekovići,M,65-69,216
2017,Broj,Šekovići,Ž,65-69,269
2017,Broj,Šipovo,Ukupno,65-69,671
2017,Broj,Šipovo,M,65-69,330
2017,Broj,Šipovo,Ž,65-69,341
2017,Broj,Republika Srpska,Ukupno,70-74,49170
2017,Broj,Republika Srpska,M,70-74,21177
2017,Broj,Republika Srpska,Ž,70-74,27993
2017,Broj,Grad Banja Luka,Ukupno,70-74,7127
2017,Broj,Grad Banja Luka,M,70-74,3136
2017,Broj,Grad Banja Luka,Ž,70-74,3991
2017,Broj,Berkovići,Ukupno,70-74,108
2017,Broj,Berkovići,M,70-74,44
2017,Broj,Berkovići,Ž,70-74,64
2017,Broj,Grad Bijeljina,Ukupno,70-74,4148
2017,Broj,Grad Bijeljina,M,70-74,1820
2017,Broj,Grad Bijeljina,Ž,70-74,2328
2017,Broj,Bileća,Ukupno,70-74,438
2017,Broj,Bileća,M,70-74,187
2017,Broj,Bileća,Ž,70-74,251
2017,Broj,Bratunac,Ukupno,70-74,589
2017,Broj,Bratunac,M,70-74,248
2017,Broj,Bratunac,Ž,70-74,341
2017,Broj,Brod,Ukupno,70-74,724
2017,Broj,Brod,M,70-74,312
2017,Broj,Brod,Ž,70-74,412
2017,Broj,Višegrad,Ukupno,70-74,464
2017,Broj,Višegrad,M,70-74,194
2017,Broj,Višegrad,Ž,70-74,270
2017,Broj,Vlasenica,Ukupno,70-74,300
2017,Broj,Vlasenica,M,70-74,133
2017,Broj,Vlasenica,Ž,70-74,167
2017,Broj,Vukosavlje,Ukupno,70-74,191
2017,Broj,Vukosavlje,M,70-74,69
2017,Broj,Vukosavlje,Ž,70-74,122
2017,Broj,Gacko,Ukupno,70-74,258
2017,Broj,Gacko,M,70-74,111
2017,Broj,Gacko,Ž,70-74,147
2017,Broj,Grad Gradiška,Ukupno,70-74,2166
2017,Broj,Grad Gradiška,M,70-74,935
2017,Broj,Grad Gradiška,Ž,70-74,1231
2017,Broj,Grad Derventa,Ukupno,70-74,1298
2017,Broj,Grad Derventa,M,70-74,550
2017,Broj,Grad Derventa,Ž,70-74,748
2017,Broj,Grad Doboj,Ukupno,70-74,2772
2017,Broj,Grad Doboj,M,70-74,1204
2017,Broj,Grad Doboj,Ž,70-74,1568
2017,Broj,Donji Žabar,Ukupno,70-74,201
2017,Broj,Donji Žabar,M,70-74,85
2017,Broj,Donji Žabar,Ž,70-74,116
2017,Broj,Grad Zvornik,Ukupno,70-74,1954
2017,Broj,Grad Zvornik,M,70-74,848
2017,Broj,Grad Zvornik,Ž,70-74,1106
2017,Broj,Istočni Drvar,Ukupno,70-74,1
2017,Broj,Istočni Drvar,M,70-74,0
2017,Broj,Istočni Drvar,Ž,70-74,1
2017,Broj,Istočni Mostar,Ukupno,70-74,11
2017,Broj,Istočni Mostar,M,70-74,2
2017,Broj,Istočni Mostar,Ž,70-74,9
2017,Broj,Grad Istočno Sarajevo,Ukupno,70-74,2414
2017,Broj,Grad Istočno Sarajevo,M,70-74,975
2017,Broj,Grad Istočno Sarajevo,Ž,70-74,1439
2017,Broj,Istočna Ilidža,Ukupno,70-74,571
2017,Broj,Istočna Ilidža,M,70-74,217
2017,Broj,Istočna Ilidža,Ž,70-74,354
2017,Broj,Istočno Novo Sarajevo,Ukupno,70-74,443
2017,Broj,Istočno Novo Sarajevo,M,70-74,180
2017,Broj,Istočno Novo Sarajevo,Ž,70-74,263
2017,Broj,Istočni Stari Grad,Ukupno,70-74,66
2017,Broj,Istočni Stari Grad,M,70-74,28
2017,Broj,Istočni Stari Grad,Ž,70-74,38
2017,Broj,Pale,Ukupno,70-74,762
2017,Broj,Pale,M,70-74,313
2017,Broj,Pale,Ž,70-74,449
2017,Broj,Sokolac,Ukupno,70-74,455
2017,Broj,Sokolac,M,70-74,194
2017,Broj,Sokolac,Ž,70-74,261
2017,Broj,Trnovo,Ukupno,70-74,117
2017,Broj,Trnovo,M,70-74,43
2017,Broj,Trnovo,Ž,70-74,74
2017,Broj,Jezero,Ukupno,70-74,42
2017,Broj,Jezero,M,70-74,21
2017,Broj,Jezero,Ž,70-74,21
2017,Broj,Kalinovik,Ukupno,70-74,100
2017,Broj,Kalinovik,M,70-74,38
2017,Broj,Kalinovik,Ž,70-74,62
2017,Broj,Kneževo,Ukupno,70-74,454
2017,Broj,Kneževo,M,70-74,199
2017,Broj,Kneževo,Ž,70-74,255
2017,Broj,Kostajnica,Ukupno,70-74,198
2017,Broj,Kostajnica,M,70-74,94
2017,Broj,Kostajnica,Ž,70-74,104
2017,Broj,Kotor Varoš,Ukupno,70-74,664
2017,Broj,Kotor Varoš,M,70-74,261
2017,Broj,Kotor Varoš,Ž,70-74,403
2017,Broj,Kozarska Dubica,Ukupno,70-74,666
2017,Broj,Kozarska Dubica,M,70-74,271
2017,Broj,Kozarska Dubica,Ž,70-74,395
2017,Broj,Krupa Na Uni,Ukupno,70-74,71
2017,Broj,Krupa Na Uni,M,70-74,39
2017,Broj,Krupa Na Uni,Ž,70-74,32
2017,Broj,Kupres,Ukupno,70-74,33
2017,Broj,Kupres,M,70-74,13
2017,Broj,Kupres,Ž,70-74,20
2017,Broj,Laktaši,Ukupno,70-74,1383
2017,Broj,Laktaši,M,70-74,658
2017,Broj,Laktaši,Ž,70-74,725
2017,Broj,Lopare,Ukupno,70-74,626
2017,Broj,Lopare,M,70-74,287
2017,Broj,Lopare,Ž,70-74,339
2017,Broj,Ljubinje,Ukupno,70-74,120
2017,Broj,Ljubinje,M,70-74,50
2017,Broj,Ljubinje,Ž,70-74,70
2017,Broj,Milići,Ukupno,70-74,259
2017,Broj,Milići,M,70-74,107
2017,Broj,Milići,Ž,70-74,152
2017,Broj,Modriča,Ukupno,70-74,1201
2017,Broj,Modriča,M,70-74,525
2017,Broj,Modriča,Ž,70-74,676
2017,Broj,Mrkonjić Grad,Ukupno,70-74,799
2017,Broj,Mrkonjić Grad,M,70-74,343
2017,Broj,Mrkonjić Grad,Ž,70-74,456
2017,Broj,Nevesinje,Ukupno,70-74,528
2017,Broj,Nevesinje,M,70-74,202
2017,Broj,Nevesinje,Ž,70-74,326
2017,Broj,Novi Grad,Ukupno,70-74,993
2017,Broj,Novi Grad,M,70-74,421
2017,Broj,Novi Grad,Ž,70-74,572
2017,Broj,Novo Goražde,Ukupno,70-74,116
2017,Broj,Novo Goražde,M,70-74,54
2017,Broj,Novo Goražde,Ž,70-74,62
2017,Broj,Osmaci,Ukupno,70-74,187
2017,Broj,Osmaci,M,70-74,78
2017,Broj,Osmaci,Ž,70-74,109
2017,Broj,Oštra Luka,Ukupno,70-74,115
2017,Broj,Oštra Luka,M,70-74,40
2017,Broj,Oštra Luka,Ž,70-74,75
2017,Broj,Pelagićevo,Ukupno,70-74,315
2017,Broj,Pelagićevo,M,70-74,135
2017,Broj,Pelagićevo,Ž,70-74,180
2017,Broj,Petrovac,Ukupno,70-74,22
2017,Broj,Petrovac,M,70-74,9
2017,Broj,Petrovac,Ž,70-74,13
2017,Broj,Petrovo,Ukupno,70-74,315
2017,Broj,Petrovo,M,70-74,123
2017,Broj,Petrovo,Ž,70-74,192
2017,Broj,Grad Prijedor,Ukupno,70-74,3314
2017,Broj,Grad Prijedor,M,70-74,1438
2017,Broj,Grad Prijedor,Ž,70-74,1876
2017,Broj,Prnjavor,Ukupno,70-74,1821
2017,Broj,Prnjavor,M,70-74,781
2017,Broj,Prnjavor,Ž,70-74,1040
2017,Broj,Ribnik,Ukupno,70-74,338
2017,Broj,Ribnik,M,70-74,138
2017,Broj,Ribnik,Ž,70-74,200
2017,Broj,Rogatica,Ukupno,70-74,410
2017,Broj,Rogatica,M,70-74,180
2017,Broj,Rogatica,Ž,70-74,230
2017,Broj,Rudo,Ukupno,70-74,441
2017,Broj,Rudo,M,70-74,205
2017,Broj,Rudo,Ž,70-74,236
2017,Broj,Srbac,Ukupno,70-74,857
2017,Broj,Srbac,M,70-74,401
2017,Broj,Srbac,Ž,70-74,456
2017,Broj,Srebrenica,Ukupno,70-74,424
2017,Broj,Srebrenica,M,70-74,154
2017,Broj,Srebrenica,Ž,70-74,270
2017,Broj,Stanari,Ukupno,70-74,420
2017,Broj,Stanari,M,70-74,182
2017,Broj,Stanari,Ž,70-74,238
2017,Broj,Teslić,Ukupno,70-74,1731
2017,Broj,Teslić,M,70-74,716
2017,Broj,Teslić,Ž,70-74,1015
2017,Broj,Grad Trebinje,Ukupno,70-74,1092
2017,Broj,Grad Trebinje,M,70-74,458
2017,Broj,Grad Trebinje,Ž,70-74,634
2017,Broj,Ugljevik,Ukupno,70-74,570
2017,Broj,Ugljevik,M,70-74,283
2017,Broj,Ugljevik,Ž,70-74,287
2017,Broj,Foča,Ukupno,70-74,802
2017,Broj,Foča,M,70-74,329
2017,Broj,Foča,Ž,70-74,473
2017,Broj,Han Pijesak,Ukupno,70-74,152
2017,Broj,Han Pijesak,M,70-74,56
2017,Broj,Han Pijesak,Ž,70-74,96
2017,Broj,Čajniče,Ukupno,70-74,234
2017,Broj,Čajniče,M,70-74,103
2017,Broj,Čajniče,Ž,70-74,131
2017,Broj,Čelinac,Ukupno,70-74,631
2017,Broj,Čelinac,M,70-74,261
2017,Broj,Čelinac,Ž,70-74,370
2017,Broj,Šamac,Ukupno,70-74,884
2017,Broj,Šamac,M,70-74,391
2017,Broj,Šamac,Ž,70-74,493
2017,Broj,Šekovići,Ukupno,70-74,293
2017,Broj,Šekovići,M,70-74,126
2017,Broj,Šekovići,Ž,70-74,167
2017,Broj,Šipovo,Ukupno,70-74,385
2017,Broj,Šipovo,M,70-74,154
2017,Broj,Šipovo,Ž,70-74,231
2017,Broj,Republika Srpska,Ukupno,75-79,47544
2017,Broj,Republika Srpska,M,75-79,19315
2017,Broj,Republika Srpska,Ž,75-79,28229
2017,Broj,Grad Banja Luka,Ukupno,75-79,6248
2017,Broj,Grad Banja Luka,M,75-79,2574
2017,Broj,Grad Banja Luka,Ž,75-79,3674
2017,Broj,Berkovići,Ukupno,75-79,138
2017,Broj,Berkovići,M,75-79,59
2017,Broj,Berkovići,Ž,75-79,79
2017,Broj,Grad Bijeljina,Ukupno,75-79,4063
2017,Broj,Grad Bijeljina,M,75-79,1656
2017,Broj,Grad Bijeljina,Ž,75-79,2407
2017,Broj,Bileća,Ukupno,75-79,476
2017,Broj,Bileća,M,75-79,191
2017,Broj,Bileća,Ž,75-79,285
2017,Broj,Bratunac,Ukupno,75-79,515
2017,Broj,Bratunac,M,75-79,184
2017,Broj,Bratunac,Ž,75-79,331
2017,Broj,Brod,Ukupno,75-79,656
2017,Broj,Brod,M,75-79,258
2017,Broj,Brod,Ž,75-79,398
2017,Broj,Višegrad,Ukupno,75-79,519
2017,Broj,Višegrad,M,75-79,194
2017,Broj,Višegrad,Ž,75-79,325
2017,Broj,Vlasenica,Ukupno,75-79,308
2017,Broj,Vlasenica,M,75-79,108
2017,Broj,Vlasenica,Ž,75-79,200
2017,Broj,Vukosavlje,Ukupno,75-79,203
2017,Broj,Vukosavlje,M,75-79,102
2017,Broj,Vukosavlje,Ž,75-79,101
2017,Broj,Gacko,Ukupno,75-79,363
2017,Broj,Gacko,M,75-79,141
2017,Broj,Gacko,Ž,75-79,222
2017,Broj,Grad Gradiška,Ukupno,75-79,2003
2017,Broj,Grad Gradiška,M,75-79,872
2017,Broj,Grad Gradiška,Ž,75-79,1131
2017,Broj,Grad Derventa,Ukupno,75-79,1168
2017,Broj,Grad Derventa,M,75-79,478
2017,Broj,Grad Derventa,Ž,75-79,690
2017,Broj,Grad Doboj,Ukupno,75-79,2572
2017,Broj,Grad Doboj,M,75-79,1026
2017,Broj,Grad Doboj,Ž,75-79,1546
2017,Broj,Donji Žabar,Ukupno,75-79,190
2017,Broj,Donji Žabar,M,75-79,84
2017,Broj,Donji Žabar,Ž,75-79,106
2017,Broj,Grad Zvornik,Ukupno,75-79,1720
2017,Broj,Grad Zvornik,M,75-79,661
2017,Broj,Grad Zvornik,Ž,75-79,1059
2017,Broj,Istočni Drvar,Ukupno,75-79,3
2017,Broj,Istočni Drvar,M,75-79,1
2017,Broj,Istočni Drvar,Ž,75-79,2
2017,Broj,Istočni Mostar,Ukupno,75-79,23
2017,Broj,Istočni Mostar,M,75-79,12
2017,Broj,Istočni Mostar,Ž,75-79,11
2017,Broj,Grad Istočno Sarajevo,Ukupno,75-79,2483
2017,Broj,Grad Istočno Sarajevo,M,75-79,986
2017,Broj,Grad Istočno Sarajevo,Ž,75-79,1497
2017,Broj,Istočna Ilidža,Ukupno,75-79,548
2017,Broj,Istočna Ilidža,M,75-79,214
2017,Broj,Istočna Ilidža,Ž,75-79,334
2017,Broj,Istočno Novo Sarajevo,Ukupno,75-79,421
2017,Broj,Istočno Novo Sarajevo,M,75-79,147
2017,Broj,Istočno Novo Sarajevo,Ž,75-79,274
2017,Broj,Istočni Stari Grad,Ukupno,75-79,74
2017,Broj,Istočni Stari Grad,M,75-79,30
2017,Broj,Istočni Stari Grad,Ž,75-79,44
2017,Broj,Pale,Ukupno,75-79,849
2017,Broj,Pale,M,75-79,338
2017,Broj,Pale,Ž,75-79,511
2017,Broj,Sokolac,Ukupno,75-79,477
2017,Broj,Sokolac,M,75-79,213
2017,Broj,Sokolac,Ž,75-79,264
2017,Broj,Trnovo,Ukupno,75-79,114
2017,Broj,Trnovo,M,75-79,44
2017,Broj,Trnovo,Ž,75-79,70
2017,Broj,Jezero,Ukupno,75-79,35
2017,Broj,Jezero,M,75-79,11
2017,Broj,Jezero,Ž,75-79,24
2017,Broj,Kalinovik,Ukupno,75-79,133
2017,Broj,Kalinovik,M,75-79,49
2017,Broj,Kalinovik,Ž,75-79,84
2017,Broj,Kneževo,Ukupno,75-79,351
2017,Broj,Kneževo,M,75-79,146
2017,Broj,Kneževo,Ž,75-79,205
2017,Broj,Kostajnica,Ukupno,75-79,219
2017,Broj,Kostajnica,M,75-79,93
2017,Broj,Kostajnica,Ž,75-79,126
2017,Broj,Kotor Varoš,Ukupno,75-79,531
2017,Broj,Kotor Varoš,M,75-79,217
2017,Broj,Kotor Varoš,Ž,75-79,314
2017,Broj,Kozarska Dubica,Ukupno,75-79,1006
2017,Broj,Kozarska Dubica,M,75-79,393
2017,Broj,Kozarska Dubica,Ž,75-79,613
2017,Broj,Krupa Na Uni,Ukupno,75-79,100
2017,Broj,Krupa Na Uni,M,75-79,37
2017,Broj,Krupa Na Uni,Ž,75-79,63
2017,Broj,Kupres,Ukupno,75-79,40
2017,Broj,Kupres,M,75-79,16
2017,Broj,Kupres,Ž,75-79,24
2017,Broj,Laktaši,Ukupno,75-79,1246
2017,Broj,Laktaši,M,75-79,534
2017,Broj,Laktaši,Ž,75-79,712
2017,Broj,Lopare,Ukupno,75-79,633
2017,Broj,Lopare,M,75-79,252
2017,Broj,Lopare,Ž,75-79,381
2017,Broj,Ljubinje,Ukupno,75-79,165
2017,Broj,Ljubinje,M,75-79,67
2017,Broj,Ljubinje,Ž,75-79,98
2017,Broj,Milići,Ukupno,75-79,226
2017,Broj,Milići,M,75-79,85
2017,Broj,Milići,Ž,75-79,141
2017,Broj,Modriča,Ukupno,75-79,1071
2017,Broj,Modriča,M,75-79,465
2017,Broj,Modriča,Ž,75-79,606
2017,Broj,Mrkonjić Grad,Ukupno,75-79,705
2017,Broj,Mrkonjić Grad,M,75-79,291
